 vdd                 v(op)               v(on)               v(xpre.bn)          v(xpre.bp)          i(vdd)             
 1.620000000000e+00  7.273032851349e-01  7.273032851358e-01  5.901945255126e-01  5.951286761636e-01 -3.592378094247e-05 
