 frequency              r_VSS                  i_VSS                 
 2.872984833353682e+01  1.000000000000000e+00  0.000000000000000e+00 
 2.928644564625254e+01  1.000000000000000e+00  0.000000000000000e+00 
 2.985382618917978e+01  1.000000000000000e+00  0.000000000000000e+00 
 3.043219887107740e+01  1.000000000000000e+00  0.000000000000000e+00 
 3.102177664799520e+01  1.000000000000000e+00  0.000000000000000e+00 
 3.162277660168399e+01  1.000000000000000e+00  0.000000000000000e+00 
 3.223542001952483e+01  1.000000000000000e+00  0.000000000000000e+00 
 3.285993247600675e+01  1.000000000000000e+00  0.000000000000000e+00 
 3.349654391578298e+01  1.000000000000000e+00  0.000000000000000e+00 
 3.414548873833623e+01  1.000000000000000e+00  0.000000000000000e+00 
 3.480700588428433e+01  1.000000000000000e+00  0.000000000000000e+00 
 3.548133892335778e+01  1.000000000000000e+00  0.000000000000000e+00 
 3.616873614408183e+01  1.000000000000000e+00  0.000000000000000e+00 
 3.686945064519600e+01  1.000000000000000e+00  0.000000000000000e+00 
 3.758374042884466e+01  1.000000000000000e+00  0.000000000000000e+00 
 3.831186849557313e+01  1.000000000000000e+00  0.000000000000000e+00 
 3.905410294116406e+01  1.000000000000000e+00  0.000000000000000e+00 
 3.981071705534999e+01  1.000000000000000e+00  0.000000000000000e+00 
 4.058198942243826e+01  1.000000000000000e+00  0.000000000000000e+00 
 4.136820402388535e+01  1.000000000000000e+00  0.000000000000000e+00 
 4.216965034285851e+01  1.000000000000000e+00  0.000000000000000e+00 
 4.298662347082306e+01  1.000000000000000e+00  0.000000000000000e+00 
 4.381942421619467e+01  1.000000000000000e+00  0.000000000000000e+00 
 4.466835921509661e+01  1.000000000000000e+00  0.000000000000000e+00 
 4.553374104426280e+01  1.000000000000000e+00  0.000000000000000e+00 
 4.641588833612811e+01  1.000000000000000e+00  0.000000000000000e+00 
 4.731512589614837e+01  1.000000000000000e+00  0.000000000000000e+00 
 4.823178482239340e+01  1.000000000000000e+00  0.000000000000000e+00 
 4.916620262745678e+01  1.000000000000000e+00  0.000000000000000e+00 
 5.011872336272758e+01  1.000000000000000e+00  0.000000000000000e+00 
 5.108969774506964e+01  1.000000000000000e+00  0.000000000000000e+00 
 5.207948328595500e+01  1.000000000000000e+00  0.000000000000000e+00 
 5.308844442309921e+01  1.000000000000000e+00  0.000000000000000e+00 
 5.411695265464675e+01  1.000000000000000e+00  0.000000000000000e+00 
 5.516538667595619e+01  1.000000000000000e+00  0.000000000000000e+00 
 5.623413251903531e+01  1.000000000000000e+00  0.000000000000000e+00 
 5.732358369467754e+01  1.000000000000000e+00  0.000000000000000e+00 
 5.843414133735218e+01  1.000000000000000e+00  0.000000000000000e+00 
 5.956621435290148e+01  1.000000000000000e+00  0.000000000000000e+00 
 6.072021956909929e+01  1.000000000000000e+00  0.000000000000000e+00 
 6.189658188912651e+01  1.000000000000000e+00  0.000000000000000e+00 
 6.309573444801979e+01  1.000000000000000e+00  0.000000000000000e+00 
 6.431811877215135e+01  1.000000000000000e+00  0.000000000000000e+00 
 6.556418494179837e+01  1.000000000000000e+00  0.000000000000000e+00 
 6.683439175686196e+01  1.000000000000000e+00  0.000000000000000e+00 
 6.812920690579664e+01  1.000000000000000e+00  0.000000000000000e+00 
 6.944910713781265e+01  1.000000000000000e+00  0.000000000000000e+00 
 7.079457843841433e+01  1.000000000000000e+00  0.000000000000000e+00 
 7.216611620833937e+01  1.000000000000000e+00  0.000000000000000e+00 
 7.356422544596469e+01  1.000000000000000e+00  0.000000000000000e+00 
 7.498942093324617e+01  1.000000000000000e+00  0.000000000000000e+00 
 7.644222742526063e+01  1.000000000000000e+00  0.000000000000000e+00 
 7.792317984342003e+01  1.000000000000000e+00  0.000000000000000e+00 
 7.943282347242878e+01  1.000000000000000e+00  0.000000000000000e+00 
 8.097171416105684e+01  1.000000000000000e+00  0.000000000000000e+00 
 8.254041852680250e+01  1.000000000000000e+00  0.000000000000000e+00 
 8.413951416452018e+01  1.000000000000000e+00  0.000000000000000e+00 
 8.576958985909010e+01  1.000000000000000e+00  0.000000000000000e+00 
 8.743124580220807e+01  1.000000000000000e+00  0.000000000000000e+00 
 8.912509381337527e+01  1.000000000000000e+00  0.000000000000000e+00 
 9.085175756516942e+01  1.000000000000000e+00  0.000000000000000e+00 
 9.261187281288011e+01  1.000000000000000e+00  0.000000000000000e+00 
 9.440608762859311e+01  1.000000000000000e+00  0.000000000000000e+00 
 9.623506263980966e+01  1.000000000000000e+00  0.000000000000000e+00 
 9.809947127268855e+01  1.000000000000000e+00  0.000000000000000e+00 
 1.000000000000008e+02  1.000000000000000e+00  0.000000000000000e+00 
 1.019373485938881e+02  1.000000000000000e+00  0.000000000000000e+00 
 1.039122303835178e+02  1.000000000000000e+00  0.000000000000000e+00 
 1.059253725177298e+02  1.000000000000000e+00  0.000000000000000e+00 
 1.079775162327719e+02  1.000000000000000e+00  0.000000000000000e+00 
 1.100694171252219e+02  1.000000000000000e+00  0.000000000000000e+00 
 1.122018454301973e+02  1.000000000000000e+00  0.000000000000000e+00 
 1.143755863049548e+02  1.000000000000000e+00  0.000000000000000e+00 
 1.165914401179842e+02  1.000000000000000e+00  0.000000000000000e+00 
 1.188502227437029e+02  1.000000000000000e+00  0.000000000000000e+00 
 1.211527658628599e+02  1.000000000000000e+00  0.000000000000000e+00 
 1.234999172687595e+02  1.000000000000000e+00  0.000000000000000e+00 
 1.258925411794178e+02  1.000000000000000e+00  0.000000000000000e+00 
 1.283315185557662e+02  1.000000000000000e+00  0.000000000000000e+00 
 1.308177474260206e+02  1.000000000000000e+00  0.000000000000000e+00 
 1.333521432163336e+02  1.000000000000000e+00  0.000000000000000e+00 
 1.359356390878538e+02  1.000000000000000e+00  0.000000000000000e+00 
 1.385691862803140e+02  1.000000000000000e+00  0.000000000000000e+00 
 1.412537544622767e+02  1.000000000000000e+00  0.000000000000000e+00 
 1.439903320881646e+02  1.000000000000000e+00  0.000000000000000e+00 
 1.467799267622083e+02  1.000000000000000e+00  0.000000000000000e+00 
 1.496235656094447e+02  1.000000000000000e+00  0.000000000000000e+00 
 1.525222956539033e+02  1.000000000000000e+00  0.000000000000000e+00 
 1.554771842041188e+02  1.000000000000000e+00  0.000000000000000e+00 
 1.584893192461128e+02  1.000000000000000e+00  0.000000000000000e+00 
 1.615598098439889e+02  1.000000000000000e+00  0.000000000000000e+00 
 1.646897865482883e+02  1.000000000000000e+00  0.000000000000000e+00 
 1.678804018122576e+02  1.000000000000000e+00  0.000000000000000e+00 
 1.711328304161796e+02  1.000000000000000e+00  0.000000000000000e+00 
 1.744482698999270e+02  1.000000000000000e+00  0.000000000000000e+00 
 1.778279410038939e+02  1.000000000000000e+00  0.000000000000000e+00 
 1.812730881184716e+02  1.000000000000000e+00  0.000000000000000e+00 
 1.847849797422308e+02  1.000000000000000e+00  0.000000000000000e+00 
 1.883649089489818e+02  1.000000000000000e+00  0.000000000000000e+00 
 1.920141938638820e+02  1.000000000000000e+00  0.000000000000000e+00 
 1.957341781487679e+02  1.000000000000000e+00  0.000000000000000e+00 
 1.995262314968899e+02  1.000000000000000e+00  0.000000000000000e+00 
 2.033917501372311e+02  1.000000000000000e+00  0.000000000000000e+00 
 2.073321573485975e+02  1.000000000000000e+00  0.000000000000000e+00 
 2.113489039836667e+02  1.000000000000000e+00  0.000000000000000e+00 
 2.154434690031904e+02  1.000000000000000e+00  0.000000000000000e+00 
 2.196173600205457e+02  1.000000000000000e+00  0.000000000000000e+00 
 2.238721138568361e+02  1.000000000000000e+00  0.000000000000000e+00 
 2.282092971067473e+02  1.000000000000000e+00  0.000000000000000e+00 
 2.326305067153649e+02  1.000000000000000e+00  0.000000000000000e+00 
 2.371373705661678e+02  1.000000000000000e+00  0.000000000000000e+00 
 2.417315480804128e+02  1.000000000000000e+00  0.000000000000000e+00 
 2.464147308281306e+02  1.000000000000000e+00  0.000000000000000e+00 
 2.511886431509605e+02  1.000000000000000e+00  0.000000000000000e+00 
 2.560550427970502e+02  1.000000000000000e+00  0.000000000000000e+00 
 2.610157215682563e+02  1.000000000000000e+00  0.000000000000000e+00 
 2.660725059798837e+02  1.000000000000000e+00  0.000000000000000e+00 
 2.712272579332056e+02  1.000000000000000e+00  0.000000000000000e+00 
 2.764818754010136e+02  1.000000000000000e+00  0.000000000000000e+00 
 2.818382931264483e+02  1.000000000000000e+00  0.000000000000000e+00 
 2.872984833353694e+02  1.000000000000000e+00  0.000000000000000e+00 
 2.928644564625267e+02  1.000000000000000e+00  0.000000000000000e+00 
 2.985382618917990e+02  1.000000000000000e+00  0.000000000000000e+00 
 3.043219887107753e+02  1.000000000000000e+00  0.000000000000000e+00 
 3.102177664799533e+02  1.000000000000000e+00  0.000000000000000e+00 
 3.162277660168412e+02  1.000000000000000e+00  0.000000000000000e+00 
 3.223542001952496e+02  1.000000000000000e+00  0.000000000000000e+00 
 3.285993247600689e+02  1.000000000000000e+00  0.000000000000000e+00 
 3.349654391578312e+02  1.000000000000000e+00  0.000000000000000e+00 
 3.414548873833638e+02  1.000000000000000e+00  0.000000000000000e+00 
 3.480700588428447e+02  1.000000000000000e+00  0.000000000000000e+00 
 3.548133892335792e+02  1.000000000000000e+00  0.000000000000000e+00 
 3.616873614408197e+02  1.000000000000000e+00  0.000000000000000e+00 
 3.686945064519614e+02  1.000000000000000e+00  0.000000000000000e+00 
 3.758374042884482e+02  1.000000000000000e+00  0.000000000000000e+00 
 3.831186849557329e+02  1.000000000000000e+00  0.000000000000000e+00 
 3.905410294116422e+02  1.000000000000000e+00  0.000000000000000e+00 
 3.981071705535015e+02  1.000000000000000e+00  0.000000000000000e+00 
 4.058198942243842e+02  1.000000000000000e+00  0.000000000000000e+00 
 4.136820402388552e+02  1.000000000000000e+00  0.000000000000000e+00 
 4.216965034285868e+02  1.000000000000000e+00  0.000000000000000e+00 
 4.298662347082324e+02  1.000000000000000e+00  0.000000000000000e+00 
 4.381942421619485e+02  1.000000000000000e+00  0.000000000000000e+00 
 4.466835921509680e+02  1.000000000000000e+00  0.000000000000000e+00 
 4.553374104426299e+02  1.000000000000000e+00  0.000000000000000e+00 
 4.641588833612830e+02  1.000000000000000e+00  0.000000000000000e+00 
 4.731512589614857e+02  1.000000000000000e+00  0.000000000000000e+00 
 4.823178482239360e+02  1.000000000000000e+00  0.000000000000000e+00 
 4.916620262745698e+02  1.000000000000000e+00  0.000000000000000e+00 
 5.011872336272779e+02  1.000000000000000e+00  0.000000000000000e+00 
 5.108969774506985e+02  1.000000000000000e+00  0.000000000000000e+00 
 5.207948328595522e+02  1.000000000000000e+00  0.000000000000000e+00 
 5.308844442309944e+02  1.000000000000000e+00  0.000000000000000e+00 
 5.411695265464699e+02  1.000000000000000e+00  0.000000000000000e+00 
 5.516538667595644e+02  1.000000000000000e+00  0.000000000000000e+00 
 5.623413251903556e+02  1.000000000000000e+00  0.000000000000000e+00 
 5.732358369467780e+02  1.000000000000000e+00  0.000000000000000e+00 
 5.843414133735243e+02  1.000000000000000e+00  0.000000000000000e+00 
 5.956621435290174e+02  1.000000000000000e+00  0.000000000000000e+00 
 6.072021956909956e+02  1.000000000000000e+00  0.000000000000000e+00 
 6.189658188912678e+02  1.000000000000000e+00  0.000000000000000e+00 
 6.309573444802006e+02  1.000000000000000e+00  0.000000000000000e+00 
 6.431811877215163e+02  1.000000000000000e+00  0.000000000000000e+00 
 6.556418494179866e+02  1.000000000000000e+00  0.000000000000000e+00 
 6.683439175686225e+02  1.000000000000000e+00  0.000000000000000e+00 
 6.812920690579693e+02  1.000000000000000e+00  0.000000000000000e+00 
 6.944910713781295e+02  1.000000000000000e+00  0.000000000000000e+00 
 7.079457843841464e+02  1.000000000000000e+00  0.000000000000000e+00 
 7.216611620833969e+02  1.000000000000000e+00  0.000000000000000e+00 
 7.356422544596502e+02  1.000000000000000e+00  0.000000000000000e+00 
 7.498942093324649e+02  1.000000000000000e+00  0.000000000000000e+00 
 7.644222742526096e+02  1.000000000000000e+00  0.000000000000000e+00 
 7.792317984342036e+02  1.000000000000000e+00  0.000000000000000e+00 
 7.943282347242912e+02  1.000000000000000e+00  0.000000000000000e+00 
 8.097171416105718e+02  1.000000000000000e+00  0.000000000000000e+00 
 8.254041852680285e+02  1.000000000000000e+00  0.000000000000000e+00 
 8.413951416452054e+02  1.000000000000000e+00  0.000000000000000e+00 
 8.576958985909047e+02  1.000000000000000e+00  0.000000000000000e+00 
 8.743124580220845e+02  1.000000000000000e+00  0.000000000000000e+00 
 8.912509381337566e+02  1.000000000000000e+00  0.000000000000000e+00 
 9.085175756516981e+02  1.000000000000000e+00  0.000000000000000e+00 
 9.261187281288051e+02  1.000000000000000e+00  0.000000000000000e+00 
 9.440608762859353e+02  1.000000000000000e+00  0.000000000000000e+00 
 9.623506263981008e+02  1.000000000000000e+00  0.000000000000000e+00 
 9.809947127268898e+02  1.000000000000000e+00  0.000000000000000e+00 
 1.000000000000013e+03  1.000000000000000e+00  0.000000000000000e+00 
 1.019373485938886e+03  1.000000000000000e+00  0.000000000000000e+00 
 1.039122303835182e+03  1.000000000000000e+00  0.000000000000000e+00 
 1.059253725177302e+03  1.000000000000000e+00  0.000000000000000e+00 
 1.079775162327723e+03  1.000000000000000e+00  0.000000000000000e+00 
 1.100694171252224e+03  1.000000000000000e+00  0.000000000000000e+00 
 1.122018454301978e+03  1.000000000000000e+00  0.000000000000000e+00 
 1.143755863049553e+03  1.000000000000000e+00  0.000000000000000e+00 
 1.165914401179847e+03  1.000000000000000e+00  0.000000000000000e+00 
 1.188502227437034e+03  1.000000000000000e+00  0.000000000000000e+00 
 1.211527658628604e+03  1.000000000000000e+00  0.000000000000000e+00 
 1.234999172687601e+03  1.000000000000000e+00  0.000000000000000e+00 
 1.258925411794184e+03  1.000000000000000e+00  0.000000000000000e+00 
 1.283315185557668e+03  1.000000000000000e+00  0.000000000000000e+00 
 1.308177474260211e+03  1.000000000000000e+00  0.000000000000000e+00 
 1.333521432163342e+03  1.000000000000000e+00  0.000000000000000e+00 
 1.359356390878544e+03  1.000000000000000e+00  0.000000000000000e+00 
 1.385691862803146e+03  1.000000000000000e+00  0.000000000000000e+00 
 1.412537544622773e+03  1.000000000000000e+00  0.000000000000000e+00 
 1.439903320881652e+03  1.000000000000000e+00  0.000000000000000e+00 
 1.467799267622089e+03  1.000000000000000e+00  0.000000000000000e+00 
 1.496235656094454e+03  1.000000000000000e+00  0.000000000000000e+00 
 1.525222956539040e+03  1.000000000000000e+00  0.000000000000000e+00 
 1.554771842041195e+03  1.000000000000000e+00  0.000000000000000e+00 
 1.584893192461135e+03  1.000000000000000e+00  0.000000000000000e+00 
 1.615598098439896e+03  1.000000000000000e+00  0.000000000000000e+00 
 1.646897865482891e+03  1.000000000000000e+00  0.000000000000000e+00 
 1.678804018122584e+03  1.000000000000000e+00  0.000000000000000e+00 
 1.711328304161804e+03  1.000000000000000e+00  0.000000000000000e+00 
 1.744482698999278e+03  1.000000000000000e+00  0.000000000000000e+00 
 1.778279410038948e+03  1.000000000000000e+00  0.000000000000000e+00 
 1.812730881184724e+03  1.000000000000000e+00  0.000000000000000e+00 
 1.847849797422317e+03  1.000000000000000e+00  0.000000000000000e+00 
 1.883649089489827e+03  1.000000000000000e+00  0.000000000000000e+00 
 1.920141938638829e+03  1.000000000000000e+00  0.000000000000000e+00 
 1.957341781487688e+03  1.000000000000000e+00  0.000000000000000e+00 
 1.995262314968908e+03  1.000000000000000e+00  0.000000000000000e+00 
 2.033917501372321e+03  1.000000000000000e+00  0.000000000000000e+00 
