 frequency       onoise_spectrum inoise_spectrum
 1.00000000e+00  7.21432260e-06  2.26462818e-07 
 1.02329299e+00  7.14010126e-06  2.24132956e-07 
 1.04712855e+00  7.06665502e-06  2.21827425e-07 
 1.07151931e+00  6.99397567e-06  2.19545968e-07 
 1.09647820e+00  6.92205509e-06  2.17288329e-07 
 1.12201845e+00  6.85088523e-06  2.15054255e-07 
 1.14815362e+00  6.78045815e-06  2.12843498e-07 
 1.17489755e+00  6.71076598e-06  2.10655810e-07 
 1.20226443e+00  6.64180094e-06  2.08490948e-07 
 1.23026877e+00  6.57355533e-06  2.06348669e-07 
 1.25892541e+00  6.50602154e-06  2.04228734e-07 
 1.28824955e+00  6.43919202e-06  2.02130907e-07 
 1.31825674e+00  6.37305934e-06  2.00054954e-07 
 1.34896288e+00  6.30761611e-06  1.98000644e-07 
 1.38038426e+00  6.24285505e-06  1.95967747e-07 
 1.41253754e+00  6.17876894e-06  1.93956037e-07 
 1.44543977e+00  6.11535064e-06  1.91965291e-07 
 1.47910839e+00  6.05259309e-06  1.89995286e-07 
 1.51356125e+00  5.99048932e-06  1.88045804e-07 
 1.54881662e+00  5.92903240e-06  1.86116626e-07 
 1.58489319e+00  5.86821551e-06  1.84207540e-07 
 1.62181010e+00  5.80803187e-06  1.82318332e-07 
 1.65958691e+00  5.74847482e-06  1.80448793e-07 
 1.69824365e+00  5.68953771e-06  1.78598714e-07 
 1.73780083e+00  5.63121402e-06  1.76767891e-07 
 1.77827941e+00  5.57349725e-06  1.74956120e-07 
 1.81970086e+00  5.51638102e-06  1.73163200e-07 
 1.86208714e+00  5.45985897e-06  1.71388932e-07 
 1.90546072e+00  5.40392483e-06  1.69633119e-07 
 1.94984460e+00  5.34857242e-06  1.67895567e-07 
 1.99526231e+00  5.29379558e-06  1.66176082e-07 
 2.04173794e+00  5.23958824e-06  1.64474474e-07 
 2.08929613e+00  5.18594441e-06  1.62790556e-07 
 2.13796209e+00  5.13285815e-06  1.61124139e-07 
 2.18776162e+00  5.08032356e-06  1.59475040e-07 
 2.23872114e+00  5.02833484e-06  1.57843077e-07 
