 frequency       gain            phase          
 1.00000000e+00  1.20248383e+01 -1.47438168e-05 
 1.05925373e+00  1.20248383e+01 -1.56174429e-05 
 1.12201845e+00  1.20248383e+01 -1.65428345e-05 
 1.18850223e+00  1.20248383e+01 -1.75230591e-05 
 1.25892541e+00  1.20248383e+01 -1.85613656e-05 
 1.33352143e+00  1.20248383e+01 -1.96611957e-05 
 1.41253754e+00  1.20248383e+01 -2.08261948e-05 
 1.49623566e+00  1.20248383e+01 -2.20602244e-05 
 1.58489319e+00  1.20248383e+01 -2.33673749e-05 
 1.67880402e+00  1.20248383e+01 -2.47519789e-05 
 1.77827941e+00  1.20248383e+01 -2.62186258e-05 
 1.88364909e+00  1.20248383e+01 -2.77721771e-05 
 1.99526231e+00  1.20248383e+01 -2.94177820e-05 
 2.11348904e+00  1.20248383e+01 -3.11608952e-05 
 2.23872114e+00  1.20248383e+01 -3.30072943e-05 
 2.37137371e+00  1.20248383e+01 -3.49630995e-05 
 2.51188643e+00  1.20248383e+01 -3.70347934e-05 
 2.66072506e+00  1.20248383e+01 -3.92292428e-05 
 2.81838293e+00  1.20248383e+01 -4.15537216e-05 
 2.98538262e+00  1.20248383e+01 -4.40159344e-05 
 3.16227766e+00  1.20248383e+01 -4.66240425e-05 
 3.34965439e+00  1.20248383e+01 -4.93866907e-05 
 3.54813389e+00  1.20248383e+01 -5.23130361e-05 
 3.75837404e+00  1.20248383e+01 -5.54127784e-05 
 3.98107171e+00  1.20248383e+01 -5.86961919e-05 
 4.21696503e+00  1.20248383e+01 -6.21741599e-05 
 4.46683592e+00  1.20248383e+01 -6.58582105e-05 
 4.73151259e+00  1.20248383e+01 -6.97605548e-05 
 5.01187234e+00  1.20248383e+01 -7.38941276e-05 
 5.30884444e+00  1.20248383e+01 -7.82726299e-05 
 5.62341325e+00  1.20248383e+01 -8.29105748e-05 
 5.95662144e+00  1.20248383e+01 -8.78233352e-05 
 6.30957344e+00  1.20248383e+01 -9.30271950e-05 
 6.68343918e+00  1.20248383e+01 -9.85394028e-05 
 7.07945784e+00  1.20248383e+01 -1.04378230e-04 
 7.49894209e+00  1.20248383e+01 -1.10563028e-04 
 7.94328235e+00  1.20248383e+01 -1.17114300e-04 
 8.41395142e+00  1.20248383e+01 -1.24053758e-04 
 8.91250938e+00  1.20248383e+01 -1.31404406e-04 
 9.44060876e+00  1.20248383e+01 -1.39190606e-04 
 1.00000000e+01  1.20248383e+01 -1.47438168e-04 
 1.05925373e+01  1.20248383e+01 -1.56174429e-04 
 1.12201845e+01  1.20248383e+01 -1.65428345e-04 
 1.18850223e+01  1.20248383e+01 -1.75230591e-04 
 1.25892541e+01  1.20248383e+01 -1.85613656e-04 
 1.33352143e+01  1.20248383e+01 -1.96611957e-04 
 1.41253754e+01  1.20248383e+01 -2.08261948e-04 
 1.49623566e+01  1.20248383e+01 -2.20602244e-04 
 1.58489319e+01  1.20248383e+01 -2.33673749e-04 
 1.67880402e+01  1.20248383e+01 -2.47519789e-04 
 1.77827941e+01  1.20248383e+01 -2.62186258e-04 
 1.88364909e+01  1.20248383e+01 -2.77721771e-04 
 1.99526231e+01  1.20248383e+01 -2.94177820e-04 
 2.11348904e+01  1.20248383e+01 -3.11608952e-04 
 2.23872114e+01  1.20248383e+01 -3.30072943e-04 
 2.37137371e+01  1.20248383e+01 -3.49630995e-04 
 2.51188643e+01  1.20248383e+01 -3.70347934e-04 
 2.66072506e+01  1.20248383e+01 -3.92292428e-04 
 2.81838293e+01  1.20248383e+01 -4.15537216e-04 
 2.98538262e+01  1.20248383e+01 -4.40159344e-04 
 3.16227766e+01  1.20248383e+01 -4.66240425e-04 
 3.34965439e+01  1.20248383e+01 -4.93866907e-04 
 3.54813389e+01  1.20248383e+01 -5.23130361e-04 
 3.75837404e+01  1.20248383e+01 -5.54127784e-04 
 3.98107171e+01  1.20248383e+01 -5.86961919e-04 
 4.21696503e+01  1.20248383e+01 -6.21741599e-04 
 4.46683592e+01  1.20248383e+01 -6.58582105e-04 
 4.73151259e+01  1.20248383e+01 -6.97605548e-04 
 5.01187234e+01  1.20248383e+01 -7.38941276e-04 
 5.30884444e+01  1.20248383e+01 -7.82726299e-04 
 5.62341325e+01  1.20248383e+01 -8.29105748e-04 
 5.95662144e+01  1.20248383e+01 -8.78233352e-04 
 6.30957344e+01  1.20248383e+01 -9.30271950e-04 
 6.68343918e+01  1.20248383e+01 -9.85394028e-04 
 7.07945784e+01  1.20248383e+01 -1.04378230e-03 
 7.49894209e+01  1.20248383e+01 -1.10563028e-03 
 7.94328235e+01  1.20248383e+01 -1.17114300e-03 
 8.41395142e+01  1.20248383e+01 -1.24053758e-03 
 8.91250938e+01  1.20248383e+01 -1.31404406e-03 
 9.44060876e+01  1.20248383e+01 -1.39190606e-03 
 1.00000000e+02  1.20248383e+01 -1.47438168e-03 
 1.05925373e+02  1.20248383e+01 -1.56174429e-03 
 1.12201845e+02  1.20248383e+01 -1.65428345e-03 
 1.18850223e+02  1.20248383e+01 -1.75230591e-03 
 1.25892541e+02  1.20248383e+01 -1.85613656e-03 
 1.33352143e+02  1.20248383e+01 -1.96611957e-03 
 1.41253754e+02  1.20248383e+01 -2.08261948e-03 
 1.49623566e+02  1.20248383e+01 -2.20602244e-03 
 1.58489319e+02  1.20248383e+01 -2.33673749e-03 
 1.67880402e+02  1.20248383e+01 -2.47519789e-03 
 1.77827941e+02  1.20248383e+01 -2.62186258e-03 
 1.88364909e+02  1.20248383e+01 -2.77721771e-03 
 1.99526231e+02  1.20248383e+01 -2.94177820e-03 
 2.11348904e+02  1.20248383e+01 -3.11608952e-03 
 2.23872114e+02  1.20248383e+01 -3.30072943e-03 
 2.37137371e+02  1.20248383e+01 -3.49630995e-03 
 2.51188643e+02  1.20248383e+01 -3.70347933e-03 
 2.66072506e+02  1.20248383e+01 -3.92292428e-03 
 2.81838293e+02  1.20248383e+01 -4.15537216e-03 
 2.98538262e+02  1.20248383e+01 -4.40159344e-03 
 3.16227766e+02  1.20248383e+01 -4.66240424e-03 
 3.34965439e+02  1.20248383e+01 -4.93866906e-03 
 3.54813389e+02  1.20248383e+01 -5.23130360e-03 
 3.75837404e+02  1.20248383e+01 -5.54127783e-03 
 3.98107171e+02  1.20248383e+01 -5.86961918e-03 
 4.21696503e+02  1.20248383e+01 -6.21741598e-03 
 4.46683592e+02  1.20248383e+01 -6.58582104e-03 
 4.73151259e+02  1.20248383e+01 -6.97605546e-03 
 5.01187234e+02  1.20248383e+01 -7.38941273e-03 
 5.30884444e+02  1.20248383e+01 -7.82726296e-03 
 5.62341325e+02  1.20248383e+01 -8.29105745e-03 
 5.95662144e+02  1.20248382e+01 -8.78233348e-03 
 6.30957344e+02  1.20248382e+01 -9.30271945e-03 
 6.68343918e+02  1.20248382e+01 -9.85394023e-03 
 7.07945784e+02  1.20248382e+01 -1.04378229e-02 
 7.49894209e+02  1.20248382e+01 -1.10563028e-02 
 7.94328235e+02  1.20248382e+01 -1.17114299e-02 
 8.41395142e+02  1.20248382e+01 -1.24053757e-02 
 8.91250938e+02  1.20248382e+01 -1.31404404e-02 
 9.44060876e+02  1.20248381e+01 -1.39190605e-02 
 1.00000000e+03  1.20248381e+01 -1.47438166e-02 
 1.05925373e+03  1.20248381e+01 -1.56174427e-02 
 1.12201845e+03  1.20248381e+01 -1.65428343e-02 
