device,ids,gm,gds,vgs,vds,vdsat
M8,-9.999998820817449e-06,0.0001020060154098754,3.364582216767255e-07,-1.16724668807448,-1.16724668807448,-0.1697032387080531
M9,-9.991455090098753e-06,0.0001019238855917208,3.417718766349632e-07,-1.16724668807448,-1.142051055908431,-0.1696953444088251
M10,9.991455574786488e-06,0.0001727560309578967,1.036214078893181e-06,0.6579489440915689,0.6579489440915689,0.09235519778443252
M1,5.219833437136695e-06,0.0001171919511907972,1.077244586787707e-06,0.581208966882081,0.8511812812058043,0.05281092319429677
M2,5.259431580601509e-06,0.0001181156742623367,1.114414064617619e-06,0.5821748125133399,0.7835913777709408,0.05300040813492784
M3A,-2.609916241285488e-06,4.492298173004361e-05,2.954655987143539e-07,-0.9309935313075356,-0.9309935313075356,-0.06086890650216169
M3B,-2.609916241285488e-06,4.492298173004361e-05,2.954655987143539e-07,-0.9309935313075356,-0.9309935313075356,-0.06086890650216169
M4A,-2.629715170445677e-06,4.525417511024584e-05,2.905142325590313e-07,-0.9309935313075356,-0.9985834347423991,-0.06092142018262528
M4B,-2.629715170445677e-06,4.525417511024584e-05,2.905142325590313e-07,-0.9309935313075356,-0.9985834347423991,-0.06092142018262528
M5,1.047926494138479e-05,0.0001258744916049582,0.0005277631616101326,0.6579489440915689,0.01782518748666018,0.0985416586290859
M6,8.804502642196497e-05,0.0008481200933063732,1.270091619891549e-05,0.801416565257601,0.5990341543687412,0.164068456577268
M7A,-4.701768297280526e-05,0.000490885343409869,1.554608035001114e-06,-1.16724668807448,-1.200965845631259,-0.1651066742042523
M7B,-4.701768297280526e-05,0.000490885343409869,1.554608035001114e-06,-1.16724668807448,-1.200965845631259,-0.1651066742042523
