 frequency       av              ph             
 1.67880402e+02 -2.94571637e-02 -1.55742158e-03 
 1.72782598e+02 -2.94571642e-02 -1.60289911e-03 
 1.77827941e+02 -2.94571647e-02 -1.64970461e-03 
 1.83020611e+02 -2.94571653e-02 -1.69787686e-03 
 1.88364909e+02 -2.94571659e-02 -1.74745575e-03 
 1.93865264e+02 -2.94571665e-02 -1.79848238e-03 
 1.99526231e+02 -2.94571672e-02 -1.85099902e-03 
 2.05352503e+02 -2.94571679e-02 -1.90504916e-03 
 2.11348904e+02 -2.94571686e-02 -1.96067760e-03 
 2.17520403e+02 -2.94571694e-02 -2.01793042e-03 
 2.23872114e+02 -2.94571703e-02 -2.07685505e-03 
 2.30409298e+02 -2.94571711e-02 -2.13750032e-03 
 2.37137371e+02 -2.94571721e-02 -2.19991645e-03 
 2.44061907e+02 -2.94571731e-02 -2.26415517e-03 
 2.51188643e+02 -2.94571741e-02 -2.33026970e-03 
 2.58523484e+02 -2.94571752e-02 -2.39831480e-03 
 2.66072506e+02 -2.94571764e-02 -2.46834686e-03 
 2.73841963e+02 -2.94571777e-02 -2.54042388e-03 
 2.81838293e+02 -2.94571790e-02 -2.61460560e-03 
 2.90068120e+02 -2.94571804e-02 -2.69095346e-03 
 2.98538262e+02 -2.94571819e-02 -2.76953072e-03 
 3.07255737e+02 -2.94571835e-02 -2.85040248e-03 
 3.16227766e+02 -2.94571851e-02 -2.93363573e-03 
 3.25461783e+02 -2.94571869e-02 -3.01929944e-03 
 3.34965439e+02 -2.94571888e-02 -3.10746457e-03 
 3.44746607e+02 -2.94571908e-02 -3.19820418e-03 
 3.54813389e+02 -2.94571929e-02 -3.29159342e-03 
 3.65174127e+02 -2.94571951e-02 -3.38770968e-03 
 3.75837404e+02 -2.94571974e-02 -3.48663259e-03 
 3.86812055e+02 -2.94571999e-02 -3.58844410e-03 
 3.98107171e+02 -2.94572026e-02 -3.69322856e-03 
 4.09732110e+02 -2.94572054e-02 -3.80107278e-03 
 4.21696503e+02 -2.94572083e-02 -3.91206610e-03 
 4.34010264e+02 -2.94572115e-02 -4.02630049e-03 
 4.46683592e+02 -2.94572148e-02 -4.14387059e-03 
 4.59726989e+02 -2.94572183e-02 -4.26487379e-03 
 4.73151259e+02 -2.94572221e-02 -4.38941035e-03 
 4.86967525e+02 -2.94572260e-02 -4.51758344e-03 
 5.01187234e+02 -2.94572302e-02 -4.64949926e-03 
 5.15822165e+02 -2.94572347e-02 -4.78526708e-03 
 5.30884444e+02 -2.94572394e-02 -4.92499940e-03 
 5.46386550e+02 -2.94572444e-02 -5.06881197e-03 
 5.62341325e+02 -2.94572496e-02 -5.21682395e-03 
 5.78761988e+02 -2.94572552e-02 -5.36915795e-03 
 5.95662144e+02 -2.94572611e-02 -5.52594019e-03 
 6.13055792e+02 -2.94572674e-02 -5.68730055e-03 
 6.30957344e+02 -2.94572741e-02 -5.85337272e-03 
 6.49381632e+02 -2.94572811e-02 -6.02429428e-03 
 6.68343918e+02 -2.94572886e-02 -6.20020684e-03 
 6.87859912e+02 -2.94572964e-02 -6.38125614e-03 
 7.07945784e+02 -2.94573048e-02 -6.56759217e-03 
 7.28618175e+02 -2.94573137e-02 -6.75936931e-03 
 7.49894209e+02 -2.94573231e-02 -6.95674645e-03 
 7.71791516e+02 -2.94573330e-02 -7.15988710e-03 
 7.94328235e+02 -2.94573435e-02 -7.36895956e-03 
 8.17523038e+02 -2.94573547e-02 -7.58413705e-03 
 8.41395142e+02 -2.94573665e-02 -7.80559783e-03 
 8.65964323e+02 -2.94573790e-02 -8.03352538e-03 
 8.91250938e+02 -2.94573923e-02 -8.26810854e-03 
 9.17275935e+02 -2.94574063e-02 -8.50954164e-03 
 9.44060876e+02 -2.94574212e-02 -8.75802472e-03 
 9.71627952e+02 -2.94574369e-02 -9.01376363e-03 
 1.00000000e+03 -2.94574536e-02 -9.27697025e-03 
 1.02920053e+03 -2.94574713e-02 -9.54786264e-03 
 1.05925373e+03 -2.94574900e-02 -9.82666522e-03 
 1.09018449e+03 -2.94575098e-02 -1.01136090e-02 
 1.12201845e+03 -2.94575309e-02 -1.04089317e-02 
 1.15478198e+03 -2.94575531e-02 -1.07128779e-02 
 1.18850223e+03 -2.94575767e-02 -1.10256995e-02 
 1.22320712e+03 -2.94576016e-02 -1.13476557e-02 
 1.25892541e+03 -2.94576281e-02 -1.16790132e-02 
 1.29568670e+03 -2.94576561e-02 -1.20200465e-02 
 1.33352143e+03 -2.94576858e-02 -1.23710381e-02 
 1.37246096e+03 -2.94577172e-02 -1.27322788e-02 
 1.41253754e+03 -2.94577505e-02 -1.31040680e-02 
 1.45378439e+03 -2.94577858e-02 -1.34867136e-02 
 1.49623566e+03 -2.94578231e-02 -1.38805327e-02 
 1.53992653e+03 -2.94578627e-02 -1.42858514e-02 
 1.58489319e+03 -2.94579046e-02 -1.47030057e-02 
 1.63117291e+03 -2.94579490e-02 -1.51323411e-02 
 1.67880402e+03 -2.94579961e-02 -1.55742133e-02 
 1.72782598e+03 -2.94580459e-02 -1.60289884e-02 
 1.77827941e+03 -2.94580987e-02 -1.64970431e-02 
 1.83020611e+03 -2.94581545e-02 -1.69787653e-02 
 1.88364909e+03 -2.94582138e-02 -1.74745540e-02 
 1.93865264e+03 -2.94582765e-02 -1.79848199e-02 
 1.99526231e+03 -2.94583429e-02 -1.85099859e-02 
 2.05352503e+03 -2.94584133e-02 -1.90504870e-02 
 2.11348904e+03 -2.94584878e-02 -1.96067710e-02 
 2.17520403e+03 -2.94585668e-02 -2.01792987e-02 
 2.23872114e+03 -2.94586504e-02 -2.07685445e-02 
 2.30409298e+03 -2.94587390e-02 -2.13749966e-02 
 2.37137371e+03 -2.94588328e-02 -2.19991574e-02 
 2.44061907e+03 -2.94589322e-02 -2.26415439e-02 
 2.51188643e+03 -2.94590375e-02 -2.33026885e-02 
 2.58523484e+03 -2.94591491e-02 -2.39831388e-02 
 2.66072506e+03 -2.94592672e-02 -2.46834585e-02 
 2.73841963e+03 -2.94593923e-02 -2.54042279e-02 
 2.81838293e+03 -2.94595249e-02 -2.61460440e-02 
 2.90068120e+03 -2.94596653e-02 -2.69095216e-02 
 2.98538262e+03 -2.94598140e-02 -2.76952930e-02 
 3.07255737e+03 -2.94599716e-02 -2.85040092e-02 
 3.16227766e+03 -2.94601384e-02 -2.93363404e-02 
 3.25461783e+03 -2.94603152e-02 -3.01929760e-02 
 3.34965439e+03 -2.94605024e-02 -3.10746256e-02 
 3.44746607e+03 -2.94607008e-02 -3.19820198e-02 
 3.54813389e+03 -2.94609108e-02 -3.29159103e-02 
 3.65174127e+03 -2.94611334e-02 -3.38770708e-02 
 3.75837404e+03 -2.94613691e-02 -3.48662975e-02 
 3.86812055e+03 -2.94616188e-02 -3.58844100e-02 
 3.98107171e+03 -2.94618832e-02 -3.69322518e-02 
 4.09732110e+03 -2.94621634e-02 -3.80106910e-02 
 4.21696503e+03 -2.94624601e-02 -3.91206209e-02 
 4.34010264e+03 -2.94627745e-02 -4.02629612e-02 
 4.46683592e+03 -2.94631074e-02 -4.14386582e-02 
 4.59726989e+03 -2.94634601e-02 -4.26486859e-02 
 4.73151259e+03 -2.94638337e-02 -4.38940468e-02 
 4.86967525e+03 -2.94642294e-02 -4.51757727e-02 
 5.01187234e+03 -2.94646486e-02 -4.64949252e-02 
 5.15822165e+03 -2.94650926e-02 -4.78525974e-02 
 5.30884444e+03 -2.94655629e-02 -4.92499140e-02 
 5.46386550e+03 -2.94660611e-02 -5.06880325e-02 
 5.62341325e+03 -2.94665888e-02 -5.21681444e-02 
 5.78761988e+03 -2.94671477e-02 -5.36914758e-02 
 5.95662144e+03 -2.94677398e-02 -5.52592888e-02 
 6.13055792e+03 -2.94683670e-02 -5.68728822e-02 
 6.30957344e+03 -2.94690313e-02 -5.85335928e-02 
 6.49381632e+03 -2.94697350e-02 -6.02427963e-02 
 6.68343918e+03 -2.94704804e-02 -6.20019087e-02 
 6.87859912e+03 -2.94712700e-02 -6.38123872e-02 
 7.07945784e+03 -2.94721063e-02 -6.56757319e-02 
 7.28618175e+03 -2.94729922e-02 -6.75934862e-02 
 7.49894209e+03 -2.94739306e-02 -6.95672389e-02 
 7.71791516e+03 -2.94749246e-02 -7.15986250e-02 
 7.94328235e+03 -2.94759775e-02 -7.36893275e-02 
 8.17523038e+03 -2.94770928e-02 -7.58410781e-02 
 8.41395142e+03 -2.94782741e-02 -7.80556596e-02 
 8.65964323e+03 -2.94795255e-02 -8.03349064e-02 
 8.91250938e+03 -2.94808510e-02 -8.26807066e-02 
 9.17275935e+03 -2.94822551e-02 -8.50950035e-02 
 9.44060876e+03 -2.94837423e-02 -8.75797970e-02 
 9.71627952e+03 -2.94853177e-02 -9.01371455e-02 
 1.00000000e+04 -2.94869864e-02 -9.27691675e-02 
 1.02920053e+04 -2.94887540e-02 -9.54780431e-02 
 1.05925373e+04 -2.94906263e-02 -9.82660164e-02 
 1.09018449e+04 -2.94926096e-02 -1.01135397e-01 
 1.12201845e+04 -2.94947103e-02 -1.04088561e-01 
 1.15478198e+04 -2.94969356e-02 -1.07127955e-01 
 1.18850223e+04 -2.94992927e-02 -1.10256097e-01 
 1.22320712e+04 -2.95017895e-02 -1.13475578e-01 
 1.25892541e+04 -2.95044342e-02 -1.16789064e-01 
 1.29568670e+04 -2.95072356e-02 -1.20199301e-01 
 1.33352143e+04 -2.95102030e-02 -1.23709112e-01 
 1.37246096e+04 -2.95133462e-02 -1.27321405e-01 
 1.41253754e+04 -2.95166757e-02 -1.31039172e-01 
 1.45378439e+04 -2.95202025e-02 -1.34865492e-01 
 1.49623566e+04 -2.95239382e-02 -1.38803535e-01 
 1.53992653e+04 -2.95278952e-02 -1.42856561e-01 
 1.58489319e+04 -2.95320868e-02 -1.47027927e-01 
 1.63117291e+04 -2.95365266e-02 -1.51321089e-01 
 1.67880402e+04 -2.95412296e-02 -1.55739601e-01 
 1.72782598e+04 -2.95462112e-02 -1.60287124e-01 
 1.77827941e+04 -2.95514880e-02 -1.64967422e-01 
 1.83020611e+04 -2.95570774e-02 -1.69784373e-01 
 1.88364909e+04 -2.95629980e-02 -1.74741964e-01 
 1.93865264e+04 -2.95692694e-02 -1.79844301e-01 
 1.99526231e+04 -2.95759123e-02 -1.85095610e-01 
 2.05352503e+04 -2.95829489e-02 -1.90500237e-01 
 2.11348904e+04 -2.95904024e-02 -1.96062659e-01 
 2.17520403e+04 -2.95982975e-02 -2.01787481e-01 
 2.23872114e+04 -2.96066604e-02 -2.07679443e-01 
 2.30409298e+04 -2.96155187e-02 -2.13743422e-01 
 2.37137371e+04 -2.96249020e-02 -2.19984440e-01 
 2.44061907e+04 -2.96348411e-02 -2.26407662e-01 
 2.51188643e+04 -2.96453692e-02 -2.33018406e-01 
 2.58523484e+04 -2.96565210e-02 -2.39822144e-01 
 2.66072506e+04 -2.96683335e-02 -2.46824508e-01 
 2.73841963e+04 -2.96808459e-02 -2.54031293e-01 
 2.81838293e+04 -2.96940996e-02 -2.61448464e-01 
 2.90068120e+04 -2.97081385e-02 -2.69082159e-01 
 2.98538262e+04 -2.97230092e-02 -2.76938695e-01 
 3.07255737e+04 -2.97387609e-02 -2.85024575e-01 
 3.16227766e+04 -2.97554458e-02 -2.93346487e-01 
 3.25461783e+04 -2.97731192e-02 -3.01911317e-01 
 3.34965439e+04 -2.97918396e-02 -3.10726150e-01 
 3.44746607e+04 -2.98116691e-02 -3.19798279e-01 
 3.54813389e+04 -2.98326733e-02 -3.29135208e-01 
 3.65174127e+04 -2.98549219e-02 -3.38744657e-01 
 3.75837404e+04 -2.98784885e-02 -3.48634575e-01 
 3.86812055e+04 -2.99034512e-02 -3.58813140e-01 
 3.98107171e+04 -2.99298928e-02 -3.69288765e-01 
 4.09732110e+04 -2.99579006e-02 -3.80070113e-01 
 4.21696503e+04 -2.99875676e-02 -3.91166095e-01 
 4.34010264e+04 -3.00189920e-02 -4.02585880e-01 
 4.46683592e+04 -3.00522779e-02 -4.14338906e-01 
 4.59726989e+04 -3.00875354e-02 -4.26434885e-01 
 4.73151259e+04 -3.01248814e-02 -4.38883807e-01 
 4.86967525e+04 -3.01644395e-02 -4.51695956e-01 
 5.01187234e+04 -3.02063407e-02 -4.64881912e-01 
 5.15822165e+04 -3.02507237e-02 -4.78452561e-01 
 5.30884444e+04 -3.02977355e-02 -4.92419107e-01 
 5.46386550e+04 -3.03475316e-02 -5.06793076e-01 
 5.62341325e+04 -3.04002770e-02 -5.21586327e-01 
 5.78761988e+04 -3.04561462e-02 -5.36811066e-01 
 5.95662144e+04 -3.05153241e-02 -5.52479846e-01 
 6.13055792e+04 -3.05780066e-02 -5.68605587e-01 
 6.30957344e+04 -3.06444011e-02 -5.85201581e-01 
 6.49381632e+04 -3.07147272e-02 -6.02281503e-01 
 6.68343918e+04 -3.07892176e-02 -6.19859422e-01 
 6.87859912e+04 -3.08681188e-02 -6.37949812e-01 
 7.07945784e+04 -3.09516917e-02 -6.56567565e-01 
 7.28618175e+04 -3.10402127e-02 -6.75728000e-01 
 7.49894209e+04 -3.11339745e-02 -6.95446876e-01 
 7.71791516e+04 -3.12332871e-02 -7.15740407e-01 
 7.94328235e+04 -3.13384789e-02 -7.36625267e-01 
 8.17523038e+04 -3.14498975e-02 -7.58118613e-01 
 8.41395142e+04 -3.15679112e-02 -7.80238088e-01 
 8.65964323e+04 -3.16929098e-02 -8.03001843e-01 
 8.91250938e+04 -3.18253064e-02 -8.26428545e-01 
 9.17275935e+04 -3.19655382e-02 -8.50537392e-01 
 9.44060876e+04 -3.21140682e-02 -8.75348131e-01 
 9.71627952e+04 -3.22713869e-02 -9.00881068e-01 
 1.00000000e+05 -3.24380135e-02 -9.27157086e-01 
 1.02920053e+05 -3.26144978e-02 -9.54197658e-01 
 1.05925373e+05 -3.28014221e-02 -9.82024865e-01 
 1.09018449e+05 -3.29994028e-02 -1.01066141e+00 
 1.12201845e+05 -3.32090928e-02 -1.04013064e+00 
 1.15478198e+05 -3.34311832e-02 -1.07045654e+00 
 1.18850223e+05 -3.36664056e-02 -1.10166380e+00 
 1.22320712e+05 -3.39155350e-02 -1.13377776e+00 
 1.25892541e+05 -3.41793916e-02 -1.16682449e+00 
 1.29568670e+05 -3.44588438e-02 -1.20083079e+00 
 1.33352143e+05 -3.47548110e-02 -1.23582419e+00 
 1.37246096e+05 -3.50682664e-02 -1.27183298e+00 
 1.41253754e+05 -3.54002404e-02 -1.30888623e+00 
 1.45378439e+05 -3.57518235e-02 -1.34701382e+00 
 1.49623566e+05 -3.61241702e-02 -1.38624641e+00 
 1.53992653e+05 -3.65185023e-02 -1.42661554e+00 
 1.58489319e+05 -3.69361133e-02 -1.46815358e+00 
 1.63117291e+05 -3.73783718e-02 -1.51089377e+00 
 1.67880402e+05 -3.78467265e-02 -1.55487024e+00 
 1.72782598e+05 -3.83427105e-02 -1.60011804e+00 
 1.77827941e+05 -3.88679458e-02 -1.64667315e+00 
 1.83020611e+05 -3.94241492e-02 -1.69457249e+00 
 1.88364909e+05 -4.00131367e-02 -1.74385394e+00 
 1.93865264e+05 -4.06368301e-02 -1.79455639e+00 
 1.99526231e+05 -4.12972622e-02 -1.84671970e+00 
 2.05352503e+05 -4.19965835e-02 -1.90038478e+00 
 2.11348904e+05 -4.27370687e-02 -1.95559356e+00 
 2.17520403e+05 -4.35211238e-02 -2.01238902e+00 
 2.23872114e+05 -4.43512933e-02 -2.07081523e+00 
 2.30409298e+05 -4.52302679e-02 -2.13091732e+00 
 2.37137371e+05 -4.61608928e-02 -2.19274153e+00 
 2.44061907e+05 -4.71461760e-02 -2.25633522e+00 
 2.51188643e+05 -4.81892976e-02 -2.32174685e+00 
 2.58523484e+05 -4.92936190e-02 -2.38902603e+00 
 2.66072506e+05 -5.04626927e-02 -2.45822351e+00 
 2.73841963e+05 -5.17002731e-02 -2.52939118e+00 
 2.81838293e+05 -5.30103268e-02 -2.60258208e+00 
 2.90068120e+05 -5.43970445e-02 -2.67785041e+00 
 2.98538262e+05 -5.58648528e-02 -2.75525152e+00 
 3.07255737e+05 -5.74184265e-02 -2.83484191e+00 
 3.16227766e+05 -5.90627019e-02 -2.91667922e+00 
 3.25461783e+05 -6.08028903e-02 -3.00082222e+00 
 3.34965439e+05 -6.26444924e-02 -3.08733082e+00 
 3.44746607e+05 -6.45933128e-02 -3.17626599e+00 
 3.54813389e+05 -6.66554758e-02 -3.26768982e+00 
 3.65174127e+05 -6.88374413e-02 -3.36166542e+00 
 3.75837404e+05 -7.11460212e-02 -3.45825692e+00 
 3.86812055e+05 -7.35883973e-02 -3.55752943e+00 
 3.98107171e+05 -7.61721386e-02 -3.65954897e+00 
 4.09732110e+05 -7.89052203e-02 -3.76438247e+00 
