 frequency       av              ph             
 1.00000000e+00 -2.94571553e-02 -9.64635680e-06 
 1.02920053e+00 -2.94571553e-02 -9.92803550e-06 
 1.05925373e+00 -2.94571553e-02 -1.02179394e-05 
 1.09018449e+00 -2.94571553e-02 -1.05163086e-05 
 1.12201845e+00 -2.94571553e-02 -1.08233903e-05 
 1.15478198e+00 -2.94571553e-02 -1.11394390e-05 
 1.18850223e+00 -2.94571553e-02 -1.14647165e-05 
 1.22320712e+00 -2.94571553e-02 -1.17994923e-05 
 1.25892541e+00 -2.94571553e-02 -1.21440437e-05 
 1.29568670e+00 -2.94571553e-02 -1.24986562e-05 
 1.33352143e+00 -2.94571553e-02 -1.28636235e-05 
 1.37246096e+00 -2.94571553e-02 -1.32392481e-05 
 1.41253754e+00 -2.94571553e-02 -1.36258411e-05 
 1.45378439e+00 -2.94571553e-02 -1.40237229e-05 
 1.49623566e+00 -2.94571553e-02 -1.44332230e-05 
 1.53992653e+00 -2.94571553e-02 -1.48546807e-05 
 1.58489319e+00 -2.94571553e-02 -1.52884452e-05 
 1.63117291e+00 -2.94571553e-02 -1.57348759e-05 
 1.67880402e+00 -2.94571553e-02 -1.61943426e-05 
 1.72782598e+00 -2.94571553e-02 -1.66672259e-05 
 1.77827941e+00 -2.94571553e-02 -1.71539177e-05 
 1.83020611e+00 -2.94571553e-02 -1.76548211e-05 
 1.88364909e+00 -2.94571553e-02 -1.81703512e-05 
 1.93865264e+00 -2.94571553e-02 -1.87009350e-05 
 1.99526231e+00 -2.94571553e-02 -1.92470122e-05 
 2.05352503e+00 -2.94571553e-02 -1.98090351e-05 
 2.11348904e+00 -2.94571553e-02 -2.03874694e-05 
 2.17520403e+00 -2.94571553e-02 -2.09827942e-05 
 2.23872114e+00 -2.94571553e-02 -2.15955029e-05 
 2.30409298e+00 -2.94571553e-02 -2.22261029e-05 
 2.37137371e+00 -2.94571553e-02 -2.28751169e-05 
 2.44061907e+00 -2.94571553e-02 -2.35430823e-05 
 2.51188643e+00 -2.94571553e-02 -2.42305528e-05 
 2.58523484e+00 -2.94571553e-02 -2.49380977e-05 
 2.66072506e+00 -2.94571553e-02 -2.56663033e-05 
 2.73841963e+00 -2.94571553e-02 -2.64157729e-05 
 2.81838293e+00 -2.94571553e-02 -2.71871274e-05 
 2.90068120e+00 -2.94571553e-02 -2.79810058e-05 
 2.98538262e+00 -2.94571553e-02 -2.87980659e-05 
