 time            od              hd              cm              v(acq)          v(sp)           v(sn)          
 0.00000000e+00 -3.52720121e-01  5.15664244e-08  9.81960050e-01  0.00000000e+00  9.78750000e-01  1.00125000e+00 
 5.00000000e-11 -3.52720121e-01  5.15664244e-08  9.81960050e-01  0.00000000e+00  9.78750000e-01  1.00125000e+00 
 1.00000000e-10 -3.52720121e-01  5.15664244e-08  9.81960050e-01  0.00000000e+00  9.78750000e-01  1.00125000e+00 
 2.00000000e-10 -3.52720121e-01  5.15664244e-08  9.81960050e-01  0.00000000e+00  9.78750000e-01  1.00125000e+00 
 4.00000000e-10 -3.52720121e-01  5.15664239e-08  9.81960050e-01  0.00000000e+00  9.78750000e-01  1.00125000e+00 
 8.00000000e-10 -3.52720121e-01  5.15664226e-08  9.81960050e-01  0.00000000e+00  9.78750000e-01  1.00125000e+00 
 1.60000000e-09 -3.52720121e-01  5.15664211e-08  9.81960050e-01  0.00000000e+00  9.78750000e-01  1.00125000e+00 
 3.20000000e-09 -3.52720121e-01  5.15664196e-08  9.81960050e-01  0.00000000e+00  9.78750000e-01  1.00125000e+00 
 6.40000000e-09 -3.52720121e-01  5.15664196e-08  9.81960050e-01  0.00000000e+00  9.78750000e-01  1.00125000e+00 
 1.14000000e-08 -3.52720121e-01  5.15664192e-08  9.81960050e-01  0.00000000e+00  9.78750000e-01  1.00125000e+00 
 1.64000000e-08 -3.52720121e-01  5.15664158e-08  9.81960050e-01  0.00000000e+00  9.78750000e-01  1.00125000e+00 
 2.14000000e-08 -3.52720121e-01  5.15664126e-08  9.81960050e-01  0.00000000e+00  9.78750000e-01  1.00125000e+00 
 2.64000000e-08 -3.52720121e-01  5.15664093e-08  9.81960050e-01  0.00000000e+00  9.78750000e-01  1.00125000e+00 
 3.14000000e-08 -3.52720121e-01  5.15664058e-08  9.81960050e-01  0.00000000e+00  9.78750000e-01  1.00125000e+00 
 3.64000000e-08 -3.52720121e-01  5.15664026e-08  9.81960050e-01  0.00000000e+00  9.78750000e-01  1.00125000e+00 
 4.14000000e-08 -3.52720121e-01  5.15663995e-08  9.81960050e-01  0.00000000e+00  9.78750000e-01  1.00125000e+00 
 4.64000000e-08 -3.52720121e-01  5.15663962e-08  9.81960050e-01  0.00000000e+00  9.78750000e-01  1.00125000e+00 
 5.14000000e-08 -3.52720121e-01  5.15663927e-08  9.81960050e-01  0.00000000e+00  9.78750000e-01  1.00125000e+00 
 5.64000000e-08 -3.52720121e-01  5.15663896e-08  9.81960050e-01  0.00000000e+00  9.78750000e-01  1.00125000e+00 
 6.14000000e-08 -3.52720121e-01  5.15663862e-08  9.81960050e-01  0.00000000e+00  9.78750000e-01  1.00125000e+00 
 6.64000000e-08 -3.52720121e-01  5.15663827e-08  9.81960050e-01  0.00000000e+00  9.78750000e-01  1.00125000e+00 
 7.14000000e-08 -3.52720121e-01  5.15663795e-08  9.81960050e-01  0.00000000e+00  9.78750000e-01  1.00125000e+00 
 7.64000000e-08 -3.52720121e-01  5.15663761e-08  9.81960050e-01  0.00000000e+00  9.78750000e-01  1.00125000e+00 
 8.14000000e-08 -3.52720121e-01  5.15663726e-08  9.81960050e-01  0.00000000e+00  9.78750000e-01  1.00125000e+00 
 8.64000000e-08 -3.52720121e-01  5.15663694e-08  9.81960050e-01  0.00000000e+00  9.78750000e-01  1.00125000e+00 
 9.14000000e-08 -3.52720121e-01  5.15663661e-08  9.81960050e-01  0.00000000e+00  9.78750000e-01  1.00125000e+00 
 9.64000000e-08 -3.52720121e-01  5.15663627e-08  9.81960050e-01  0.00000000e+00  9.78750000e-01  1.00125000e+00 
 1.01400000e-07 -3.52720121e-01  5.15663597e-08  9.81960050e-01  0.00000000e+00  9.78750000e-01  1.00125000e+00 
 1.06400000e-07 -3.52720121e-01  5.15663566e-08  9.81960050e-01  0.00000000e+00  9.78750000e-01  1.00125000e+00 
 1.11400000e-07 -3.52720121e-01  5.15663535e-08  9.81960050e-01  0.00000000e+00  9.78750000e-01  1.00125000e+00 
 1.16400000e-07 -3.52720121e-01  5.15663502e-08  9.81960050e-01  0.00000000e+00  9.78750000e-01  1.00125000e+00 
 1.21400000e-07 -3.52720121e-01  5.15663469e-08  9.81960050e-01  0.00000000e+00  9.78750000e-01  1.00125000e+00 
 1.26400000e-07 -3.52720121e-01  5.15663436e-08  9.81960050e-01  0.00000000e+00  9.78750000e-01  1.00125000e+00 
 1.31400000e-07 -3.52720121e-01  5.15663402e-08  9.81960050e-01  0.00000000e+00  9.78750000e-01  1.00125000e+00 
 1.36400000e-07 -3.52720121e-01  5.15663366e-08  9.81960050e-01  0.00000000e+00  9.78750000e-01  1.00125000e+00 
 1.41400000e-07 -3.52720121e-01  5.15663330e-08  9.81960050e-01  0.00000000e+00  9.78750000e-01  1.00125000e+00 
 1.46400000e-07 -3.52720121e-01  5.15663292e-08  9.81960050e-01  0.00000000e+00  9.78750000e-01  1.00125000e+00 
 1.51400000e-07 -3.52720121e-01  5.15663255e-08  9.81960050e-01  0.00000000e+00  9.78750000e-01  1.00125000e+00 
 1.56400000e-07 -3.52720121e-01  5.15663219e-08  9.81960050e-01  0.00000000e+00  9.78750000e-01  1.00125000e+00 
