 v-sweep         id              od              cm             
 8.87500000e-01 -2.50000000e-02 -3.99287338e-01  8.99900147e-01 
 8.87812500e-01 -2.43750000e-02 -3.89304296e-01  8.99900157e-01 
 8.88125000e-01 -2.37500000e-02 -3.79321280e-01  8.99900168e-01 
 8.88437500e-01 -2.31250000e-02 -3.69338291e-01  8.99900178e-01 
 8.88750000e-01 -2.25000000e-02 -3.59355332e-01  8.99900188e-01 
 8.89062500e-01 -2.18750000e-02 -3.49372403e-01  8.99900197e-01 
 8.89375000e-01 -2.12500000e-02 -3.39389507e-01  8.99900206e-01 
 8.89687500e-01 -2.06250000e-02 -3.29406644e-01  8.99900215e-01 
 8.90000000e-01 -2.00000000e-02 -3.19423817e-01  8.99900224e-01 
 8.90312500e-01 -1.93750000e-02 -3.09441026e-01  8.99900233e-01 
 8.90625000e-01 -1.87500000e-02 -2.99458273e-01  8.99900241e-01 
 8.90937500e-01 -1.81250000e-02 -2.89475559e-01  8.99900249e-01 
 8.91250000e-01 -1.75000000e-02 -2.79492886e-01  8.99900256e-01 
 8.91562500e-01 -1.68750000e-02 -2.69510256e-01  8.99900264e-01 
 8.91875000e-01 -1.62500000e-02 -2.59527669e-01  8.99900271e-01 
 8.92187500e-01 -1.56250000e-02 -2.49545128e-01  8.99900278e-01 
 8.92500000e-01 -1.50000000e-02 -2.39562632e-01  8.99900284e-01 
 8.92812500e-01 -1.43750000e-02 -2.29580184e-01  8.99900291e-01 
 8.93125000e-01 -1.37500000e-02 -2.19597785e-01  8.99900297e-01 
 8.93437500e-01 -1.31250000e-02 -2.09615437e-01  8.99900303e-01 
 8.93750000e-01 -1.25000000e-02 -1.99633140e-01  8.99900308e-01 
 8.94062500e-01 -1.18750000e-02 -1.89650896e-01  8.99900313e-01 
 8.94375000e-01 -1.12500000e-02 -1.79668707e-01  8.99900318e-01 
 8.94687500e-01 -1.06250000e-02 -1.69686573e-01  8.99900323e-01 
 8.95000000e-01 -1.00000000e-02 -1.59704496e-01  8.99900328e-01 
 8.95312500e-01 -9.37500000e-03 -1.49722476e-01  8.99900332e-01 
 8.95625000e-01 -8.75000000e-03 -1.39740516e-01  8.99900336e-01 
 8.95937500e-01 -8.12500000e-03 -1.29758617e-01  8.99900339e-01 
 8.96250000e-01 -7.50000000e-03 -1.19776780e-01  8.99900343e-01 
 8.96562500e-01 -6.87500000e-03 -1.09795005e-01  8.99900346e-01 
 8.96875000e-01 -6.25000000e-03 -9.98132952e-02  8.99900349e-01 
 8.97187500e-01 -5.62500000e-03 -8.98316506e-02  8.99900351e-01 
 8.97500000e-01 -5.00000000e-03 -7.98500728e-02  8.99900353e-01 
 8.97812500e-01 -4.37500000e-03 -6.98685629e-02  8.99900355e-01 
 8.98125000e-01 -3.75000000e-03 -5.98871223e-02  8.99900357e-01 
 8.98437500e-01 -3.12500000e-03 -4.99057521e-02  8.99900359e-01 
 8.98750000e-01 -2.50000000e-03 -3.99244536e-02  8.99900360e-01 
 8.99062500e-01 -1.87500000e-03 -2.99432279e-02  8.99900361e-01 
 8.99375000e-01 -1.25000000e-03 -1.99620762e-02  8.99900361e-01 
 8.99687500e-01 -6.25000000e-04 -9.98099986e-03  8.99900362e-01 
 9.00000000e-01  3.99680289e-15 -4.79394302e-13  8.99900362e-01 
 9.00312500e-01  6.25000000e-04  9.98099985e-03  8.99900362e-01 
 9.00625000e-01  1.25000000e-03  1.99620762e-02  8.99900361e-01 
 9.00937500e-01  1.87500000e-03  2.99432279e-02  8.99900361e-01 
 9.01250000e-01  2.50000000e-03  3.99244536e-02  8.99900360e-01 
 9.01562500e-01  3.12500000e-03  4.99057521e-02  8.99900359e-01 
 9.01875000e-01  3.75000000e-03  5.98871223e-02  8.99900357e-01 
 9.02187500e-01  4.37500000e-03  6.98685629e-02  8.99900355e-01 
 9.02500000e-01  5.00000000e-03  7.98500727e-02  8.99900353e-01 
 9.02812500e-01  5.62500000e-03  8.98316506e-02  8.99900351e-01 
 9.03125000e-01  6.25000000e-03  9.98132952e-02  8.99900349e-01 
 9.03437500e-01  6.87500000e-03  1.09795005e-01  8.99900346e-01 
 9.03750000e-01  7.50000000e-03  1.19776780e-01  8.99900343e-01 
 9.04062500e-01  8.12500000e-03  1.29758617e-01  8.99900339e-01 
 9.04375000e-01  8.75000000e-03  1.39740516e-01  8.99900336e-01 
 9.04687500e-01  9.37500000e-03  1.49722476e-01  8.99900332e-01 
 9.05000000e-01  1.00000000e-02  1.59704496e-01  8.99900328e-01 
