 vdd                 v(op)               v(on)               v(xpre.bn)          v(xpre.bp)          i(vdd)             
 1.620000000000e+00  9.729692974045e-01  9.729692974045e-01  6.366827985496e-01  4.556800509997e-01 -2.788462436796e-05 
