device,ids,gm,gds,vgs,vds,vdsat
M8,-9.999998820817449e-06,0.0001020060154098754,3.364582216767255e-07,-1.16724668807448,-1.16724668807448,-0.1697032387080531
M9,-9.991455090098753e-06,0.0001019238855917208,3.417718766349632e-07,-1.16724668807448,-1.142051055908431,-0.1696953444088251
M10,9.991455574786466e-06,0.0001727560309578963,1.03621407889318e-06,0.6579489440915688,0.6579489440915688,0.09235519778443227
M1,2.014802034690393e-05,0.0004024996852470083,8.031402209876497e-06,0.7536968767033085,0.2423575021051926,0.0789947865099232
M2,2.016110945968957e-05,0.0004024803562254369,8.28922754080865e-06,0.7538582720179601,0.2359995257367549,0.0790678963538824
M3A,-1.007400948319448e-05,0.0001584303682215626,1.030257659479507e-06,-1.011500769912768,-1.011500769912768,-0.08892495122539391
M3B,-1.007400948319448e-05,0.0001584303682215626,1.030257659479507e-06,-1.011500769912768,-1.011500769912768,-0.08892495122539391
M4A,-1.00805540247218e-05,0.0001585243550682468,1.028433317822099e-06,-1.011500769912768,-1.017858746281205,-0.08893505616355842
M4B,-1.00805540247218e-05,0.0001585243550682468,1.028433317822099e-06,-1.011500769912768,-1.017858746281205,-0.08893505616355842
M5,4.030912811280207e-05,0.000681538347471799,4.635810051361615e-06,0.6579489440915688,0.54614172798204,0.09854201971872126
M6,7.808060847629474e-05,0.0008155248004373228,6.663711865612718e-06,0.7821412537187948,1.299838604685349,0.1524933869860083
M7A,-4.553959516686984e-05,0.0004754719090343332,3.156489240565737e-06,-1.16724668807448,-0.5001613953146515,-0.1648892153234937
M7B,-4.553959516686984e-05,0.0004754719090343332,3.156489240565737e-06,-1.16724668807448,-0.5001613953146515,-0.1648892153234937
