 time            d7              h7              c7              p7             
 0.00000000e+00 -3.66947753e-01  3.76233156e-09  9.89537402e-01  1.20725483e-03 
 5.00000000e-11 -3.66947753e-01  3.76233156e-09  9.89537402e-01  1.20725483e-03 
 1.00000000e-10 -3.66947753e-01  3.76233156e-09  9.89537402e-01  1.20725483e-03 
 2.00000000e-10 -3.66947753e-01  3.76233134e-09  9.89537402e-01  1.20725483e-03 
 4.00000000e-10 -3.66947753e-01  3.76233034e-09  9.89537402e-01  1.20725483e-03 
 8.00000000e-10 -3.66947753e-01  3.76232911e-09  9.89537402e-01  1.20725483e-03 
 1.60000000e-09 -3.66947753e-01  3.76232823e-09  9.89537402e-01  1.20725483e-03 
 3.20000000e-09 -3.66947753e-01  3.76232712e-09  9.89537402e-01  1.20725483e-03 
 6.40000000e-09 -3.66947753e-01  3.76232656e-09  9.89537402e-01  1.20725483e-03 
 1.14000000e-08 -3.66947753e-01  3.76232645e-09  9.89537402e-01  1.20725483e-03 
 1.64000000e-08 -3.66947753e-01  3.76232956e-09  9.89537402e-01  1.20725483e-03 
 2.14000000e-08 -3.66947753e-01  3.76233289e-09  9.89537402e-01  1.20725483e-03 
 2.64000000e-08 -3.66947753e-01  3.76233589e-09  9.89537402e-01  1.20725483e-03 
 3.14000000e-08 -3.66947753e-01  3.76233866e-09  9.89537402e-01  1.20725483e-03 
 3.64000000e-08 -3.66947753e-01  3.76234133e-09  9.89537402e-01  1.20725483e-03 
 4.14000000e-08 -3.66947753e-01  3.76234399e-09  9.89537402e-01  1.20725483e-03 
 4.64000000e-08 -3.66947753e-01  3.76234677e-09  9.89537402e-01  1.20725483e-03 
 5.14000000e-08 -3.66947753e-01  3.76234954e-09  9.89537402e-01  1.20725483e-03 
 5.64000000e-08 -3.66947753e-01  3.76235254e-09  9.89537402e-01  1.20725483e-03 
 6.14000000e-08 -3.66947753e-01  3.76235554e-09  9.89537402e-01  1.20725483e-03 
 6.64000000e-08 -3.66947753e-01  3.76235820e-09  9.89537402e-01  1.20725483e-03 
 7.14000000e-08 -3.66947753e-01  3.76236098e-09  9.89537402e-01  1.20725483e-03 
 7.64000000e-08 -3.66947753e-01  3.76236386e-09  9.89537402e-01  1.20725483e-03 
 8.14000000e-08 -3.66947753e-01  3.76236664e-09  9.89537402e-01  1.20725483e-03 
 8.64000000e-08 -3.66947753e-01  3.76236942e-09  9.89537402e-01  1.20725483e-03 
 9.14000000e-08 -3.66947753e-01  3.76237219e-09  9.89537402e-01  1.20725483e-03 
 9.64000000e-08 -3.66947753e-01  3.76237497e-09  9.89537402e-01  1.20725483e-03 
 1.01400000e-07 -3.66947753e-01  3.76237763e-09  9.89537402e-01  1.20725483e-03 
 1.06400000e-07 -3.66947753e-01  3.76238052e-09  9.89537402e-01  1.20725483e-03 
 1.11400000e-07 -3.66947753e-01  3.76238363e-09  9.89537402e-01  1.20725483e-03 
 1.16400000e-07 -3.66947753e-01  3.76238696e-09  9.89537402e-01  1.20725483e-03 
 1.21400000e-07 -3.66947753e-01  3.76239040e-09  9.89537402e-01  1.20725483e-03 
 1.26400000e-07 -3.66947753e-01  3.76239384e-09  9.89537402e-01  1.20725483e-03 
 1.31400000e-07 -3.66947753e-01  3.76239739e-09  9.89537402e-01  1.20725483e-03 
