 time            d8              h8              c8              p8             
 0.00000000e+00 -3.89843413e-01  1.97619698e-14  9.89537431e-01  1.20722001e-03 
 5.00000000e-11 -3.89843413e-01  1.96509475e-14  9.89537431e-01  1.20722001e-03 
 1.00000000e-10 -3.89843413e-01  1.96509475e-14  9.89537431e-01  1.20722001e-03 
 2.00000000e-10 -3.89843413e-01  1.95399252e-14  9.89537431e-01  1.20722001e-03 
 4.00000000e-10 -3.89843413e-01  1.94289029e-14  9.89537431e-01  1.20722001e-03 
 8.00000000e-10 -3.89843413e-01  1.95399252e-14  9.89537431e-01  1.20722001e-03 
 1.60000000e-09 -3.89843413e-01  1.94289029e-14  9.89537431e-01  1.20722001e-03 
 3.20000000e-09 -3.89843413e-01  1.95399252e-14  9.89537431e-01  1.20722001e-03 
 6.40000000e-09 -3.89843413e-01  1.88737914e-14  9.89537431e-01  1.20722001e-03 
 1.14000000e-08 -3.89843413e-01  1.82076576e-14  9.89537431e-01  1.20722001e-03 
 1.64000000e-08 -3.89843413e-01  1.82076576e-14  9.89537431e-01  1.20722001e-03 
 2.14000000e-08 -3.89843413e-01  1.80966353e-14  9.89537431e-01  1.20722001e-03 
 2.64000000e-08 -3.89843413e-01  1.79856130e-14  9.89537431e-01  1.20722001e-03 
 3.14000000e-08 -3.89843413e-01  1.79856130e-14  9.89537431e-01  1.20722001e-03 
 3.64000000e-08 -3.89843413e-01  1.79856130e-14  9.89537431e-01  1.20722001e-03 
 4.14000000e-08 -3.89843413e-01  1.78745907e-14  9.89537431e-01  1.20722001e-03 
 4.64000000e-08 -3.89843413e-01  1.78745907e-14  9.89537431e-01  1.20722001e-03 
 5.14000000e-08 -3.89843413e-01  1.80966353e-14  9.89537431e-01  1.20722001e-03 
 5.64000000e-08 -3.89843413e-01  1.80966353e-14  9.89537431e-01  1.20722001e-03 
 6.14000000e-08 -3.89843413e-01  1.78745907e-14  9.89537431e-01  1.20722001e-03 
 6.64000000e-08 -3.89843413e-01  1.74305015e-14  9.89537431e-01  1.20722001e-03 
 7.14000000e-08 -3.89843413e-01  1.68753900e-14  9.89537431e-01  1.20722001e-03 
 7.64000000e-08 -3.89843413e-01  1.65423231e-14  9.89537431e-01  1.20722001e-03 
 8.14000000e-08 -3.89843413e-01  1.66533454e-14  9.89537431e-01  1.20722001e-03 
 8.64000000e-08 -3.89843413e-01  1.70974346e-14  9.89537431e-01  1.20722001e-03 
