 time            d1              h1              c1              p1             
 0.00000000e+00 -2.82657191e-01 -4.10782519e-15  8.03542235e-01  9.21337291e-04 
 5.00000000e-11 -2.82657191e-01 -4.10782519e-15  8.03542235e-01  9.21337291e-04 
 1.00000000e-10 -2.82657191e-01 -3.88578059e-15  8.03542235e-01  9.21337291e-04 
 2.00000000e-10 -2.82657191e-01 -3.55271368e-15  8.03542235e-01  9.21337291e-04 
 4.00000000e-10 -2.82657191e-01 -2.88657986e-15  8.03542235e-01  9.21337291e-04 
 8.00000000e-10 -2.82657191e-01 -1.77635684e-15  8.03542235e-01  9.21337291e-04 
 1.60000000e-09 -2.82657191e-01 -1.11022302e-15  8.03542235e-01  9.21337291e-04 
 3.20000000e-09 -2.82657191e-01 -6.66133815e-16  8.03542235e-01  9.21337291e-04 
 6.40000000e-09 -2.82657191e-01 -4.44089210e-16  8.03542235e-01  9.21337291e-04 
 1.14000000e-08 -2.82657191e-01  4.44089210e-16  8.03542235e-01  9.21337291e-04 
 1.64000000e-08 -2.82657191e-01  1.44328993e-15  8.03542235e-01  9.21337291e-04 
 2.14000000e-08 -2.82657191e-01  2.33146835e-15  8.03542235e-01  9.21337291e-04 
 2.64000000e-08 -2.82657191e-01  3.21964677e-15  8.03542235e-01  9.21337291e-04 
 3.14000000e-08 -2.82657191e-01  3.99680289e-15  8.03542235e-01  9.21337291e-04 
 3.64000000e-08 -2.82657191e-01  4.55191440e-15  8.03542235e-01  9.21337291e-04 
 4.14000000e-08 -2.82657191e-01  5.21804822e-15  8.03542235e-01  9.21337291e-04 
 4.64000000e-08 -2.82657191e-01  6.21724894e-15  8.03542235e-01  9.21337291e-04 
 5.14000000e-08 -2.82657191e-01  7.32747196e-15  8.03542235e-01  9.21337291e-04 
 5.64000000e-08 -2.82657191e-01  8.32667268e-15  8.03542235e-01  9.21337291e-04 
 6.14000000e-08 -2.82657191e-01  9.21485110e-15  8.03542235e-01  9.21337291e-04 
 6.64000000e-08 -2.82657191e-01  9.99200722e-15  8.03542235e-01  9.21337291e-04 
 7.14000000e-08 -2.82657191e-01  1.07691633e-14  8.03542235e-01  9.21337291e-04 
 7.64000000e-08 -2.82657191e-01  1.15463195e-14  8.03542235e-01  9.21337291e-04 
 8.14000000e-08 -2.82657191e-01  1.22124533e-14  8.03542235e-01  9.21337291e-04 
 8.64000000e-08 -2.82657191e-01  1.31006317e-14  8.03542235e-01  9.21337291e-04 
 9.14000000e-08 -2.82657191e-01  1.40998324e-14  8.03542235e-01  9.21337291e-04 
 9.64000000e-08 -2.82657191e-01  1.50990331e-14  8.03542235e-01  9.21337291e-04 
 1.01400000e-07 -2.82657191e-01  1.59872116e-14  8.03542235e-01  9.21337291e-04 
 1.06400000e-07 -2.82657191e-01  1.67643677e-14  8.03542235e-01  9.21337291e-04 
 1.11400000e-07 -2.82657191e-01  1.74305015e-14  8.03542235e-01  9.21337291e-04 
