 time                v(ip)               v(inn)              v(op)               v(on)               v(clk)              i(vdd)             
 0.000000000000e+00  8.100244140630e-01  8.099755859380e-01  1.619999996804e+00  1.619999996804e+00  0.000000000000e+00 -1.202059315142e-11 
 2.000000000000e-12  8.100244140630e-01  8.099755859380e-01  1.619999996804e+00  1.619999996804e+00  0.000000000000e+00 -1.202076856666e-11 
 4.000000000000e-12  8.100244140630e-01  8.099755859380e-01  1.619999996804e+00  1.619999996804e+00  0.000000000000e+00 -1.202072249240e-11 
 8.000000000000e-12  8.100244140630e-01  8.099755859380e-01  1.619999996804e+00  1.619999996804e+00  0.000000000000e+00 -1.202060453120e-11 
 1.600000000000e-11  8.100244140630e-01  8.099755859380e-01  1.619999996804e+00  1.619999996804e+00  0.000000000000e+00 -1.202062340500e-11 
 3.200000000000e-11  8.100244140630e-01  8.099755859380e-01  1.619999996804e+00  1.619999996804e+00  0.000000000000e+00 -1.202074330908e-11 
 6.400000000000e-11  8.100244140630e-01  8.099755859380e-01  1.619999996804e+00  1.619999996804e+00  0.000000000000e+00 -1.202056289784e-11 
 1.280000000000e-10  8.100244140630e-01  8.099755859380e-01  1.619999996804e+00  1.619999996804e+00  0.000000000000e+00 -1.202074136619e-11 
 2.560000000000e-10  8.100244140630e-01  8.099755859380e-01  1.619999996804e+00  1.619999996804e+00  0.000000000000e+00 -1.202064866257e-11 
 4.560000000000e-10  8.100244140630e-01  8.099755859380e-01  1.619999996804e+00  1.619999996804e+00  0.000000000000e+00 -1.202065310346e-11 
 6.560000000000e-10  8.100244140630e-01  8.099755859380e-01  1.619999996804e+00  1.619999996804e+00  0.000000000000e+00 -1.202060647409e-11 
 8.560000000000e-10  8.100244140630e-01  8.099755859380e-01  1.619999996804e+00  1.619999996804e+00  0.000000000000e+00 -1.202059564942e-11 
 1.056000000000e-09  8.100244140630e-01  8.099755859380e-01  1.619999996804e+00  1.619999996804e+00  0.000000000000e+00 -1.202060009031e-11 
 1.256000000000e-09  8.100244140630e-01  8.099755859380e-01  1.619999996804e+00  1.619999996804e+00  0.000000000000e+00 -1.202060203320e-11 
 1.456000000000e-09  8.100244140630e-01  8.099755859380e-01  1.619999996804e+00  1.619999996804e+00  0.000000000000e+00 -1.202052626048e-11 
 1.656000000000e-09  8.100244140630e-01  8.099755859380e-01  1.619999996804e+00  1.619999996804e+00  0.000000000000e+00 -1.202059759231e-11 
 1.856000000000e-09  8.100244140630e-01  8.099755859380e-01  1.619999996804e+00  1.619999996804e+00  0.000000000000e+00 -1.202059315142e-11 
 2.056000000000e-09  8.100244140630e-01  8.099755859380e-01  1.619999996804e+00  1.619999996804e+00  0.000000000000e+00 -1.202059759231e-11 
