device,ids,gm,gds,vgs,vds,vdsat
M8,-9.999998820817449e-06,0.0001020060154098754,3.364582216767255e-07,-1.16724668807448,-1.16724668807448,-0.1697032387080531
M9,-9.991455090098753e-06,0.0001019238855917208,3.417718766349632e-07,-1.16724668807448,-1.142051055908431,-0.1696953444088251
M10,9.991455574786488e-06,0.0001727560309578967,1.036214078893181e-06,0.6579489440915689,0.6579489440915689,0.09235519778443252
M1,7.766137942315014e-07,1.881940118705955e-05,1.744982840445158e-07,0.4950473774007027,0.9748663348746698,0.04287035292410626
M2,7.928495778505761e-07,1.919787929389372e-05,1.888401140918155e-07,0.4975485349678468,0.8022095161007813,0.04298160313934688
M3A,-3.883066555131189e-07,6.995824333843927e-06,4.809726247097703e-08,-0.822682200093177,-0.822682200093177,-0.04705231928296488
M3B,-3.883066555131189e-07,6.995824333843927e-06,4.809726247097703e-08,-0.822682200093177,-0.822682200093177,-0.04705231928296488
M4A,-3.964241878055716e-07,7.136429561679937e-06,4.607275756124171e-08,-0.822682200093177,-0.9953390188670656,-0.04708486022364407
M4B,-3.964241878055716e-07,7.136429561679937e-06,4.607275756124171e-08,-0.822682200093177,-0.9953390188670656,-0.04708486022364407
M5,1.569463360813487e-06,1.793784107878325e-05,0.0006318025697982975,0.6579489440915689,0.002451465032153211,0.09854164812157398
M6,8.936720888123222e-05,0.0008476033358903864,1.573630412605033e-05,0.8046609811329345,0.4974988424328559,0.1660209748488832
M7A,-4.717109673861245e-05,0.0004923734896389627,1.469558564995249e-06,-1.16724668807448,-1.302501157567144,-0.1651381887631692
M7B,-4.717109673861245e-05,0.0004923734896389627,1.469558564995249e-06,-1.16724668807448,-1.302501157567144,-0.1651381887631692
