 v-sweep         id_abs          gm_abs          gds_abs         vth_abs         vdsat_abs       gm_id           gm_gds         
 1.80000000e+00  1.07950769e-17  3.29208096e-16  1.90649960e-18  9.82026545e-01  4.38137951e-02  3.04961325e+01  1.72676719e+02 
 1.79000000e+00  1.46442997e-17  4.46593429e-16  2.58629999e-18  9.82026545e-01  4.38137951e-02  3.04960592e+01  1.72676577e+02 
 1.78000000e+00  1.98660319e-17  6.05833989e-16  3.50849303e-18  9.82026545e-01  4.38137951e-02  3.04959738e+01  1.72676412e+02 
 1.77000000e+00  2.69496575e-17  8.21853369e-16  4.75950522e-18  9.82026545e-01  4.38137951e-02  3.04958744e+01  1.72676220e+02 
 1.76000000e+00  3.65590502e-17  1.11489597e-15  6.45657761e-18  9.82026545e-01  4.38137951e-02  3.04957586e+01  1.72675996e+02 
 1.75000000e+00  4.95947854e-17  1.51242391e-15  8.75875184e-18  9.82026545e-01  4.38137951e-02  3.04956237e+01  1.72675735e+02 
 1.74000000e+00  6.72785300e-17  2.05169016e-15  1.18817723e-17  9.82026545e-01  4.38137951e-02  3.04954665e+01  1.72675431e+02 
 1.73000000e+00  9.12675169e-17  2.78322881e-15  1.61183006e-17  9.82026545e-01  4.38137951e-02  3.04952836e+01  1.72675077e+02 
 1.72000000e+00  1.23809827e-16  3.77558940e-15  2.18653350e-17  9.82026545e-01  4.38137951e-02  3.04950704e+01  1.72674665e+02 
 1.71000000e+00  1.67955024e-16  5.12175860e-15  2.96614031e-17  9.82026545e-01  4.38137951e-02  3.04948222e+01  1.72674185e+02 
 1.70000000e+00  2.27839867e-16  6.94787036e-15  4.02370097e-17  9.82026545e-01  4.38137951e-02  3.04945331e+01  1.72673626e+02 
 1.69000000e+00  3.09075856e-16  9.42501983e-15  5.45830629e-17  9.82026545e-01  4.38137951e-02  3.04941963e+01  1.72672974e+02 
 1.68000000e+00  4.19274898e-16  1.27852866e-14  7.40436820e-17  9.82026545e-01  4.38137951e-02  3.04938042e+01  1.72672216e+02 
 1.67000000e+00  5.68762303e-16  1.73434665e-14  1.00442073e-16  9.82026545e-01  4.38137951e-02  3.04933474e+01  1.72671333e+02 
