 v-sweep         id_abs          gm_abs          gds_abs         vth_abs         vdsat_abs       gm_id           gm_gds         
 1.80000000e+00  2.85737178e-18  8.62689254e-17  1.56152690e-19  1.01363676e+00  4.41774293e-02  3.01917048e+01  5.52465188e+02 
 1.79000000e+00  3.86444895e-18  1.16674147e-16  2.11188445e-19  1.01363676e+00  4.41774293e-02  3.01916647e+01  5.52464632e+02 
 1.78000000e+00  5.22646696e-18  1.57795494e-16  2.85621322e-19  1.01363676e+00  4.41774293e-02  3.01916179e+01  5.52463985e+02 
 1.77000000e+00  7.06852218e-18  2.13409737e-16  3.86287673e-19  1.01363676e+00  4.41774293e-02  3.01915636e+01  5.52463233e+02 
 1.76000000e+00  9.55979955e-18  2.88624692e-16  5.22433226e-19  1.01363676e+00  4.41774293e-02  3.01915004e+01  5.52462359e+02 
 1.75000000e+00  1.29291106e-17  3.90348299e-16  7.06562196e-19  1.01363676e+00  4.41774293e-02  3.01914270e+01  5.52461341e+02 
 1.74000000e+00  1.74859073e-17  5.27922999e-16  9.55585648e-19  1.01363676e+00  4.41774293e-02  3.01913415e+01  5.52460158e+02 
 1.73000000e+00  2.36487010e-17  7.13983660e-16  1.29237453e-18  1.01363676e+00  4.41774293e-02  3.01912421e+01  5.52458783e+02 
 1.72000000e+00  3.19834969e-17  9.65617803e-16  1.74785999e-18  1.01363676e+00  4.41774293e-02  3.01911266e+01  5.52457183e+02 
 1.71000000e+00  4.32557710e-17  1.30593465e-15  2.36387377e-18  1.01363676e+00  4.41774293e-02  3.01909922e+01  5.52455322e+02 
 1.70000000e+00  5.85007643e-17  1.76618698e-15  3.19698955e-18  1.01363676e+00  4.41774293e-02  3.01908359e+01  5.52453159e+02 
 1.69000000e+00  7.91185446e-17  2.38864062e-15  4.32371770e-18  1.01363676e+00  4.41774293e-02  3.01906542e+01  5.52450642e+02 
 1.68000000e+00  1.07002565e-16  3.23045481e-15  5.84753040e-18  1.01363676e+00  4.41774293e-02  3.01904428e+01  5.52447716e+02 
 1.67000000e+00  1.44713516e-16  4.36892955e-15  7.90836189e-18  1.01363676e+00  4.41774293e-02  3.01901970e+01  5.52444313e+02 
