 v-sweep         id_abs          gm_abs          gds_abs         vth_abs         vdsat_abs       gm_id           gm_gds         
 0.00000000e+00  3.38014490e-13  9.23745105e-12  5.85486305e-14  6.00374916e-01  3.94381093e-02  2.73285652e+01  1.57773990e+02 
 1.00000000e-02  4.44241859e-13  1.21400131e-11  7.69485176e-14  6.00374916e-01  3.94381112e-02  2.73274858e+01  1.57767992e+02 
 2.00000000e-02  5.83846412e-13  1.59543322e-11  1.01129706e-13  6.00374916e-01  3.94381137e-02  2.73262485e+01  1.57761085e+02 
 3.00000000e-02  7.67312010e-13  2.09666706e-11  1.32908107e-13  6.00374916e-01  3.94381170e-02  2.73248305e+01  1.57753136e+02 
 4.00000000e-02  1.00841379e-12  2.75530973e-11  1.74669706e-13  6.00374916e-01  3.94381213e-02  2.73232054e+01  1.57743995e+02 
 5.00000000e-02  1.32525057e-12  3.62076254e-11  2.29549385e-13  6.00374916e-01  3.94381270e-02  2.73213430e+01  1.57733489e+02 
 6.00000000e-02  1.74160056e-12  4.75791495e-11  3.01665746e-13  6.00374916e-01  3.94381345e-02  2.73192089e+01  1.57721419e+02 
 7.00000000e-02  2.28870164e-12  6.25199170e-11  3.96429453e-13  6.00374916e-01  3.94381443e-02  2.73167615e+01  1.57707548e+02 
 8.00000000e-02  3.00758839e-12  8.21491151e-11  5.20948022e-13  6.00374916e-01  3.94381572e-02  2.73139487e+01  1.57691577e+02 
 9.00000000e-02  3.95216016e-12  1.07936370e-10  6.84557223e-13  6.00374916e-01  3.94381741e-02  2.73107279e+01  1.57673262e+02 
 1.00000000e-01  5.19320769e-12  1.41811129e-10  8.99518492e-13  6.00374916e-01  3.94381964e-02  2.73070398e+01  1.57652267e+02 
 1.10000000e-01  6.82369640e-12  1.86306135e-10  1.18193399e-12  6.00374916e-01  3.94382256e-02  2.73028171e+01  1.57628206e+02 
 1.20000000e-01  8.96569711e-12  2.44745444e-10  1.55294700e-12  6.00374916e-01  3.94382640e-02  2.72979826e+01  1.57600641e+02 
 1.30000000e-01  1.17794754e-11  3.21490723e-10  2.04031613e-12  6.00374916e-01  3.94383145e-02  2.72924484e+01  1.57569074e+02 
 1.40000000e-01  1.54754077e-11  4.22263738e-10  2.68047908e-12  6.00374916e-01  3.94383807e-02  2.72861139e+01  1.57532935e+02 
 1.50000000e-01  2.03295984e-11  5.54568367e-10  3.52125725e-12  6.00374916e-01  3.94384678e-02  2.72788649e+01  1.57491580e+02 
 1.60000000e-01  2.67043368e-11  7.28242510e-10  4.62539848e-12  6.00374916e-01  3.94385821e-02  2.72705709e+01  1.57444275e+02 
 1.70000000e-01  3.50748838e-11  9.56179338e-10  6.07521559e-12  6.00374916e-01  3.94387322e-02  2.72610835e+01  1.57390190e+02 
 1.80000000e-01  4.60645242e-11  1.25526908e-09  7.97865603e-12  6.00374916e-01  3.94389293e-02  2.72502343e+01  1.57328386e+02 
 1.90000000e-01  6.04904091e-11  1.64762758e-09  1.04772390e-11  6.00374916e-01  3.94391879e-02  2.72378317e+01  1.57257802e+02 
 2.00000000e-01  7.94234647e-11  2.16219731e-09  1.37564271e-11  6.00374916e-01  3.94395274e-02  2.72236588e+01  1.57177245e+02 
 2.10000000e-01  1.04266621e-10  2.83683100e-09  1.80591672e-11  6.00374916e-01  3.94399729e-02  2.72074703e+01  1.57085373e+02 
 2.20000000e-01  1.36856867e-10  3.72099983e-09  2.37035520e-11  6.00374916e-01  3.94405573e-02  2.71889888e+01  1.56980685e+02 
 2.30000000e-01  1.79598245e-10  4.87930753e-09  3.11058304e-11  6.00374916e-01  3.94413236e-02  2.71679021e+01  1.56861510e+02 
 2.40000000e-01  2.35634956e-10  6.39604212e-09  4.08103471e-11  6.00374916e-01  3.94423283e-02  2.71438594e+01  1.56725992e+02 
 2.50000000e-01  3.09076374e-10  8.38105953e-09  5.35284414e-11  6.00374916e-01  3.94436450e-02  2.71164677e+01  1.56572082e+02 
 2.60000000e-01  4.05289062e-10  1.09773712e-08  7.01888999e-11  6.00374916e-01  3.94453698e-02  2.70852885e+01  1.56397538e+02 
 2.70000000e-01  5.31275086e-10  1.43709032e-08  9.20032672e-11  6.00374916e-01  3.94476282e-02  2.70498346e+01  1.56199922e+02 
 2.80000000e-01  6.96161170e-10  1.88030121e-08  1.20550203e-10  6.00374916e-01  3.94505835e-02  2.70095674e+01  1.55976611e+02 
 2.90000000e-01  9.11829734e-10  2.45864814e-08  1.57884158e-10  6.00374916e-01  3.94544485e-02  2.69638953e+01  1.55724816e+02 
 3.00000000e-01  1.19373096e-09  3.21258935e-08  2.06674971e-10  6.00374916e-01  3.94594994e-02  2.69121725e+01  1.55441626e+02 
 3.10000000e-01  1.56192488e-09  4.19434635e-08  2.70386581e-10  6.00374916e-01  3.94660946e-02  2.68537009e+01  1.55124057e+02 
 3.20000000e-01  2.04241452e-09  5.47116549e-08  3.53504923e-10  6.00374916e-01  3.94746984e-02  2.67877330e+01  1.54769146e+02 
 3.30000000e-01  2.66884555e-09  7.12941497e-08  4.61827260e-10  6.00374916e-01  3.94859105e-02  2.67134790e+01  1.54374061e+02 
 3.40000000e-01  3.48466502e-09  9.27970380e-08  6.02827633e-10  6.00374916e-01  3.95005039e-02  2.66301172e+01  1.53936271e+02 
 3.50000000e-01  4.54585211e-09  1.20632412e-07  7.86115745e-10  6.00374916e-01  3.95194721e-02  2.65368097e+01  1.53453754e+02 
 3.60000000e-01  5.92435715e-09  1.56596899e-07  1.02400927e-09  6.00374916e-01  3.95440881e-02  2.64327242e+01  1.52925274e+02 
 3.70000000e-01  7.71241279e-09  2.02968050e-07  1.33224209e-09  6.00374916e-01  3.95759770e-02  2.63170625e+01  1.52350726e+02 
 3.80000000e-01  1.00279120e-08  2.62621962e-07  1.73083282e-09  6.00374916e-01  3.96172051e-02  2.61890971e+01  1.51731559e+02 
 3.90000000e-01  1.30210848e-08  3.39176010e-07  2.24513891e-09  6.00374916e-01  3.96703871e-02  2.60482146e+01  1.51071281e+02 
