 v-sweep         id_abs          gm_abs          gds_abs         vth_abs         vdsat_abs       gm_id           gm_gds         
 0.00000000e+00  3.76665602e-13  1.01750598e-11  7.67348835e-14  6.28202085e-01  4.04503496e-02  2.70135095e+01  1.32600186e+02 
 1.00000000e-02  4.93483051e-13  1.33302670e-11  1.00512867e-13  6.28202085e-01  4.04503509e-02  2.70126137e+01  1.32622494e+02 
 2.00000000e-02  6.46523560e-13  1.74636284e-11  1.31657523e-13  6.28202085e-01  4.04503526e-02  2.70115886e+01  1.32644363e+02 
 3.00000000e-02  8.47016175e-13  2.28782588e-11  1.72450404e-13  6.28202085e-01  4.04503548e-02  2.70104154e+01  1.32665730e+02 
 4.00000000e-02  1.10966937e-12  2.99711410e-11  2.25879320e-13  6.28202085e-01  4.04503577e-02  2.70090730e+01  1.32686521e+02 
 5.00000000e-02  1.45374840e-12  3.92621638e-11  2.95856793e-13  6.28202085e-01  4.04503615e-02  2.70075369e+01  1.32706650e+02 
 6.00000000e-02  1.90448591e-12  5.14321261e-11  3.87505975e-13  6.28202085e-01  4.04503665e-02  2.70057794e+01  1.32726021e+02 
 7.00000000e-02  2.49492850e-12  6.73724714e-11  5.07534845e-13  6.28202085e-01  4.04503730e-02  2.70037684e+01  1.32744524e+02 
 8.00000000e-02  3.26835405e-12  8.82503565e-11  6.64725862e-13  6.28202085e-01  4.04503815e-02  2.70014678e+01  1.32762033e+02 
 9.00000000e-02  4.28143538e-12  1.15593771e-10  8.70576604e-13  6.28202085e-01  4.04503926e-02  2.69988358e+01  1.32778403e+02 
 1.00000000e-01  5.60838032e-12  1.51402855e-10  1.14013780e-12  6.28202085e-01  4.04504073e-02  2.69958252e+01  1.32793470e+02 
 1.10000000e-01  7.34634848e-12  1.98295443e-10  1.49310934e-12  6.28202085e-01  4.04504264e-02  2.69923817e+01  1.32807048e+02 
 1.20000000e-01  9.62253700e-12  2.59697297e-10  1.95527336e-12  6.28202085e-01  4.04504515e-02  2.69884436e+01  1.32818920e+02 
 1.30000000e-01  1.26034473e-11  3.40090669e-10  2.56036758e-12  6.28202085e-01  4.04504843e-02  2.69839402e+01  1.32828845e+02 
 1.40000000e-01  1.65070012e-11  4.45338940e-10  3.35253332e-12  6.28202085e-01  4.04505274e-02  2.69787913e+01  1.32836544e+02 
 1.50000000e-01  2.16183771e-11  5.83110421e-10  4.38951349e-12  6.28202085e-01  4.04505837e-02  2.69729046e+01  1.32841697e+02 
 1.60000000e-01  2.83107006e-11  7.63431063e-10  5.74682818e-12  6.28202085e-01  4.04506574e-02  2.69661664e+01  1.32843899e+02 
 1.70000000e-01  3.70720706e-11  9.99406239e-10  7.52322520e-12  6.28202085e-01  4.04507540e-02  2.69584682e+01  1.32842792e+02 
 1.80000000e-01  4.85408428e-11  1.30815995e-09  9.84779070e-12  6.28202085e-01  4.04508803e-02  2.69496753e+01  1.32837912e+02 
 1.90000000e-01  6.35516665e-11  1.71205867e-09  1.28892191e-11  6.28202085e-01  4.04510457e-02  2.69396344e+01  1.32828735e+02 
 2.00000000e-01  8.31955214e-11  2.24030332e-09  1.68678909e-11  6.28202085e-01  4.04512622e-02  2.69281721e+01  1.32814667e+02 
 2.10000000e-01  1.08897957e-10  2.93099849e-09  2.20715962e-11  6.28202085e-01  4.04515454e-02  2.69150915e+01  1.32795040e+02 
 2.20000000e-01  1.42520980e-10  3.83383865e-09  2.88759863e-11  6.28202085e-01  4.04519158e-02  2.69001705e+01  1.32769098e+02 
 2.30000000e-01  1.86495612e-10  5.01359100e-09  3.77711486e-11  6.28202085e-01  4.04524004e-02  2.68831579e+01  1.32735995e+02 
 2.40000000e-01  2.43994202e-10  6.55460441e-09  4.93960974e-11  6.28202085e-01  4.04530339e-02  2.68637711e+01  1.32694783e+02 
 2.50000000e-01  3.19154135e-10  8.56663716e-09  6.45834809e-11  6.28202085e-01  4.04538619e-02  2.68416925e+01  1.32644401e+02 
 2.60000000e-01  4.17367931e-10  1.11923748e-08  8.44174427e-11  6.28202085e-01  4.04549439e-02  2.68165663e+01  1.32583675e+02 
 2.70000000e-01  5.45658878e-10  1.46171074e-08  1.10308381e-10  6.28202085e-01  4.04563572e-02  2.67879951e+01  1.32511303e+02 
 2.80000000e-01  7.13166641e-10  1.90811565e-08  1.44089356e-10  6.28202085e-01  4.04582024e-02  2.67555370e+01  1.32425857e+02 
 2.90000000e-01  9.31773886e-10  2.48957894e-08  1.88140134e-10  6.28202085e-01  4.04606102e-02  2.67187027e+01  1.32325777e+02 
 3.00000000e-01  1.21691322e-09  3.24635371e-08  2.45546402e-10  6.28202085e-01  4.04637504e-02  2.66769532e+01  1.32209378e+02 
 3.10000000e-01  1.58860396e-09  4.23040450e-08  3.20303547e-10  6.28202085e-01  4.04678431e-02  2.66296989e+01  1.32074856e+02 
 3.20000000e-01  2.07278063e-09  5.50868387e-08  4.17576627e-10  6.28202085e-01  4.04731732e-02  2.65762994e+01  1.31920311e+02 
 3.30000000e-01  2.70299070e-09  7.16726780e-08  5.44030857e-10  6.28202085e-01  4.04801089e-02  2.65160654e+01  1.31743773e+02 
 3.40000000e-01  3.52255681e-09  9.31655097e-08  7.08250023e-10  6.28202085e-01  4.04891253e-02  2.64482632e+01  1.31543250e+02 
 3.50000000e-01  4.58732148e-09  1.20977404e-07  9.21263798e-10  6.28202085e-01  4.05008335e-02  2.63721226e+01  1.31316790e+02 
 3.60000000e-01  5.96911752e-09  1.56909285e-07  1.19720894e-09  6.28202085e-01  4.05160183e-02  2.62868480e+01  1.31062573e+02 
 3.70000000e-01  7.76013811e-09  2.03250712e-07  1.55415366e-09  6.28202085e-01  4.05356842e-02  2.61916359e+01  1.30779032e+02 
