 v-sweep         id_abs          gm_abs          gds_abs         vth_abs         vdsat_abs       gm_id           gm_gds         
 1.80000000e+00  2.46946612e-16  7.30431968e-15  1.21110417e-16  9.38369967e-01  4.47755132e-02  2.95785377e+01  6.03112421e+01 
 1.79000000e+00  3.31940659e-16  9.81822879e-15  1.62793365e-16  9.38369967e-01  4.47755132e-02  2.95782650e+01  6.03109888e+01 
 1.78000000e+00  4.46186633e-16  1.31972854e-14  2.18821643e-16  9.38369967e-01  4.47755132e-02  2.95779489e+01  6.03106951e+01 
 1.77000000e+00  5.99751273e-16  1.77391927e-14  2.94131792e-16  9.38369967e-01  4.47755132e-02  2.95775824e+01  6.03103546e+01 
 1.76000000e+00  8.06165274e-16  2.38440772e-14  3.95358864e-16  9.38369967e-01  4.47755132e-02  2.95771574e+01  6.03099598e+01 
 1.75000000e+00  1.08361499e-15  3.20497174e-14  5.31420693e-16  9.38369967e-01  4.47755132e-02  2.95766648e+01  6.03095022e+01 
 1.74000000e+00  1.45654404e-15  4.30788828e-14  7.14303058e-16  9.38369967e-01  4.47755132e-02  2.95760936e+01  6.03089716e+01 
 1.73000000e+00  1.95780557e-15  5.79029446e-14  9.60114784e-16  9.38369967e-01  4.47755132e-02  2.95754315e+01  6.03083564e+01 
 1.72000000e+00  2.63155470e-15  7.78273459e-14  1.29050551e-15  9.38369967e-01  4.47755133e-02  2.95746640e+01  6.03076433e+01 
 1.71000000e+00  3.53713512e-15  1.04606435e-13  1.73457067e-15  9.38369967e-01  4.47755133e-02  2.95737742e+01  6.03068166e+01 
 1.70000000e+00  4.75430166e-15  1.40597740e-13  2.33141098e-15  9.38369967e-01  4.47755133e-02  2.95727426e+01  6.03058581e+01 
 1.69000000e+00  6.39023738e-15  1.88969204e-13  3.13357096e-15  9.38369967e-01  4.47755134e-02  2.95715469e+01  6.03047471e+01 
 1.68000000e+00  8.58898119e-15  2.53977555e-13  4.21165815e-15  9.38369967e-01  4.47755134e-02  2.95701608e+01  6.03034591e+01 
 1.67000000e+00  1.15440932e-14  3.41342144e-13  5.66054752e-15  9.38369967e-01  4.47755135e-02  2.95685540e+01  6.03019660e+01 
 1.66000000e+00  1.55156680e-14  4.58746972e-13  7.60771447e-15  9.38369967e-01  4.47755136e-02  2.95666916e+01  6.03002352e+01 
 1.65000000e+00  2.08531860e-14  6.16514704e-13  1.02244247e-14  9.38369967e-01  4.47755137e-02  2.95645329e+01  6.02982290e+01 
 1.64000000e+00  2.80262023e-14  8.28511461e-13  1.37407587e-14  9.38369967e-01  4.47755139e-02  2.95620310e+01  6.02959035e+01 
 1.63000000e+00  3.76655558e-14  1.11336111e-12  1.84657799e-14  9.38369967e-01  4.47755142e-02  2.95591313e+01  6.02932080e+01 
 1.62000000e+00  5.06186943e-14  1.49607453e-12  2.48146035e-14  9.38369967e-01  4.47755145e-02  2.95557708e+01  6.02900840e+01 
 1.61000000e+00  6.80239382e-14  2.01023503e-12  3.33447165e-14  9.38369967e-01  4.47755149e-02  2.95518766e+01  6.02864632e+01 
