 v-sweep         id_abs          gm_abs          gds_abs         vth_abs         vdsat_abs       gm_id           gm_gds         
 0.00000000e+00  4.05748080e-13  1.07711664e-11  1.70221920e-13  6.48868503e-01  4.07338301e-02  2.65464383e+01  6.32771995e+01 
 1.00000000e-02  5.29108613e-13  1.40456106e-11  2.21374220e-13  6.48868503e-01  4.07338309e-02  2.65457985e+01  6.34473635e+01 
 2.00000000e-02  6.89970019e-13  1.83153020e-11  2.87893344e-13  6.48868503e-01  4.07338319e-02  2.65450694e+01  6.36183587e+01 
 3.00000000e-02  8.99730052e-13  2.38826491e-11  3.74393825e-13  6.48868503e-01  4.07338332e-02  2.65442385e+01  6.37901789e+01 
 4.00000000e-02  1.17324950e-12  3.11419033e-11  4.86875114e-13  6.48868503e-01  4.07338349e-02  2.65432913e+01  6.39628158e+01 
 5.00000000e-02  1.52990384e-12  4.06070311e-11  6.33136883e-13  6.48868503e-01  4.07338371e-02  2.65422115e+01  6.41362590e+01 
 6.00000000e-02  1.99495396e-12  5.29480336e-11  8.23318702e-13  6.48868503e-01  4.07338399e-02  2.65409802e+01  6.43104954e+01 
 7.00000000e-02  2.60133275e-12  6.90382682e-11  1.07060128e-12  6.48868503e-01  4.07338437e-02  2.65395760e+01  6.44855089e+01 
 8.00000000e-02  3.39197327e-12  9.00161007e-11  1.39211752e-12  6.48868503e-01  4.07338486e-02  2.65379747e+01  6.46612801e+01 
 9.00000000e-02  4.42284278e-12  1.17365212e-10  1.81013603e-12  6.48868503e-01  4.07338549e-02  2.65361483e+01  6.48377856e+01 
 1.00000000e-01  5.76689581e-12  1.53019189e-10  2.35359832e-12  6.48868503e-01  4.07338633e-02  2.65340651e+01  6.50149974e+01 
 1.10000000e-01  7.51922428e-12  1.99497720e-10  3.06011504e-12  6.48868503e-01  4.07338741e-02  2.65316890e+01  6.51928825e+01 
 1.20000000e-01  9.80376617e-12  2.60083905e-10  3.97855789e-12  6.48868503e-01  4.07338882e-02  2.65289789e+01  6.53714016e+01 
 1.30000000e-01  1.27820429e-11  3.39055035e-10  5.17242412e-12  6.48868503e-01  4.07339066e-02  2.65258877e+01  6.55505092e+01 
 1.40000000e-01  1.66645369e-11  4.41982884e-10  6.72420304e-12  6.48868503e-01  4.07339307e-02  2.65223622e+01  6.57301514e+01 
 1.50000000e-01  2.17255042e-11  5.76124343e-10  8.74104110e-12  6.48868503e-01  4.07339620e-02  2.65183416e+01  6.59102658e+01 
 1.60000000e-01  2.83222545e-11  7.50929364e-10  1.13620896e-11  6.48868503e-01  4.07340028e-02  2.65137566e+01  6.60907798e+01 
 1.70000000e-01  3.69202386e-11  9.78701210e-10  1.47680315e-11  6.48868503e-01  4.07340559e-02  2.65085288e+01  6.62716093e+01 
 1.80000000e-01  4.81256843e-11  1.27545426e-09  1.91934277e-11  6.48868503e-01  4.07341252e-02  2.65025689e+01  6.64526568e+01 
 1.90000000e-01  6.27280348e-11  1.66202792e-09  2.49427118e-11  6.48868503e-01  4.07342155e-02  2.64957754e+01  6.66338101e+01 
 2.00000000e-01  8.17551136e-11  2.16553218e-09  3.24108975e-11  6.48868503e-01  4.07343332e-02  2.64880334e+01  6.68149401e+01 
 2.10000000e-01  1.06544799e-10  2.82122238e-09  4.21103745e-11  6.48868503e-01  4.07344865e-02  2.64792125e+01  6.69958985e+01 
 2.20000000e-01  1.38838102e-10  3.67492868e-09  5.47055569e-11  6.48868503e-01  4.07346862e-02  2.64691653e+01  6.71765153e+01 
 2.30000000e-01  1.80899967e-10  4.78620158e-09  7.10576519e-11  6.48868503e-01  4.07349463e-02  2.64577250e+01  6.73565963e+01 
 2.40000000e-01  2.35675947e-10  6.23238049e-09  9.22824548e-11  6.48868503e-01  4.07352851e-02  2.64447033e+01  6.75359201e+01 
 2.50000000e-01  3.06995258e-10  8.11385033e-09  1.19824884e-10  6.48868503e-01  4.07357261e-02  2.64298881e+01  6.77142346e+01 
 2.60000000e-01  3.99833714e-10  1.05608242e-08  1.55555003e-10  6.48868503e-01  4.07363002e-02  2.64130409e+01  6.78912543e+01 
 2.70000000e-01  5.20653866e-10  1.37420828e-08  2.01891552e-10  6.48868503e-01  4.07370473e-02  2.63938938e+01  6.80666561e+01 
 2.80000000e-01  6.77844534e-10  1.78762159e-08  2.61960667e-10  6.48868503e-01  4.07380192e-02  2.63721472e+01  6.82400762e+01 
 2.90000000e-01  8.82288081e-10  2.32460560e-08  3.39799446e-10  6.48868503e-01  4.07392833e-02  2.63474669e+01  6.84111063e+01 
 3.00000000e-01  1.14809151e-09  3.02171729e-08  4.40616588e-10  6.48868503e-01  4.07409267e-02  2.63194812e+01  6.85792903e+01 
 3.10000000e-01  1.49352722e-09  3.92615130e-08  5.71125385e-10  6.48868503e-01  4.07430621e-02  2.62877786e+01  6.87441217e+01 
 3.20000000e-01  1.94224143e-09  5.09875394e-08  7.39968200e-10  6.48868503e-01  4.07458358e-02  2.62519059e+01  6.89050413e+01 
 3.30000000e-01  2.52480329e-09  6.61785446e-08  9.58256127e-10  6.48868503e-01  4.07494362e-02  2.62113666e+01  6.90614365e+01 
 3.40000000e-01  3.28068639e-09  8.58411960e-08  1.24025312e-09  6.48868503e-01  4.07541068e-02  2.61656208e+01  6.92126425e+01 
 3.50000000e-01  4.26079719e-09  1.11266824e-07  1.60424047e-09  6.48868503e-01  4.07601615e-02  2.61140859e+01  6.93579461e+01 
 3.60000000e-01  5.53069240e-09  1.44108494e-07  2.07360518e-09  6.48868503e-01  4.07680036e-02  2.60561397e+01  6.94965924e+01 
 3.70000000e-01  7.17466101e-09  1.86477517e-07  2.67820501e-09  6.48868503e-01  4.07781515e-02  2.59911258e+01  6.96277977e+01 
 3.80000000e-01  9.30088633e-09  2.41063736e-07  3.45607288e-09  6.48868503e-01  4.07912688e-02  2.59183617e+01  6.97507676e+01 
 3.90000000e-01  1.20479509e-08  3.11284735e-07  4.45553523e-09  6.48868503e-01  4.08082042e-02  2.58371517e+01  6.98647230e+01 
 4.00000000e-01  1.55930027e-08  4.01469976e-07  5.73783153e-09  6.48868503e-01  4.08300387e-02  2.57468035e+01  6.99689376e+01 
 4.10000000e-01  2.01619664e-08  5.17086912e-07  7.38033617e-09  6.48868503e-01  4.08581461e-02  2.56466508e+01  7.00627858e+01 
 4.20000000e-01  2.60422588e-08  6.65017266e-07  9.48049925e-09  6.48868503e-01  4.08942651e-02  2.55360824e+01  7.01458065e+01 
 4.30000000e-01  3.35985581e-08  8.53893118e-07  1.21606391e-08  6.48868503e-01  4.09405875e-02  2.54145763e+01  7.02177829e+01 
 4.40000000e-01  4.32922789e-08  1.09450420e-06  1.55737376e-08  6.48868503e-01  4.09998637e-02  2.52817415e+01  7.02788396e+01 
 4.50000000e-01  5.57055332e-08  1.40029025e-06  1.99104089e-08  6.48868503e-01  4.10755268e-02  2.51373637e+01  7.03295576e+01 
 4.60000000e-01  7.15705090e-08  1.78793532e-06  2.54072370e-08  6.48868503e-01  4.11718363e-02  2.49814532e+01  7.03711040e+01 
 4.70000000e-01  9.18053895e-08  2.27808568e-06  3.23567035e-08  6.48868503e-01  4.12940425e-02  2.48142913e+01  7.04053699e+01 
 4.80000000e-01  1.17558179e-07  2.89621826e-06  4.11189598e-08  6.48868503e-01  4.14485670e-02  2.46364675e+01  7.04351052e+01 
 4.90000000e-01  1.50260106e-07  3.67369409e-06  5.21357346e-08  6.48868503e-01  4.16431983e-02  2.44488985e+01  7.04640323e+01 
 5.00000000e-01  1.91690658e-07  4.64903850e-06  6.59466980e-08  6.48868503e-01  4.18872912e-02  2.42528172e+01  7.04969111e+01 
 5.10000000e-01  2.44056748e-07  5.86949613e-06  8.32086172e-08  6.48868503e-01  4.21919615e-02  2.40497187e+01  7.05395225e+01 
 5.20000000e-01  3.10089010e-07  7.39290898e-06  1.04717605e-07  6.48868503e-01  4.25702570e-02  2.38412479e+01  7.05985298e+01 
 5.30000000e-01  3.93158658e-07  9.28995422e-06  1.31434631e-07  6.48868503e-01  4.30372846e-02  2.36290211e+01  7.06811753e+01 
 5.40000000e-01  4.97418545e-07  1.16467450e-05  1.64514172e-07  6.48868503e-01  4.36102680e-02  2.34143764e+01  7.07947826e+01 
 5.50000000e-01  6.27971836e-07  1.45677321e-05  2.05335347e-07  6.48868503e-01  4.43085054e-02  2.31980660e+01  7.09460515e+01 
 5.60000000e-01  7.91070544e-07  1.81787360e-05  2.55534050e-07  6.48868503e-01  4.51531983e-02  2.29799178e+01  7.11401711e+01 
 5.70000000e-01  9.94343777e-07  2.26297901e-05  3.17033412e-07  6.48868503e-01  4.61671250e-02  2.27585174e+01  7.13798271e+01 
 5.80000000e-01  1.24705145e-06  2.80972868e-05  3.92068526e-07  6.48868503e-01  4.73741385e-02  2.25309765e+01  7.16642244e+01 
 5.90000000e-01  1.56035313e-06  3.47847371e-05  4.83199925e-07  6.48868503e-01  4.87984854e-02  2.22928620e+01  7.19882915e+01 
 6.00000000e-01  1.94757421e-06  4.29213145e-05  5.93309215e-07  6.48868503e-01  5.04639564e-02  2.20383461e+01  7.23422348e+01 
 6.10000000e-01  2.42444278e-06  5.27573473e-05  7.25570076e-07  6.48868503e-01  5.23929048e-02  2.17606073e+01  7.27115809e+01 
 6.20000000e-01  3.00926341e-06  6.45560955e-05  8.83389017e-07  6.48868503e-01  5.46051891e-02  2.14524575e+01  7.30777656e+01 
 6.30000000e-01  3.72298873e-06  7.85815621e-05  1.07031312e-06  6.48868503e-01  5.71171162e-02  2.11071179e+01  7.34192274e+01 
 6.40000000e-01  4.58915059e-06  9.50827021e-05  1.28990647e-06  6.48868503e-01  5.99404734e-02  2.07190198e+01  7.37128657e+01 
 6.50000000e-01  5.63361958e-06  1.14275135e-04  1.54560245e-06  6.48868503e-01  6.30817378e-02  2.02844962e+01  7.39356584e+01 
 6.60000000e-01  6.88417638e-06  1.36322155e-04  1.84054429e-06  6.48868503e-01  6.65415417e-02  1.98022461e+01  7.40662181e+01 
 6.70000000e-01  8.36989914e-06  1.61317316e-04  2.17743016e-06  6.48868503e-01  7.03144492e-02  1.92735078e+01  7.40861034e+01 
 6.80000000e-01  1.01203944e-05  1.89270934e-04  2.55838038e-06  6.48868503e-01  7.43890675e-02  1.87019326e+01  7.39807637e+01 
 6.90000000e-01  1.21649212e-05  2.20102501e-04  2.98484228e-06  6.48868503e-01  7.87484822e-02  1.80932122e+01  7.37400776e+01 
 7.00000000e-01  1.45314744e-05  2.53640228e-04  3.45754362e-06  6.48868503e-01  8.33709740e-02  1.74545418e+01  7.33585043e+01 
 7.10000000e-01  1.72459003e-05  2.89627920e-04  3.97649841e-06  6.48868503e-01  8.82309470e-02  1.67940157e+01  7.28349139e+01 
 7.20000000e-01  2.03311146e-05  3.27738357e-04  4.54106226e-06  6.48868503e-01  9.32999856e-02  1.61200389e+01  7.21721788e+01 
 7.30000000e-01  2.38064801e-05  3.67591527e-04  5.15002772e-06  6.48868503e-01  9.85479539e-02  1.54408180e+01  7.13766113e+01 
 7.40000000e-01  2.76873823e-05  4.08775527e-04  5.80174673e-06  6.48868503e-01  1.03944057e-01  1.47639644e+01  7.04573202e+01 
 7.50000000e-01  3.19850175e-05  4.50867893e-04  6.49426517e-06  6.48868503e-01  1.09457802e-01  1.40962216e+01  6.94255441e+01 
 7.60000000e-01  3.67063875e-05  4.93455331e-04  7.22545602e-06  6.48868503e-01  1.15059813e-01  1.34433096e+01  6.82940052e+01 
 7.70000000e-01  4.18544784e-05  5.36150357e-04  7.99314007e-06  6.48868503e-01  1.20722472e-01  1.28098683e+01  6.70763119e+01 
 7.80000000e-01  4.74285845e-05  5.78603921e-04  8.79518668e-06  6.48868503e-01  1.26420390e-01  1.21994769e+01  6.57864286e+01 
 7.90000000e-01  5.34247386e-05  6.20513741e-04  9.62959102e-06  6.48868503e-01  1.32130701e-01  1.16147268e+01  6.44382237e+01 
 8.00000000e-01  5.98362034e-05  6.61628517e-04  1.04945272e-05  6.48868503e-01  1.37833216e-01  1.10573278e+01  6.30451000e+01 
 8.10000000e-01  6.66539877e-05  7.01748583e-04  1.13883793e-05  6.48868503e-01  1.43510440e-01  1.05282310e+01  6.16197061e+01 
