 frequency           real(dg)            imag(dg)           
 1.000000000000e+00  1.422895298271e+01 -2.269266698464e-06 
 1.079775162328e+00  1.422895298271e+01 -2.450297817699e-06 
 1.165914401180e+00  1.422895298271e+01 -2.645770723858e-06 
 1.258925411794e+00  1.422895298271e+01 -2.856837512835e-06 
 1.359356390879e+00  1.422895298271e+01 -3.084742189165e-06 
 1.467799267622e+00  1.422895298271e+01 -3.330827998045e-06 
 1.584893192461e+00  1.422895298271e+01 -3.596545342275e-06 
 1.711328304162e+00  1.422895298271e+01 -3.883460330774e-06 
 1.847849797422e+00  1.422895298271e+01 -4.193264009054e-06 
 1.995262314969e+00  1.422895298271e+01 -4.527782326060e-06 
 2.154434690032e+00  1.422895298271e+01 -4.888986896106e-06 
 2.326305067154e+00  1.422895298271e+01 -5.279006619360e-06 
 2.511886431510e+00  1.422895298271e+01 -5.700140229349e-06 
 2.712272579332e+00  1.422895298271e+01 -6.154869841436e-06 
 2.928644564625e+00  1.422895298271e+01 -6.645875582142e-06 
 3.162277660168e+00  1.422895298271e+01 -7.176051385517e-06 
 3.414548873834e+00  1.422895298271e+01 -7.748522049668e-06 
 3.686945064520e+00  1.422895298271e+01 -8.366661653980e-06 
 3.981071705535e+00  1.422895298271e+01 -9.034113445566e-06 
 4.298662347082e+00  1.422895298271e+01 -9.754811312173e-06 
 4.641588833613e+00  1.422895298271e+01 -1.053300296808e-05 
 5.011872336273e+00  1.422895298271e+01 -1.137327498965e-05 
 5.411695265465e+00  1.422895298270e+01 -1.228057984815e-05 
 5.843414133735e+00  1.422895298270e+01 -1.326026509901e-05 
 6.309573444802e+00  1.422895298270e+01 -1.431810489979e-05 
 6.812920690580e+00  1.422895298270e+01 -1.546033404239e-05 
 7.356422544596e+00  1.422895298270e+01 -1.669368470026e-05 
 7.943282347243e+00  1.422895298269e+01 -1.802542610707e-05 
 8.576958985909e+00  1.422895298269e+01 -1.946340740078e-05 
 9.261187281288e+00  1.422895298268e+01 -2.101610388562e-05 
 1.000000000000e+01  1.422895298268e+01 -2.269266698459e-05 
 1.079775162328e+01  1.422895298267e+01 -2.450297817692e-05 
 1.165914401180e+01  1.422895298267e+01 -2.645770723848e-05 
 1.258925411794e+01  1.422895298266e+01 -2.856837512824e-05 
 1.359356390879e+01  1.422895298265e+01 -3.084742189151e-05 
 1.467799267622e+01  1.422895298264e+01 -3.330827998027e-05 
 1.584893192461e+01  1.422895298263e+01 -3.596545342252e-05 
 1.711328304162e+01  1.422895298261e+01 -3.883460330745e-05 
 1.847849797422e+01  1.422895298259e+01 -4.193264009018e-05 
 1.995262314969e+01  1.422895298257e+01 -4.527782326014e-05 
 2.154434690032e+01  1.422895298255e+01 -4.888986896048e-05 
 2.326305067154e+01  1.422895298247e+01 -5.279006619248e-05 
 2.511886431510e+01  1.422895298244e+01 -5.700140229215e-05 
 2.712272579332e+01  1.422895298240e+01 -6.154869841275e-05 
