 vdd                 v(op)               v(on)               v(xpre.bn)          v(xpre.bp)          i(vdd)             
 1.620000000000e+00  7.273032851232e-01  7.273032851232e-01  5.901945255132e-01  5.951286761629e-01 -3.592378094286e-05 
