 vdd                 v(op)               v(on)               v(xpre.bn)          v(xpre.bp)          i(vdd)             
 1.980000000000e+00  1.159023814543e+00  1.159023814543e+00  6.174550416157e-01  8.747598189823e-01 -3.488102309965e-05 
