frequency_hz,real,imag,abs,unwrapped_phase_deg,min_singular_value
1.711328304161781944e+00,7.994066747271596454e+06,-5.565833697100549762e+04,7.994260504281046800e+06,-3.989128907602751406e-01,9.907849265379113923e-01
1.744482698999255899e+00,7.994052214182101190e+06,-5.673653428321013052e+04,7.994253550982244313e+06,-4.066409988801040765e-01,9.907849265372007386e-01
1.778279410038924979e+00,7.994037112582878210e+06,-5.783561418819730898e+04,7.994246325678294525e+06,-4.145188140531788634e-01,9.907849265364340186e-01
1.812730881184700937e+00,7.994021420224013738e+06,-5.895598090793075971e+04,7.994238817716492340e+06,-4.225492358358315936e-01,9.907849265366001079e-01
1.847849797422292939e+00,7.994005114014716819e+06,-6.009804647544788895e+04,7.994231016056742519e+06,-4.307352199135083270e-01,9.907849265363199986e-01
1.883649089489803030e+00,7.993988169931775890e+06,-6.126223088417019608e+04,7.994222909197746776e+06,-4.390797791827093510e-01,9.907849265347412615e-01
1.920141938638803891e+00,7.993970563023094088e+06,-6.244896224135439843e+04,7.994214485198955052e+06,-4.475859848580891476e-01,9.907849265333111832e-01
1.957341781487663024e+00,7.993952267377401702e+06,-6.365867692404020636e+04,7.994205731669409201e+06,-4.562569675996117069e-01,9.907849265334076616e-01
1.995262314968881956e+00,7.993933255892825313e+06,-6.489181973480139277e+04,7.994196635556180030e+06,-4.650959186504549092e-01,9.907849265326806876e-01
2.033917501372294989e+00,7.993913500896991231e+06,-6.614884407385850500e+04,7.994187183785197325e+06,-4.741060910435125897e-01,9.907849265324594201e-01
2.073321573485957803e+00,7.993892973122422583e+06,-6.743021208842855413e+04,7.994177362258003093e+06,-4.832908007402589856e-01,9.907849265315192833e-01
2.113489039836649042e+00,7.993871642377193086e+06,-6.873639485187095124e+04,7.994167156544794329e+06,-4.926534278860387750e-01,9.907849265307758779e-01
2.154434690031886035e+00,7.993849477229299955e+06,-7.006787253033582238e+04,7.994156551591923460e+06,-5.021974180334353166e-01,9.907849265288489748e-01
2.196173600205439058e+00,7.993826445059004240e+06,-7.142513455872413761e+04,7.994145531798342243e+06,-5.119262834113912364e-01,9.907849265292545393e-01
2.238721138568342983e+00,7.993802511946045794e+06,-7.280867981706179853e+04,7.994134080927816220e+06,-5.218436042080724091e-01,9.907849265277222095e-01
2.282092971067454013e+00,7.993777642668799497e+06,-7.421901681223225023e+04,7.994122182134078816e+06,-5.319530298859165285e-01,9.907849265263360961e-01
2.326305067153628947e+00,7.993751800599055365e+06,-7.565666386116505601e+04,7.994109817882616073e+06,-5.422582805146241025e-01,9.907849265257900884e-01
2.371373705661659059e+00,7.993724947696066462e+06,-7.712214927940277266e+04,7.994096969972779043e+06,-5.527631481370868238e-01,9.907849265239497827e-01
2.417315480804107963e+00,7.993697044417892583e+06,-7.861601157159230206e+04,7.994083619478267618e+06,-5.634714981554589386e-01,9.907849265234280889e-01
2.464147308281285031e+00,7.993668049707149155e+06,-8.013879962700426404e+04,7.994069746763193980e+06,-5.743872707491255447e-01,9.907849265225793234e-01
2.511886431509584128e+00,7.993637921587924473e+06,-8.169107293103406846e+04,7.994055332110552117e+06,-5.855144823630898943e-01,9.907849265207050449e-01
2.560550427970480047e+00,7.993606614278483205e+06,-8.327340171098234714e+04,7.994040352867205627e+06,-5.968572269809354625e-01,9.907849265198284128e-01
2.610157215682541221e+00,7.993574082399699837e+06,-8.488636722626708797e+04,7.994024787686930038e+06,-6.084196779182353687e-01,9.907849265184496268e-01
2.660725059798814129e+00,7.993540278053159826e+06,-8.653056192176240438e+04,7.994008613643389195e+06,-6.202060891524613373e-01,9.907849265164536678e-01
2.712272579332033029e+00,7.993505151495411061e+06,-8.820658965571199951e+04,7.993991806941158138e+06,-6.322207969290648544e-01,9.907849265149007989e-01
2.764818754010113011e+00,7.993468651032186113e+06,-8.991506591640925035e+04,7.993974342848060653e+06,-6.444682213447309183e-01,9.907849265146411177e-01
2.818382931264459046e+00,7.993430722914331593e+06,-9.165661804277365445e+04,7.993956195630657487e+06,-6.569528679601260857e-01,9.907849265128633176e-01
2.872984833353669831e+00,7.993391311319930479e+06,-9.343188545092896675e+04,7.993937338577522896e+06,-6.696793294502125793e-01,9.907849265113851667e-01
2.928644564625241919e+00,7.993350358249452896e+06,-9.524151986322506855e+04,7.993917743937105872e+06,-6.826522872805124154e-01,9.907849265099843983e-01
2.985382618917966191e+00,7.993307803428572603e+06,-9.708618554138917534e+04,7.993897382864949293e+06,-6.958765134141963182e-01,9.907849265083535917e-01
3.043219887107727839e+00,7.993263584060347639e+06,-9.896655952063344012e+04,7.993876225221943110e+06,-7.093568720412958273e-01,9.907849265061873245e-01
3.102177664799508072e+00,7.993217635398607701e+06,-1.008833318677095231e+05,7.993854240195779130e+06,-7.230983214087934874e-01,9.907849265042455444e-01
3.162277660168387072e+00,7.993169889644279145e+06,-1.028372059032190300e+05,7.993831395246832632e+06,-7.371059155442645228e-01,9.907849265021633212e-01
3.223542001952469871e+00,7.993120276552178897e+06,-1.048288984694391838e+05,7.993807656766823493e+06,-7.513848061576174908e-01,9.907849265007130368e-01
3.285993247600662137e+00,7.993068723092212342e+06,-1.068591401800857857e+05,7.993782989793693647e+06,-7.659402444987754022e-01,9.907849264982379056e-01
3.349654391578285040e+00,7.993015153416819870e+06,-1.089286756821317394e+05,7.993757358034878038e+06,-7.807775832767440694e-01,9.907849264960369995e-01
3.414548873833609832e+00,7.992959489427010529e+06,-1.110382639390401164e+05,7.993730724491531029e+06,-7.959022786742502298e-01,9.907849264942844014e-01
3.480700588428419007e+00,7.992901647772380151e+06,-1.131886784219211986e+05,7.993703048517961055e+06,-8.113198920592078478e-01,9.907849264920784993e-01
3.548133892335763040e+00,7.992841544062427245e+06,-1.153807075003267819e+05,7.993674290096733719e+06,-8.270360924173510986e-01,9.907849264892435448e-01
3.616873614408167903e+00,7.992779089866448194e+06,-1.176151546440565871e+05,7.993644406902791932e+06,-8.430566581430702922e-01,9.907849264870128847e-01
3.686945064519584037e+00,7.992714193306932226e+06,-1.198928387263340410e+05,7.993613354964571074e+06,-8.593874792076122704e-01,9.907849264850496773e-01
3.758374042884450983e+00,7.992646758667379618e+06,-1.222145943048389745e+05,7.993581088341900147e+06,-8.760345592713196794e-01,9.907849264817571999e-01
3.831186849557297158e+00,7.992576687224471942e+06,-1.245812719445112598e+05,7.993547560031366535e+06,-8.930040179652942722e-01,9.907849264790982158e-01
3.905410294116390180e+00,7.992503875680621713e+06,-1.269937384742804425e+05,7.993512720474111848e+06,-9.103020929640638359e-01,9.907849264759526209e-01
3.981071705534982019e+00,7.992428216922094114e+06,-1.294528773178807605e+05,7.993476518392880447e+06,-9.279351423416135614e-01,9.907849264729824412e-01
4.058198942243808283e+00,7.992349601119410247e+06,-1.319595888443420408e+05,7.993438901974642649e+06,-9.459096470203203211e-01,9.907849264695914870e-01
4.136820402388517337e+00,7.992267909721943550e+06,-1.345147904947372735e+05,7.993399812947742641e+06,-9.642322124605131606e-01,9.907849264660661959e-01
4.216965034285832914e+00,7.992183024092760868e+06,-1.371194173837153648e+05,7.993359195308324881e+06,-9.829095720382716728e-01,9.907849264625981922e-01
4.298662347082287560e+00,7.992094819359218702e+06,-1.397744224345404946e+05,7.993316989260177128e+06,-1.001948588815132490e+00,9.907849264598918015e-01
4.381942421619448247e+00,7.992003165653222241e+06,-1.424807767543828813e+05,7.993273132550624199e+06,-1.021356258174793696e+00,9.907849264560868452e-01
4.466835921509641594e+00,7.991907928525948897e+06,-1.452394699916237732e+05,7.993227560984321870e+06,-1.041139710423995224e+00,9.907849264529341449e-01
4.553374104426261226e+00,7.991808967828001827e+06,-1.480515106458784721e+05,7.993180207405597903e+06,-1.061306213255162056e+00,9.907849264481545237e-01
4.641588833612790843e+00,7.991706138728654943e+06,-1.509179264590576640e+05,7.993131002824860625e+06,-1.081863174520532489e+00,9.907849264439987369e-01
4.731512589614816910e+00,7.991599288674377836e+06,-1.538397646647089568e+05,7.993079873486372642e+06,-1.102818144538568745e+00,9.907849264400653277e-01
4.823178482239319109e+00,7.991488261282911524e+06,-1.568180924972220382e+05,7.993026744879379869e+06,-1.124178819339229252e+00,9.907849264357312391e-01
4.916620262745656333e+00,7.991372893367544748e+06,-1.598539974565582816e+05,7.992971538880418055e+06,-1.145953043083768330e+00,9.907849264319179561e-01
5.011872336272736206e+00,7.991253015193034895e+06,-1.629485876970596728e+05,7.992914174133501016e+06,-1.168148810953612893e+00,9.907849264267347689e-01
5.108969774506941341e+00,7.991128450920124538e+06,-1.661029924257038801e+05,7.992854566623731516e+06,-1.190774272079375917e+00,9.907849264214783069e-01
5.207948328595477960e+00,7.990999017335314304e+06,-1.693183622518901830e+05,7.992792628540391102e+06,-1.213837732379948742e+00,9.907849264167338799e-01
5.308844442309898604e+00,7.990864524240810424e+06,-1.725958695959991310e+05,7.992728268806084059e+06,-1.237347657592700489e+00,9.907849264103139042e-01
5.411695265464651960e+00,7.990724774058012292e+06,-1.759367090798615245e+05,7.992661392824440263e+06,-1.261312676296698632e+00,9.907849264056399763e-01
5.516538667595595413e+00,7.990579561292476021e+06,-1.793420979158321279e+05,7.992591902094708756e+06,-1.285741582960824081e+00,9.907849263987297261e-01
5.623413251903506271e+00,7.990428672998216003e+06,-1.828132763458034315e+05,7.992519694832181558e+06,-1.310643341201705780e+00,9.907849263934989104e-01
5.732358369467729808e+00,7.990271888087686151e+06,-1.863515080377031700e+05,7.992444665439497679e+06,-1.336027086927368934e+00,9.907849263880206259e-01
5.843414133735192806e+00,7.990108974869305268e+06,-1.899580804047003330e+05,7.992366702210182324e+06,-1.361902131248353243e+00,9.907849263811178142e-01
5.956621435290122335e+00,7.989939694660170935e+06,-1.936343052068303223e+05,7.992285691118604504e+06,-1.388277964413184185e+00,9.907849263746324464e-01
6.072021956909903651e+00,7.989763799970196560e+06,-1.973815189188327640e+05,7.992201514183991589e+06,-1.415164258965696753e+00,9.907849263672554585e-01
6.189658188912624759e+00,7.989581030966331251e+06,-2.012010830113464908e+05,7.992114046119584702e+06,-1.442570872635014601e+00,9.907849263596357758e-01
6.309573444801952036e+00,7.989391119816097431e+06,-2.050943846169469762e+05,7.992023158875211142e+06,-1.470507852615829281e+00,9.907849263525474459e-01
6.431811877215107387e+00,7.989193788297038525e+06,-2.090628368848007813e+05,7.991928719447533600e+06,-1.498985438798437153e+00,9.907849263448106347e-01
6.556418494179808931e+00,7.988988748034008779e+06,-2.131078794673919328e+05,7.991830590328169055e+06,-1.528014067502125872e+00,9.907849263368925241e-01
6.683439175686166855e+00,7.988775695091200992e+06,-2.172309787177899852e+05,7.991728624308672734e+06,-1.557604374238597433e+00,9.907849263273691420e-01
6.812920690579633565e+00,7.988554318706488237e+06,-2.214336286298295890e+05,7.991622673450759612e+06,-1.587767199122258610e+00,9.907849263200061429e-01
6.944910713781234257e+00,7.988324294504162855e+06,-2.257173509849115799e+05,7.991512582527858205e+06,-1.618513589551605625e+00,9.907849263094750114e-01
7.079457843841401754e+00,7.988085283991972916e+06,-2.300836958112813300e+05,7.991398188765673898e+06,-1.649854803998749952e+00,9.907849263004482321e-01
7.216611620833906393e+00,7.987836937412548810e+06,-2.345342420601174526e+05,7.991279324951105751e+06,-1.681802316672816433e+00,9.907849262905238374e-01
7.356422544596438406e+00,7.987578890536515974e+06,-2.390705979367767868e+05,7.991155816485023126e+06,-1.714367820956367972e+00,9.907849262801949886e-01
7.498942093324583169e+00,7.987310764993880875e+06,-2.436944014409465017e+05,7.991027481987581588e+06,-1.747563233656847181e+00,9.907849262697580039e-01
7.644222742526028291e+00,7.987032168861960061e+06,-2.484073209328509402e+05,7.990894134171020240e+06,-1.781400699394653397e+00,9.907849262580394889e-01
7.792317984341967652e+00,7.986742692059540190e+06,-2.532110553909229347e+05,7.990755575522169471e+06,-1.815892593960259260e+00,9.907849262470144192e-01
7.943282347242842434e+00,7.986441913192830049e+06,-2.581073353717094869e+05,7.990611605463992804e+06,-1.851051530188113414e+00,9.907849262343959573e-01
8.097171416105647168e+00,7.986129388415243477e+06,-2.630979228692627512e+05,7.990462009516580962e+06,-1.886890360026659330e+00,9.907849262225498777e-01
8.254041852680211733e+00,7.985804662605929188e+06,-2.681846125703001744e+05,7.990306570821802132e+06,-1.923422181557933097e+00,9.907849262090430154e-01
8.413951416451979526e+00,7.985467258638641797e+06,-2.733692317348971847e+05,7.990145059737592936e+06,-1.960660341256557526e+00,9.907849261962299314e-01
8.576958985908969879e+00,7.985116683592024259e+06,-2.786536411638431600e+05,7.989977240412738174e+06,-1.998618440118302919e+00,9.907849261821526365e-01
8.743124580220765552e+00,7.984752424126666971e+06,-2.840397354698050767e+05,7.989802866524457000e+06,-2.037310337407987948e+00,9.907849261679304576e-01
8.912509381337486047e+00,7.984373949310895987e+06,-2.895294438518110546e+05,7.989621684491175227e+06,-2.076750156235029454e+00,9.907849261533916430e-01
9.085175756516900236e+00,7.983980699801885523e+06,-2.951247299229709315e+05,7.989433423029514030e+06,-2.116952285899277975e+00,9.907849261375035743e-01
9.261187281287968531e+00,7.983572108808978461e+06,-3.008275937694850727e+05,7.989237814568155445e+06,-2.157931392000570270e+00,9.907849261210526226e-01
9.440608762859268310e+00,7.983147573697184213e+06,-3.066400705533900182e+05,7.989034567223765887e+06,-2.199702414746891321e+00,9.907849261037431354e-01
9.623506263980921460e+00,7.982706475221782923e+06,-3.125642324677392608e+05,7.988823384514513426e+06,-2.242280578838844907e+00,9.907849260870699171e-01
9.809947127268809908e+00,7.982248170795547776e+06,-3.186021888734102831e+05,7.988603959073437378e+06,-2.285681397174291973e+00,9.907849260682263237e-01
1.000000000000004086e+01,7.981771989071299322e+06,-3.247560864864392788e+05,7.988375967694134451e+06,-2.329920674777757217e+00,9.907849260497412214e-01
1.019373485938877089e+01,7.981277234676863067e+06,-3.310281103516707080e+05,7.988139076569344848e+06,-2.375014515564117801e+00,9.907849260300459759e-01
1.039122303835173078e+01,7.980763186183715239e+06,-3.374204843105169130e+05,7.987892939766881987e+06,-2.420979327405854420e+00,9.907849260089820476e-01
1.059253725177292971e+01,7.980229094794313423e+06,-3.439354715219743084e+05,7.987637198444399051e+06,-2.467831827466955730e+00,9.907849259884385917e-01
1.079775162327714000e+01,7.979674180700985715e+06,-3.505753747825074242e+05,7.987371477748474106e+06,-2.515589046914964655e+00,9.907849259656265062e-01
1.100694171252214026e+01,7.979097636040925048e+06,-3.573425373995928676e+05,7.987095390347423032e+06,-2.564268337659195485e+00,9.907849259429033495e-01
1.122018454301968049e+01,7.978498618482357822e+06,-3.642393432678789832e+05,7.986808530590245500e+06,-2.613887376378658978e+00,9.907849259191341407e-01
1.143755863049542931e+01,7.977876258159426972e+06,-3.712682181085442426e+05,7.986510482074217871e+06,-2.664464172722726065e+00,9.907849258951016980e-01
1.165914401179835913e+01,7.977229646560857072e+06,-3.784316291142192204e+05,7.986200807134985924e+06,-2.716017072008764632e+00,9.907849258683336657e-01
1.188502227437023073e+01,7.976557844718197361e+06,-3.857320863164800685e+05,7.985879055717628449e+06,-2.768564764060291505e+00,9.907849258423495620e-01
1.211527658628592974e+01,7.975859875219516456e+06,-3.931721424931326765e+05,7.985544758046837524e+06,-2.822126287031586855e+00,9.907849258137977344e-01
1.234999172687589919e+01,7.975134722003373317e+06,-4.007543937495896826e+05,7.985197425124404952e+06,-2.876721033641450376e+00,9.907849257844831836e-01
1.258925411794172078e+01,7.974381333225169219e+06,-4.084814804475826095e+05,7.984836552338356152e+06,-2.932368758845382395e+00,9.907849257553841271e-01
1.283315185557657045e+01,7.973598615471354686e+06,-4.163560872610389488e+05,7.984461614413713105e+06,-2.989089584438251457e+00,9.907849257237779650e-01
1.308177474260200057e+01,7.972785429987524636e+06,-4.243809434012270649e+05,7.984072062409223057e+06,-3.046904004418907075e+00,9.907849256915290947e-01
1.333521432163330012e+01,7.971940596884469502e+06,-4.325588236568524735e+05,7.983667328751750290e+06,-3.105832893338397849e+00,9.907849256573476593e-01
1.359356390878532039e+01,7.971062894895468839e+06,-4.408925489872382605e+05,7.983246827834636904e+06,-3.165897513106481487e+00,9.907849256224737777e-01
1.385691862803133922e+01,7.970151050558969378e+06,-4.493849860046237009e+05,7.982809946026061662e+06,-3.227119516201476301e+00,9.907849255860852189e-01
1.412537544622760954e+01,7.969203744324619882e+06,-4.580390481872728560e+05,7.982356048700273968e+06,-3.289520954902869665e+00,9.907849255484505457e-01
1.439903320881638926e+01,7.968219604481943883e+06,-4.668576958047206281e+05,7.981884475071188062e+06,-3.353124286222834094e+00,9.907849255093932328e-01
1.467799267622076087e+01,7.967197209207477979e+06,-4.758439367186226300e+05,7.981394541213666089e+06,-3.417952380029434689e+00,9.907849254680541895e-01
1.496235656094440003e+01,7.966135080729267560e+06,-4.850008262780092191e+05,7.980885535196946003e+06,-3.484028524128618187e+00,9.907849254260843175e-01
1.525222956539026065e+01,7.965031685353360139e+06,-4.943314678566404618e+05,7.980356718142133206e+06,-3.551376431744472484e+00,9.907849253821413571e-01
1.554771842041180996e+01,7.963885432028619573e+06,-5.038390132209114963e+05,7.979807323846928775e+06,-3.620020248570454235e+00,9.907849253359859443e-01
1.584893192461120925e+01,7.962694669125898741e+06,-5.135266626377383363e+05,7.979236556649128906e+06,-3.689984558984232610e+00,9.907849252880577273e-01
1.615598098439881980e+01,7.961457679573013447e+06,-5.233976647754576406e+05,7.978643587673565373e+06,-3.761294391858698738e+00,9.907849252389893113e-01
1.646897865482876000e+01,7.960172684662255459e+06,-5.334553176232746337e+05,7.978027559838563204e+06,-3.833975229915602689e+00,9.907849251872680174e-01
1.678804018122568920e+01,7.958837837584204040e+06,-5.437029681256416952e+05,7.977387582568031736e+06,-3.908053014844748319e+00,9.907849251338195495e-01
1.711328304161789049e+01,7.957451221584640443e+06,-5.541440123719344847e+05,7.976722731193967164e+06,-3.983554154613394793e+00,9.907849250784273032e-01
1.744482698999263093e+01,7.956010847231876105e+06,-5.647818955933442339e+05,7.976032045501151122e+06,-4.060505530123728057e+00,9.907849250204546765e-01
1.778279410038932085e+01,7.954514648025226779e+06,-5.756201119115856709e+05,7.975314526643134654e+06,-4.138934501291934964e+00,9.907849249602750374e-01
1.812730881184707954e+01,7.952960484666551463e+06,-5.866622052637253655e+05,7.974569142828503624e+06,-4.218868917429449361e+00,9.907849248987353752e-01
1.847849797422300000e+01,7.951346131811517291e+06,-5.979117678163305391e+05,7.973794817398252897e+06,-4.300337119016777621e+00,9.907849248341059623e-01
1.883649089489809825e+01,7.949669285710668191e+06,-6.093724412761701969e+05,7.972990437994922511e+06,-4.383367949784662265e+00,9.907849247662842140e-01
1.920141938638811041e+01,7.947927551022264175e+06,-6.210479151870261412e+05,7.972154844786754809e+06,-4.467990758612543800e+00,9.907849246961374368e-01
1.957341781487669863e+01,7.946118448918230832e+06,-6.329419282405800186e+05,7.971286840201121755e+06,-4.554235411949680845e+00,9.907849246242845798e-01
1.995262314968890038e+01,7.944239402738991193e+06,-6.450582662386831362e+05,7.970385176067315042e+06,-4.642132295032091349e+00,9.907849245482893696e-01
2.033917501372301828e+01,7.942287744091002271e+06,-6.574007630377723835e+05,7.969448561423857696e+06,-4.731712323558018518e+00,9.907849244696461666e-01
2.073321573485965885e+01,7.940260701315225102e+06,-6.699732987123912899e+05,7.968475652584909461e+06,-4.823006945970656822e+00,9.907849243881670098e-01
2.113489039836657923e+01,7.938155401089672931e+06,-6.827797996775887441e+05,7.967465056509310380e+06,-4.916048152773569768e+00,9.907849243033662878e-01
2.154434690031894917e+01,7.935968865197771229e+06,-6.958242380551508395e+05,7.966415329346909188e+06,-5.010868483674888019e+00,9.907849242158668357e-01
2.196173600205447940e+01,7.933698006547633559e+06,-7.091106307358843042e+05,7.965324974269445054e+06,-5.107501033595046813e+00,9.907849241250930028e-01
2.238721138568352131e+01,7.931339620503806509e+06,-7.226430376166852657e+05,7.964192434615662321e+06,-5.205979456461534483e+00,9.907849240298853832e-01
2.282092971067462983e+01,7.928890385873373598e+06,-7.364255612947222544e+05,7.963016096839404665e+06,-5.306337974040639338e+00,9.907849239305599465e-01
2.326305067153639072e+01,7.926346861712417565e+06,-7.504623460465066601e+05,7.961794289292578585e+06,-5.408611382806643775e+00,9.907849238282266935e-01
2.371373705661667941e+01,7.923705477401498705e+06,-7.647575754337866092e+05,7.960525274238244630e+06,-5.512835056285852353e+00,9.907849237224262140e-01
2.417315480804116845e+01,7.920962537894675508e+06,-7.793154725332515081e+05,7.959207255277411081e+06,-5.619044956727822004e+00,9.907849236109870228e-01
2.464147308281295068e+01,7.918114207541156560e+06,-7.941402961202883162e+05,7.957838363122684881e+06,-5.727277633229482134e+00,9.907849234959245077e-01
2.511886431509594075e+01,7.915156515295342542e+06,-8.092363406769282883e+05,7.956416663089890964e+06,-5.837570233404956177e+00,9.907849233761972796e-01
2.560550427970490972e+01,7.912085343147772364e+06,-8.246079330449721310e+05,7.954940145626144484e+06,-5.949960503641613663e+00,9.907849232521352967e-01
2.610157215682551879e+01,7.908896430989987217e+06,-8.402594322157469578e+05,7.953406733567301184e+06,-6.064486800849884673e+00,9.907849231231898868e-01
2.660725059798825143e+01,7.905585360144395381e+06,-8.561952246526422678e+05,7.951814267778603360e+06,-6.181188088918283974e+00,9.907849229885263842e-01
2.712272579332044131e+01,7.902147554848788306e+06,-8.724197230258175405e+05,7.950160511066876352e+06,-6.300103947476032751e+00,9.907849228492581206e-01
2.764818754010124024e+01,7.898578274858357385e+06,-8.889373629029033473e+05,7.948443143108541146e+06,-6.421274573698307009e+00,9.907849227040478324e-01
2.818382931264470059e+01,7.894872616916171275e+06,-9.057526013119854033e+05,7.946659764461808838e+06,-6.544740791597412510e+00,9.907849225540124039e-01
2.872984833353682177e+01,7.891025499804560095e+06,-9.228699114031895297e+05,7.944807883891160600e+06,-6.670544047698181878e+00,9.907849223973608233e-01
2.928644564625254176e+01,7.887031663751523942e+06,-9.402937799658532022e+05,7.942884920333519578e+06,-6.798726417092369800e+00,9.907849222348392715e-01
2.985382618917978093e+01,7.882885665659258142e+06,-9.580287039403367089e+05,7.940888200663059019e+06,-6.929330606798959735e+00,9.907849220665202461e-01
3.043219887107740007e+01,7.878581872315780260e+06,-9.760791861286574276e+05,7.938814955418497324e+06,-7.062399956492091846e+00,9.907849218906576994e-01
3.102177664799519974e+01,7.874114451867922209e+06,-9.944497301977341995e+05,7.936662312773903832e+06,-7.197978437311771671e+00,9.907849217082163040e-01
3.162277660168399152e+01,7.869477378348871134e+06,-1.013144838580196025e+06,7.934427305879506283e+06,-7.336110661217507989e+00,9.907849215189313830e-01
3.223542001952483105e+01,7.864664406907702796e+06,-1.032169002950259834e+06,7.932106850259407423e+06,-7.476841865211349081e+00,9.907849213217996276e-01
3.285993247600674749e+01,7.859669092355042696e+06,-1.051526705081738299e+06,7.929697765540702268e+06,-7.620217932119169646e+00,9.907849211167968351e-01
3.349654391578297918e+01,7.854484759982343763e+06,-1.071222405392003246e+06,7.927196748322115280e+06,-7.766285368878071971e+00,9.907849209040745508e-01
3.414548873833623333e+01,7.849104515200033784e+06,-1.091260540930092800e+06,7.924600384796990082e+06,-7.915091318206972204e+00,9.907849206832852751e-01
3.480700588428432951e+01,7.843521229577985592e+06,-1.111645517122711521e+06,7.921905139206072316e+06,-8.066683549673145492e+00,9.907849204534908694e-01
3.548133892335778228e+01,7.837727535915473476e+06,-1.132381701171605382e+06,7.919107351488294080e+06,-8.221110456137504130e+00,9.907849202150786905e-01
3.616873614408182647e+01,7.831715827135615982e+06,-1.153473416431401623e+06,7.916203238890498877e+06,-8.378421055137323492e+00,9.907849199677812857e-01
