device,ids,gm,gds,vgs,vds,vdsat
M8,-9.999998820817449e-06,0.0001020060154098754,3.364582216767255e-07,-1.16724668807448,-1.16724668807448,-0.1697032387080531
M9,-9.991455090098753e-06,0.0001019238855917208,3.417718766349632e-07,-1.16724668807448,-1.142051055908431,-0.1696953444088251
M10,9.991455574786466e-06,0.0001727560309578963,1.03621407889318e-06,0.6579489440915688,0.6579489440915688,0.09235519778443227
M1,1.994572785722152e-05,0.0004000315991506203,5.927747865206223e-06,0.737156896915105,0.3263778869973128,0.07785078147022655
M2,1.995436849117104e-05,0.0004001079722900396,5.995695940326196e-06,0.7372415827412215,0.3221441266641414,0.077887775195539
M3A,-9.972863240247385e-06,0.0001570533420683764,1.02104561016954e-06,-1.010863695743909,-1.010863695743909,-0.088623821390636
M3B,-9.972863240247385e-06,0.0001570533420683764,1.02104561016954e-06,-1.010863695743909,-1.010863695743909,-0.088623821390636
M4A,-9.977183547408453e-06,0.0001571155150540338,1.019840298907962e-06,-1.010863695743909,-1.01509745607708,-0.08863052179716971
M4B,-9.977183547408453e-06,0.0001571155150540338,1.019840298907962e-06,-1.010863695743909,-1.01509745607708,-0.08863052179716971
M5,3.990009490475114e-05,0.0006753329995188004,5.217793673349705e-06,0.6579489440915688,0.4627584172587786,0.09854196272850044
M6,7.965812189562607e-05,0.000822679894041026,7.044717356270676e-06,0.78490254392292,1.199915314173884,0.1541574853482277
M7A,-4.582865795997713e-05,0.0004786801581318936,2.667069518028545e-06,-1.16724668807448,-0.6000846858261164,-0.1649202153229875
M7B,-4.582865795997713e-05,0.0004786801581318936,2.667069518028545e-06,-1.16724668807448,-0.6000846858261164,-0.1649202153229875
