 frequency       onoise_spectrum inoise_spectrum
 1.00000000e+00  7.25470752e-06  2.27275912e-07 
 1.02329299e+00  7.18004771e-06  2.24936965e-07 
 1.04712855e+00  7.10616781e-06  2.22622451e-07 
 1.07151931e+00  7.03305958e-06  2.20332112e-07 
 1.09647820e+00  6.96071481e-06  2.18065691e-07 
 1.12201845e+00  6.88912544e-06  2.15822935e-07 
 1.14815362e+00  6.81828344e-06  2.13603593e-07 
 1.17489755e+00  6.74818091e-06  2.11407416e-07 
 1.20226443e+00  6.67881001e-06  2.09234160e-07 
 1.23026877e+00  6.61016299e-06  2.07083583e-07 
 1.25892541e+00  6.54223219e-06  2.04955442e-07 
 1.28824955e+00  6.47501003e-06  2.02849503e-07 
 1.31825674e+00  6.40848900e-06  2.00765528e-07 
 1.34896288e+00  6.34266169e-06  1.98703286e-07 
 1.38038426e+00  6.27752076e-06  1.96662547e-07 
 1.41253754e+00  6.21305894e-06  1.94643083e-07 
 1.44543977e+00  6.14926904e-06  1.92644669e-07 
 1.47910839e+00  6.08614397e-06  1.90667083e-07 
 1.51356125e+00  6.02367670e-06  1.88710105e-07 
 1.54881662e+00  5.96186027e-06  1.86773516e-07 
 1.58489319e+00  5.90068779e-06  1.84857101e-07 
 1.62181010e+00  5.84015247e-06  1.82960647e-07 
 1.65958691e+00  5.78024758e-06  1.81083943e-07 
 1.69824365e+00  5.72096644e-06  1.79226780e-07 
 1.73780083e+00  5.66230248e-06  1.77388951e-07 
 1.77827941e+00  5.60424917e-06  1.75570254e-07 
 1.81970086e+00  5.54680006e-06  1.73770485e-07 
 1.86208714e+00  5.48994879e-06  1.71989445e-07 
 1.90546072e+00  5.43368902e-06  1.70226936e-07 
 1.94984460e+00  5.37801454e-06  1.68482762e-07 
 1.99526231e+00  5.32291915e-06  1.66756730e-07 
 2.04173794e+00  5.26839675e-06  1.65048649e-07 
 2.08929613e+00  5.21444129e-06  1.63358329e-07 
 2.13796209e+00  5.16104679e-06  1.61685583e-07 
 2.18776162e+00  5.10820734e-06  1.60030226e-07 
 2.23872114e+00  5.05591709e-06  1.58392074e-07 
 2.29086765e+00  5.00417025e-06  1.56770946e-07 
 2.34422882e+00  4.95296109e-06  1.55166662e-07 
 2.39883292e+00  4.90228394e-06  1.53579045e-07 
 2.45470892e+00  4.85213320e-06  1.52007920e-07 
 2.51188643e+00  4.80250332e-06  1.50453112e-07 
 2.57039578e+00  4.75338883e-06  1.48914450e-07 
 2.63026799e+00  4.70478428e-06  1.47391764e-07 
 2.69153480e+00  4.65668431e-06  1.45884885e-07 
 2.75422870e+00  4.60908362e-06  1.44393648e-07 
 2.81838293e+00  4.56197694e-06  1.42917887e-07 
 2.88403150e+00  4.51535907e-06  1.41457440e-07 
 2.95120923e+00  4.46922488e-06  1.40012145e-07 
 3.01995172e+00  4.42356928e-06  1.38581844e-07 
 3.09029543e+00  4.37838723e-06  1.37166378e-07 
 3.16227766e+00  4.33367375e-06  1.35765591e-07 
 3.23593657e+00  4.28942392e-06  1.34379330e-07 
 3.31131121e+00  4.24563287e-06  1.33007441e-07 
 3.38844156e+00  4.20229576e-06  1.31649774e-07 
 3.46736850e+00  4.15940783e-06  1.30306178e-07 
 3.54813389e+00  4.11696437e-06  1.28976507e-07 
 3.63078055e+00  4.07496070e-06  1.27660613e-07 
 3.71535229e+00  4.03339221e-06  1.26358353e-07 
 3.80189396e+00  3.99225432e-06  1.25069583e-07 
 3.89045145e+00  3.95154251e-06  1.23794161e-07 
 3.98107171e+00  3.91125232e-06  1.22531947e-07 
 4.07380278e+00  3.87137931e-06  1.21282803e-07 
 4.16869383e+00  3.83191911e-06  1.20046592e-07 
 4.26579519e+00  3.79286739e-06  1.18823177e-07 
 4.36515832e+00  3.75421986e-06  1.17612425e-07 
 4.46683592e+00  3.71597229e-06  1.16414203e-07 
 4.57088190e+00  3.67812048e-06  1.15228379e-07 
 4.67735141e+00  3.64066029e-06  1.14054824e-07 
 4.78630092e+00  3.60358760e-06  1.12893408e-07 
 4.89778819e+00  3.56689836e-06  1.11744006e-07 
 5.01187234e+00  3.53058854e-06  1.10606490e-07 
 5.12861384e+00  3.49465419e-06  1.09480736e-07 
 5.24807460e+00  3.45909135e-06  1.08366621e-07 
 5.37031796e+00  3.42389615e-06  1.07264024e-07 
 5.49540874e+00  3.38906472e-06  1.06172823e-07 
 5.62341325e+00  3.35459328e-06  1.05092899e-07 
 5.75439937e+00  3.32047804e-06  1.04024135e-07 
 5.88843655e+00  3.28671528e-06  1.02966413e-07 
 6.02559586e+00  3.25330131e-06  1.01919618e-07 
 6.16595002e+00  3.22023248e-06  1.00883636e-07 
 6.30957344e+00  3.18750519e-06  9.98583538e-08 
 6.45654229e+00  3.15511586e-06  9.88436590e-08 
 6.60693448e+00  3.12306097e-06  9.78394412e-08 
 6.76082975e+00  3.09133700e-06  9.68455910e-08 
 6.91830971e+00  3.05994051e-06  9.58619999e-08 
 7.07945784e+00  3.02886808e-06  9.48885608e-08 
 7.24435960e+00  2.99811631e-06  9.39251676e-08 
 7.41310241e+00  2.96768187e-06  9.29717155e-08 
 7.58577575e+00  2.93756143e-06  9.20281006e-08 
 7.76247117e+00  2.90775172e-06  9.10942201e-08 
 7.94328235e+00  2.87824949e-06  9.01699726e-08 
 8.12830516e+00  2.84905154e-06  8.92552574e-08 
 8.31763771e+00  2.82015469e-06  8.83499752e-08 
 8.51138038e+00  2.79155580e-06  8.74540274e-08 
 8.70963590e+00  2.76325176e-06  8.65673167e-08 
 8.91250938e+00  2.73523949e-06  8.56897469e-08 
 9.12010839e+00  2.70751597e-06  8.48212226e-08 
 9.33254301e+00  2.68007816e-06  8.39616495e-08 
 9.54992586e+00  2.65292311e-06  8.31109343e-08 
 9.77237221e+00  2.62604785e-06  8.22689847e-08 
 1.00000000e+01  2.59944949e-06  8.14357094e-08 
 1.02329299e+01  2.57312512e-06  8.06110181e-08 
 1.04712855e+01  2.54707190e-06  7.97948213e-08 
 1.07151931e+01  2.52128701e-06  7.89870307e-08 
 1.09647820e+01  2.49576765e-06  7.81875587e-08 
 1.12201845e+01  2.47051106e-06  7.73963187e-08 
 1.14815362e+01  2.44551451e-06  7.66132252e-08 
 1.17489755e+01  2.42077528e-06  7.58381932e-08 
 1.20226443e+01  2.39629071e-06  7.50711391e-08 
 1.23026877e+01  2.37205814e-06  7.43119798e-08 
 1.25892541e+01  2.34807496e-06  7.35606332e-08 
 1.28824955e+01  2.32433857e-06  7.28170182e-08 
 1.31825674e+01  2.30084641e-06  7.20810543e-08 
 1.34896288e+01  2.27759594e-06  7.13526622e-08 
 1.38038426e+01  2.25458465e-06  7.06317630e-08 
 1.41253754e+01  2.23181005e-06  6.99182791e-08 
 1.44543977e+01  2.20926969e-06  6.92121334e-08 
 1.47910839e+01  2.18696114e-06  6.85132498e-08 
 1.51356125e+01  2.16488199e-06  6.78215528e-08 
 1.54881662e+01  2.14302986e-06  6.71369678e-08 
 1.58489319e+01  2.12140239e-06  6.64594212e-08 
 1.62181010e+01  2.09999725e-06  6.57888398e-08 
 1.65958691e+01  2.07881214e-06  6.51251515e-08 
 1.69824365e+01  2.05784478e-06  6.44682848e-08 
 1.73780083e+01  2.03709291e-06  6.38181690e-08 
 1.77827941e+01  2.01655430e-06  6.31747341e-08 
 1.81970086e+01  1.99622673e-06  6.25379108e-08 
 1.86208714e+01  1.97610803e-06  6.19076308e-08 
 1.90546072e+01  1.95619602e-06  6.12838262e-08 
 1.94984460e+01  1.93648857e-06  6.06664300e-08 
 1.99526231e+01  1.91698356e-06  6.00553758e-08 
 2.04173794e+01  1.89767889e-06  5.94505980e-08 
 2.08929613e+01  1.87857249e-06  5.88520317e-08 
 2.13796209e+01  1.85966232e-06  5.82596126e-08 
 2.18776162e+01  1.84094633e-06  5.76732771e-08 
 2.23872114e+01  1.82242253e-06  5.70929623e-08 
 2.29086765e+01  1.80408892e-06  5.65186060e-08 
 2.34422882e+01  1.78594355e-06  5.59501466e-08 
 2.39883292e+01  1.76798446e-06  5.53875232e-08 
 2.45470892e+01  1.75020973e-06  5.48306754e-08 
 2.51188643e+01  1.73261746e-06  5.42795437e-08 
 2.57039578e+01  1.71520576e-06  5.37340690e-08 
 2.63026799e+01  1.69797277e-06  5.31941928e-08 
 2.69153480e+01  1.68091665e-06  5.26598575e-08 
 2.75422870e+01  1.66403556e-06  5.21310059e-08 
 2.81838293e+01  1.64732771e-06  5.16075813e-08 
 2.88403150e+01  1.63079131e-06  5.10895279e-08 
 2.95120923e+01  1.61442458e-06  5.05767902e-08 
 3.01995172e+01  1.59822579e-06  5.00693134e-08 
 3.09029543e+01  1.58219320e-06  4.95670434e-08 
 3.16227766e+01  1.56632509e-06  4.90699264e-08 
 3.23593657e+01  1.55061978e-06  4.85779095e-08 
 3.31131121e+01  1.53507559e-06  4.80909401e-08 
 3.38844156e+01  1.51969085e-06  4.76089662e-08 
 3.46736850e+01  1.50446393e-06  4.71319364e-08 
 3.54813389e+01  1.48939321e-06  4.66597999e-08 
