 time            v(vdd)          cm              v(xpga.xamp.bn) v(xpga.xamp.bp) v(xpga.xamp.start) i(vdd)         
 5.10500000e-05  1.80000000e+00  8.32508234e-01  6.32511958e-01  6.82555467e-01  4.25900299e-03 -1.38130788e-04 
 5.10700000e-05  1.80000000e+00  8.43587804e-01  6.32492551e-01  6.82580506e-01  4.26028762e-03 -1.37672954e-04 
 5.10900000e-05  1.80000000e+00  8.54662845e-01  6.32482269e-01  6.82593904e-01  4.26098592e-03 -1.37854348e-04 
 5.11100000e-05  1.80000000e+00  8.65678794e-01  6.32477634e-01  6.82600389e-01  4.26131336e-03 -1.38667706e-04 
 5.11300000e-05  1.80000000e+00  8.76657291e-01  6.32476188e-01  6.82603191e-01  4.26142847e-03 -1.40153031e-04 
 5.11500000e-05  1.80000000e+00  8.87650382e-01  6.32476266e-01  6.82604358e-01  4.26143517e-03 -1.42310188e-04 
 5.11700000e-05  1.80000000e+00  8.98715527e-01  6.32476977e-01  6.82605066e-01  4.26139969e-03 -1.45072678e-04 
 5.11900000e-05  1.80000000e+00  9.09904170e-01  6.32477774e-01  6.82605904e-01  4.26134965e-03 -1.48357960e-04 
 5.12100000e-05  1.80000000e+00  9.21257289e-01  6.32478275e-01  6.82607163e-01  4.26131587e-03 -1.52007579e-04 
 5.12300000e-05  1.80000000e+00  9.32799605e-01  6.32478318e-01  6.82608920e-01  4.26130554e-03 -1.55875117e-04 
 5.12500000e-05  1.80000000e+00  9.44527983e-01  6.32477960e-01  6.82610994e-01  4.26132328e-03 -1.59819671e-04 
 5.12700000e-05  1.80000000e+00  9.56379517e-01  6.32477627e-01  6.82612725e-01  4.26134639e-03 -1.63745214e-04 
 5.12900000e-05  1.80000000e+00  9.68121904e-01  6.32478216e-01  6.82612214e-01  4.26133266e-03 -1.67555767e-04 
 5.13100000e-05  1.80000000e+00  9.78990827e-01  6.32482418e-01  6.82603685e-01  4.26116234e-03 -1.71181987e-04 
 5.13300000e-05  1.80000000e+00  9.86981115e-01  6.32497141e-01  6.82573036e-01  4.26050697e-03 -1.74534720e-04 
 5.13500000e-05  1.80000000e+00  9.88704326e-01  6.32533391e-01  6.82500993e-01  4.25876107e-03 -1.77507067e-04 
 5.13700000e-05  1.80000000e+00  9.80896805e-01  6.32598641e-01  6.82379675e-01  4.25536486e-03 -1.79886732e-04 
 5.13900000e-05  1.80000000e+00  9.62367016e-01  6.32687770e-01  6.82224150e-01  4.25041134e-03 -1.81376002e-04 
 5.14100000e-05  1.80000000e+00  9.34577476e-01  6.32783894e-01  6.82065607e-01  4.24477948e-03 -1.81611802e-04 
 5.14300000e-05  1.80000000e+00  9.01071791e-01  6.32866693e-01  6.81937736e-01  4.23966440e-03 -1.80193864e-04 
 5.14500000e-05  1.80000000e+00  8.66644074e-01  6.32919328e-01  6.81867562e-01  4.23611681e-03 -1.76712977e-04 
 5.14700000e-05  1.80000000e+00  8.36370032e-01  6.32931750e-01  6.81869857e-01  4.23481574e-03 -1.71086567e-04 
 5.14900000e-05  1.80000000e+00  8.14255466e-01  6.32902671e-01  6.81941695e-01  4.23596478e-03 -1.63945436e-04 
 5.15100000e-05  1.80000000e+00  8.01957810e-01  6.32840333e-01  6.82061396e-01  4.23921389e-03 -1.56593591e-04 
 5.15300000e-05  1.80000000e+00  7.98621807e-01  6.32759994e-01  6.82197840e-01  4.24374976e-03 -1.50222214e-04 
 5.15500000e-05  1.80000000e+00  8.01951403e-01  6.32678321e-01  6.82324410e-01  4.24858316e-03 -1.45360945e-04 
 5.15700000e-05  1.80000000e+00  8.09473522e-01  6.32607821e-01  6.82426290e-01  4.25290114e-03 -1.41938073e-04 
 5.15900000e-05  1.80000000e+00  8.19236614e-01  6.32554364e-01  6.82499599e-01  4.25626475e-03 -1.39684971e-04 
 5.16100000e-05  1.80000000e+00  8.29981969e-01  6.32518139e-01  6.82547440e-01  4.25859910e-03 -1.38333178e-04 
 5.16300000e-05  1.80000000e+00  8.41039781e-01  6.32496060e-01  6.82575984e-01  4.26005282e-03 -1.37720947e-04 
 5.16500000e-05  1.80000000e+00  8.52124832e-01  6.32484022e-01  6.82591582e-01  4.26086535e-03 -1.37756637e-04 
 5.16700000e-05  1.80000000e+00  8.63154134e-01  6.32478341e-01  6.82599319e-01  4.26126157e-03 -1.38421455e-04 
 5.16900000e-05  1.80000000e+00  8.74137541e-01  6.32476342e-01  6.82602751e-01  4.26141473e-03 -1.39761700e-04 
 5.17100000e-05  1.80000000e+00  8.85122526e-01  6.32476158e-01  6.82604167e-01  4.26143903e-03 -1.41755934e-04 
 5.17300000e-05  1.80000000e+00  8.96165995e-01  6.32476790e-01  6.82604908e-01  4.26141080e-03 -1.44384454e-04 
 5.17500000e-05  1.80000000e+00  9.07321916e-01  6.32477606e-01  6.82605679e-01  4.26135980e-03 -1.47564357e-04 
 5.17700000e-05  1.80000000e+00  9.18634288e-01  6.32478201e-01  6.82606827e-01  4.26132238e-03 -1.51144228e-04 
 5.17900000e-05  1.80000000e+00  9.30132006e-01  6.32478342e-01  6.82608477e-01  4.26130471e-03 -1.54976058e-04 
 5.18100000e-05  1.80000000e+00  9.41820128e-01  6.32478064e-01  6.82610515e-01  4.26131882e-03 -1.58911603e-04 
 5.18300000e-05  1.80000000e+00  9.53654542e-01  6.32477672e-01  6.82612421e-01  4.26134066e-03 -1.62850999e-04 
 5.18500000e-05  1.80000000e+00  9.65460430e-01  6.32477906e-01  6.82612724e-01  4.26134436e-03 -1.66694140e-04 
 5.18700000e-05  1.80000000e+00  9.76649534e-01  6.32480867e-01  6.82606922e-01  4.26122641e-03 -1.70370464e-04 
 5.18900000e-05  1.80000000e+00  9.85560590e-01  6.32492288e-01  6.82583052e-01  4.26072896e-03 -1.73792991e-04 
 5.19100000e-05  1.80000000e+00  9.89048542e-01  6.32522639e-01  6.82521913e-01  4.25929228e-03 -1.76867854e-04 
 5.19300000e-05  1.80000000e+00  9.83626659e-01  6.32581154e-01  6.82411406e-01  4.25629918e-03 -1.79406263e-04 
 5.19500000e-05  1.80000000e+00  9.67517748e-01  6.32665987e-01  6.82261336e-01  4.25164751e-03 -1.81130164e-04 
 5.19700000e-05  1.80000000e+00  9.41601449e-01  6.32762311e-01  6.82100417e-01  4.24606910e-03 -1.81686695e-04 
 5.19900000e-05  1.80000000e+00  9.09016328e-01  6.32849847e-01  6.81962798e-01  4.24073204e-03 -1.80687061e-04 
 5.20100000e-05  1.80000000e+00  8.74345541e-01  6.32910557e-01  6.81877571e-01  4.23675050e-03 -1.77704699e-04 
 5.20300000e-05  1.80000000e+00  8.42704792e-01  6.32932656e-01  6.81862798e-01  4.23489752e-03 -1.72545937e-04 
 5.20500000e-05  1.80000000e+00  8.18477069e-01  6.32912693e-01  6.81920000e-01  4.23549578e-03 -1.65651721e-04 
 5.20700000e-05  1.80000000e+00  8.03926017e-01  6.32856814e-01  6.82031364e-01  4.23832185e-03 -1.58226242e-04 
 5.20900000e-05  1.80000000e+00  7.98709987e-01  6.32779081e-01  6.82166665e-01  4.24264942e-03 -1.51556050e-04 
 5.21100000e-05  1.80000000e+00  8.00739871e-01  6.32696396e-01  6.82297254e-01  4.24749739e-03 -1.46340393e-04 
 5.21300000e-05  1.80000000e+00  8.07497749e-01  6.32622576e-01  6.82405469e-01  4.25198662e-03 -1.42608910e-04 
 5.21500000e-05  1.80000000e+00  8.16882903e-01  6.32565030e-01  6.82485234e-01  4.25558693e-03 -1.40114383e-04 
 5.21700000e-05  1.80000000e+00  8.27480413e-01  6.32525050e-01  6.82538421e-01  4.25814942e-03 -1.38573588e-04 
 5.21900000e-05  1.80000000e+00  8.38502249e-01  6.32500087e-01  6.82570799e-01  4.25978537e-03 -1.37803196e-04 
 5.22100000e-05  1.80000000e+00  8.49593344e-01  6.32486101e-01  6.82588858e-01  4.26072308e-03 -1.37692881e-04 
 5.22300000e-05  1.80000000e+00  8.60636988e-01  6.32479247e-01  6.82598031e-01  4.26119742e-03 -1.38222232e-04 
 5.22500000e-05  1.80000000e+00  8.71627829e-01  6.32476574e-01  6.82602211e-01  4.26139406e-03 -1.39395206e-04 
 5.22700000e-05  1.80000000e+00  8.82606960e-01  6.32476108e-01  6.82603937e-01  4.26144128e-03 -1.41233503e-04 
 5.22900000e-05  1.80000000e+00  8.93631476e-01  6.32476613e-01  6.82604747e-01  4.26141851e-03 -1.43732150e-04 
 5.23100000e-05  1.80000000e+00  9.04757496e-01  6.32477426e-01  6.82605477e-01  4.26137269e-03 -1.46797347e-04 
 5.23300000e-05  1.80000000e+00  9.16031007e-01  6.32478102e-01  6.82606522e-01  4.26132801e-03 -1.50298027e-04 
 5.23500000e-05  1.80000000e+00  9.27484841e-01  6.32478350e-01  6.82608057e-01  4.26130715e-03 -1.54086207e-04 
 5.23700000e-05  1.80000000e+00  9.39130948e-01  6.32478157e-01  6.82610033e-01  4.26131289e-03 -1.58007475e-04 
 5.23900000e-05  1.80000000e+00  9.50940248e-01  6.32477740e-01  6.82612048e-01  4.26133652e-03 -1.61955601e-04 
 5.24100000e-05  1.80000000e+00  9.62781771e-01  6.32477728e-01  6.82612948e-01  4.26134847e-03 -1.65826877e-04 
 5.24300000e-05  1.80000000e+00  9.74206243e-01  6.32479734e-01  6.82609248e-01  4.26127353e-03 -1.69549144e-04 
 5.24500000e-05  1.80000000e+00  9.83866033e-01  6.32488441e-01  6.82591065e-01  4.26090057e-03 -1.73036063e-04 
 5.24700000e-05  1.80000000e+00  9.88921570e-01  6.32513437e-01  6.82540089e-01  4.25973932e-03 -1.76203795e-04 
 5.24900000e-05  1.80000000e+00  9.85781699e-01  6.32565158e-01  6.82440892e-01  4.25713933e-03 -1.78885610e-04 
 5.25100000e-05  1.80000000e+00  9.72134022e-01  6.32644890e-01  6.82297818e-01  4.25283028e-03 -1.80825093e-04 
 5.25300000e-05  1.80000000e+00  9.48252004e-01  6.32740328e-01  6.82136354e-01  4.24736720e-03 -1.81680681e-04 
 5.25500000e-05  1.80000000e+00  9.16826669e-01  6.32831629e-01  6.81990554e-01  4.24186863e-03 -1.81075402e-04 
 5.25700000e-05  1.80000000e+00  8.82184936e-01  6.32899773e-01  6.81891282e-01  4.23749471e-03 -1.78577273e-04 
 5.25900000e-05  1.80000000e+00  8.49416006e-01  6.32931327e-01  6.81859589e-01  4.23510882e-03 -1.73907420e-04 
 5.26100000e-05  1.80000000e+00  8.23201181e-01  6.32920785e-01  6.81901240e-01  4.23514633e-03 -1.67324820e-04 
 5.26300000e-05  1.80000000e+00  8.06380892e-01  6.32872098e-01  6.82002650e-01  4.23751127e-03 -1.59896863e-04 
 5.26500000e-05  1.80000000e+00  7.99174934e-01  6.32797875e-01  6.82135277e-01  4.24157897e-03 -1.52964568e-04 
 5.26700000e-05  1.80000000e+00  7.99773858e-01  6.32714913e-01  6.82268955e-01  4.24639387e-03 -1.47395684e-04 
 5.26900000e-05  1.80000000e+00  8.05659039e-01  6.32638167e-01  6.82383187e-01  4.25102697e-03 -1.43341880e-04 
 5.27100000e-05  1.80000000e+00  8.14593813e-01  6.32576598e-01  6.82469506e-01  4.25485526e-03 -1.40591904e-04 
 5.27300000e-05  1.80000000e+00  8.25003645e-01  6.32532732e-01  6.82528339e-01  4.25765266e-03 -1.38852556e-04 
 5.27500000e-05  1.80000000e+00  8.35971926e-01  6.32504673e-01  6.82564886e-01  4.25948169e-03 -1.37919195e-04 
 5.27700000e-05  1.80000000e+00  8.47063477e-01  6.32488542e-01  6.82585686e-01  4.26055781e-03 -1.37661815e-04 
 5.27900000e-05  1.80000000e+00  8.58121067e-01  6.32480355e-01  6.82596491e-01  4.26111891e-03 -1.38045940e-04 
 5.28100000e-05  1.80000000e+00  8.69121360e-01  6.32476934e-01  6.82601545e-01  4.26136632e-03 -1.39068782e-04 
 5.28300000e-05  1.80000000e+00  8.80098335e-01  6.32476093e-01  6.82603665e-01  4.26143855e-03 -1.40753705e-04 
 5.28500000e-05  1.80000000e+00  8.91107416e-01  6.32476453e-01  6.82604591e-01  4.26142740e-03 -1.43109402e-04 
 5.28700000e-05  1.80000000e+00  9.02205899e-01  6.32477239e-01  6.82605293e-01  4.26138337e-03 -1.46053769e-04 
 5.28900000e-05  1.80000000e+00  9.13442269e-01  6.32477978e-01  6.82606243e-01  4.26133718e-03 -1.49467641e-04 
 5.29100000e-05  1.80000000e+00  9.24852938e-01  6.32478336e-01  6.82607661e-01  4.26130902e-03 -1.53204884e-04 
 5.29300000e-05  1.80000000e+00  9.36455404e-01  6.32478228e-01  6.82609555e-01  4.26130992e-03 -1.57106363e-04 
 5.29500000e-05  1.80000000e+00  9.48233203e-01  6.32477833e-01  6.82611622e-01  4.26133052e-03 -1.61057380e-04 
 5.29700000e-05  1.80000000e+00  9.60089272e-01  6.32477645e-01  6.82612954e-01  4.26134933e-03 -1.64952994e-04 
 5.29900000e-05  1.80000000e+00  9.71681933e-01  6.32478929e-01  6.82610858e-01  4.26130545e-03 -1.68717214e-04 
 5.30100000e-05  1.80000000e+00  9.81937980e-01  6.32485444e-01  6.82597346e-01  4.26103248e-03 -1.72263823e-04 
 5.30300000e-05  1.80000000e+00  9.88360804e-01  6.32505690e-01  6.82555619e-01  4.26010807e-03 -1.75516118e-04 
 5.30500000e-05  1.80000000e+00  9.87374250e-01  6.32550726e-01  6.82467926e-01  4.25788486e-03 -1.78326055e-04 
 5.30700000e-05  1.80000000e+00  9.76198865e-01  6.32624707e-01  6.82333205e-01  4.25394636e-03 -1.80466897e-04 
 5.30900000e-05  1.80000000e+00  9.54487615e-01  6.32718196e-01  6.82173006e-01  4.24865986e-03 -1.81598914e-04 
 5.31100000e-05  1.80000000e+00  9.24446607e-01  6.32812245e-01  6.82020678e-01  4.24306062e-03 -1.81364351e-04 
 5.31300000e-05  1.80000000e+00  8.90102676e-01  6.32887093e-01  6.81908519e-01  4.23834192e-03 -1.79332256e-04 
 5.31500000e-05  1.80000000e+00  8.56457825e-01  6.32927782e-01  6.81860274e-01  4.23544680e-03 -1.75162562e-04 
 5.31700000e-05  1.80000000e+00  8.28412133e-01  6.32926844e-01  6.81885694e-01  4.23492114e-03 -1.68948068e-04 
 5.31900000e-05  1.80000000e+00  8.09336747e-01  6.32886001e-01  6.81975630e-01  4.23679196e-03 -1.61591661e-04 
 5.32100000e-05  1.80000000e+00  8.00045698e-01  6.32816179e-01  6.82103973e-01  4.24055028e-03 -1.54443207e-04 
 5.32300000e-05  1.80000000e+00  7.99082229e-01  6.32733733e-01  6.82239663e-01  4.24528167e-03 -1.48528689e-04 
 5.32500000e-05  1.80000000e+00  8.03979305e-01  6.32654537e-01  6.82359473e-01  4.25002671e-03 -1.44140494e-04 
 5.32700000e-05  1.80000000e+00  8.12383148e-01  6.32589074e-01  6.82452370e-01  4.25407004e-03 -1.41120493e-04 
 5.32900000e-05  1.80000000e+00  8.22558953e-01  6.32541225e-01  6.82517119e-01  4.25710684e-03 -1.39171877e-04 
 5.33100000e-05  1.80000000e+00  8.33452096e-01  6.32509866e-01  6.82558174e-01  4.25913896e-03 -1.38069774e-04 
 5.33300000e-05  1.80000000e+00  8.44536526e-01  6.32491388e-01  6.82582009e-01  4.26036702e-03 -1.37663488e-04 
 5.33500000e-05  1.80000000e+00  8.55607108e-01  6.32481702e-01  6.82594662e-01  4.26102393e-03 -1.37903233e-04 
 5.33700000e-05  1.80000000e+00  8.66618747e-01  6.32477424e-01  6.82600732e-01  4.26133040e-03 -1.38777502e-04 
 5.33900000e-05  1.80000000e+00  8.77596495e-01  6.32476139e-01  6.82603335e-01  4.26143103e-03 -1.40309301e-04 
 5.34100000e-05  1.80000000e+00  8.88593155e-01  6.32476314e-01  6.82604426e-01  4.26143521e-03 -1.42519064e-04 
 5.34300000e-05  1.80000000e+00  8.99666719e-01  6.32477048e-01  6.82605124e-01  4.26139342e-03 -1.45336410e-04 
 5.34500000e-05  1.80000000e+00  9.10867942e-01  6.32477834e-01  6.82605991e-01  4.26134784e-03 -1.48655425e-04 
 5.34700000e-05  1.80000000e+00  9.22236497e-01  6.32478297e-01  6.82607293e-01  4.26131197e-03 -1.52333995e-04 
 5.34900000e-05  1.80000000e+00  9.33795159e-01  6.32478289e-01  6.82609091e-01  4.26130840e-03 -1.56208926e-04 
 5.35100000e-05  1.80000000e+00  9.45537519e-01  6.32477929e-01  6.82611170e-01  4.26132393e-03 -1.60158992e-04 
 5.35300000e-05  1.80000000e+00  9.57392425e-01  6.32477625e-01  6.82612807e-01  4.26134836e-03 -1.64074110e-04 
 5.35500000e-05  1.80000000e+00  9.69101246e-01  6.32478374e-01  6.82611920e-01  4.26132587e-03 -1.67876146e-04 
 5.35700000e-05  1.80000000e+00  9.79822629e-01  6.32483143e-01  6.82602171e-01  4.26113246e-03 -1.71478064e-04 
 5.35900000e-05  1.80000000e+00  9.87416671e-01  6.32499267e-01  6.82568672e-01  4.26040766e-03 -1.74807813e-04 
 5.36100000e-05  1.80000000e+00  9.88425661e-01  6.32537870e-01  6.82492383e-01  4.25853785e-03 -1.77734443e-04 
 5.36300000e-05  1.80000000e+00  9.79710798e-01  6.32605568e-01  6.82367254e-01  4.25498857e-03 -1.80055479e-04 
 5.36500000e-05  1.80000000e+00  9.60291806e-01  6.32696117e-01  6.82210070e-01  4.24993617e-03 -1.81454484e-04 
 5.36700000e-05  1.80000000e+00  9.31833770e-01  6.32791895e-01  6.82052788e-01  4.24429556e-03 -1.81562094e-04 
 5.36900000e-05  1.80000000e+00  8.98042732e-01  6.32872701e-01  6.81928991e-01  4.23928196e-03 -1.79975451e-04 
 5.37100000e-05  1.80000000e+00  8.63777464e-01  6.32922116e-01  6.81864746e-01  4.23590322e-03 -1.76308252e-04 
 5.37300000e-05  1.80000000e+00  8.34078309e-01  6.32930843e-01  6.81873493e-01  4.23482090e-03 -1.70508359e-04 
 5.37500000e-05  1.80000000e+00  8.12789573e-01  6.32898413e-01  6.81950592e-01  4.23616868e-03 -1.63296526e-04 
 5.37700000e-05  1.80000000e+00  8.01334495e-01  6.32833830e-01  6.82073017e-01  4.23957276e-03 -1.55985739e-04 
 5.37900000e-05  1.80000000e+00  7.98679042e-01  6.32752741e-01  6.82209522e-01  4.24416876e-03 -1.49739444e-04 
 5.38100000e-05  1.80000000e+00  8.02466708e-01  6.32671621e-01  6.82334360e-01  4.24898983e-03 -1.45007167e-04 
 5.38300000e-05  1.80000000e+00  8.10251423e-01  6.32602468e-01  6.82433786e-01  4.25323260e-03 -1.41701615e-04 
 5.38500000e-05  1.80000000e+00  8.20140335e-01  6.32550557e-01  6.82504691e-01  4.25650908e-03 -1.39532071e-04 
 5.38700000e-05  1.80000000e+00  8.30932552e-01  6.32515719e-01  6.82550592e-01  4.25875588e-03 -1.38253874e-04 
 5.38900000e-05  1.80000000e+00  8.42000147e-01  6.32494670e-01  6.82577771e-01  4.26014660e-03 -1.37696087e-04 
 5.39100000e-05  1.80000000e+00  8.53081819e-01  6.32483324e-01  6.82592506e-01  4.26091249e-03 -1.37791233e-04 
 5.39300000e-05  1.80000000e+00  8.64106281e-01  6.32478057e-01  6.82599750e-01  4.26128312e-03 -1.38518331e-04 
 5.39500000e-05  1.80000000e+00  8.75087555e-01  6.32476259e-01  6.82602932e-01  4.26142021e-03 -1.39897046e-04 
 5.39700000e-05  1.80000000e+00  8.86074738e-01  6.32476198e-01  6.82604243e-01  4.26143938e-03 -1.41958396e-04 
 5.39900000e-05  1.80000000e+00  8.97125962e-01  6.32476861e-01  6.82604965e-01  4.26140496e-03 -1.44642575e-04 
 5.40100000e-05  1.80000000e+00  9.08293998e-01  6.32477670e-01  6.82605761e-01  4.26135747e-03 -1.47858765e-04 
 5.40300000e-05  1.80000000e+00  9.19621530e-01  6.32478234e-01  6.82606950e-01  4.26131830e-03 -1.51470371e-04 
 5.40500000e-05  1.80000000e+00  9.31136010e-01  6.32478329e-01  6.82608642e-01  4.26130624e-03 -1.55312137e-04 
 5.40700000e-05  1.80000000e+00  9.42839554e-01  6.32478029e-01  6.82610697e-01  4.26131947e-03 -1.59255912e-04 
 5.40900000e-05  1.80000000e+00  9.54681543e-01  6.32477650e-01  6.82612545e-01  4.26134359e-03 -1.63186301e-04 
 5.41100000e-05  1.80000000e+00  9.66467293e-01  6.32478006e-01  6.82612571e-01  4.26134016e-03 -1.67022170e-04 
 5.41300000e-05  1.80000000e+00  9.77546960e-01  6.32481395e-01  6.82605823e-01  4.26120528e-03 -1.70675610e-04 
 5.41500000e-05  1.80000000e+00  9.86132536e-01  6.32493989e-01  6.82579531e-01  4.26065117e-03 -1.74076985e-04 
 5.41700000e-05  1.80000000e+00  9.88978862e-01  6.32526500e-01  6.82514363e-01  4.25910315e-03 -1.77109903e-04 
 5.41900000e-05  1.80000000e+00  9.82676960e-01  6.32587561e-01  6.82399740e-01  4.25595753e-03 -1.79594646e-04 
 5.42100000e-05  1.80000000e+00  9.65652319e-01  6.32674139e-01  6.82247382e-01  4.25118791e-03 -1.81234190e-04 
 5.42300000e-05  1.80000000e+00  9.39000378e-01  6.32770544e-01  6.82087052e-01  4.24557843e-03 -1.81672613e-04 
 5.42500000e-05  1.80000000e+00  9.06032526e-01  6.32856437e-01  6.81952914e-01  4.24031825e-03 -1.80513474e-04 
 5.42700000e-05  1.80000000e+00  8.71415783e-01  6.32914171e-01  6.81873252e-01  4.23649308e-03 -1.77348885e-04 
 5.42900000e-05  1.80000000e+00  8.40258611e-01  6.32932632e-01  6.81864920e-01  4.23484922e-03 -1.72005560e-04 
 5.43100000e-05  1.80000000e+00  8.16812127e-01  6.32909184e-01  6.81927785e-01  4.23565480e-03 -1.65013691e-04 
 5.43300000e-05  1.80000000e+00  8.03113352e-01  6.32850758e-01  6.82042512e-01  4.23864812e-03 -1.57602484e-04 
 5.43500000e-05  1.80000000e+00  7.98620392e-01  6.32771929e-01  6.82178444e-01  4.24305949e-03 -1.51044899e-04 
 5.43700000e-05  1.80000000e+00  8.01156677e-01  6.32689523e-01  6.82307633e-01  4.24790949e-03 -1.45958430e-04 
 5.43900000e-05  1.80000000e+00  8.08216086e-01  6.32616913e-01  6.82413499e-01  4.25233668e-03 -1.42349249e-04 
 5.44100000e-05  1.80000000e+00  8.17752552e-01  6.32560893e-01  6.82490818e-01  4.25584931e-03 -1.39943018e-04 
 5.44300000e-05  1.80000000e+00  8.28410620e-01  6.32522353e-01  6.82541952e-01  4.25832477e-03 -1.38478871e-04 
 5.44500000e-05  1.80000000e+00  8.39448135e-01  6.32498497e-01  6.82572843e-01  4.25989049e-03 -1.37764185e-04 
 5.44700000e-05  1.80000000e+00  8.50537628e-01  6.32485275e-01  6.82589940e-01  4.26077986e-03 -1.37713229e-04 
 5.44900000e-05  1.80000000e+00  8.61575984e-01  6.32478880e-01  6.82598548e-01  4.26122295e-03 -1.38293002e-04 
 5.45100000e-05  1.80000000e+00  8.72563512e-01  6.32476467e-01  6.82602429e-01  4.26140330e-03 -1.39518440e-04 
 5.45300000e-05  1.80000000e+00  8.83544281e-01  6.32476121e-01  6.82604029e-01  4.26144084e-03 -1.41428327e-04 
 5.45500000e-05  1.80000000e+00  8.94575880e-01  6.32476678e-01  6.82604810e-01  4.26141571e-03 -1.43973323e-04 
 5.45700000e-05  1.80000000e+00  9.05712804e-01  6.32477493e-01  6.82605551e-01  4.26136796e-03 -1.47077987e-04 
 5.45900000e-05  1.80000000e+00  9.17000538e-01  6.32478142e-01  6.82606632e-01  4.26132576e-03 -1.50613857e-04 
 5.46100000e-05  1.80000000e+00  9.28470706e-01  6.32478349e-01  6.82608211e-01  4.26130603e-03 -1.54414882e-04 
 5.46300000e-05  1.80000000e+00  9.40132704e-01  6.32478124e-01  6.82610213e-01  4.26131498e-03 -1.58346730e-04 
 5.46500000e-05  1.80000000e+00  9.51952334e-01  6.32477712e-01  6.82612195e-01  4.26133815e-03 -1.62287740e-04 
 5.46700000e-05  1.80000000e+00  9.63783752e-01  6.32477781e-01  6.82612897e-01  4.26134754e-03 -1.66153538e-04 
 5.46900000e-05  1.80000000e+00  9.75130340e-01  6.32480108e-01  6.82608486e-01  4.26125813e-03 -1.69854683e-04 
 5.47100000e-05  1.80000000e+00  9.84532597e-01  6.32489754e-01  6.82588325e-01  4.26084240e-03 -1.73322707e-04 
 5.47300000e-05  1.80000000e+00  9.89032139e-01  6.32516661e-01  6.82533689e-01  4.25958375e-03 -1.76452443e-04 
 5.47500000e-05  1.80000000e+00  9.85066974e-01  6.32570894e-01  6.82430274e-01  4.25683930e-03 -1.79086434e-04 
 5.47700000e-05  1.80000000e+00  9.70506805e-01  6.32652621e-01  6.82284402e-01  4.25239922e-03 -1.80948823e-04 
 5.47900000e-05  1.80000000e+00  9.45846481e-01  6.32748538e-01  6.82122860e-01  4.24688419e-03 -1.81697563e-04 
 5.48100000e-05  1.80000000e+00  9.13957674e-01  6.32838586e-01  6.81979880e-01  4.24143750e-03 -1.80944447e-04 
 5.48300000e-05  1.80000000e+00  8.79266927e-01  6.32904062e-01  6.81885672e-01  4.23720225e-03 -1.78273337e-04 
 5.48500000e-05  1.80000000e+00  8.46880721e-01  6.32932145e-01  6.81860214e-01  4.23501226e-03 -1.73415519e-04 
 5.48700000e-05  1.80000000e+00  8.21380711e-01  6.32918083e-01  6.81907733e-01  4.23525731e-03 -1.66713844e-04 
 5.48900000e-05  1.80000000e+00  8.05398299e-01  6.32866635e-01  6.82013037e-01  4.23779874e-03 -1.59272574e-04 
 5.49100000e-05  1.80000000e+00  7.98940702e-01  6.32790996e-01  6.82146867e-01  4.24196878e-03 -1.52435870e-04 
 5.49300000e-05  1.80000000e+00  8.00085340e-01  6.32708027e-01  6.82279541e-01  4.24680304e-03 -1.46992293e-04 
 5.49500000e-05  1.80000000e+00  8.06307630e-01  6.32632307e-01  6.82391604e-01  4.25138685e-03 -1.43063450e-04 
 5.49700000e-05  1.80000000e+00  8.15418873e-01  6.32572205e-01  6.82475497e-01  4.25513241e-03 -1.40405222e-04 
 5.49900000e-05  1.80000000e+00  8.25903784e-01  6.32529793e-01  6.82532208e-01  4.25784263e-03 -1.38744856e-04 
 5.50100000e-05  1.80000000e+00  8.36894506e-01  6.32502899e-01  6.82567171e-01  4.25959856e-03 -1.37867908e-04 
 5.50300000e-05  1.80000000e+00  8.47986828e-01  6.32487591e-01  6.82586922e-01  4.26062245e-03 -1.37669332e-04 
 5.50500000e-05  1.80000000e+00  8.59039376e-01  6.32479913e-01  6.82597097e-01  4.26114964e-03 -1.38102370e-04 
 5.50700000e-05  1.80000000e+00  8.70035617e-01  6.32476782e-01  6.82601808e-01  4.26137815e-03 -1.39175328e-04 
 5.50900000e-05  1.80000000e+00  8.81013068e-01  6.32476092e-01  6.82603773e-01  4.26143978e-03 -1.40932318e-04 
 5.51100000e-05  1.80000000e+00  8.92027975e-01  6.32476506e-01  6.82604654e-01  4.26142458e-03 -1.43333468e-04 
 5.51300000e-05  1.80000000e+00  9.03136178e-01  6.32477306e-01  6.82605360e-01  4.26137953e-03 -1.46318949e-04 
 5.51500000e-05  1.80000000e+00  9.14385763e-01  6.32478025e-01  6.82606342e-01  4.26133376e-03 -1.49770452e-04 
 5.51700000e-05  1.80000000e+00  9.25812099e-01  6.32478345e-01  6.82607803e-01  4.26130813e-03 -1.53523021e-04 
 5.51900000e-05  1.80000000e+00  9.37430840e-01  6.32478208e-01  6.82609729e-01  4.26131063e-03 -1.57436906e-04 
 5.52100000e-05  1.80000000e+00  9.49221102e-01  6.32477795e-01  6.82611785e-01  4.26133271e-03 -1.61383686e-04 
 5.52300000e-05  1.80000000e+00  9.61074370e-01  6.32477662e-01  6.82612979e-01  4.26134974e-03 -1.65275192e-04 
 5.52500000e-05  1.80000000e+00  9.72613664e-01  6.32479186e-01  6.82610356e-01  4.26129542e-03 -1.69020050e-04 
