 time            v(vdd)          cm              v(xpga.xamp.bn) v(xpga.xamp.bp) v(xpga.xamp.start) i(vdd)         
 1.83100000e-05  1.80000000e+00  8.35836813e-01  6.32504916e-01  6.82564569e-01  4.25946274e-03 -1.37925232e-04 
 1.83300000e-05  1.80000000e+00  8.46928299e-01  6.32488677e-01  6.82585515e-01  4.26055165e-03 -1.37659486e-04 
 1.83500000e-05  1.80000000e+00  8.57986616e-01  6.32480413e-01  6.82596408e-01  4.26111186e-03 -1.38036850e-04 
 1.83700000e-05  1.80000000e+00  8.68987438e-01  6.32476956e-01  6.82601509e-01  4.26136761e-03 -1.39051175e-04 
 1.83900000e-05  1.80000000e+00  8.79964346e-01  6.32476090e-01  6.82603650e-01  4.26143555e-03 -1.40728810e-04 
 1.84100000e-05  1.80000000e+00  8.90972661e-01  6.32476446e-01  6.82604583e-01  4.26143073e-03 -1.43076212e-04 
 1.84300000e-05  1.80000000e+00  9.02069729e-01  6.32477226e-01  6.82605284e-01  4.26138111e-03 -1.46014798e-04 
 1.84500000e-05  1.80000000e+00  9.13304161e-01  6.32477973e-01  6.82606229e-01  4.26134056e-03 -1.49423202e-04 
 1.84700000e-05  1.80000000e+00  9.24712552e-01  6.32478333e-01  6.82607641e-01  4.26130628e-03 -1.53158290e-04 
 1.84900000e-05  1.80000000e+00  9.36312712e-01  6.32478234e-01  6.82609530e-01  4.26131262e-03 -1.57057865e-04 
 1.85100000e-05  1.80000000e+00  9.48088792e-01  6.32477836e-01  6.82611599e-01  4.26132734e-03 -1.61009685e-04 
 1.85300000e-05  1.80000000e+00  9.59945365e-01  6.32477643e-01  6.82612952e-01  4.26135219e-03 -1.64905788e-04 
 1.85500000e-05  1.80000000e+00  9.71546038e-01  6.32478889e-01  6.82610934e-01  4.26130411e-03 -1.68672840e-04 
 1.85700000e-05  1.80000000e+00  9.81831715e-01  6.32485297e-01  6.82597657e-01  4.26104177e-03 -1.72221864e-04 
 1.85900000e-05  1.80000000e+00  9.88325424e-01  6.32505293e-01  6.82556417e-01  4.26012392e-03 -1.75479217e-04 
 1.86100000e-05  1.80000000e+00  9.87454547e-01  6.32549966e-01  6.82469363e-01  4.25792667e-03 -1.78295198e-04 
 1.86300000e-05  1.80000000e+00  9.76416096e-01  6.32623610e-01  6.82335138e-01  4.25400381e-03 -1.80447091e-04 
 1.86500000e-05  1.80000000e+00  9.54828458e-01  6.32716967e-01  6.82175054e-01  4.24873408e-03 -1.81593393e-04 
 1.86700000e-05  1.80000000e+00  9.24869155e-01  6.32811143e-01  6.82022400e-01  4.24312528e-03 -1.81379516e-04 
 1.86900000e-05  1.80000000e+00  8.90547275e-01  6.32886350e-01  6.81909549e-01  4.23839383e-03 -1.79372175e-04 
 1.87100000e-05  1.80000000e+00  8.56858647e-01  6.32927540e-01  6.81860389e-01  4.23546547e-03 -1.75231098e-04 
 1.87300000e-05  1.80000000e+00  8.28713644e-01  6.32927144e-01  6.81884887e-01  4.23491360e-03 -1.69037666e-04 
 1.87500000e-05  1.80000000e+00  8.09511788e-01  6.32886753e-01  6.81974146e-01  4.23675081e-03 -1.61687647e-04 
 1.87700000e-05  1.80000000e+00  8.00101015e-01  6.32817200e-01  6.82102210e-01  4.24049581e-03 -1.54527521e-04 
 1.87900000e-05  1.80000000e+00  7.99046211e-01  6.32734801e-01  6.82237986e-01  4.24521624e-03 -1.48594386e-04 
 1.88100000e-05  1.80000000e+00  8.03884643e-01  6.32655480e-01  6.82358100e-01  4.24997181e-03 -1.44186330e-04 
 1.88300000e-05  1.80000000e+00  8.12256476e-01  6.32589800e-01  6.82451368e-01  4.25402199e-03 -1.41151351e-04 
 1.88500000e-05  1.80000000e+00  8.22417876e-01  6.32541725e-01  6.82516458e-01  4.25707723e-03 -1.39189956e-04 
 1.88700000e-05  1.80000000e+00  8.33306222e-01  6.32510173e-01  6.82557776e-01  4.25911627e-03 -1.38078814e-04 
 1.88900000e-05  1.80000000e+00  8.44390061e-01  6.32491559e-01  6.82581788e-01  4.26035797e-03 -1.37663369e-04 
 1.89100000e-05  1.80000000e+00  8.55461358e-01  6.32481783e-01  6.82594552e-01  4.26101585e-03 -1.37895588e-04 
 1.89300000e-05  1.80000000e+00  8.66473684e-01  6.32477456e-01  6.82600683e-01  4.26133048e-03 -1.38760771e-04 
 1.89500000e-05  1.80000000e+00  8.77451539e-01  6.32476142e-01  6.82603315e-01  4.26142825e-03 -1.40284496e-04 
 1.89700000e-05  1.80000000e+00  8.88447552e-01  6.32476307e-01  6.82604416e-01  4.26143790e-03 -1.42485177e-04 
 1.89900000e-05  1.80000000e+00  8.99519740e-01  6.32477036e-01  6.82605115e-01  4.26139178e-03 -1.45295741e-04 
 1.90100000e-05  1.80000000e+00  9.10718983e-01  6.32477826e-01  6.82605977e-01  4.26135071e-03 -1.48608438e-04 
 1.90300000e-05  1.80000000e+00  9.22085133e-01  6.32478293e-01  6.82607272e-01  4.26130997e-03 -1.52284080e-04 
 1.90500000e-05  1.80000000e+00  9.33641258e-01  6.32478293e-01  6.82609065e-01  4.26131052e-03 -1.56156654e-04 
 1.90700000e-05  1.80000000e+00  9.45381493e-01  6.32477934e-01  6.82611143e-01  4.26132137e-03 -1.60107186e-04 
 1.90900000e-05  1.80000000e+00  9.57236048e-01  6.32477626e-01  6.82612796e-01  4.26135042e-03 -1.64022663e-04 
 1.91100000e-05  1.80000000e+00  9.68950599e-01  6.32478346e-01  6.82611971e-01  4.26132469e-03 -1.67827435e-04 
 1.91300000e-05  1.80000000e+00  9.79696297e-01  6.32483025e-01  6.82602422e-01  4.26113976e-03 -1.71431798e-04 
 1.91500000e-05  1.80000000e+00  9.87354401e-01  6.32498920e-01  6.82569380e-01  4.26042152e-03 -1.74766532e-04 
 1.91700000e-05  1.80000000e+00  9.88477161e-01  6.32537153e-01  6.82493761e-01  4.25857612e-03 -1.77699022e-04 
 1.91900000e-05  1.80000000e+00  9.79906465e-01  6.32604467e-01  6.82369225e-01  4.25504605e-03 -1.80030777e-04 
 1.92100000e-05  1.80000000e+00  9.60626096e-01  6.32694811e-01  6.82212274e-01  4.25001326e-03 -1.81443850e-04 
 1.92300000e-05  1.80000000e+00  9.32268440e-01  6.32790659e-01  6.82054755e-01  4.24436807e-03 -1.81572278e-04 
 1.92500000e-05  1.80000000e+00  8.98517531e-01  6.32871796e-01  6.81930300e-01  4.23934249e-03 -1.80010880e-04 
 1.92700000e-05  1.80000000e+00  8.64222359e-01  6.32921719e-01  6.81865118e-01  4.23593186e-03 -1.76374189e-04 
 1.92900000e-05  1.80000000e+00  8.34429576e-01  6.32931025e-01  6.81872859e-01  4.23482027e-03 -1.70599528e-04 
 1.93100000e-05  1.80000000e+00  8.13009807e-01  6.32899112e-01  6.81949152e-01  4.23613225e-03 -1.63399072e-04 
 1.93300000e-05  1.80000000e+00  8.01422923e-01  6.32834869e-01  6.82071175e-01  4.23951765e-03 -1.56079569e-04 
 1.93500000e-05  1.80000000e+00  7.98662177e-01  6.32753883e-01  6.82207691e-01  4.24410020e-03 -1.49814563e-04 
 1.93700000e-05  1.80000000e+00  8.02379583e-01  6.32672667e-01  6.82332812e-01  4.24892855e-03 -1.45060698e-04 
 1.93900000e-05  1.80000000e+00  8.10124395e-01  6.32603298e-01  6.82432627e-01  4.25317889e-03 -1.41738201e-04 
 1.94100000e-05  1.80000000e+00  8.19994403e-01  6.32551144e-01  6.82503908e-01  4.25647359e-03 -1.39554343e-04 
 1.94300000e-05  1.80000000e+00  8.30779722e-01  6.32516089e-01  6.82550110e-01  4.25872969e-03 -1.38266002e-04 
 1.94500000e-05  1.80000000e+00  8.41845984e-01  6.32494882e-01  6.82577499e-01  4.26013442e-03 -1.37698344e-04 
 1.94700000e-05  1.80000000e+00  8.52928253e-01  6.32483429e-01  6.82592366e-01  4.26090332e-03 -1.37785445e-04 
 1.94900000e-05  1.80000000e+00  8.63953522e-01  6.32478101e-01  6.82599685e-01  4.26128190e-03 -1.38503052e-04 
 1.95100000e-05  1.80000000e+00  8.74935085e-01  6.32476267e-01  6.82602905e-01  4.26141748e-03 -1.39873212e-04 
 1.95300000e-05  1.80000000e+00  8.85921780e-01  6.32476192e-01  6.82604231e-01  4.26144151e-03 -1.41924879e-04 
 1.95500000e-05  1.80000000e+00  8.96971729e-01  6.32476849e-01  6.82604956e-01  4.26140372e-03 -1.44601504e-04 
 1.95700000e-05  1.80000000e+00  9.08137815e-01  6.32477660e-01  6.82605748e-01  4.26136001e-03 -1.47810580e-04 
 1.95900000e-05  1.80000000e+00  9.19462898e-01  6.32478229e-01  6.82606930e-01  4.26131680e-03 -1.51418538e-04 
 1.96100000e-05  1.80000000e+00  9.30974698e-01  6.32478332e-01  6.82608615e-01  4.26130807e-03 -1.55257432e-04 
 1.96300000e-05  1.80000000e+00  9.42675812e-01  6.32478035e-01  6.82610668e-01  4.26131728e-03 -1.59201313e-04 
 1.96500000e-05  1.80000000e+00  9.54516740e-01  6.32477654e-01  6.82612527e-01  4.26134518e-03 -1.63131842e-04 
 1.96700000e-05  1.80000000e+00  9.66306203e-01  6.32477987e-01  6.82612601e-01  4.26133891e-03 -1.66970293e-04 
 1.96900000e-05  1.80000000e+00  9.77404856e-01  6.32481304e-01  6.82606015e-01  4.26121100e-03 -1.70626093e-04 
 1.97100000e-05  1.80000000e+00  9.86045696e-01  6.32493698e-01  6.82580131e-01  4.26066249e-03 -1.74032305e-04 
 1.97300000e-05  1.80000000e+00  9.88999193e-01  6.32525851e-01  6.82515629e-01  4.25913707e-03 -1.77070744e-04 
 1.97500000e-05  1.80000000e+00  9.82843346e-01  6.32586496e-01  6.82401676e-01  4.25601243e-03 -1.79565676e-04 
 1.97700000e-05  1.80000000e+00  9.65968074e-01  6.32672804e-01  6.82249667e-01  4.25126551e-03 -1.81218756e-04 
 1.97900000e-05  1.80000000e+00  9.39432720e-01  6.32769211e-01  6.82089204e-01  4.24565606e-03 -1.81677474e-04 
 1.98100000e-05  1.80000000e+00  9.06523021e-01  6.32855391e-01  6.81954475e-01  4.24038632e-03 -1.80543271e-04 
 1.98300000e-05  1.80000000e+00  8.71892703e-01  6.32913619e-01  6.81873889e-01  4.23653093e-03 -1.77409952e-04 
 1.98500000e-05  1.80000000e+00  8.40652222e-01  6.32932678e-01  6.81864502e-01  4.23485672e-03 -1.72095010e-04 
 1.98700000e-05  1.80000000e+00  8.17075433e-01  6.32909795e-01  6.81926455e-01  4.23562453e-03 -1.65119488e-04 
 1.98900000e-05  1.80000000e+00  8.03236725e-01  6.32851774e-01  6.82040656e-01  4.23859504e-03 -1.57703505e-04 
 1.99100000e-05  1.80000000e+00  7.98626414e-01  6.32773111e-01  6.82176507e-01  4.24298960e-03 -1.51128217e-04 
 1.99300000e-05  1.80000000e+00  8.01081251e-01  6.32690648e-01  6.82305941e-01  4.24784379e-03 -1.46019081e-04 
 1.99500000e-05  1.80000000e+00  8.08092600e-01  6.32617833e-01  6.82412199e-01  4.25227789e-03 -1.42391293e-04 
 1.99700000e-05  1.80000000e+00  8.17605200e-01  6.32561561e-01  6.82489918e-01  4.25580869e-03 -1.39969345e-04 
 1.99900000e-05  1.80000000e+00  8.28253882e-01  6.32522786e-01  6.82541386e-01  4.25829485e-03 -1.38494060e-04 
 2.00100000e-05  1.80000000e+00  8.39289081e-01  6.32498750e-01  6.82572517e-01  4.25987542e-03 -1.37768886e-04 
 2.00300000e-05  1.80000000e+00  8.50378932e-01  6.32485405e-01  6.82589769e-01  4.26076918e-03 -1.37709505e-04 
 2.00500000e-05  1.80000000e+00  8.61418167e-01  6.32478937e-01  6.82598467e-01  4.26122064e-03 -1.38279541e-04 
 2.00700000e-05  1.80000000e+00  8.72406160e-01  6.32476482e-01  6.82602395e-01  4.26140026e-03 -1.39496152e-04 
 2.00900000e-05  1.80000000e+00  8.83386622e-01  6.32476118e-01  6.82604014e-01  4.26144263e-03 -1.41395956e-04 
 2.01100000e-05  1.80000000e+00  8.94417089e-01  6.32476666e-01  6.82604801e-01  4.26141458e-03 -1.43932805e-04 
 2.01300000e-05  1.80000000e+00  9.05552148e-01  6.32477482e-01  6.82605539e-01  4.26137041e-03 -1.47029659e-04 
 2.01500000e-05  1.80000000e+00  9.16837455e-01  6.32478135e-01  6.82606614e-01  4.26132449e-03 -1.50561195e-04 
 2.01700000e-05  1.80000000e+00  9.28304877e-01  6.32478351e-01  6.82608185e-01  4.26130784e-03 -1.54358810e-04 
 2.01900000e-05  1.80000000e+00  9.39964232e-01  6.32478129e-01  6.82610182e-01  4.26131296e-03 -1.58290372e-04 
 2.02100000e-05  1.80000000e+00  9.51782245e-01  6.32477717e-01  6.82612172e-01  4.26133956e-03 -1.62231253e-04 
 2.02300000e-05  1.80000000e+00  9.63615730e-01  6.32477769e-01  6.82612909e-01  4.26134609e-03 -1.66099422e-04 
 2.02500000e-05  1.80000000e+00  9.74976540e-01  6.32480040e-01  6.82608626e-01  4.26126267e-03 -1.69802774e-04 
 2.02700000e-05  1.80000000e+00  9.84424716e-01  6.32489518e-01  6.82588815e-01  4.26085115e-03 -1.73275436e-04 
 2.02900000e-05  1.80000000e+00  9.89021766e-01  6.32516093e-01  6.82534816e-01  4.25961303e-03 -1.76410291e-04 
 2.03100000e-05  1.80000000e+00  9.85200006e-01  6.32569894e-01  6.82432120e-01  4.25688994e-03 -1.79053802e-04 
 2.03300000e-05  1.80000000e+00  9.70795977e-01  6.32651293e-01  6.82286705e-01  4.25247534e-03 -1.80928949e-04 
 2.03500000e-05  1.80000000e+00  9.46265977e-01  6.32747141e-01  6.82125146e-01  4.24696474e-03 -1.81697136e-04 
 2.03700000e-05  1.80000000e+00  9.14452605e-01  6.32837422e-01  6.81981660e-01  4.24151181e-03 -1.80968153e-04 
 2.03900000e-05  1.80000000e+00  8.79765797e-01  6.32903362e-01  6.81886570e-01  4.23724856e-03 -1.78328232e-04 
 2.04100000e-05  1.80000000e+00  8.47309800e-01  6.32932045e-01  6.81860039e-01  4.23502837e-03 -1.73500934e-04 
 2.04300000e-05  1.80000000e+00  8.21684500e-01  6.32918582e-01  6.81906563e-01  4.23523427e-03 -1.66820208e-04 
 2.04500000e-05  1.80000000e+00  8.05557630e-01  6.32867598e-01  6.82011221e-01  4.23774956e-03 -1.59378745e-04 
 2.04700000e-05  1.80000000e+00  7.98972495e-01  6.32792189e-01  6.82144868e-01  4.24189920e-03 -1.52526328e-04 
 2.04900000e-05  1.80000000e+00  8.00024945e-01  6.32709210e-01  6.82277730e-01  4.24673440e-03 -1.47059638e-04 
 2.05100000e-05  1.80000000e+00  8.06190762e-01  6.32633306e-01  6.82390174e-01  4.25132368e-03 -1.43110794e-04 
 2.05300000e-05  1.80000000e+00  8.15272712e-01  6.32572949e-01  6.82474484e-01  4.25508710e-03 -1.40435539e-04 
 2.05500000e-05  1.80000000e+00  8.25745335e-01  6.32530288e-01  6.82531557e-01  4.25780891e-03 -1.38763089e-04 
 2.05700000e-05  1.80000000e+00  8.36732500e-01  6.32503197e-01  6.82566789e-01  4.25958062e-03 -1.37875084e-04 
 2.05900000e-05  1.80000000e+00  8.47824807e-01  6.32487749e-01  6.82586716e-01  4.26061004e-03 -1.37667771e-04 
 2.06100000e-05  1.80000000e+00  8.58878245e-01  6.32479986e-01  6.82596997e-01  4.26114622e-03 -1.38090926e-04 
 2.06300000e-05  1.80000000e+00  8.69875108e-01  6.32476805e-01  6.82601765e-01  4.26137465e-03 -1.39154920e-04 
 2.06500000e-05  1.80000000e+00  8.80852445e-01  6.32476093e-01  6.82603755e-01  4.26144126e-03 -1.40901579e-04 
 2.06700000e-05  1.80000000e+00  8.91866389e-01  6.32476495e-01  6.82604644e-01  4.26142345e-03 -1.43294135e-04 
 2.06900000e-05  1.80000000e+00  9.02972852e-01  6.32477295e-01  6.82605349e-01  4.26138192e-03 -1.46271203e-04 
 2.07100000e-05  1.80000000e+00  9.14220075e-01  6.32478016e-01  6.82606324e-01  4.26133266e-03 -1.49717719e-04 
 2.07300000e-05  1.80000000e+00  9.25643655e-01  6.32478345e-01  6.82607778e-01  4.26130997e-03 -1.53466328e-04 
 2.07500000e-05  1.80000000e+00  9.37259616e-01  6.32478213e-01  6.82609698e-01  4.26130873e-03 -1.57379506e-04 
 2.07700000e-05  1.80000000e+00  9.49047840e-01  6.32477802e-01  6.82611757e-01  4.26133401e-03 -1.61325854e-04 
 2.07900000e-05  1.80000000e+00  9.60901882e-01  6.32477656e-01  6.82612978e-01  4.26134810e-03 -1.65219486e-04 
 2.08100000e-05  1.80000000e+00  9.72451417e-01  6.32479138e-01  6.82610453e-01  4.26129902e-03 -1.68966353e-04 
 2.08300000e-05  1.80000000e+00  9.82546297e-01  6.32486244e-01  6.82595661e-01  4.26099574e-03 -1.72500661e-04 
 2.08500000e-05  1.80000000e+00  9.88585886e-01  6.32507836e-01  6.82551300e-01  4.26000863e-03 -1.75723311e-04 
 2.08700000e-05  1.80000000e+00  9.86977748e-01  6.32554829e-01  6.82460189e-01  4.25767218e-03 -1.78501273e-04 
 2.08900000e-05  1.80000000e+00  9.75069900e-01  6.32630592e-01  6.82322840e-01  4.25362489e-03 -1.80580375e-04 
 2.09100000e-05  1.80000000e+00  9.52698068e-01  6.32724778e-01  6.82162044e-01  4.24827490e-03 -1.81636891e-04 
 2.09300000e-05  1.80000000e+00  9.22218863e-01  6.32818143e-01  6.82011450e-01  4.24270230e-03 -1.81289694e-04 
 2.09500000e-05  1.80000000e+00  8.87752918e-01  6.32891091e-01  6.81902964e-01  4.23807542e-03 -1.79126650e-04 
 2.09700000e-05  1.80000000e+00  8.54334480e-01  6.32929122e-01  6.81859565e-01  4.23533265e-03 -1.74802576e-04 
 2.09900000e-05  1.80000000e+00  8.26808348e-01  6.32925322e-01  6.81889858e-01  4.23496894e-03 -1.68477926e-04 
 2.10100000e-05  1.80000000e+00  8.08394521e-01  6.32882087e-01  6.81983363e-01  4.23699440e-03 -1.61086220e-04 
 2.10300000e-05  1.80000000e+00  7.99728843e-01  6.32810854e-01  6.82113171e-01  4.24084530e-03 -1.54000498e-04 
 2.10500000e-05  1.80000000e+00  7.99241767e-01  6.32728157e-01  6.82248407e-01  4.24561241e-03 -1.48181339e-04 
 2.10700000e-05  1.80000000e+00  8.04444538e-01  6.32649620e-01  6.82366635e-01  4.25032388e-03 -1.43898018e-04 
 2.10900000e-05  1.80000000e+00  8.13015150e-01  6.32585286e-01  6.82457595e-01  4.25431029e-03 -1.40954256e-04 
 2.11100000e-05  1.80000000e+00  8.23266030e-01  6.32538620e-01  6.82520570e-01  4.25727153e-03 -1.39073751e-04 
 2.11300000e-05  1.80000000e+00  8.34184263e-01  6.32508258e-01  6.82560255e-01  4.25924717e-03 -1.38017038e-04 
 2.11500000e-05  1.80000000e+00  8.45271911e-01  6.32490496e-01  6.82583158e-01  4.26042434e-03 -1.37659971e-04 
 2.11700000e-05  1.80000000e+00  8.56338885e-01  6.32481274e-01  6.82595240e-01  4.26105631e-03 -1.37937009e-04 
 2.11900000e-05  1.80000000e+00  8.67346689e-01  6.32477256e-01  6.82600991e-01  4.26134009e-03 -1.38849851e-04 
 2.12100000e-05  1.80000000e+00  8.78323934e-01  6.32476125e-01  6.82603440e-01  4.26143608e-03 -1.40443126e-04 
 2.12300000e-05  1.80000000e+00  8.89324420e-01  6.32476345e-01  6.82604480e-01  4.26143050e-03 -1.42688038e-04 
 2.12500000e-05  1.80000000e+00  9.00404909e-01  6.32477104e-01  6.82605175e-01  4.26139365e-03 -1.45538647e-04 
 2.12700000e-05  1.80000000e+00  9.11616013e-01  6.32477876e-01  6.82606061e-01  4.26134166e-03 -1.48891801e-04 
 2.12900000e-05  1.80000000e+00  9.22996711e-01  6.32478313e-01  6.82607397e-01  4.26131392e-03 -1.52583506e-04 
 2.13100000e-05  1.80000000e+00  9.34568407e-01  6.32478282e-01  6.82609224e-01  4.26130540e-03 -1.56471918e-04 
 2.13300000e-05  1.80000000e+00  9.46321822e-01  6.32477897e-01  6.82611305e-01  4.26132846e-03 -1.60418652e-04 
 2.13500000e-05  1.80000000e+00  9.58178815e-01  6.32477620e-01  6.82612869e-01  4.26134681e-03 -1.64333337e-04 
 2.13700000e-05  1.80000000e+00  9.69859499e-01  6.32478512e-01  6.82611671e-01  4.26132336e-03 -1.68119595e-04 
 2.13900000e-05  1.80000000e+00  9.80460471e-01  6.32483730e-01  6.82600933e-01  4.26110466e-03 -1.71711016e-04 
 2.14100000e-05  1.80000000e+00  9.87739719e-01  6.32500976e-01  6.82565190e-01  4.26033119e-03 -1.75013874e-04 
 2.14300000e-05  1.80000000e+00  9.88194094e-01  6.32541382e-01  6.82485653e-01  4.25835803e-03 -1.77913178e-04 
 2.14500000e-05  1.80000000e+00  9.78769638e-01  6.32610948e-01  6.82357619e-01  4.25470074e-03 -1.80178544e-04 
 2.14700000e-05  1.80000000e+00  9.58679137e-01  6.32702416e-01  6.82199414e-01  4.24956980e-03 -1.81502627e-04 
 2.14900000e-05  1.80000000e+00  9.29753005e-01  6.32797803e-01  6.82043445e-01  4.24394207e-03 -1.81513706e-04 
 2.15100000e-05  1.80000000e+00  8.95778736e-01  6.32876963e-01  6.81922832e-01  4.23900153e-03 -1.79807048e-04 
 2.15300000e-05  1.80000000e+00  8.61663226e-01  6.32923948e-01  6.81863082e-01  4.23576511e-03 -1.75991228e-04 
 2.15500000e-05  1.80000000e+00  8.32415783e-01  6.32929916e-01  6.81876615e-01  4.23483266e-03 -1.70073698e-04 
 2.15700000e-05  1.80000000e+00  8.11751766e-01  6.32895037e-01  6.81957505e-01  4.23633985e-03 -1.62807923e-04 
 2.15900000e-05  1.80000000e+00  8.00920751e-01  6.32828876e-01  6.82081789e-01  4.23984187e-03 -1.55542273e-04 
 2.16100000e-05  1.80000000e+00  7.98760830e-01  6.32747310e-01  6.82218192e-01  4.24448912e-03 -1.49383590e-04 
 2.16300000e-05  1.80000000e+00  8.02877763e-01  6.32666681e-01  6.82341662e-01  4.24928556e-03 -1.44755159e-04 
 2.16500000e-05  1.80000000e+00  8.10848609e-01  6.32598554e-01  6.82439236e-01  4.25347992e-03 -1.41527628e-04 
 2.16700000e-05  1.80000000e+00  8.20825258e-01  6.32547808e-01  6.82508364e-01  4.25668195e-03 -1.39427300e-04 
 2.16900000e-05  1.80000000e+00  8.31649217e-01  6.32513977e-01  6.82552849e-01  4.25887234e-03 -1.38195134e-04 
 2.17100000e-05  1.80000000e+00  8.42722786e-01  6.32493687e-01  6.82579041e-01  4.26020996e-03 -1.37685836e-04 
 2.17300000e-05  1.80000000e+00  8.53801569e-01  6.32482830e-01  6.82593157e-01  4.26094871e-03 -1.37817231e-04 
 2.17500000e-05  1.80000000e+00  8.64821935e-01  6.32477854e-01  6.82600048e-01  4.26129559e-03 -1.38580562e-04 
 2.17700000e-05  1.80000000e+00  8.75801702e-01  6.32476232e-01  6.82603051e-01  4.26142592e-03 -1.40013216e-04 
 2.17900000e-05  1.80000000e+00  8.86791631e-01  6.32476228e-01  6.82604295e-01  4.26143520e-03 -1.42120109e-04 
 2.18100000e-05  1.80000000e+00  8.97849214e-01  6.32476913e-01  6.82605012e-01  4.26140488e-03 -1.44836474e-04 
 2.18300000e-05  1.80000000e+00  9.09026578e-01  6.32477718e-01  6.82605826e-01  4.26135169e-03 -1.48086981e-04 
 2.18500000e-05  1.80000000e+00  9.20365727e-01  6.32478253e-01  6.82607046e-01  4.26131929e-03 -1.51713048e-04 
 2.18700000e-05  1.80000000e+00  9.31892913e-01  6.32478333e-01  6.82608767e-01  4.26130361e-03 -1.55569679e-04 
 2.18900000e-05  1.80000000e+00  9.43607906e-01  6.32477993e-01  6.82610832e-01  4.26132290e-03 -1.59511390e-04 
 2.19100000e-05  1.80000000e+00  9.55454718e-01  6.32477637e-01  6.82612633e-01  4.26134363e-03 -1.63442596e-04 
 2.19300000e-05  1.80000000e+00  9.67222340e-01  6.32478095e-01  6.82612426e-01  4.26133838e-03 -1.67264078e-04 
 2.19500000e-05  1.80000000e+00  9.78210703e-01  6.32481835e-01  6.82604900e-01  4.26118546e-03 -1.70908315e-04 
 2.19700000e-05  1.80000000e+00  9.86534027e-01  6.32495373e-01  6.82576678e-01  4.26058954e-03 -1.74284801e-04 
 2.19900000e-05  1.80000000e+00  9.88877818e-01  6.32529560e-01  6.82508405e-01  4.25895019e-03 -1.77293652e-04 
 2.20100000e-05  1.80000000e+00  9.81889715e-01  6.32592547e-01  6.82390681e-01  4.25569350e-03 -1.79728415e-04 
 2.20300000e-05  1.80000000e+00  9.64174957e-01  6.32680312e-01  6.82236824e-01  4.25083485e-03 -1.81300055e-04 
 2.20500000e-05  1.80000000e+00  9.37001445e-01  6.32776632e-01  6.82077268e-01  4.24521657e-03 -1.81646645e-04 
 2.20700000e-05  1.80000000e+00  9.03780144e-01  6.32861142e-01  6.81945916e-01  4.24001678e-03 -1.80373925e-04 
 2.20900000e-05  1.80000000e+00  8.69238826e-01  6.32916589e-01  6.81870528e-01  4.23632025e-03 -1.77062970e-04 
 2.21100000e-05  1.80000000e+00  8.38474758e-01  6.32932311e-01  6.81867027e-01  4.23482717e-03 -1.71592749e-04 
 2.21300000e-05  1.80000000e+00  8.15630416e-01  6.32906287e-01  6.81934014e-01  4.23579379e-03 -1.64527101e-04 
 2.21500000e-05  1.80000000e+00  8.02571283e-01  6.32846051e-01  6.82051074e-01  4.23890089e-03 -1.57143020e-04 
 2.21700000e-05  1.80000000e+00  7.98610162e-01  6.32766497e-01  6.82187297e-01  4.24337507e-03 -1.50666056e-04 
 2.21900000e-05  1.80000000e+00  8.01513241e-01  6.32684399e-01  6.82315327e-01  4.24821547e-03 -1.45685224e-04 
 2.22100000e-05  1.80000000e+00  8.08787694e-01  6.32612734e-01  6.82419387e-01  4.25259758e-03 -1.42158636e-04 
 2.22300000e-05  1.80000000e+00  8.18430176e-01  6.32557883e-01  6.82494873e-01  4.25603909e-03 -1.39825649e-04 
 2.22500000e-05  1.80000000e+00  8.29129461e-01  6.32520402e-01  6.82544494e-01  4.25845323e-03 -1.38410142e-04 
 2.22700000e-05  1.80000000e+00  8.40176826e-01  6.32497366e-01  6.82574302e-01  4.25996432e-03 -1.37745239e-04 
 2.22900000e-05  1.80000000e+00  8.51264455e-01  6.32484690e-01  6.82590705e-01  4.26082112e-03 -1.37730875e-04 
 2.23100000e-05  1.80000000e+00  8.62298803e-01  6.32478631e-01  6.82598909e-01  4.26123956e-03 -1.38357303e-04 
 2.23300000e-05  1.80000000e+00  8.73284616e-01  6.32476398e-01  6.82602583e-01  4.26141014e-03 -1.39629684e-04 
 2.23500000e-05  1.80000000e+00  8.84267134e-01  6.32476133e-01  6.82604097e-01  4.26143956e-03 -1.41574749e-04 
 2.23700000e-05  1.80000000e+00  8.95303733e-01  6.32476729e-01  6.82604854e-01  4.26141440e-03 -1.44156784e-04 
 2.23900000e-05  1.80000000e+00  9.06449068e-01  6.32477545e-01  6.82605607e-01  4.26136325e-03 -1.47300205e-04 
 2.24100000e-05  1.80000000e+00  9.17747932e-01  6.32478172e-01  6.82606719e-01  4.26132503e-03 -1.50854179e-04 
 2.24300000e-05  1.80000000e+00  9.29230651e-01  6.32478347e-01  6.82608330e-01  4.26130434e-03 -1.54672886e-04 
 2.24500000e-05  1.80000000e+00  9.40904661e-01  6.32478098e-01  6.82610350e-01  4.26131770e-03 -1.58603794e-04 
 2.24700000e-05  1.80000000e+00  9.52731334e-01  6.32477692e-01  6.82612301e-01  4.26133827e-03 -1.62547290e-04 
 2.24900000e-05  1.80000000e+00  9.64552064e-01  6.32477835e-01  6.82612828e-01  4.26134736e-03 -1.66399907e-04 
 2.25100000e-05  1.80000000e+00  9.75829687e-01  6.32480439e-01  6.82607803e-01  4.26124317e-03 -1.70092856e-04 
