 time                v(ip)               v(inn)              v(op)               v(on)               v(clk)              i(vdd)             
 0.000000000000e+00  8.099755859380e-01  8.100244140630e-01  1.619999997163e+00  1.619999997163e+00  0.000000000000e+00 -1.149524449795e-11 
 2.000000000000e-12  8.099755859380e-01  8.100244140630e-01  1.619999997163e+00  1.619999997163e+00  0.000000000000e+00 -1.149527419642e-11 
 4.000000000000e-12  8.099755859380e-01  8.100244140630e-01  1.619999997163e+00  1.619999997163e+00  0.000000000000e+00 -1.149508934428e-11 
 8.000000000000e-12  8.099755859380e-01  8.100244140630e-01  1.619999997163e+00  1.619999997163e+00  0.000000000000e+00 -1.149508046250e-11 
 1.600000000000e-11  8.099755859380e-01  8.100244140630e-01  1.619999997163e+00  1.619999997163e+00  0.000000000000e+00 -1.149504382514e-11 
 3.200000000000e-11  8.099755859380e-01  8.100244140630e-01  1.619999997163e+00  1.619999997163e+00  0.000000000000e+00 -1.149507158071e-11 
 6.400000000000e-11  8.099755859380e-01  8.100244140630e-01  1.619999997163e+00  1.619999997163e+00  0.000000000000e+00 -1.149520536259e-11 
 1.280000000000e-10  8.099755859380e-01  8.100244140630e-01  1.619999997163e+00  1.619999997163e+00  0.000000000000e+00 -1.149524699595e-11 
 2.560000000000e-10  8.099755859380e-01  8.100244140630e-01  1.619999997163e+00  1.619999997163e+00  0.000000000000e+00 -1.149508545850e-11 
 4.560000000000e-10  8.099755859380e-01  8.100244140630e-01  1.619999997163e+00  1.619999997163e+00  0.000000000000e+00 -1.149501801245e-11 
 6.560000000000e-10  8.099755859380e-01  8.100244140630e-01  1.619999997163e+00  1.619999997163e+00  0.000000000000e+00 -1.149507796450e-11 
 8.560000000000e-10  8.099755859380e-01  8.100244140630e-01  1.619999997163e+00  1.619999997163e+00  0.000000000000e+00 -1.149507102560e-11 
 1.056000000000e-09  8.099755859380e-01  8.100244140630e-01  1.619999997163e+00  1.619999997163e+00  0.000000000000e+00 -1.149512653675e-11 
