 frequency              gain                  
 2.872984833353670e+00  1.595635241402394e+01 
 2.928644564625242e+00  1.595635241401957e+01 
 2.985382618917966e+00  1.595635241401524e+01 
 3.043219887107728e+00  1.595635241401073e+01 
 3.102177664799508e+00  1.595635241400582e+01 
 3.162277660168387e+00  1.595635241400061e+01 
 3.223542001952470e+00  1.595635241399551e+01 
 3.285993247600662e+00  1.595635241399010e+01 
 3.349654391578285e+00  1.595635241398471e+01 
 3.414548873833610e+00  1.595635241397899e+01 
 3.480700588428419e+00  1.595635241397253e+01 
 3.548133892335763e+00  1.595635241396607e+01 
 3.616873614408168e+00  1.595635241395969e+01 
 3.686945064519584e+00  1.595635241395295e+01 
 3.758374042884451e+00  1.595635241394536e+01 
 3.831186849557297e+00  1.595635241393833e+01 
 3.905410294116390e+00  1.595635241393075e+01 
 3.981071705534982e+00  1.595635241392281e+01 
 4.058198942243808e+00  1.595635241391422e+01 
 4.136820402388517e+00  1.595635241390565e+01 
 4.216965034285833e+00  1.595635241389710e+01 
 4.298662347082288e+00  1.595635241388747e+01 
 4.381942421619448e+00  1.595635241387775e+01 
 4.466835921509642e+00  1.595635241386777e+01 
 4.553374104426261e+00  1.595635241385751e+01 
 4.641588833612791e+00  1.595635241384662e+01 
 4.731512589614817e+00  1.595635241383543e+01 
 4.823178482239319e+00  1.595635241382419e+01 
 4.916620262745656e+00  1.595635241381113e+01 
 5.011872336272736e+00  1.595635241379890e+01 
 5.108969774506941e+00  1.595635241378557e+01 
 5.207948328595478e+00  1.595635241377254e+01 
 5.308844442309899e+00  1.595635241375823e+01 
 5.411695265464652e+00  1.595635241374343e+01 
 5.516538667595595e+00  1.595635241372823e+01 
 5.623413251903506e+00  1.595635241371236e+01 
 5.732358369467730e+00  1.595635241369613e+01 
 5.843414133735193e+00  1.595635241367912e+01 
 5.956621435290122e+00  1.595635241366080e+01 
 6.072021956909904e+00  1.595635241364290e+01 
 6.189658188912625e+00  1.595635241362332e+01 
 6.309573444801952e+00  1.595635241360323e+01 
 6.431811877215107e+00  1.595635241358257e+01 
 6.556418494179809e+00  1.595635241356116e+01 
 6.683439175686167e+00  1.595635241353842e+01 
 6.812920690579634e+00  1.595635241351522e+01 
 6.944910713781234e+00  1.595635241348998e+01 
 7.079457843841402e+00  1.595635241346464e+01 
 7.216611620833906e+00  1.595635241343852e+01 
 7.356422544596438e+00  1.595635241341158e+01 
 7.498942093324583e+00  1.595635241338391e+01 
 7.644222742526028e+00  1.595635241335438e+01 
 7.792317984341968e+00  1.595635241332370e+01 
 7.943282347242842e+00  1.595635241329235e+01 
 8.097171416105647e+00  1.595635241325911e+01 
 8.254041852680212e+00  1.595635241322505e+01 
 8.413951416451980e+00  1.595635241318955e+01 
 8.576958985908970e+00  1.595635241315265e+01 
 8.743124580220766e+00  1.595635241311349e+01 
 8.912509381337486e+00  1.595635241307443e+01 
 9.085175756516900e+00  1.595635241303175e+01 
 9.261187281287969e+00  1.595635241298877e+01 
 9.440608762859268e+00  1.595635241294404e+01 
 9.623506263980921e+00  1.595635241289772e+01 
 9.809947127268810e+00  1.595635241284920e+01 
 1.000000000000004e+01  1.595635241279903e+01 
 1.019373485938877e+01  1.595635241274688e+01 
 1.039122303835173e+01  1.595635241269236e+01 
 1.059253725177293e+01  1.595635241263619e+01 
 1.079775162327714e+01  1.595635241257787e+01 
 1.100694171252214e+01  1.595635241251696e+01 
 1.122018454301968e+01  1.595635241245393e+01 
 1.143755863049543e+01  1.595635241238791e+01 
 1.165914401179836e+01  1.595635241232009e+01 
 1.188502227437023e+01  1.595635241224886e+01 
 1.211527658628593e+01  1.595635241217453e+01 
 1.234999172687590e+01  1.595635241209799e+01 
 1.258925411794172e+01  1.595635241201875e+01 
 1.283315185557657e+01  1.595635241193615e+01 
 1.308177474260200e+01  1.595635241184986e+01 
