device,ids,gm,gds,vgs,vds,vdsat
M8,-9.999998820817405e-06,0.0001020060154098751,3.36458221676724e-07,-1.16724668807448,-1.16724668807448,-0.1697032387080531
M9,-9.991455090098706e-06,0.0001019238855917205,3.417718766349612e-07,-1.16724668807448,-1.142051055908432,-0.1696953444088251
M10,9.991455574786332e-06,0.0001727560309578945,1.036214078893169e-06,0.657948944091568,0.657948944091568,0.09235519778443177
M1,2.083826605502836e-11,5.600735973899755e-10,4.480928057806438e-12,0.09028048711613688,1.382887318776239,0.04073949237646856
M2,2.422843797909522e-11,6.511774850714203e-10,5.884447867426959e-12,0.09999993052082375,0.8971909371846546,0.0407394685475492
M3A,-1.068773460691009e-11,3.226768534156919e-10,2.175087870161878e-12,-0.4171126117445845,-0.4171126117445845,-0.04374358404945075
M3B,-1.068773460691009e-11,3.226768534156919e-10,2.175087870161878e-12,-0.4171126117445845,-0.4171126117445845,-0.04374358404945075
M4A,-1.165362362658864e-11,3.517843461839788e-10,1.887874072809606e-12,-0.4171126117445845,-0.9028089933361692,-0.04374361051624396
M4B,-1.165362362658864e-11,3.517843461839788e-10,1.887874072809606e-12,-0.4171126117445845,-0.9028089933361692,-0.04374361051624396
M5,4.506670373420928e-11,5.111970512509257e-10,0.0006486358868066065,0.657948944091568,6.947917630117928e-08,0.09854164644611257
M6,9.453035350817604e-05,0.0004184624637262106,0.0008077805380812004,0.8971910066638309,0.09028055659531309,0.2214037225614459
M7A,-4.771623133038883e-05,0.0004975293555417247,1.229353086229861e-06,-1.16724668807448,-1.709719443404687,-0.1652646037418689
M7B,-4.771623133038883e-05,0.0004975293555417247,1.229353086229861e-06,-1.16724668807448,-1.709719443404687,-0.1652646037418689
