 frequency              r_VOUT                 i_VOUT                
 1.000000000000000e+00  4.036678316495936e+00 -9.252133943592735e+00 
 1.019373485938873e+00  3.908058349399583e+00 -9.131450704096194e+00 
 1.039122303835169e+00  3.782796091511389e+00 -9.010600275385668e+00 
 1.059253725177289e+00  3.660850405708821e+00 -8.889676425470286e+00 
 1.079775162327710e+00  3.542177571891987e+00 -8.768769296484676e+00 
 1.100694171252210e+00  3.426731430406610e+00 -8.647965469434498e+00 
 1.122018454301964e+00  3.314463739387559e+00 -8.527347826936008e+00 
 1.143755863049539e+00  3.205324324592201e+00 -8.406995627093572e+00 
 1.165914401179832e+00  3.099261229823327e+00 -8.286984571643053e+00 
 1.188502227437019e+00  2.996221044190829e+00 -8.167386719939577e+00 
 1.211527658628589e+00  2.896149032575272e+00 -8.048270585258404e+00 
 1.234999172687586e+00  2.798989265884676e+00 -7.929701224690858e+00 
 1.258925411794168e+00  2.704684915088758e+00 -7.811740194530461e+00 
 1.283315185557652e+00  2.613178360156312e+00 -7.694445662284566e+00 
 1.308177474260195e+00  2.524411298441846e+00 -7.577872511646587e+00 
 1.333521432163325e+00  2.438325021275973e+00 -7.462072317786999e+00 
 1.359356390878527e+00  2.354860416408871e+00 -7.347093530882456e+00 
 1.385691862803129e+00  2.273958239257408e+00 -7.232981455177606e+00 
 1.412537544622755e+00  2.195559105388892e+00 -7.119778429999224e+00 
 1.439903320881634e+00  2.119603737890390e+00 -7.007523824960550e+00 
 1.467799267622071e+00  2.046032950390813e+00 -6.896254216915495e+00 
 1.496235656094435e+00  1.974787871456288e+00 -6.786003398186971e+00 
 1.525222956539020e+00  1.905809918835869e+00 -6.676802548161168e+00 
 1.554771842041175e+00  1.839041002004497e+00 -6.568680251786839e+00 
 1.584893192461115e+00  1.774423488448105e+00 -6.461662664751350e+00 
 1.615598098439875e+00  1.711900385628262e+00 -6.355773539851822e+00 
 1.646897865482870e+00  1.651415312547484e+00 -6.251034377895064e+00 
 1.678804018122562e+00  1.592912600789966e+00 -6.147464495027610e+00 
 1.711328304161782e+00  1.536337382659534e+00 -6.045081096178305e+00 
 1.744482698999256e+00  1.481635565929909e+00 -5.943899407224967e+00 
 1.778279410038925e+00  1.428753925104823e+00 -5.843932736995332e+00 
 1.812730881184701e+00  1.377640126220991e+00 -5.745192572482512e+00 
 1.847849797422293e+00  1.328242748932530e+00 -5.647688670411677e+00 
 1.883649089489803e+00  1.280511355538163e+00 -5.551429121102439e+00 
 1.920141938638804e+00  1.234396452114593e+00 -5.456420462524023e+00 
 1.957341781487663e+00  1.189849549949387e+00 -5.362667739478740e+00 
 1.995262314968882e+00  1.146823170762743e+00 -5.270174587254240e+00 
 2.033917501372295e+00  1.105270859019876e+00 -5.178943307614080e+00 
 2.073321573485958e+00  1.065147191016116e+00 -5.088974942465449e+00 
 2.113489039836649e+00  1.026407780971517e+00 -5.000269345164840e+00 
 2.154434690031886e+00  9.890092843620701e-01 -4.912825249435864e+00 
 2.196173600205439e+00  9.529094063079786e-01 -4.826640332747616e+00 
 2.238721138568343e+00  9.180668693543383e-01 -4.741711293144471e+00 
 2.282092971067454e+00  8.844414561627885e-01 -4.658033891622545e+00 
 2.326305067153629e+00  8.519939726742609e-01 -4.575603024532161e+00 
 2.371373705661659e+00  8.206862551784023e-01 -4.494412774718370e+00 
 2.417315480804108e+00  7.904811345293410e-01 -4.414456476372288e+00 
 2.464147308281285e+00  7.613424723164178e-01 -4.335726749607114e+00 
 2.511886431509584e+00  7.332350969029401e-01 -4.258215570189425e+00 
 2.560550427970480e+00  7.061248408751056e-01 -4.181914298858548e+00 
 2.610157215682541e+00  6.799784839580962e-01 -4.106813742730372e+00 
 2.660725059798814e+00  6.547637572808406e-01 -4.032904191847972e+00 
 2.712272579332033e+00  6.304493432062749e-01 -3.960175455704909e+00 
 2.764818754010113e+00  6.070048261317856e-01 -3.888616913968159e+00 
 2.818382931264459e+00  5.844006976186719e-01 -3.818217546617157e+00 
 2.872984833353670e+00  5.626083333727337e-01 -3.748965971642525e+00 
 2.928644564625242e+00  5.415999753859206e-01 -3.680850479025120e+00 
 2.985382618917966e+00  5.213487137472924e-01 -3.613859062964855e+00 
 3.043219887107728e+00  5.018284723854120e-01 -3.547979451201606e+00 
 3.102177664799508e+00  4.830139735242050e-01 -3.483199138870970e+00 
 3.162277660168387e+00  4.648807483993401e-01 -3.419505407242253e+00 
 3.223542001952470e+00  4.474050854751525e-01 -3.356885359058546e+00 
 3.285993247600662e+00  4.305640433549754e-01 -3.295325933949463e+00 
 3.349654391578285e+00  4.143354047927216e-01 -3.234813939003588e+00 
 3.414548873833610e+00  3.986976699973609e-01 -3.175336067017515e+00 
 3.480700588428419e+00  3.836300476697622e-01 -3.116878914462314e+00 
 3.548133892335763e+00  3.691124190199970e-01 -3.059429005246406e+00 
 3.616873614408168e+00  3.551253206196654e-01 -3.002972808251559e+00 
 3.686945064519584e+00  3.416499418851014e-01 -2.947496750370783e+00 
 3.758374042884451e+00  3.286680970714516e-01 -2.892987234929057e+00 
 3.831186849557297e+00  3.161621995072120e-01 -2.839430658340310e+00 
 3.905410294116390e+00  3.041152639149803e-01 -2.786813419352618e+00 
 3.981071705534982e+00  2.925108697234705e-01 -2.735121936532628e+00 
 4.058198942243808e+00  2.813331553330711e-01 -2.684342657757002e+00 
 4.136820402388517e+00  2.705667987657689e-01 -2.634462072102790e+00 
 4.216965034285833e+00  2.601970036853055e-01 -2.585466719830366e+00 
 4.298662347082288e+00  2.502094744256635e-01 -2.537343203962079e+00 
 4.381942421619448e+00  2.405904162410796e-01 -2.490078195991512e+00 
 4.466835921509642e+00  2.313265044253780e-01 -2.443658447417948e+00 
 4.553374104426261e+00  2.224048783288749e-01 -2.398070795589803e+00 
 4.641588833612791e+00  2.138131245698839e-01 -2.353302171235280e+00 
 4.731512589614817e+00  2.055392646373614e-01 -2.309339604627762e+00 
 4.823178482239319e+00  1.975717337913552e-01 -2.266170232871308e+00 
 4.916620262745656e+00  1.898993802126200e-01 -2.223781303020488e+00 
 5.011872336272736e+00  1.825114409419601e-01 -2.182160179044711e+00 
 5.108969774506941e+00  1.753975297088655e-01 -2.141294346155625e+00 
 5.207948328595478e+00  1.685476339736214e-01 -2.101171413254869e+00 
 5.308844442309899e+00  1.619520916166265e-01 -2.061779118520083e+00 
 5.411695265464652e+00  1.556015855093145e-01 -2.023105331599588e+00 
 5.516538667595595e+00  1.494871304483162e-01 -1.985138056813221e+00 
 5.623413251903506e+00  1.436000633036308e-01 -1.947865435543537e+00 
 5.732358369467730e+00  1.379320282674200e-01 -1.911275749112261e+00 
 5.843414133735193e+00  1.324749715866492e-01 -1.875357419945256e+00 
 5.956621435290122e+00  1.272211263434689e-01 -1.840099014023210e+00 
 6.072021956909904e+00  1.221630063222411e-01 -1.805489241747176e+00 
 6.189658188912625e+00  1.172933951479266e-01 -1.771516959315736e+00 
 6.309573444801952e+00  1.126053380208627e-01 -1.738171169539112e+00 
 6.431811877215107e+00  1.080921295754674e-01 -1.705441023004040e+00 
 6.556418494179809e+00  1.037473093291087e-01 -1.673315818041202e+00 
 6.683439175686167e+00  9.956464922231792e-02 -1.641785001608502e+00 
 6.812920690579634e+00  9.553814842747979e-02 -1.610838169067173e+00 
 6.944910713781234e+00  9.166202525585042e-02 -1.580465064226022e+00 
 7.079457843841402e+00  8.793070689615652e-02 -1.550655579518619e+00 
 7.216611620833906e+00  8.433882545025916e-02 -1.521399755296273e+00 
 7.356422544596438e+00  8.088120819400996e-02 -1.492687779727312e+00 
 7.498942093324583e+00  7.755287079183071e-02 -1.464509988233961e+00 
 7.644222742526028e+00  7.434901212251244e-02 -1.436856862668670e+00 
 7.792317984341968e+00  7.126500765326454e-02 -1.409719030587515e+00 
 7.943282347242842e+00  6.829640174916358e-02 -1.383087264559734e+00 
 8.097171416105647e+00  6.543890174490345e-02 -1.356952481210915e+00 
 8.254041852680212e+00  6.268837400852710e-02 -1.331305740008206e+00 
 8.413951416451980e+00  6.004083573937602e-02 -1.306138242434716e+00 
