 frequency       onoise_spectrum inoise_spectrum
 1.00000000e+00  2.44291860e-05  8.69083428e-07 
 1.02329299e+00  2.41561440e-05  8.59369790e-07 
 1.04712855e+00  2.38861745e-05  8.49765457e-07 
 1.07151931e+00  2.36192427e-05  8.40269193e-07 
 1.09647820e+00  2.33553143e-05  8.30879776e-07 
 1.12201845e+00  2.30943553e-05  8.21595998e-07 
 1.14815362e+00  2.28363321e-05  8.12416664e-07 
 1.17489755e+00  2.25812116e-05  8.03340593e-07 
 1.20226443e+00  2.23289609e-05  7.94366618e-07 
 1.23026877e+00  2.20795476e-05  7.85493584e-07 
 1.25892541e+00  2.18329395e-05  7.76720351e-07 
 1.28824955e+00  2.15891051e-05  7.68045790e-07 
 1.31825674e+00  2.13480129e-05  7.59468785e-07 
 1.34896288e+00  2.11096319e-05  7.50988235e-07 
 1.38038426e+00  2.08739316e-05  7.42603048e-07 
 1.41253754e+00  2.06408815e-05  7.34312147e-07 
 1.44543977e+00  2.04104517e-05  7.26114466e-07 
 1.47910839e+00  2.01826127e-05  7.18008952e-07 
 1.51356125e+00  1.99573351e-05  7.09994563e-07 
 1.54881662e+00  1.97345901e-05  7.02070269e-07 
 1.58489319e+00  1.95143489e-05  6.94235052e-07 
 1.62181010e+00  1.92965833e-05  6.86487906e-07 
 1.65958691e+00  1.90812653e-05  6.78827835e-07 
 1.69824365e+00  1.88683673e-05  6.71253856e-07 
 1.73780083e+00  1.86578619e-05  6.63764996e-07 
 1.77827941e+00  1.84497221e-05  6.56360294e-07 
 1.81970086e+00  1.82439211e-05  6.49038798e-07 
 1.86208714e+00  1.80404326e-05  6.41799568e-07 
 1.90546072e+00  1.78392305e-05  6.34641677e-07 
 1.94984460e+00  1.76402888e-05  6.27564203e-07 
 1.99526231e+00  1.74435821e-05  6.20566240e-07 
 2.04173794e+00  1.72490851e-05  6.13646890e-07 
 2.08929613e+00  1.70567729e-05  6.06805264e-07 
 2.13796209e+00  1.68666208e-05  6.00040484e-07 
 2.18776162e+00  1.66786044e-05  5.93351684e-07 
 2.23872114e+00  1.64926995e-05  5.86738004e-07 
 2.29086765e+00  1.63088824e-05  5.80198597e-07 
 2.34422882e+00  1.61271295e-05  5.73732624e-07 
 2.39883292e+00  1.59474174e-05  5.67339256e-07 
 2.45470892e+00  1.57697232e-05  5.61017674e-07 
 2.51188643e+00  1.55940240e-05  5.54767066e-07 
 2.57039578e+00  1.54202973e-05  5.48586632e-07 
 2.63026799e+00  1.52485209e-05  5.42475579e-07 
 2.69153480e+00  1.50786727e-05  5.36433124e-07 
 2.75422870e+00  1.49107310e-05  5.30458494e-07 
 2.81838293e+00  1.47446743e-05  5.24550922e-07 
 2.88403150e+00  1.45804812e-05  5.18709652e-07 
 2.95120923e+00  1.44181308e-05  5.12933935e-07 
 3.01995172e+00  1.42576022e-05  5.07223032e-07 
 3.09029543e+00  1.40988749e-05  5.01576211e-07 
 3.16227766e+00  1.39419286e-05  4.95992749e-07 
 3.23593657e+00  1.37867432e-05  4.90471932e-07 
 3.31131121e+00  1.36332988e-05  4.85013052e-07 
 3.38844156e+00  1.34815758e-05  4.79615411e-07 
 3.46736850e+00  1.33315547e-05  4.74278318e-07 
 3.54813389e+00  1.31832163e-05  4.69001089e-07 
 3.63078055e+00  1.30365418e-05  4.63783050e-07 
 3.71535229e+00  1.28915122e-05  4.58623533e-07 
 3.80189396e+00  1.27481091e-05  4.53521878e-07 
 3.89045145e+00  1.26063140e-05  4.48477433e-07 
 3.98107171e+00  1.24661090e-05  4.43489551e-07 
 4.07380278e+00  1.23274760e-05  4.38557595e-07 
 4.16869383e+00  1.21903973e-05  4.33680935e-07 
 4.26579519e+00  1.20548553e-05  4.28858947e-07 
 4.36515832e+00  1.19208329e-05  4.24091015e-07 
 4.46683592e+00  1.17883127e-05  4.19376528e-07 
 4.57088190e+00  1.16572779e-05  4.14714885e-07 
 4.67735141e+00  1.15277118e-05  4.10105490e-07 
 4.78630092e+00  1.13995978e-05  4.05547754e-07 
 4.89778819e+00  1.12729195e-05  4.01041094e-07 
 5.01187234e+00  1.11476607e-05  3.96584935e-07 
