 frequency       onoise_spectrum inoise_spectrum
 1.00000000e+00  9.71496757e-06  3.11932018e-07 
 1.02329299e+00  9.61555022e-06  3.08739887e-07 
 1.04712855e+00  9.51716503e-06  3.05580896e-07 
 1.07151931e+00  9.41980113e-06  3.02454698e-07 
 1.09647820e+00  9.32344777e-06  2.99360946e-07 
 1.12201845e+00  9.22809429e-06  2.96299299e-07 
 1.14815362e+00  9.13373018e-06  2.93269418e-07 
 1.17489755e+00  9.04034500e-06  2.90270970e-07 
 1.20226443e+00  8.94792847e-06  2.87303624e-07 
 1.23026877e+00  8.85647038e-06  2.84367051e-07 
 1.25892541e+00  8.76596064e-06  2.81460929e-07 
 1.28824955e+00  8.67638929e-06  2.78584936e-07 
 1.31825674e+00  8.58774645e-06  2.75738757e-07 
 1.34896288e+00  8.50002235e-06  2.72922077e-07 
 1.38038426e+00  8.41320733e-06  2.70134586e-07 
 1.41253754e+00  8.32729183e-06  2.67375977e-07 
 1.44543977e+00  8.24226640e-06  2.64645947e-07 
 1.47910839e+00  8.15812169e-06  2.61944195e-07 
 1.51356125e+00  8.07484843e-06  2.59270425e-07 
 1.54881662e+00  7.99243747e-06  2.56624341e-07 
 1.58489319e+00  7.91087975e-06  2.54005654e-07 
 1.62181010e+00  7.83016632e-06  2.51414075e-07 
 1.65958691e+00  7.75028829e-06  2.48849319e-07 
 1.69824365e+00  7.67123691e-06  2.46311107e-07 
 1.73780083e+00  7.59300349e-06  2.43799157e-07 
 1.77827941e+00  7.51557945e-06  2.41313195e-07 
 1.81970086e+00  7.43895630e-06  2.38852949e-07 
 1.86208714e+00  7.36312562e-06  2.36418148e-07 
 1.90546072e+00  7.28807912e-06  2.34008525e-07 
 1.94984460e+00  7.21380855e-06  2.31623816e-07 
 1.99526231e+00  7.14030579e-06  2.29263760e-07 
 2.04173794e+00  7.06756278e-06  2.26928099e-07 
 2.08929613e+00  6.99557156e-06  2.24616576e-07 
 2.13796209e+00  6.92432425e-06  2.22328939e-07 
 2.18776162e+00  6.85381305e-06  2.20064938e-07 
 2.23872114e+00  6.78403024e-06  2.17824324e-07 
 2.29086765e+00  6.71496821e-06  2.15606853e-07 
 2.34422882e+00  6.64661939e-06  2.13412282e-07 
 2.39883292e+00  6.57897632e-06  2.11240372e-07 
 2.45470892e+00  6.51203161e-06  2.09090885e-07 
 2.51188643e+00  6.44577795e-06  2.06963586e-07 
 2.57039578e+00  6.38020810e-06  2.04858243e-07 
 2.63026799e+00  6.31531490e-06  2.02774627e-07 
 2.69153480e+00  6.25109128e-06  2.00712509e-07 
 2.75422870e+00  6.18753024e-06  1.98671666e-07 
 2.81838293e+00  6.12462483e-06  1.96651875e-07 
 2.88403150e+00  6.06236820e-06  1.94652914e-07 
 2.95120923e+00  6.00075358e-06  1.92674568e-07 
 3.01995172e+00  5.93977424e-06  1.90716619e-07 
 3.09029543e+00  5.87942355e-06  1.88778855e-07 
 3.16227766e+00  5.81969494e-06  1.86861065e-07 
 3.23593657e+00  5.76058190e-06  1.84963040e-07 
 3.31131121e+00  5.70207801e-06  1.83084574e-07 
 3.38844156e+00  5.64417690e-06  1.81225462e-07 
 3.46736850e+00  5.58687227e-06  1.79385503e-07 
 3.54813389e+00  5.53015791e-06  1.77564496e-07 
 3.63078055e+00  5.47402764e-06  1.75762243e-07 
 3.71535229e+00  5.41847536e-06  1.73978548e-07 
 3.80189396e+00  5.36349506e-06  1.72213219e-07 
 3.89045145e+00  5.30908075e-06  1.70466063e-07 
 3.98107171e+00  5.25522653e-06  1.68736890e-07 
 4.07380278e+00  5.20192657e-06  1.67025514e-07 
 4.16869383e+00  5.14917507e-06  1.65331748e-07 
 4.26579519e+00  5.09696633e-06  1.63655409e-07 
 4.36515832e+00  5.04529468e-06  1.61996316e-07 
 4.46683592e+00  4.99415452e-06  1.60354287e-07 
 4.57088190e+00  4.94354032e-06  1.58729146e-07 
 4.67735141e+00  4.89344659e-06  1.57120717e-07 
 4.78630092e+00  4.84386792e-06  1.55528825e-07 
 4.89778819e+00  4.79479893e-06  1.53953299e-07 
 5.01187234e+00  4.74623432e-06  1.52393967e-07 
 5.12861384e+00  4.69816883e-06  1.50850662e-07 
 5.24807460e+00  4.65059728e-06  1.49323216e-07 
 5.37031796e+00  4.60351452e-06  1.47811464e-07 
 5.49540874e+00  4.55691546e-06  1.46315243e-07 
 5.62341325e+00  4.51079507e-06  1.44834391e-07 
 5.75439937e+00  4.46514837e-06  1.43368749e-07 
 5.88843655e+00  4.41997043e-06  1.41918157e-07 
 6.02559586e+00  4.37525638e-06  1.40482461e-07 
 6.16595002e+00  4.33100140e-06  1.39061505e-07 
 6.30957344e+00  4.28720071e-06  1.37655135e-07 
 6.45654229e+00  4.24384959e-06  1.36263200e-07 
 6.60693448e+00  4.20094336e-06  1.34885550e-07 
 6.76082975e+00  4.15847742e-06  1.33522036e-07 
 6.91830971e+00  4.11644717e-06  1.32172513e-07 
 7.07945784e+00  4.07484811e-06  1.30836833e-07 
 7.24435960e+00  4.03367574e-06  1.29514855e-07 
 7.41310241e+00  3.99292564e-06  1.28206435e-07 
 7.58577575e+00  3.95259343e-06  1.26911432e-07 
 7.76247117e+00  3.91267477e-06  1.25629708e-07 
 7.94328235e+00  3.87316536e-06  1.24361124e-07 
 8.12830516e+00  3.83406097e-06  1.23105545e-07 
 8.31763771e+00  3.79535738e-06  1.21862835e-07 
 8.51138038e+00  3.75705045e-06  1.20632861e-07 
 8.70963590e+00  3.71913606e-06  1.19415491e-07 
 8.91250938e+00  3.68161014e-06  1.18210594e-07 
 9.12010839e+00  3.64446867e-06  1.17018040e-07 
 9.33254301e+00  3.60770766e-06  1.15837703e-07 
 9.54992586e+00  3.57132316e-06  1.14669456e-07 
 9.77237221e+00  3.53531129e-06  1.13513172e-07 
 1.00000000e+01  3.49966817e-06  1.12368729e-07 
 1.02329299e+01  3.46438999e-06  1.11236003e-07 
 1.04712855e+01  3.42947297e-06  1.10114874e-07 
 1.07151931e+01  3.39491338e-06  1.09005220e-07 
 1.09647820e+01  3.36070751e-06  1.07906925e-07 
 1.12201845e+01  3.32685170e-06  1.06819869e-07 
 1.14815362e+01  3.29334234e-06  1.05743937e-07 
 1.17489755e+01  3.26017583e-06  1.04679014e-07 
 1.20226443e+01  3.22734864e-06  1.03624986e-07 
 1.23026877e+01  3.19485725e-06  1.02581739e-07 
 1.25892541e+01  3.16269819e-06  1.01549163e-07 
 1.28824955e+01  3.13086803e-06  1.00527148e-07 
 1.31825674e+01  3.09936337e-06  9.95155842e-08 
 1.34896288e+01  3.06818085e-06  9.85143634e-08 
 1.38038426e+01  3.03731714e-06  9.75233791e-08 
 1.41253754e+01  3.00676894e-06  9.65425256e-08 
 1.44543977e+01  2.97653301e-06  9.55716981e-08 
 1.47910839e+01  2.94660610e-06  9.46107933e-08 
 1.51356125e+01  2.91698504e-06  9.36597087e-08 
