 time            d0              h0              c0              p0             
 0.00000000e+00 -3.57407371e-01 -3.42614825e-13  8.08352035e-01  1.04187293e-03 
 5.00000000e-11 -3.57407371e-01 -3.43058915e-13  8.08352035e-01  1.04187293e-03 
 1.00000000e-10 -3.57407371e-01 -3.43391982e-13  8.08352035e-01  1.04187293e-03 
 2.00000000e-10 -3.57407371e-01 -3.43947093e-13  8.08352035e-01  1.04187293e-03 
 4.00000000e-10 -3.57407371e-01 -3.44058115e-13  8.08352035e-01  1.04187293e-03 
 8.00000000e-10 -3.57407371e-01 -3.43725048e-13  8.08352035e-01  1.04187293e-03 
 1.60000000e-09 -3.57407371e-01 -3.44502205e-13  8.08352035e-01  1.04187293e-03 
 3.20000000e-09 -3.57407371e-01 -3.45390383e-13  8.08352035e-01  1.04187293e-03 
 6.40000000e-09 -3.57407371e-01 -3.46056517e-13  8.08352035e-01  1.04187293e-03 
 1.14000000e-08 -3.57407371e-01 -3.46167539e-13  8.08352035e-01  1.04187293e-03 
 1.64000000e-08 -3.57407371e-01 -3.48610030e-13  8.08352035e-01  1.04187293e-03 
 2.14000000e-08 -3.57407371e-01 -3.51163543e-13  8.08352035e-01  1.04187293e-03 
 2.64000000e-08 -3.57407371e-01 -3.53717056e-13  8.08352035e-01  1.04187293e-03 
 3.14000000e-08 -3.57407371e-01 -3.56159546e-13  8.08352035e-01  1.04187293e-03 
 3.64000000e-08 -3.57407371e-01 -3.58379992e-13  8.08352035e-01  1.04187293e-03 
 4.14000000e-08 -3.57407371e-01 -3.60711461e-13  8.08352035e-01  1.04187293e-03 
 4.64000000e-08 -3.57407371e-01 -3.63153951e-13  8.08352035e-01  1.04187293e-03 
 5.14000000e-08 -3.57407371e-01 -3.65596442e-13  8.08352035e-01  1.04187293e-03 
 5.64000000e-08 -3.57407371e-01 -3.68038933e-13  8.08352035e-01  1.04187293e-03 
 6.14000000e-08 -3.57407371e-01 -3.70481423e-13  8.08352035e-01  1.04187293e-03 
 6.64000000e-08 -3.57407371e-01 -3.73034936e-13  8.08352035e-01  1.04187293e-03 
 7.14000000e-08 -3.57407371e-01 -3.75588449e-13  8.08352035e-01  1.04187293e-03 
 7.64000000e-08 -3.57407371e-01 -3.78030940e-13  8.08352035e-01  1.04187293e-03 
 8.14000000e-08 -3.57407371e-01 -3.80362408e-13  8.08352035e-01  1.04187293e-03 
 8.64000000e-08 -3.57407371e-01 -3.82693877e-13  8.08352035e-01  1.04187293e-03 
 9.14000000e-08 -3.57407371e-01 -3.85136367e-13  8.08352035e-01  1.04187293e-03 
 9.64000000e-08 -3.57407371e-01 -3.87689880e-13  8.08352035e-01  1.04187293e-03 
 1.01400000e-07 -3.57407371e-01 -3.90132371e-13  8.08352035e-01  1.04187293e-03 
 1.06400000e-07 -3.57407371e-01 -3.92574862e-13  8.08352035e-01  1.04187293e-03 
 1.11400000e-07 -3.57407371e-01 -3.95017352e-13  8.08352035e-01  1.04187293e-03 
 1.16400000e-07 -3.57407371e-01 -3.97348821e-13  8.08352035e-01  1.04187293e-03 
 1.21400000e-07 -3.57407371e-01 -3.99902333e-13  8.08352035e-01  1.04187293e-03 
 1.26400000e-07 -3.57407371e-01 -4.02566869e-13  8.08352035e-01  1.04187293e-03 
 1.31400000e-07 -3.57407371e-01 -4.05009359e-13  8.08352035e-01  1.04187293e-03 
 1.36400000e-07 -3.57407371e-01 -4.07229805e-13  8.08352035e-01  1.04187293e-03 
 1.41400000e-07 -3.57407371e-01 -4.09561274e-13  8.08352035e-01  1.04187293e-03 
 1.46400000e-07 -3.57407371e-01 -4.12114787e-13  8.08352035e-01  1.04187293e-03 
 1.51400000e-07 -3.57407371e-01 -4.14668300e-13  8.08352035e-01  1.04187293e-03 
 1.56400000e-07 -3.57407371e-01 -4.17110790e-13  8.08352035e-01  1.04187293e-03 
 1.61400000e-07 -3.57407371e-01 -4.19553281e-13  8.08352035e-01  1.04187293e-03 
 1.66400000e-07 -3.57407371e-01 -4.21995772e-13  8.08352035e-01  1.04187293e-03 
 1.71400000e-07 -3.57407371e-01 -4.24438262e-13  8.08352035e-01  1.04187293e-03 
 1.76400000e-07 -3.57407371e-01 -4.26991775e-13  8.08352035e-01  1.04187293e-03 
 1.81400000e-07 -3.57407371e-01 -4.29323244e-13  8.08352035e-01  1.04187293e-03 
 1.86400000e-07 -3.57407371e-01 -4.31543690e-13  8.08352035e-01  1.04187293e-03 
 1.91400000e-07 -3.57407371e-01 -4.33875158e-13  8.08352035e-01  1.04187293e-03 
 1.96400000e-07 -3.57407371e-01 -4.36317649e-13  8.08352035e-01  1.04187293e-03 
 2.01400000e-07 -3.57407371e-01 -4.38871162e-13  8.08352035e-01  1.04187293e-03 
 2.06400000e-07 -3.57407371e-01 -4.41202630e-13  8.08352035e-01  1.04187293e-03 
 2.11400000e-07 -3.57407371e-01 -4.43534098e-13  8.08352035e-01  1.04187293e-03 
 2.16400000e-07 -3.57407371e-01 -4.46198634e-13  8.08352035e-01  1.04187293e-03 
 2.21400000e-07 -3.57407371e-01 -4.48752147e-13  8.08352035e-01  1.04187293e-03 
 2.26400000e-07 -3.57407371e-01 -4.51194637e-13  8.08352035e-01  1.04187293e-03 
