 time            d6              h6              c6              p6             
 0.00000000e+00 -3.61459471e-01 -5.21804822e-15  9.89415541e-01  1.36795786e-03 
 5.00000000e-11 -3.61459471e-01 -5.10702591e-15  9.89415541e-01  1.36795786e-03 
 1.00000000e-10 -3.61459471e-01 -5.32907052e-15  9.89415541e-01  1.36795786e-03 
 2.00000000e-10 -3.61459471e-01 -5.55111512e-15  9.89415541e-01  1.36795786e-03 
 4.00000000e-10 -3.61459471e-01 -5.66213743e-15  9.89415541e-01  1.36795786e-03 
 8.00000000e-10 -3.61459471e-01 -5.88418203e-15  9.89415541e-01  1.36795786e-03 
 1.60000000e-09 -3.61459471e-01 -5.77315973e-15  9.89415541e-01  1.36795786e-03 
 3.20000000e-09 -3.61459471e-01 -5.21804822e-15  9.89415541e-01  1.36795786e-03 
 6.40000000e-09 -3.61459471e-01 -4.44089210e-15  9.89415541e-01  1.36795786e-03 
 1.14000000e-08 -3.61459471e-01 -3.55271368e-15  9.89415541e-01  1.36795786e-03 
 1.64000000e-08 -3.61459471e-01 -2.10942375e-15  9.89415541e-01  1.36795786e-03 
 2.14000000e-08 -3.61459471e-01 -5.55111512e-16  9.89415541e-01  1.36795786e-03 
 2.64000000e-08 -3.61459471e-01  7.77156117e-16  9.89415541e-01  1.36795786e-03 
 3.14000000e-08 -3.61459471e-01  1.77635684e-15  9.89415541e-01  1.36795786e-03 
 3.64000000e-08 -3.61459471e-01  2.99760217e-15  9.89415541e-01  1.36795786e-03 
 4.14000000e-08 -3.61459471e-01  4.21884749e-15  9.89415541e-01  1.36795786e-03 
 4.64000000e-08 -3.61459471e-01  5.44009282e-15  9.89415541e-01  1.36795786e-03 
 5.14000000e-08 -3.61459471e-01  6.77236045e-15  9.89415541e-01  1.36795786e-03 
 5.64000000e-08 -3.61459471e-01  7.77156117e-15  9.89415541e-01  1.36795786e-03 
 6.14000000e-08 -3.61459471e-01  8.77076189e-15  9.89415541e-01  1.36795786e-03 
 6.64000000e-08 -3.61459471e-01  9.99200722e-15  9.89415541e-01  1.36795786e-03 
 7.14000000e-08 -3.61459471e-01  1.13242749e-14  9.89415541e-01  1.36795786e-03 
 7.64000000e-08 -3.61459471e-01  1.26565425e-14  9.89415541e-01  1.36795786e-03 
 8.14000000e-08 -3.61459471e-01  1.37667655e-14  9.89415541e-01  1.36795786e-03 
 8.64000000e-08 -3.61459471e-01  1.48769885e-14  9.89415541e-01  1.36795786e-03 
 9.14000000e-08 -3.61459471e-01  1.60982339e-14  9.89415541e-01  1.36795786e-03 
 9.64000000e-08 -3.61459471e-01  1.70974346e-14  9.89415541e-01  1.36795786e-03 
 1.01400000e-07 -3.61459471e-01  1.82076576e-14  9.89415541e-01  1.36795786e-03 
 1.06400000e-07 -3.61459471e-01  1.95399252e-14  9.89415541e-01  1.36795786e-03 
 1.11400000e-07 -3.61459471e-01  2.07611706e-14  9.89415541e-01  1.36795786e-03 
 1.16400000e-07 -3.61459471e-01  2.18713936e-14  9.89415541e-01  1.36795786e-03 
 1.21400000e-07 -3.61459471e-01  2.28705943e-14  9.89415541e-01  1.36795786e-03 
 1.26400000e-07 -3.61459471e-01  2.39808173e-14  9.89415541e-01  1.36795786e-03 
 1.31400000e-07 -3.61459471e-01  2.50910404e-14  9.89415541e-01  1.36795786e-03 
 1.36400000e-07 -3.61459471e-01  2.62012634e-14  9.89415541e-01  1.36795786e-03 
 1.41400000e-07 -3.61459471e-01  2.75335310e-14  9.89415541e-01  1.36795786e-03 
 1.46400000e-07 -3.61459471e-01  2.87547763e-14  9.89415541e-01  1.36795786e-03 
 1.51400000e-07 -3.61459471e-01  2.99760217e-14  9.89415541e-01  1.36795786e-03 
 1.56400000e-07 -3.61459471e-01  3.13082893e-14  9.89415541e-01  1.36795786e-03 
 1.61400000e-07 -3.61459471e-01  3.25295346e-14  9.89415541e-01  1.36795786e-03 
 1.66400000e-07 -3.61459471e-01  3.37507799e-14  9.89415541e-01  1.36795786e-03 
 1.71400000e-07 -3.61459471e-01  3.49720253e-14  9.89415541e-01  1.36795786e-03 
 1.76400000e-07 -3.61459471e-01  3.63042929e-14  9.89415541e-01  1.36795786e-03 
 1.81400000e-07 -3.61459471e-01  3.77475828e-14  9.89415541e-01  1.36795786e-03 
 1.86400000e-07 -3.61459471e-01  3.90798505e-14  9.89415541e-01  1.36795786e-03 
 1.91400000e-07 -3.61459471e-01  4.03010958e-14  9.89415541e-01  1.36795786e-03 
 1.96400000e-07 -3.61459471e-01  4.15223411e-14  9.89415541e-01  1.36795786e-03 
 2.01400000e-07 -3.61459471e-01  4.27435864e-14  9.89415541e-01  1.36795786e-03 
 2.06400000e-07 -3.61459471e-01  4.39648318e-14  9.89415541e-01  1.36795786e-03 
 2.11400000e-07 -3.61459471e-01  4.52970994e-14  9.89415541e-01  1.36795786e-03 
