frequency_hz,dm_tian_real,dm_tian_imag,dm_old_real,dm_old_imag,input_cm_tian_real,input_cm_tian_imag,input_cm_old_real,input_cm_old_imag,stage1_cm_tian_real,stage1_cm_tian_imag,stage1_cm_old_real,stage1_cm_old_imag,output_cm_tian_real,output_cm_tian_imag,output_cm_old_real,output_cm_old_imag
1.000000000000000000e+00,1.676597000065122529e+02,-3.303934217582495114e-02,1.676597000114200284e+02,-3.302405920547141216e-02,-1.005751706714613737e-03,2.323708551598445403e-10,-1.005751706714489270e-03,9.075320157329858021e-09,7.379774248160418892e+02,-1.071623642492798706e-01,7.379774259108878596e+02,-1.032499303678562491e-01,1.249020552238560100e+02,-6.651431897330544254e-03,1.249020552241942568e+02,-6.647029919818159618e-03
1.019373485938873003e+00,1.676596997523798223e+02,-3.367942935596509452e-02,1.676596997574633576e+02,-3.366385030124723760e-02,-1.005751706714613737e-03,2.368726886548980512e-10,-1.005751706714515508e-03,9.251140744788663496e-09,7.379774242067441037e+02,-1.092384727159742275e-01,7.379774253440812117e+02,-1.052502413609529563e-01,1.249020552100399328e+02,-6.780293318918917921e-03,1.249020552103787907e+02,-6.775806059756661962e-03
1.039122303835168903e+00,1.676596994883097977e+02,-3.433191725307342679e-02,1.676596994935782448e+02,-3.431603637780860500e-02,-1.005751706714613737e-03,2.414617383578490547e-10,-1.005751706714512906e-03,9.430367589926351760e-09,7.379774235732976422e+02,-1.113548026354128223e-01,7.379774247554370277e+02,-1.072893053462416896e-01,1.249020551956614042e+02,-6.911651235399598678e-03,1.249020551960191483e+02,-6.907077042386618702e-03
1.059253725177289107e+00,1.676596992131439663e+02,-3.499704611176854968e-02,1.676596992186352963e+02,-3.498085756865666057e-02,-1.005751706714835348e-03,2.461396939506708067e-10,-1.005751706714486235e-03,9.613066683828170236e-09,7.379774229153781562e+02,-1.135121332372117930e-01,7.379774241434855639e+02,-1.093678731038127822e-01,1.249020551807222290e+02,-7.045554012581462661e-03,1.249020551810995983e+02,-7.040891201506116991e-03
1.079775162327710092e+00,1.676596989279956063e+02,-3.567506083198029865e-02,1.676596989336944432e+02,-3.565855866041616612e-02,-1.005751706714835348e-03,2.509082778503826377e-10,-1.005751706714426170e-03,9.799305296056709558e-09,7.379774222313520795e+02,-1.157112588469703107e-01,7.379774235077537696e+02,-1.114867099592645322e-01,1.249020551652110953e+02,-7.182050953285714842e-03,1.249020551655948168e+02,-7.177297807305678054e-03
1.100694171252210030e+00,1.676596986316913842e+02,-3.636621105725326014e-02,1.676596986376048903e+02,-3.634938918116365630e-02,-1.005751706714835348e-03,2.557692458431904700e-10,-1.005751706714364153e-03,9.989151999420541576e-09,7.379774215208811938e+02,-1.179529891795444430e-01,7.379774228470050730e+02,-1.136465960649920420e-01,1.249020551490824431e+02,-7.321192315497522876e-03,1.249020551494873672e+02,-7.316347084512510660e-03
1.122018454301964008e+00,1.676596983230227806e+02,-3.707075126755930705e-02,1.676596983291947538e+02,-3.705360349317264601e-02,-1.005751706714835348e-03,2.607243877311481340e-10,-1.005751706714376080e-03,1.018267669522258075e-08,7.379774207821334358e+02,-1.202381496363066488e-01,7.379774221605737239e+02,-1.158483266878281015e-01,1.249020551323232127e+02,-7.463029330877696266e-03,1.249020551327501778e+02,-7.458090230880290265e-03
1.143755863049539023e+00,1.676596980030886073e+02,-3.778894087404013891e-02,1.676596980094985554e+02,-3.777146088756121872e-02,-1.005751706714835348e-03,2.657755279907700495e-10,-1.005751706714370875e-03,1.037995063899754424e-08,7.379774200150546903e+02,-1.225675816100920967e-01,7.379774214472704443e+02,-1.180927125015201890e-01,1.249020551149247069e+02,-7.607614223623699809e-03,1.249020551153569585e+02,-7.602579436041881356e-03
1.165914401179831916e+00,1.676596976706202895e+02,-3.852104431249260552e-02,1.676596976772781886e+02,-3.850322567781989253e-02,-1.005751706714835348e-03,2.709245264451825782e-10,-1.005751706714358949e-03,1.058104646674833416e-08,7.379774192179111196e+02,-1.249421427938932072e-01,7.379774207060487470e+02,-1.203805798854303555e-01,1.249020550947988539e+02,-7.755000229439641506e-03,1.249020550952549229e+02,-7.749867900473774232e-03
1.188502227437018943e+00,1.676596973251457143e+02,-3.926733114210000097e-02,1.676596973320667132e+02,-3.924916729844464547e-02,-1.005751706714613737e-03,2.761732789487521033e-10,-1.005751706714348324e-03,1.078603822169042469e-08,7.379774183895312945e+02,-1.273627074973781581e-01,7.379774199358217857e+02,-1.227127712287476441e-01,1.249020550760055954e+02,-7.905241616153703063e-03,1.249020550764723225e+02,-7.900009856085341009e-03
1.211527658628589021e+00,1.676596969661547689e+02,-4.002807614432324357e-02,1.676596969733481615e+02,-4.000956040378842588e-02,-1.005751706714613737e-03,2.815237180851441448e-10,-1.005751706714350926e-03,1.099500138151449090e-08,7.379774175286981972e+02,-1.298301669686148796e-01,7.379774191354591721e+02,-1.250901452406520398e-01,1.249020550564636380e+02,-8.058393702188635863e-03,1.249020550569560442e+02,-8.053060584692623217e-03
1.234999172687585967e+00,1.676596965924037761e+02,-4.080355942373813799e-02,1.676596965998540441e+02,-4.078468496884745526e-02,-1.005751706714613737e-03,2.869778138789050158e-10,-1.005751706714367623e-03,1.120801288617713465e-08,7.379774166341466071e+02,-1.323454297222248222e-01,7.379774183037866351e+02,-1.275135772664887368e-01,1.249020550361724986e+02,-8.214512877936112900e-03,1.249020550366740281e+02,-8.209076439363593297e-03
1.258925411794167948e+00,1.676596962047695456e+02,-4.159406651253778897e-02,1.676596962125217658e+02,-4.157482639376580691e-02,-1.005751706714613737e-03,2.925375745207729197e-10,-1.005751706714248577e-03,1.142515116623009171e-08,7.379774157044408867e+02,-1.349094218738435269e-01,7.379774174394626698e+02,-1.299839596100172689e-01,1.249020550150708431e+02,-8.373656626258760283e-03,1.249020550156000979e+02,-8.368114864922721399e-03
