 frequency       ad              ad              vdiff           vdiff           v(VOUT)         v(VOUT)	manifest_sha256
 1.00000000e+00  2.26602145e+03 -2.47091152e-01  1.00000000e+00 -6.25889344e-21  2.26602145e+03 -2.47091152e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.01937349e+00  2.26602145e+03 -2.52476968e-01  1.00000000e+00 -6.15453812e-21  2.26602145e+03 -2.52476968e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.03912230e+00  2.26602145e+03 -2.57955745e-01  1.00000000e+00 -6.05134958e-21  2.26602145e+03 -2.57955745e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.05925373e+00  2.26602145e+03 -2.63529501e-01  1.00000000e+00 -5.94935131e-21  2.26602145e+03 -2.63529501e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.07977516e+00  2.26602145e+03 -2.69200289e-01  1.00000000e+00 -5.84856383e-21  2.26602145e+03 -2.69200289e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.10069417e+00  2.26602144e+03 -2.74970195e-01  1.00000000e+00 -5.74900481e-21  2.26602144e+03 -2.74970195e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.12201845e+00  2.26602144e+03 -2.80841346e-01  1.00000000e+00 -5.65068936e-21  2.26602144e+03 -2.80841346e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.14375586e+00  2.26602144e+03 -2.86815902e-01  1.00000000e+00 -5.55363012e-21  2.26602144e+03 -2.86815902e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.16591440e+00  2.26602144e+03 -2.92896062e-01  1.00000000e+00 -5.45783745e-21  2.26602144e+03 -2.92896062e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.18850223e+00  2.26602144e+03 -2.99084067e-01  1.00000000e+00 -5.36331964e-21  2.26602144e+03 -2.99084067e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.21152766e+00  2.26602144e+03 -3.05382195e-01  1.00000000e+00 -5.27008297e-21  2.26602144e+03 -3.05382195e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.23499917e+00  2.26602143e+03 -3.11792763e-01  1.00000000e+00 -5.17813192e-21  2.26602143e+03 -3.11792763e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  2.26602143e+03 -3.18318133e-01  1.00000000e+00 -5.08746926e-21  2.26602143e+03 -3.18318133e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.28331519e+00  2.26602143e+03 -3.24960708e-01  1.00000000e+00 -4.99809618e-21  2.26602143e+03 -3.24960708e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.30817747e+00  2.26602143e+03 -3.31722932e-01  1.00000000e+00 -4.91001244e-21  2.26602143e+03 -3.31722932e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.33352143e+00  2.26602143e+03 -3.38607297e-01  1.00000000e+00 -4.82321642e-21  2.26602143e+03 -3.38607297e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.35935639e+00  2.26602142e+03 -3.45616336e-01  1.00000000e+00 -4.73770525e-21  2.26602142e+03 -3.45616336e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.38569186e+00  2.26602142e+03 -3.52752631e-01  1.00000000e+00 -4.65347492e-21  2.26602142e+03 -3.52752631e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.41253754e+00  2.26602142e+03 -3.60018808e-01  1.00000000e+00 -4.57052035e-21  2.26602142e+03 -3.60018808e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.43990332e+00  2.26602142e+03 -3.67417544e-01  1.00000000e+00 -4.48883547e-21  2.26602142e+03 -3.67417544e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.46779927e+00  2.26602142e+03 -3.74951563e-01  1.00000000e+00 -4.40841333e-21  2.26602142e+03 -3.74951563e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.49623566e+00  2.26602141e+03 -3.82623638e-01  1.00000000e+00 -4.32924613e-21  2.26602141e+03 -3.82623638e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.52522296e+00  2.26602141e+03 -3.90436595e-01  1.00000000e+00 -4.25132531e-21  2.26602141e+03 -3.90436595e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.55477184e+00  2.26602141e+03 -3.98393310e-01  1.00000000e+00 -4.17464164e-21  2.26602141e+03 -3.98393310e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  2.26602140e+03 -4.06496713e-01  1.00000000e+00 -4.09918524e-21  2.26602140e+03 -4.06496713e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.61559810e+00  2.26602140e+03 -4.14749787e-01  1.00000000e+00 -4.02494565e-21  2.26602140e+03 -4.14749787e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.64689787e+00  2.26602140e+03 -4.23155572e-01  1.00000000e+00 -3.95191191e-21  2.26602140e+03 -4.23155572e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.67880402e+00  2.26602140e+03 -4.31717162e-01  1.00000000e+00 -3.88007256e-21  2.26602140e+03 -4.31717162e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.71132830e+00  2.26602139e+03 -4.40437709e-01  1.00000000e+00 -3.80941575e-21  2.26602139e+03 -4.40437709e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.74448270e+00  2.26602139e+03 -4.49320425e-01  1.00000000e+00 -3.73992923e-21  2.26602139e+03 -4.49320425e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.77827941e+00  2.26602138e+03 -4.58368581e-01  1.00000000e+00 -3.67160039e-21  2.26602138e+03 -4.58368581e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.81273088e+00  2.26602138e+03 -4.67585506e-01  1.00000000e+00 -3.60441637e-21  2.26602138e+03 -4.67585506e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.84784980e+00  2.26602138e+03 -4.76974596e-01  1.00000000e+00 -3.53836399e-21  2.26602138e+03 -4.76974596e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.88364909e+00  2.26602137e+03 -4.86539308e-01  1.00000000e+00 -3.47342988e-21  2.26602137e+03 -4.86539308e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.92014194e+00  2.26602137e+03 -4.96283162e-01  1.00000000e+00 -3.40960046e-21  2.26602137e+03 -4.96283162e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.95734178e+00  2.26602136e+03 -5.06209748e-01  1.00000000e+00 -3.34686196e-21  2.26602136e+03 -5.06209748e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00  2.26602136e+03 -5.16322719e-01  1.00000000e+00 -3.28520049e-21  2.26602136e+03 -5.16322719e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.03391750e+00  2.26602136e+03 -5.26625799e-01  1.00000000e+00 -3.22460203e-21  2.26602136e+03 -5.26625799e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.07332157e+00  2.26602135e+03 -5.37122782e-01  1.00000000e+00 -3.16505247e-21  2.26602135e+03 -5.37122782e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.11348904e+00  2.26602135e+03 -5.47817533e-01  1.00000000e+00 -3.10653762e-21  2.26602135e+03 -5.47817533e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
