 frequency       tloop           tloop           v(VINN)         v(VINN)         v(VOUT)         v(VOUT)	manifest_sha256
 1.00000000e+00  2.51857922e+03 -3.20431189e-01  1.00000000e+00 -8.11661845e-21 -2.51857922e+03  3.20431189e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.01937349e+00  2.51857922e+03 -3.27340377e-01  1.00000000e+00 -7.97945564e-21 -2.51857922e+03  3.27340377e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.03912230e+00  2.51857921e+03 -3.34370092e-01  1.00000000e+00 -7.84394333e-21 -2.51857921e+03  3.34370092e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.05925373e+00  2.51857921e+03 -3.41522921e-01  1.00000000e+00 -7.71010365e-21 -2.51857921e+03  3.41522921e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.07977516e+00  2.51857921e+03 -3.48801499e-01  1.00000000e+00 -7.57795530e-21 -2.51857921e+03  3.48801499e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.10069417e+00  2.51857921e+03 -3.56208504e-01  1.00000000e+00 -7.44751382e-21 -2.51857921e+03  3.56208504e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.12201845e+00  2.51857921e+03 -3.63746666e-01  1.00000000e+00 -7.31879178e-21 -2.51857921e+03  3.63746666e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.14375586e+00  2.51857920e+03 -3.71418758e-01  1.00000000e+00 -7.19179901e-21 -2.51857920e+03  3.71418758e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.16591440e+00  2.51857920e+03 -3.79227606e-01  1.00000000e+00 -7.06654274e-21 -2.51857920e+03  3.79227606e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.18850223e+00  2.51857920e+03 -3.87176085e-01  1.00000000e+00 -6.94302786e-21 -2.51857920e+03  3.87176085e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.21152766e+00  2.51857920e+03 -3.95267122e-01  1.00000000e+00 -6.82125701e-21 -2.51857920e+03  3.95267122e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.23499917e+00  2.51857919e+03 -4.03503696e-01  1.00000000e+00 -6.70123080e-21 -2.51857919e+03  4.03503696e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  2.51857919e+03 -4.11888839e-01  1.00000000e+00 -6.58294795e-21 -2.51857919e+03  4.11888839e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.28331519e+00  2.51857919e+03 -4.20425639e-01  1.00000000e+00 -6.46640540e-21 -2.51857919e+03  4.20425639e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.30817747e+00  2.51857918e+03 -4.29117239e-01  1.00000000e+00 -6.35159848e-21 -2.51857918e+03  4.29117239e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.33352143e+00  2.51857918e+03 -4.37966839e-01  1.00000000e+00 -6.23852102e-21 -2.51857918e+03  4.37966839e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.35935639e+00  2.51857918e+03 -4.46977699e-01  1.00000000e+00 -6.12716545e-21 -2.51857918e+03  4.46977699e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.38569186e+00  2.51857918e+03 -4.56153134e-01  1.00000000e+00 -6.01752295e-21 -2.51857918e+03  4.56153134e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.41253754e+00  2.51857917e+03 -4.65496525e-01  1.00000000e+00 -5.90958352e-21 -2.51857917e+03  4.65496525e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.43990332e+00  2.51857917e+03 -4.75011311e-01  1.00000000e+00 -5.80333608e-21 -2.51857917e+03  4.75011311e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.46779927e+00  2.51857916e+03 -4.84700995e-01  1.00000000e+00 -5.69876860e-21 -2.51857916e+03  4.84700995e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.49623566e+00  2.51857916e+03 -4.94569146e-01  1.00000000e+00 -5.59586811e-21 -2.51857916e+03  4.94569146e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.52522296e+00  2.51857916e+03 -5.04619396e-01  1.00000000e+00 -5.49462087e-21 -2.51857916e+03  5.04619396e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.55477184e+00  2.51857915e+03 -5.14855446e-01  1.00000000e+00 -5.39501236e-21 -2.51857915e+03  5.14855446e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  2.51857915e+03 -5.25281066e-01  1.00000000e+00 -5.29702741e-21 -2.51857915e+03  5.25281066e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.61559810e+00  2.51857914e+03 -5.35900093e-01  1.00000000e+00 -5.20065024e-21 -2.51857914e+03  5.35900093e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.64689787e+00  2.51857914e+03 -5.46716438e-01  1.00000000e+00 -5.10586453e-21 -2.51857914e+03  5.46716438e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.67880402e+00  2.51857913e+03 -5.57734082e-01  1.00000000e+00 -5.01265348e-21 -2.51857913e+03  5.57734082e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.71132830e+00  2.51857913e+03 -5.68957084e-01  1.00000000e+00 -4.92099983e-21 -2.51857913e+03  5.68957084e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.74448270e+00  2.51857912e+03 -5.80389575e-01  1.00000000e+00 -4.83088597e-21 -2.51857912e+03  5.80389575e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.77827941e+00  2.51857912e+03 -5.92035764e-01  1.00000000e+00 -4.74229395e-21 -2.51857912e+03  5.92035764e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.81273088e+00  2.51857911e+03 -6.03899941e-01  1.00000000e+00 -4.65520550e-21 -2.51857911e+03  6.03899941e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.84784980e+00  2.51857911e+03 -6.15986472e-01  1.00000000e+00 -4.56960213e-21 -2.51857911e+03  6.15986472e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.88364909e+00  2.51857910e+03 -6.28299808e-01  1.00000000e+00 -4.48546514e-21 -2.51857910e+03  6.28299808e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.92014194e+00  2.51857910e+03 -6.40844484e-01  1.00000000e+00 -4.40277562e-21 -2.51857910e+03  6.40844484e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.95734178e+00  2.51857909e+03 -6.53625117e-01  1.00000000e+00 -4.32151456e-21 -2.51857909e+03  6.53625117e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00  2.51857908e+03 -6.66646414e-01  1.00000000e+00 -4.24166281e-21 -2.51857908e+03  6.66646414e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.03391750e+00  2.51857907e+03 -6.79913170e-01  1.00000000e+00 -4.16320113e-21 -2.51857907e+03  6.79913170e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.07332157e+00  2.51857907e+03 -6.93430268e-01  1.00000000e+00 -4.08611026e-21 -2.51857907e+03  6.93430268e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.11348904e+00  2.51857906e+03 -7.07202686e-01  1.00000000e+00 -4.01037085e-21 -2.51857906e+03  7.07202686e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.15443469e+00  2.51857905e+03 -7.21235496e-01  1.00000000e+00 -3.93596360e-21 -2.51857905e+03  7.21235496e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.19617360e+00  2.51857904e+03 -7.35533862e-01  1.00000000e+00 -3.86286918e-21 -2.51857904e+03  7.35533862e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.23872114e+00  2.51857903e+03 -7.50103052e-01  1.00000000e+00 -3.79106832e-21 -2.51857903e+03  7.50103052e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.28209297e+00  2.51857903e+03 -7.64948428e-01  1.00000000e+00 -3.72054176e-21 -2.51857903e+03  7.64948428e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.32630507e+00  2.51857902e+03 -7.80075457e-01  1.00000000e+00 -3.65127036e-21 -2.51857902e+03  7.80075457e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.37137371e+00  2.51857901e+03 -7.95489708e-01  1.00000000e+00 -3.58323502e-21 -2.51857901e+03  7.95489708e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.41731548e+00  2.51857900e+03 -8.11196858e-01  1.00000000e+00 -3.51641674e-21 -2.51857900e+03  8.11196858e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.46414731e+00  2.51857899e+03 -8.27202688e-01  1.00000000e+00 -3.45079666e-21 -2.51857899e+03  8.27202688e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+00  2.51857898e+03 -8.43513094e-01  1.00000000e+00 -3.38635600e-21 -2.51857898e+03  8.43513094e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.56055043e+00  2.51857896e+03 -8.60134079e-01  1.00000000e+00 -3.32307615e-21 -2.51857896e+03  8.60134079e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.61015722e+00  2.51857895e+03 -8.77071765e-01  1.00000000e+00 -3.26093861e-21 -2.51857895e+03  8.77071765e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
