 frequency       ad              ad              vdiff           vdiff           v(VOUT)         v(VOUT)	manifest_sha256
 1.00000000e+00  2.46475187e+03 -2.94459949e-01  1.00000000e+00 -7.45875935e-21  2.46475187e+03 -2.94459949e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.01937349e+00  2.46475187e+03 -3.00822408e-01  1.00000000e+00 -7.33303711e-21  2.46475187e+03 -3.00822408e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.03912230e+00  2.46475186e+03 -3.07295629e-01  1.00000000e+00 -7.20880736e-21  2.46475186e+03 -3.07295629e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.05925373e+00  2.46475186e+03 -3.13881997e-01  1.00000000e+00 -7.08609190e-21  2.46475186e+03 -3.13881997e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.07977516e+00  2.46475186e+03 -3.20583935e-01  1.00000000e+00 -6.96490932e-21  2.46475186e+03 -3.20583935e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.10069417e+00  2.46475186e+03 -3.27403911e-01  1.00000000e+00 -6.84527519e-21  2.46475186e+03 -3.27403911e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.12201845e+00  2.46475186e+03 -3.34344438e-01  1.00000000e+00 -6.72720232e-21  2.46475186e+03 -3.34344438e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.14375586e+00  2.46475185e+03 -3.41408069e-01  1.00000000e+00 -6.61070087e-21  2.46475185e+03 -3.41408069e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.16591440e+00  2.46475185e+03 -3.48597407e-01  1.00000000e+00 -6.49577861e-21  2.46475185e+03 -3.48597407e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.18850223e+00  2.46475185e+03 -3.55915097e-01  1.00000000e+00 -6.38244104e-21  2.46475185e+03 -3.55915097e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.21152766e+00  2.46475185e+03 -3.63363835e-01  1.00000000e+00 -6.27069157e-21  2.46475185e+03 -3.63363835e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.23499917e+00  2.46475185e+03 -3.70946363e-01  1.00000000e+00 -6.16053169e-21  2.46475185e+03 -3.70946363e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  2.46475184e+03 -3.78665473e-01  1.00000000e+00 -6.05196106e-21  2.46475184e+03 -3.78665473e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.28331519e+00  2.46475184e+03 -3.86524007e-01  1.00000000e+00 -5.94497770e-21  2.46475184e+03 -3.86524007e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.30817747e+00  2.46475184e+03 -3.94524859e-01  1.00000000e+00 -5.83957807e-21  2.46475184e+03 -3.94524859e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.33352143e+00  2.46475184e+03 -4.02670974e-01  1.00000000e+00 -5.73575722e-21  2.46475184e+03 -4.02670974e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.35935639e+00  2.46475183e+03 -4.10965352e-01  1.00000000e+00 -5.63350889e-21  2.46475183e+03 -4.10965352e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.38569186e+00  2.46475183e+03 -4.19411047e-01  1.00000000e+00 -5.53282559e-21  2.46475183e+03 -4.19411047e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.41253754e+00  2.46475183e+03 -4.28011169e-01  1.00000000e+00 -5.43369875e-21  2.46475183e+03 -4.28011169e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.43990332e+00  2.46475182e+03 -4.36768883e-01  1.00000000e+00 -5.33611876e-21  2.46475182e+03 -4.36768883e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.46779927e+00  2.46475182e+03 -4.45687415e-01  1.00000000e+00 -5.24007506e-21  2.46475182e+03 -4.45687415e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.49623566e+00  2.46475182e+03 -4.54770049e-01  1.00000000e+00 -5.14555628e-21  2.46475182e+03 -4.54770049e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.52522296e+00  2.46475181e+03 -4.64020128e-01  1.00000000e+00 -5.05255023e-21  2.46475181e+03 -4.64020128e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.55477184e+00  2.46475181e+03 -4.73441059e-01  1.00000000e+00 -4.96104403e-21  2.46475181e+03 -4.73441059e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  2.46475181e+03 -4.83036310e-01  1.00000000e+00 -4.87102414e-21  2.46475181e+03 -4.83036310e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.61559810e+00  2.46475180e+03 -4.92809415e-01  1.00000000e+00 -4.78247648e-21  2.46475180e+03 -4.92809415e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.64689787e+00  2.46475180e+03 -5.02763971e-01  1.00000000e+00 -4.69538639e-21  2.46475180e+03 -5.02763971e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.67880402e+00  2.46475180e+03 -5.12903644e-01  1.00000000e+00 -4.60973879e-21  2.46475180e+03 -5.12903644e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.71132830e+00  2.46475179e+03 -5.23232168e-01  1.00000000e+00 -4.52551816e-21  2.46475179e+03 -5.23232168e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.74448270e+00  2.46475179e+03 -5.33753345e-01  1.00000000e+00 -4.44270861e-21  2.46475179e+03 -5.33753345e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.77827941e+00  2.46475178e+03 -5.44471049e-01  1.00000000e+00 -4.36129392e-21  2.46475178e+03 -5.44471049e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
