 vss             v(VOUT)         v(XOTA.VX)      v(XOTA.VBN)     v(VBP)          v(XOTA.TAIL)    v(XOTA.NMIR)    v(VINP)         v(VINN)         ivdd_signed     idd             m1_id           m1_gm           m1_gds          m1_vdsat        m2_id           m2_gm           m2_gds          m2_vdsat        m3_id           m3_gm           m3_gds          m3_vdsat        m4_id           m4_gm           m4_gds          m4_vdsat        m5_id           m5_gm           m5_gds          m5_vdsat        m6_id           m6_gm           m6_gds          m6_vdsat        m7_id           m7_gm           m7_gds          m7_vdsat        m8_id           m8_gm           m8_gds          m8_vdsat        m9_id           m9_gm           m9_gds          m9_vdsat        m10_id          m10_gm          m10_gds         m10_vdsat	manifest_sha256
 0.00000000e+00  9.01475896e-01  8.05976228e-01  6.83793830e-01  5.67428580e-01  1.90295917e-01  7.06451088e-01  9.00000000e-01  9.01475896e-01 -1.48824308e-04  1.48824308e-04  1.88884128e-05  4.25817957e-04  4.41717990e-06  6.33737047e-02  1.86820824e-05  4.22106231e-04  4.03581931e-06  6.28071876e-02  1.88884228e-05  3.43848306e-04  2.05063027e-06  7.82893314e-02  1.86820927e-05  3.40470276e-04  2.09731911e-06  7.81240835e-02  3.75704946e-05  7.09723506e-04  1.49719725e-05  8.42077567e-02  8.22788662e-05  9.22563332e-04  9.01223543e-06  1.33792117e-01  9.12936252e-05  1.06871657e-03  3.84136974e-06  1.48350878e-01  9.99999870e-06  1.13433863e-04  3.30838553e-07  1.53734782e-01  9.96018412e-06  1.13016707e-04  3.54233843e-07  1.53697565e-01  9.96018456e-06  1.90348149e-04  1.10390741e-06  7.90132646e-02	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
