 frequency       tloop           tloop           v(VINN)         v(VINN)         v(VOUT)         v(VOUT)	manifest_sha256
 1.00000000e+00  2.11479795e+03 -2.43646309e-01  1.00000000e+00  2.77555756e-17 -2.11479795e+03  2.43646309e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.01937349e+00  2.11479795e+03 -2.48959624e-01  1.00000000e+00  0.00000000e+00 -2.11479795e+03  2.48959624e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.03912230e+00  2.11479795e+03 -2.54364606e-01  1.00000000e+00  0.00000000e+00 -2.11479795e+03  2.54364606e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.05925373e+00  2.11479795e+03 -2.59863244e-01  1.00000000e+00  5.55111512e-17 -2.11479795e+03  2.59863244e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.07977516e+00  2.11479795e+03 -2.65457564e-01  1.00000000e+00  0.00000000e+00 -2.11479795e+03  2.65457564e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.10069417e+00  2.11479794e+03 -2.71149625e-01  1.00000000e+00  0.00000000e+00 -2.11479794e+03  2.71149625e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.12201845e+00  2.11479794e+03 -2.76941522e-01  1.00000000e+00 -5.55111512e-17 -2.11479794e+03  2.76941522e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.14375586e+00  2.11479794e+03 -2.82835390e-01  1.00000000e+00  0.00000000e+00 -2.11479794e+03  2.82835390e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.16591440e+00  2.11479794e+03 -2.88833396e-01  1.00000000e+00  0.00000000e+00 -2.11479794e+03  2.88833396e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.18850223e+00  2.11479794e+03 -2.94937751e-01  1.00000000e+00  5.55111512e-17 -2.11479794e+03  2.94937751e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.21152766e+00  2.11479794e+03 -3.01150702e-01  1.00000000e+00  0.00000000e+00 -2.11479794e+03  3.01150702e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.23499917e+00  2.11479793e+03 -3.07474535e-01  1.00000000e+00  0.00000000e+00 -2.11479793e+03  3.07474535e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  2.11479793e+03 -3.13911581e-01  1.00000000e+00  0.00000000e+00 -2.11479793e+03  3.13911581e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.28331519e+00  2.11479793e+03 -3.20464208e-01  1.00000000e+00 -5.55111512e-17 -2.11479793e+03  3.20464208e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.30817747e+00  2.11479793e+03 -3.27134830e-01  1.00000000e+00  0.00000000e+00 -2.11479793e+03  3.27134830e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.33352143e+00  2.11479793e+03 -3.33925902e-01  1.00000000e+00  5.55111512e-17 -2.11479793e+03  3.33925902e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.35935639e+00  2.11479792e+03 -3.40839925e-01  1.00000000e+00  5.55111512e-17 -2.11479792e+03  3.40839925e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.38569186e+00  2.11479792e+03 -3.47879445e-01  1.00000000e+00  0.00000000e+00 -2.11479792e+03  3.47879445e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.41253754e+00  2.11479792e+03 -3.55047054e-01  1.00000000e+00  0.00000000e+00 -2.11479792e+03  3.55047054e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.43990332e+00  2.11479792e+03 -3.62345391e-01  1.00000000e+00  0.00000000e+00 -2.11479792e+03  3.62345391e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.46779927e+00  2.11479791e+03 -3.69777143e-01  1.00000000e+00 -5.55111512e-17 -2.11479791e+03  3.69777143e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.49623566e+00  2.11479791e+03 -3.77345046e-01  1.00000000e+00  0.00000000e+00 -2.11479791e+03  3.77345046e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.52522296e+00  2.11479791e+03 -3.85051887e-01  1.00000000e+00  5.55111512e-17 -2.11479791e+03  3.85051887e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.55477184e+00  2.11479791e+03 -3.92900503e-01  1.00000000e+00 -5.55111512e-17 -2.11479791e+03  3.92900503e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  2.11479790e+03 -4.00893785e-01  1.00000000e+00  0.00000000e+00 -2.11479790e+03  4.00893785e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.61559810e+00  2.11479790e+03 -4.09034676e-01  1.00000000e+00  5.55111512e-17 -2.11479790e+03  4.09034676e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.64689787e+00  2.11479790e+03 -4.17326172e-01  1.00000000e+00  0.00000000e+00 -2.11479790e+03  4.17326172e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.67880402e+00  2.11479789e+03 -4.25771328e-01  1.00000000e+00  0.00000000e+00 -2.11479789e+03  4.25771328e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.71132830e+00  2.11479789e+03 -4.34373251e-01  1.00000000e+00  0.00000000e+00 -2.11479789e+03  4.34373251e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.74448270e+00  2.11479789e+03 -4.43135111e-01  1.00000000e+00  0.00000000e+00 -2.11479789e+03  4.43135111e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.77827941e+00  2.11479788e+03 -4.52060132e-01  1.00000000e+00 -5.55111512e-17 -2.11479788e+03  4.52060132e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.81273088e+00  2.11479788e+03 -4.61151601e-01  1.00000000e+00  0.00000000e+00 -2.11479788e+03  4.61151601e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.84784980e+00  2.11479787e+03 -4.70412865e-01  1.00000000e+00 -5.55111512e-17 -2.11479787e+03  4.70412865e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.88364909e+00  2.11479787e+03 -4.79847334e-01  1.00000000e+00  5.55111512e-17 -2.11479787e+03  4.79847334e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.92014194e+00  2.11479787e+03 -4.89458483e-01  1.00000000e+00  0.00000000e+00 -2.11479787e+03  4.89458483e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.95734178e+00  2.11479786e+03 -4.99249849e-01  1.00000000e+00  5.55111512e-17 -2.11479786e+03  4.99249849e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00  2.11479786e+03 -5.09225039e-01  1.00000000e+00 -1.11022302e-16 -2.11479786e+03  5.09225039e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
