 frequency       ad              ad              vdiff           vdiff           v(VOUT)         v(VOUT)	manifest_sha256
 1.00000000e+00  2.27373401e+03 -2.58867749e-01  1.00000000e+00 -6.55719812e-21  2.27373401e+03 -2.58867749e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.01937349e+00  2.27373401e+03 -2.64483486e-01  1.00000000e+00 -6.44721653e-21  2.27373401e+03 -2.64483486e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.03912230e+00  2.27373401e+03 -2.70196606e-01  1.00000000e+00 -6.33850623e-21  2.27373401e+03 -2.70196606e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.05925373e+00  2.27373401e+03 -2.76009211e-01  1.00000000e+00 -6.23108888e-21  2.27373401e+03 -2.76009211e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.07977516e+00  2.27373401e+03 -2.81923443e-01  1.00000000e+00 -6.12498315e-21  2.27373401e+03 -2.81923443e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.10069417e+00  2.27373401e+03 -2.87941479e-01  1.00000000e+00 -6.02020494e-21  2.27373401e+03 -2.87941479e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.12201845e+00  2.27373400e+03 -2.94065534e-01  1.00000000e+00 -5.91676756e-21  2.27373400e+03 -2.94065534e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.14375586e+00  2.27373400e+03 -3.00297864e-01  1.00000000e+00 -5.81468193e-21  2.27373400e+03 -3.00297864e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.16591440e+00  2.27373400e+03 -3.06640763e-01  1.00000000e+00 -5.71395670e-21  2.27373400e+03 -3.06640763e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.18850223e+00  2.27373400e+03 -3.13096567e-01  1.00000000e+00 -5.61459846e-21  2.27373400e+03 -3.13096567e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
