 frequency       tloop           tloop           v(VINN)         v(VINN)         v(VOUT)         v(VOUT)	manifest_sha256
 1.00000000e+00  2.26625436e+03 -2.47113180e-01  1.00000000e+00 -6.25945143e-21 -2.26625436e+03  2.47113180e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.01937349e+00  2.26625436e+03 -2.52499616e-01  1.00000000e+00 -6.15509022e-21 -2.26625436e+03  2.52499616e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.03912230e+00  2.26625436e+03 -2.57979023e-01  1.00000000e+00 -6.05189564e-21 -2.26625436e+03  2.57979023e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.05925373e+00  2.26625436e+03 -2.63553416e-01  1.00000000e+00 -5.94989121e-21 -2.26625436e+03  2.63553416e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.07977516e+00  2.26625436e+03 -2.69224850e-01  1.00000000e+00 -5.84909743e-21 -2.26625436e+03  2.69224850e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.10069417e+00  2.26625436e+03 -2.74995412e-01  1.00000000e+00 -5.74953203e-21 -2.26625436e+03  2.74995412e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.12201845e+00  2.26625435e+03 -2.80867227e-01  1.00000000e+00 -5.65121010e-21 -2.26625435e+03  2.80867227e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.14375586e+00  2.26625435e+03 -2.86842456e-01  1.00000000e+00 -5.55414430e-21 -2.26625435e+03  2.86842456e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.16591440e+00  2.26625435e+03 -2.92923301e-01  1.00000000e+00 -5.45834502e-21 -2.26625435e+03  2.92923301e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.18850223e+00  2.26625435e+03 -2.99112000e-01  1.00000000e+00 -5.36382053e-21 -2.26625435e+03  2.99112000e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.21152766e+00  2.26625435e+03 -3.05410831e-01  1.00000000e+00 -5.27057715e-21 -2.26625435e+03  3.05410831e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.23499917e+00  2.26625435e+03 -3.11822114e-01  1.00000000e+00 -5.17861936e-21 -2.26625435e+03  3.11822114e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  2.26625434e+03 -3.18348210e-01  1.00000000e+00 -5.08794995e-21 -2.26625434e+03  3.18348210e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.28331519e+00  2.26625434e+03 -3.24991521e-01  1.00000000e+00 -4.99857010e-21 -2.26625434e+03  3.24991521e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.30817747e+00  2.26625434e+03 -3.31754493e-01  1.00000000e+00 -4.91047959e-21 -2.26625434e+03  3.31754493e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.33352143e+00  2.26625434e+03 -3.38639617e-01  1.00000000e+00 -4.82367679e-21 -2.26625434e+03  3.38639617e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.35935639e+00  2.26625434e+03 -3.45649427e-01  1.00000000e+00 -4.73815887e-21 -2.26625434e+03  3.45649427e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.38569186e+00  2.26625433e+03 -3.52786506e-01  1.00000000e+00 -4.65392180e-21 -2.26625433e+03  3.52786506e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.41253754e+00  2.26625433e+03 -3.60053479e-01  1.00000000e+00 -4.57096051e-21 -2.26625433e+03  3.60053479e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.43990332e+00  2.26625433e+03 -3.67453024e-01  1.00000000e+00 -4.48926894e-21 -2.26625433e+03  3.67453024e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.46779927e+00  2.26625433e+03 -3.74987865e-01  1.00000000e+00 -4.40884014e-21 -2.26625433e+03  3.74987865e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.49623566e+00  2.26625432e+03 -3.82660775e-01  1.00000000e+00 -4.32966632e-21 -2.26625432e+03  3.82660775e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.52522296e+00  2.26625432e+03 -3.90474581e-01  1.00000000e+00 -4.25173892e-21 -2.26625432e+03  3.90474581e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.55477184e+00  2.26625432e+03 -3.98432159e-01  1.00000000e+00 -4.17504872e-21 -2.26625432e+03  3.98432159e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  2.26625432e+03 -4.06536439e-01  1.00000000e+00 -4.09958584e-21 -2.26625432e+03  4.06536439e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.61559810e+00  2.26625431e+03 -4.14790405e-01  1.00000000e+00 -4.02533982e-21 -2.26625431e+03  4.14790405e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.64689787e+00  2.26625431e+03 -4.23197096e-01  1.00000000e+00 -3.95229971e-21 -2.26625431e+03  4.23197096e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.67880402e+00  2.26625431e+03 -4.31759608e-01  1.00000000e+00 -3.88045405e-21 -2.26625431e+03  4.31759608e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.71132830e+00  2.26625430e+03 -4.40481093e-01  1.00000000e+00 -3.80979099e-21 -2.26625430e+03  4.40481093e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.74448270e+00  2.26625430e+03 -4.49364763e-01  1.00000000e+00 -3.74029827e-21 -2.26625430e+03  4.49364763e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.77827941e+00  2.26625430e+03 -4.58413888e-01  1.00000000e+00 -3.67196331e-21 -2.26625430e+03  4.58413888e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.81273088e+00  2.26625429e+03 -4.67631801e-01  1.00000000e+00 -3.60477323e-21 -2.26625429e+03  4.67631801e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.84784980e+00  2.26625429e+03 -4.77021894e-01  1.00000000e+00 -3.53871486e-21 -2.26625429e+03  4.77021894e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.88364909e+00  2.26625428e+03 -4.86587627e-01  1.00000000e+00 -3.47377484e-21 -2.26625428e+03  4.86587627e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.92014194e+00  2.26625428e+03 -4.96332520e-01  1.00000000e+00 -3.40993956e-21 -2.26625428e+03  4.96332520e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
