 frequency       tloop           tloop           v(VINN)         v(VINN)         v(VOUT)         v(VOUT)	manifest_sha256
 1.00000000e+00  2.46449245e+03 -2.94425561e-01  1.00000000e+00 -7.45788828e-21 -2.46449245e+03  2.94425561e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.01937349e+00  2.46449244e+03 -3.00787418e-01  1.00000000e+00 -7.33218416e-21 -2.46449244e+03  3.00787418e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.03912230e+00  2.46449244e+03 -3.07260024e-01  1.00000000e+00 -7.20797210e-21 -2.46449244e+03  3.07260024e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.05925373e+00  2.46449244e+03 -3.13845763e-01  1.00000000e+00 -7.08527391e-21 -2.46449244e+03  3.13845763e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.07977516e+00  2.46449244e+03 -3.20547060e-01  1.00000000e+00 -6.96410819e-21 -2.46449244e+03  3.20547060e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.10069417e+00  2.46449244e+03 -3.27366382e-01  1.00000000e+00 -6.84449054e-21 -2.46449244e+03  3.27366382e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.12201845e+00  2.46449244e+03 -3.34306239e-01  1.00000000e+00 -6.72643375e-21 -2.46449244e+03  3.34306239e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.14375586e+00  2.46449243e+03 -3.41369188e-01  1.00000000e+00 -6.60994801e-21 -2.46449243e+03  3.41369188e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.16591440e+00  2.46449243e+03 -3.48557828e-01  1.00000000e+00 -6.49504111e-21 -2.46449243e+03  3.48557828e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.18850223e+00  2.46449243e+03 -3.55874807e-01  1.00000000e+00 -6.38171854e-21 -2.46449243e+03  3.55874807e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.21152766e+00  2.46449243e+03 -3.63322819e-01  1.00000000e+00 -6.26998374e-21 -2.46449243e+03  3.63322819e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.23499917e+00  2.46449242e+03 -3.70904605e-01  1.00000000e+00 -6.15983819e-21 -2.46449242e+03  3.70904605e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  2.46449242e+03 -3.78622958e-01  1.00000000e+00 -6.05128157e-21 -2.46449242e+03  3.78622958e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.28331519e+00  2.46449242e+03 -3.86480719e-01  1.00000000e+00 -5.94431190e-21 -2.46449242e+03  3.86480719e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.30817747e+00  2.46449242e+03 -3.94480783e-01  1.00000000e+00 -5.83892567e-21 -2.46449242e+03  3.94480783e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.33352143e+00  2.46449241e+03 -4.02626093e-01  1.00000000e+00 -5.73511792e-21 -2.46449241e+03  4.02626093e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.35935639e+00  2.46449241e+03 -4.10919649e-01  1.00000000e+00 -5.63288240e-21 -2.46449241e+03  4.10919649e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.38569186e+00  2.46449241e+03 -4.19364506e-01  1.00000000e+00 -5.53221163e-21 -2.46449241e+03  4.19364506e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.41253754e+00  2.46449241e+03 -4.27963772e-01  1.00000000e+00 -5.43309705e-21 -2.46449241e+03  4.27963772e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.43990332e+00  2.46449240e+03 -4.36720614e-01  1.00000000e+00 -5.33552904e-21 -2.46449240e+03  4.36720614e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.46779927e+00  2.46449240e+03 -4.45638256e-01  1.00000000e+00 -5.23949708e-21 -2.46449240e+03  4.45638256e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.49623566e+00  2.46449240e+03 -4.54719981e-01  1.00000000e+00 -5.14498978e-21 -2.46449240e+03  4.54719981e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.52522296e+00  2.46449239e+03 -4.63969133e-01  1.00000000e+00 -5.05199496e-21 -2.46449239e+03  4.63969133e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.55477184e+00  2.46449239e+03 -4.73389118e-01  1.00000000e+00 -4.96049975e-21 -2.46449239e+03  4.73389118e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  2.46449239e+03 -4.82983404e-01  1.00000000e+00 -4.87049063e-21 -2.46449239e+03  4.82983404e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.61559810e+00  2.46449238e+03 -4.92755524e-01  1.00000000e+00 -4.78195349e-21 -2.46449238e+03  4.92755524e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.64689787e+00  2.46449238e+03 -5.02709076e-01  1.00000000e+00 -4.69487372e-21 -2.46449238e+03  5.02709076e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.67880402e+00  2.46449237e+03 -5.12847725e-01  1.00000000e+00 -4.60923622e-21 -2.46449237e+03  5.12847725e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.71132830e+00  2.46449237e+03 -5.23175203e-01  1.00000000e+00 -4.52502547e-21 -2.46449237e+03  5.23175203e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.74448270e+00  2.46449236e+03 -5.33695314e-01  1.00000000e+00 -4.44222559e-21 -2.46449236e+03  5.33695314e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.77827941e+00  2.46449236e+03 -5.44411930e-01  1.00000000e+00 -4.36082038e-21 -2.46449236e+03  5.44411930e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.81273088e+00  2.46449236e+03 -5.55328999e-01  1.00000000e+00 -4.28079334e-21 -2.46449236e+03  5.55328999e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.84784980e+00  2.46449235e+03 -5.66450538e-01  1.00000000e+00 -4.20212772e-21 -2.46449235e+03  5.66450538e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.88364909e+00  2.46449235e+03 -5.77780644e-01  1.00000000e+00 -4.12480659e-21 -2.46449235e+03  5.77780644e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.92014194e+00  2.46449234e+03 -5.89323488e-01  1.00000000e+00 -4.04881280e-21 -2.46449234e+03  5.89323488e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.95734178e+00  2.46449233e+03 -6.01083319e-01  1.00000000e+00 -3.97412909e-21 -2.46449233e+03  6.01083319e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00  2.46449233e+03 -6.13064469e-01  1.00000000e+00 -3.90073806e-21 -2.46449233e+03  6.13064469e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.03391750e+00  2.46449232e+03 -6.25271348e-01  1.00000000e+00 -3.82862224e-21 -2.46449232e+03  6.25271348e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.07332157e+00  2.46449232e+03 -6.37708451e-01  1.00000000e+00 -3.75776408e-21 -2.46449232e+03  6.37708451e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.11348904e+00  2.46449231e+03 -6.50380357e-01  1.00000000e+00 -3.68814599e-21 -2.46449231e+03  6.50380357e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.15443469e+00  2.46449230e+03 -6.63291733e-01  1.00000000e+00 -3.61975037e-21 -2.46449230e+03  6.63291733e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.19617360e+00  2.46449229e+03 -6.76447331e-01  1.00000000e+00 -3.55255962e-21 -2.46449229e+03  6.76447331e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.23872114e+00  2.46449229e+03 -6.89851996e-01  1.00000000e+00 -3.48655615e-21 -2.46449229e+03  6.89851996e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.28209297e+00  2.46449228e+03 -7.03510664e-01  1.00000000e+00 -3.42172241e-21 -2.46449228e+03  7.03510664e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.32630507e+00  2.46449227e+03 -7.17428363e-01  1.00000000e+00 -3.35804092e-21 -2.46449227e+03  7.17428363e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.37137371e+00  2.46449226e+03 -7.31610218e-01  1.00000000e+00 -3.29549425e-21 -2.46449226e+03  7.31610218e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.41731548e+00  2.46449225e+03 -7.46061451e-01  1.00000000e+00 -3.23406504e-21 -2.46449225e+03  7.46061451e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.46414731e+00  2.46449225e+03 -7.60787383e-01  1.00000000e+00 -3.17373605e-21 -2.46449225e+03  7.60787383e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+00  2.46449224e+03 -7.75793435e-01  1.00000000e+00 -3.11449013e-21 -2.46449224e+03  7.75793435e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
