 frequency       tloop           tloop           v(VINN)         v(VINN)         v(VOUT)         v(VOUT)	manifest_sha256
 1.00000000e+00  2.27105037e+03 -2.58558860e-01  1.00000000e+00 -6.54937387e-21 -2.27105037e+03  2.58558860e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.01937349e+00  2.27105037e+03 -2.64168036e-01  1.00000000e+00 -6.43952692e-21 -2.27105037e+03  2.64168036e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.03912230e+00  2.27105037e+03 -2.69874478e-01  1.00000000e+00 -6.33094949e-21 -2.27105037e+03  2.69874478e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.05925373e+00  2.27105037e+03 -2.75680288e-01  1.00000000e+00 -6.22366323e-21 -2.27105037e+03  2.75680288e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.07977516e+00  2.27105036e+03 -2.81587604e-01  1.00000000e+00 -6.11768680e-21 -2.27105036e+03  2.81587604e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.10069417e+00  2.27105036e+03 -2.87598599e-01  1.00000000e+00 -6.01303609e-21 -2.27105036e+03  2.87598599e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.12201845e+00  2.27105036e+03 -2.93715488e-01  1.00000000e+00 -5.90972442e-21 -2.27105036e+03  2.93715488e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.14375586e+00  2.27105036e+03 -2.99940522e-01  1.00000000e+00 -5.80776269e-21 -2.27105036e+03  2.99940522e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.16591440e+00  2.27105036e+03 -3.06275994e-01  1.00000000e+00 -5.70715957e-21 -2.27105036e+03  3.06275994e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.18850223e+00  2.27105036e+03 -3.12724236e-01  1.00000000e+00 -5.60792164e-21 -2.27105036e+03  3.12724236e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.21152766e+00  2.27105035e+03 -3.19287623e-01  1.00000000e+00 -5.51005353e-21 -2.27105035e+03  3.19287623e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.23499917e+00  2.27105035e+03 -3.25968571e-01  1.00000000e+00 -5.41355810e-21 -2.27105035e+03  3.25968571e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  2.27105035e+03 -3.32769541e-01  1.00000000e+00 -5.31843651e-21 -2.27105035e+03  3.32769541e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.28331519e+00  2.27105035e+03 -3.39693036e-01  1.00000000e+00 -5.22468839e-21 -2.27105035e+03  3.39693036e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.30817747e+00  2.27105035e+03 -3.46741605e-01  1.00000000e+00 -5.13231194e-21 -2.27105035e+03  3.46741605e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.33352143e+00  2.27105034e+03 -3.53917844e-01  1.00000000e+00 -5.04130402e-21 -2.27105034e+03  3.53917844e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.35935639e+00  2.27105034e+03 -3.61224395e-01  1.00000000e+00 -4.95166027e-21 -2.27105034e+03  3.61224395e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.38569186e+00  2.27105034e+03 -3.68663948e-01  1.00000000e+00 -4.86337523e-21 -2.27105034e+03  3.68663948e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.41253754e+00  2.27105034e+03 -3.76239243e-01  1.00000000e+00 -4.77644235e-21 -2.27105034e+03  3.76239243e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.43990332e+00  2.27105033e+03 -3.83953069e-01  1.00000000e+00 -4.69085417e-21 -2.27105033e+03  3.83953069e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.46779927e+00  2.27105033e+03 -3.91808265e-01  1.00000000e+00 -4.60660233e-21 -2.27105033e+03  3.91808265e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.49623566e+00  2.27105033e+03 -3.99807725e-01  1.00000000e+00 -4.52367767e-21 -2.27105033e+03  3.99807725e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.52522296e+00  2.27105033e+03 -4.07954394e-01  1.00000000e+00 -4.44207029e-21 -2.27105033e+03  4.07954394e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.55477184e+00  2.27105032e+03 -4.16251270e-01  1.00000000e+00 -4.36176964e-21 -2.27105032e+03  4.16251270e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  2.27105032e+03 -4.24701410e-01  1.00000000e+00 -4.28276454e-21 -2.27105032e+03  4.24701410e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
