 frequency       tloop           tloop           v(VINN)         v(VINN)         v(VOUT)         v(VOUT)	manifest_sha256
 1.00000000e+00  1.89030168e+03 -2.00431912e-01  1.00000000e+00  0.00000000e+00 -1.89030168e+03  2.00431912e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.01937349e+00  1.89030167e+03 -2.04818727e-01  1.00000000e+00  0.00000000e+00 -1.89030167e+03  2.04818727e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.03912230e+00  1.89030167e+03 -2.09280955e-01  1.00000000e+00  0.00000000e+00 -1.89030167e+03  2.09280955e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.05925373e+00  1.89030167e+03 -2.13820241e-01  1.00000000e+00 -2.77555756e-17 -1.89030167e+03  2.13820241e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.07977516e+00  1.89030167e+03 -2.18438255e-01  1.00000000e+00  2.77555756e-17 -1.89030167e+03  2.18438255e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.10069417e+00  1.89030167e+03 -2.23136697e-01  1.00000000e+00  0.00000000e+00 -1.89030167e+03  2.23136697e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.12201845e+00  1.89030167e+03 -2.27917298e-01  1.00000000e+00  0.00000000e+00 -1.89030167e+03  2.27917298e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.14375586e+00  1.89030167e+03 -2.32781818e-01  1.00000000e+00  0.00000000e+00 -1.89030167e+03  2.32781818e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.16591440e+00  1.89030167e+03 -2.37732048e-01  1.00000000e+00 -2.77555756e-17 -1.89030167e+03  2.37732048e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.18850223e+00  1.89030167e+03 -2.42769811e-01  1.00000000e+00 -2.77555756e-17 -1.89030167e+03  2.42769811e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.21152766e+00  1.89030166e+03 -2.47896961e-01  1.00000000e+00  0.00000000e+00 -1.89030166e+03  2.47896961e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.23499917e+00  1.89030166e+03 -2.53115386e-01  1.00000000e+00 -5.55111512e-17 -1.89030166e+03  2.53115386e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  1.89030166e+03 -2.58427009e-01  1.00000000e+00  0.00000000e+00 -1.89030166e+03  2.58427009e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.28331519e+00  1.89030166e+03 -2.63833783e-01  1.00000000e+00  0.00000000e+00 -1.89030166e+03  2.63833783e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.30817747e+00  1.89030166e+03 -2.69337701e-01  1.00000000e+00  0.00000000e+00 -1.89030166e+03  2.69337701e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.33352143e+00  1.89030166e+03 -2.74940788e-01  1.00000000e+00 -5.55111512e-17 -1.89030166e+03  2.74940788e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.35935639e+00  1.89030166e+03 -2.80645109e-01  1.00000000e+00  0.00000000e+00 -1.89030166e+03  2.80645109e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.38569186e+00  1.89030165e+03 -2.86452762e-01  1.00000000e+00  5.55111512e-17 -1.89030165e+03  2.86452762e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.41253754e+00  1.89030165e+03 -2.92365887e-01  1.00000000e+00  0.00000000e+00 -1.89030165e+03  2.92365887e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.43990332e+00  1.89030165e+03 -2.98386661e-01  1.00000000e+00  0.00000000e+00 -1.89030165e+03  2.98386661e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.46779927e+00  1.89030165e+03 -3.04517300e-01  1.00000000e+00  0.00000000e+00 -1.89030165e+03  3.04517300e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.49623566e+00  1.89030165e+03 -3.10760062e-01  1.00000000e+00  0.00000000e+00 -1.89030165e+03  3.10760062e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.52522296e+00  1.89030164e+03 -3.17117246e-01  1.00000000e+00  0.00000000e+00 -1.89030164e+03  3.17117246e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.55477184e+00  1.89030164e+03 -3.23591192e-01  1.00000000e+00  0.00000000e+00 -1.89030164e+03  3.23591192e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  1.89030164e+03 -3.30184283e-01  1.00000000e+00  0.00000000e+00 -1.89030164e+03  3.30184283e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.61559810e+00  1.89030164e+03 -3.36898948e-01  1.00000000e+00  5.55111512e-17 -1.89030164e+03  3.36898948e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.64689787e+00  1.89030163e+03 -3.43737658e-01  1.00000000e+00 -5.55111512e-17 -1.89030163e+03  3.43737658e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.67880402e+00  1.89030163e+03 -3.50702933e-01  1.00000000e+00  0.00000000e+00 -1.89030163e+03  3.50702933e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.71132830e+00  1.89030163e+03 -3.57797335e-01  1.00000000e+00  0.00000000e+00 -1.89030163e+03  3.57797335e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.74448270e+00  1.89030163e+03 -3.65023478e-01  1.00000000e+00 -5.55111512e-17 -1.89030163e+03  3.65023478e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.77827941e+00  1.89030162e+03 -3.72384023e-01  1.00000000e+00 -5.55111512e-17 -1.89030162e+03  3.72384023e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.81273088e+00  1.89030162e+03 -3.79881678e-01  1.00000000e+00  0.00000000e+00 -1.89030162e+03  3.79881678e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.84784980e+00  1.89030162e+03 -3.87519205e-01  1.00000000e+00  0.00000000e+00 -1.89030162e+03  3.87519205e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.88364909e+00  1.89030161e+03 -3.95299416e-01  1.00000000e+00  0.00000000e+00 -1.89030161e+03  3.95299416e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.92014194e+00  1.89030161e+03 -4.03225176e-01  1.00000000e+00  5.55111512e-17 -1.89030161e+03  4.03225176e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.95734178e+00  1.89030161e+03 -4.11299403e-01  1.00000000e+00  0.00000000e+00 -1.89030161e+03  4.11299403e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00  1.89030160e+03 -4.19525070e-01  1.00000000e+00  0.00000000e+00 -1.89030160e+03  4.19525070e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.03391750e+00  1.89030160e+03 -4.27905205e-01  1.00000000e+00  0.00000000e+00 -1.89030160e+03  4.27905205e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.07332157e+00  1.89030160e+03 -4.36442894e-01  1.00000000e+00  5.55111512e-17 -1.89030160e+03  4.36442894e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.11348904e+00  1.89030159e+03 -4.45141281e-01  1.00000000e+00  0.00000000e+00 -1.89030159e+03  4.45141281e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.15443469e+00  1.89030159e+03 -4.54003569e-01  1.00000000e+00  0.00000000e+00 -1.89030159e+03  4.54003569e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
