device,ids,gm,gds,vgs,vds,vdsat
M8,-9.999998820817405e-06,0.0001020060154098751,3.36458221676724e-07,-1.16724668807448,-1.16724668807448,-0.1697032387080531
M9,-9.991455090098706e-06,0.0001019238855917205,3.417718766349612e-07,-1.16724668807448,-1.142051055908432,-0.1696953444088251
M10,9.991455574786332e-06,0.0001727560309578945,1.036214078893169e-06,0.657948944091568,0.657948944091568,0.09235519778443177
M1,3.292934426974414e-12,8.854275291675105e-11,7.015141168210128e-13,0.02121302690050322,1.437954783727197,0.04073944984956466
M2,1.977123630653799e-12,5.316377897155165e-11,4.007254030545715e-13,-8.124827004562903e-09,1.728159810936452,0.04073946991594058
M3A,-1.997187602205105e-12,6.050822497564409e-11,4.288032266962241e-13,-0.3620452081479757,-0.3620452081479757,-0.04374349959265162
M3B,-1.997187602205105e-12,6.050822497564409e-11,4.288032266962241e-13,-0.3620452081479757,-0.3620452081479757,-0.04374349959265162
M4A,-1.77712385746079e-12,5.38431285821551e-11,3.456979427242402e-12,-0.3620452081479757,-0.07184018093872102,-0.04374348665355189
M4B,-1.77712385746079e-12,5.38431285821551e-11,3.456979427242402e-12,-0.3620452081479757,-0.07184018093872102,-0.04374348665355189
M5,5.270058046381986e-12,5.977889222438652e-11,0.0006486363088631881,0.657948944091568,8.124827033384463e-09,0.09854164644607045
M6,9.53894971223596e-05,6.042960681138653e-05,0.004426191540569125,1.728159819061279,0.02121303502533012,0.5588605067088139
M7A,-4.780009461220271e-05,0.000498305273261924,1.199447913994416e-06,-1.16724668807448,-1.77878696497467,-0.1652860494333728
M7B,-4.780009461220271e-05,0.000498305273261924,1.199447913994416e-06,-1.16724668807448,-1.77878696497467,-0.1652860494333728
