 frequency              r_VOUT                 i_VOUT                
 1.000000000000000e+00  1.841566223082132e-02 -3.502898867789730e-02 
 1.019373485938873e+00  1.786431611654443e-02 -3.465084765505056e-02 
 1.039122303835169e+00  1.732494167220062e-02 -3.426829810876493e-02 
 1.059253725177289e+00  1.679753741028539e-02 -3.388176134901805e-02 
 1.079775162327710e+00  1.628208478189161e-02 -3.349165034163280e-02 
 1.100694171252210e+00  1.577854856098851e-02 -3.309836958570353e-02 
 1.122018454301964e+00  1.528687830016046e-02 -3.270231368489122e-02 
 1.143755863049539e+00  1.480700884279237e-02 -3.230386725159018e-02 
 1.165914401179832e+00  1.433886086506951e-02 -3.190340477515746e-02 
 1.188502227437019e+00  1.388234233026852e-02 -3.150128948792869e-02 
 1.211527658628589e+00  1.343734901877157e-02 -3.109787340532760e-02 
 1.234999172687586e+00  1.300376507926601e-02 -3.069349733360717e-02 
 1.258925411794168e+00  1.258146443860572e-02 -3.028849000259475e-02 
 1.283315185557652e+00  1.217031131635643e-02 -2.988316822621212e-02 
 1.308177474260195e+00  1.177016075367041e-02 -2.947783703197099e-02 
 1.333521432163325e+00  1.138086003369863e-02 -2.907278894511565e-02 
 1.359356390878527e+00  1.100224871700191e-02 -2.866830466020409e-02 
 1.385691862803129e+00  1.063416008661991e-02 -2.826465237428704e-02 
 1.412537544622755e+00  1.027642116500159e-02 -2.786208847554805e-02 
 1.439903320881634e+00  9.928854079698183e-03 -2.746085701213808e-02 
 1.467799267622071e+00  9.591276056760613e-03 -2.706119039079620e-02 
 1.496235656094435e+00  9.263500701970994e-03 -2.666330896476130e-02 
 1.525222956539020e+00  8.945337967435187e-03 -2.626742173540336e-02 
 1.554771842041175e+00  8.636595345512192e-03 -2.587372604338291e-02 
 1.584893192461115e+00  8.337077806879853e-03 -2.548240826668614e-02 
 1.615598098439875e+00  8.046588906251187e-03 -2.509364360018464e-02 
 1.646897865482870e+00  7.764930758979233e-03 -2.470759669616042e-02 
 1.678804018122562e+00  7.491904721861085e-03 -2.432442175784331e-02 
 1.711328304161782e+00  7.227312012697104e-03 -2.394426269097686e-02 
 1.744482698999256e+00  6.970953710778912e-03 -2.356725367387257e-02 
 1.778279410038925e+00  6.722631397547825e-03 -2.319351926695873e-02 
 1.812730881184701e+00  6.482147434946380e-03 -2.282317476555787e-02 
 1.847849797422293e+00  6.249305228240817e-03 -2.245632654468614e-02 
 1.883649089489803e+00  6.023909750750091e-03 -2.209307222965339e-02 
 1.920141938638804e+00  5.805767467033002e-03 -2.173350122693103e-02 
 1.957341781487663e+00  5.594686813468323e-03 -2.137769489325345e-02 
 1.995262314968882e+00  5.390478364484142e-03 -2.102572688705443e-02 
 2.033917501372295e+00  5.192955036184873e-03 -2.067766348110989e-02 
 2.073321573485958e+00  5.001932269622499e-03 -2.033356387241989e-02 
 2.113489039836649e+00  4.817228194708749e-03 -1.999348048846068e-02 
 2.154434690031886e+00  4.638663775763894e-03 -1.965745928903368e-02 
 2.196173600205439e+00  4.466062983069776e-03 -1.932554004128309e-02 
 2.238721138568343e+00  4.299252729770041e-03 -1.899775669891848e-02 
 2.282092971067454e+00  4.138063232597637e-03 -1.867413755311726e-02 
 2.326305067153629e+00  3.982327916052701e-03 -1.835470560132981e-02 
 2.371373705661659e+00  3.831883563568176e-03 -1.803947877808538e-02 
 2.417315480804108e+00  3.686570219324415e-03 -1.772847028980361e-02 
 2.464147308281285e+00  3.546231500210090e-03 -1.742168874774177e-02 
 2.511886431509584e+00  3.410714328309029e-03 -1.711913855295582e-02 
 2.560550427970480e+00  3.279869244004506e-03 -1.682082000799742e-02 
 2.610157215682541e+00  3.153550170317285e-03 -1.652672965849992e-02 
 2.660725059798814e+00  3.031614527734279e-03 -1.623686046865822e-02 
 2.712272579332033e+00  2.913923320911025e-03 -1.595120200268232e-02 
 2.764818754010113e+00  2.800340937281832e-03 -1.566974071072290e-02 
 2.818382931264459e+00  2.690735257606948e-03 -1.539246007718204e-02 
 2.872984833353670e+00  2.584977600039856e-03 -1.511934082664476e-02 
 2.928644564625242e+00  2.482942690982259e-03 -1.485036110872022e-02 
 2.985382618917966e+00  2.384508630963866e-03 -1.458549667517021e-02 
 3.043219887107728e+00  2.289556880597720e-03 -1.432472104101097e-02 
 3.102177664799508e+00  2.197972118974914e-03 -1.406800568090115e-02 
 3.162277660168387e+00  2.109642370242780e-03 -1.381532012433881e-02 
