 vss                    v(VDD)                 v(VSS)                 v(VINP)                v(VOUT)                v(VBP)                 v(VINN)                i(VDD)                 @m.xota.xm8.msky130_fd_pr__pfet_01v8[id] @m.xota.xm8.msky130_fd_pr__pfet_01v8[gm] @m.xota.xm8.msky130_fd_pr__pfet_01v8[gds] @m.xota.xm8.msky130_fd_pr__pfet_01v8[vgs] @m.xota.xm8.msky130_fd_pr__pfet_01v8[vds] @m.xota.xm8.msky130_fd_pr__pfet_01v8[vdsat] @m.xota.xm9.msky130_fd_pr__pfet_01v8[id] @m.xota.xm9.msky130_fd_pr__pfet_01v8[gm] @m.xota.xm9.msky130_fd_pr__pfet_01v8[gds] @m.xota.xm9.msky130_fd_pr__pfet_01v8[vgs] @m.xota.xm9.msky130_fd_pr__pfet_01v8[vds] @m.xota.xm9.msky130_fd_pr__pfet_01v8[vdsat] @m.xota.xm10.msky130_fd_pr__nfet_01v8[id] @m.xota.xm10.msky130_fd_pr__nfet_01v8[gm] @m.xota.xm10.msky130_fd_pr__nfet_01v8[gds] @m.xota.xm10.msky130_fd_pr__nfet_01v8[vgs] @m.xota.xm10.msky130_fd_pr__nfet_01v8[vds] @m.xota.xm10.msky130_fd_pr__nfet_01v8[vdsat] @m.xota.xm1.msky130_fd_pr__nfet_01v8[id] @m.xota.xm1.msky130_fd_pr__nfet_01v8[gm] @m.xota.xm1.msky130_fd_pr__nfet_01v8[gds] @m.xota.xm1.msky130_fd_pr__nfet_01v8[vgs] @m.xota.xm1.msky130_fd_pr__nfet_01v8[vds] @m.xota.xm1.msky130_fd_pr__nfet_01v8[vdsat] @m.xota.xm2.msky130_fd_pr__nfet_01v8[id] @m.xota.xm2.msky130_fd_pr__nfet_01v8[gm] @m.xota.xm2.msky130_fd_pr__nfet_01v8[gds] @m.xota.xm2.msky130_fd_pr__nfet_01v8[vgs] @m.xota.xm2.msky130_fd_pr__nfet_01v8[vds] @m.xota.xm2.msky130_fd_pr__nfet_01v8[vdsat] @m.xota.xm3a.msky130_fd_pr__pfet_01v8[id] @m.xota.xm3a.msky130_fd_pr__pfet_01v8[gm] @m.xota.xm3a.msky130_fd_pr__pfet_01v8[gds] @m.xota.xm3a.msky130_fd_pr__pfet_01v8[vgs] @m.xota.xm3a.msky130_fd_pr__pfet_01v8[vds] @m.xota.xm3a.msky130_fd_pr__pfet_01v8[vdsat] @m.xota.xm3b.msky130_fd_pr__pfet_01v8[id] @m.xota.xm3b.msky130_fd_pr__pfet_01v8[gm] @m.xota.xm3b.msky130_fd_pr__pfet_01v8[gds] @m.xota.xm3b.msky130_fd_pr__pfet_01v8[vgs] @m.xota.xm3b.msky130_fd_pr__pfet_01v8[vds] @m.xota.xm3b.msky130_fd_pr__pfet_01v8[vdsat] @m.xota.xm4a.msky130_fd_pr__pfet_01v8[id] @m.xota.xm4a.msky130_fd_pr__pfet_01v8[gm] @m.xota.xm4a.msky130_fd_pr__pfet_01v8[gds] @m.xota.xm4a.msky130_fd_pr__pfet_01v8[vgs] @m.xota.xm4a.msky130_fd_pr__pfet_01v8[vds] @m.xota.xm4a.msky130_fd_pr__pfet_01v8[vdsat] @m.xota.xm4b.msky130_fd_pr__pfet_01v8[id] @m.xota.xm4b.msky130_fd_pr__pfet_01v8[gm] @m.xota.xm4b.msky130_fd_pr__pfet_01v8[gds] @m.xota.xm4b.msky130_fd_pr__pfet_01v8[vgs] @m.xota.xm4b.msky130_fd_pr__pfet_01v8[vds] @m.xota.xm4b.msky130_fd_pr__pfet_01v8[vdsat] @m.xota.xm5.msky130_fd_pr__nfet_01v8[id] @m.xota.xm5.msky130_fd_pr__nfet_01v8[gm] @m.xota.xm5.msky130_fd_pr__nfet_01v8[gds] @m.xota.xm5.msky130_fd_pr__nfet_01v8[vgs] @m.xota.xm5.msky130_fd_pr__nfet_01v8[vds] @m.xota.xm5.msky130_fd_pr__nfet_01v8[vdsat] @m.xota.xm6.msky130_fd_pr__nfet_01v8[id] @m.xota.xm6.msky130_fd_pr__nfet_01v8[gm] @m.xota.xm6.msky130_fd_pr__nfet_01v8[gds] @m.xota.xm6.msky130_fd_pr__nfet_01v8[vgs] @m.xota.xm6.msky130_fd_pr__nfet_01v8[vds] @m.xota.xm6.msky130_fd_pr__nfet_01v8[vdsat] @m.xota.xm7a.msky130_fd_pr__pfet_01v8[id] @m.xota.xm7a.msky130_fd_pr__pfet_01v8[gm] @m.xota.xm7a.msky130_fd_pr__pfet_01v8[gds] @m.xota.xm7a.msky130_fd_pr__pfet_01v8[vgs] @m.xota.xm7a.msky130_fd_pr__pfet_01v8[vds] @m.xota.xm7a.msky130_fd_pr__pfet_01v8[vdsat] @m.xota.xm7b.msky130_fd_pr__pfet_01v8[id] @m.xota.xm7b.msky130_fd_pr__pfet_01v8[gm] @m.xota.xm7b.msky130_fd_pr__pfet_01v8[gds] @m.xota.xm7b.msky130_fd_pr__pfet_01v8[vgs] @m.xota.xm7b.msky130_fd_pr__pfet_01v8[vds] @m.xota.xm7b.msky130_fd_pr__pfet_01v8[vdsat]
 0.000000000000000e+00  1.800000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  2.121303502533023e-02  6.327533119255205e-01  2.121303502533023e-02 -1.155930922076116e-04  9.999998820817405e-06  1.020060154098751e-04  3.364582216767240e-07  1.167246688074480e+00  1.167246688074480e+00  1.697032387080531e-01  9.991455090098706e-06  1.019238855917205e-04  3.417718766349612e-07  1.167246688074480e+00  1.142051055908432e+00  1.696953444088251e-01  9.991455574786332e-06  1.727560309578945e-04  1.036214078893169e-06  6.579489440915680e-01  6.579489440915680e-01  9.235519778443177e-02  3.292934426974414e-12  8.854275291675105e-11  7.015141168210128e-13  2.121302690050322e-02  1.437954783727197e+00  4.073944984956466e-02  1.977123630653799e-12  5.316377897155165e-11  4.007254030545715e-13 -8.124827004562903e-09  1.728159810936452e+00  4.073946991594058e-02  1.997187602205105e-12  6.050822497564409e-11  4.288032266962241e-13  3.620452081479757e-01  3.620452081479757e-01  4.374349959265162e-02  1.997187602205105e-12  6.050822497564409e-11  4.288032266962241e-13  3.620452081479757e-01  3.620452081479757e-01  4.374349959265162e-02  1.777123857460790e-12  5.384312858215510e-11  3.456979427242402e-12  3.620452081479757e-01  7.184018093872102e-02  4.374348665355189e-02  1.777123857460790e-12  5.384312858215510e-11  3.456979427242402e-12  3.620452081479757e-01  7.184018093872102e-02  4.374348665355189e-02  5.270058046381986e-12  5.977889222438652e-11  6.486363088631881e-04  6.579489440915680e-01  8.124827033384463e-09  9.854164644607045e-02  9.538949712235960e-05  6.042960681138653e-05  4.426191540569125e-03  1.728159819061279e+00  2.121303502533012e-02  5.588605067088139e-01  4.780009461220271e-05  4.983052732619240e-04  1.199447913994416e-06  1.167246688074480e+00  1.778786964974670e+00  1.652860494333728e-01  4.780009461220271e-05  4.983052732619240e-04  1.199447913994416e-06  1.167246688074480e+00  1.778786964974670e+00  1.652860494333728e-01 
