 v-sweep         id              od              cm             
 7.97500000e-01 -2.50000000e-02 -3.87934243e-01  8.32806993e-01 
 7.97812500e-01 -2.43750000e-02 -3.78244667e-01  8.32807913e-01 
 7.98125000e-01 -2.37500000e-02 -3.68554391e-01  8.32808808e-01 
 7.98437500e-01 -2.31250000e-02 -3.58863438e-01  8.32809679e-01 
 7.98750000e-01 -2.25000000e-02 -3.49171829e-01  8.32810526e-01 
 7.99062500e-01 -2.18750000e-02 -3.39479587e-01  8.32811348e-01 
 7.99375000e-01 -2.12500000e-02 -3.29786731e-01  8.32812146e-01 
 7.99687500e-01 -2.06250000e-02 -3.20093285e-01  8.32812920e-01 
 8.00000000e-01 -2.00000000e-02 -3.10399267e-01  8.32813671e-01 
 8.00312500e-01 -1.93750000e-02 -3.00704699e-01  8.32814397e-01 
 8.00625000e-01 -1.87500000e-02 -2.91009599e-01  8.32815099e-01 
 8.00937500e-01 -1.81250000e-02 -2.81313989e-01  8.32815778e-01 
 8.01250000e-01 -1.75000000e-02 -2.71617888e-01  8.32816433e-01 
 8.01562500e-01 -1.68750000e-02 -2.61921314e-01  8.32817065e-01 
 8.01875000e-01 -1.62500000e-02 -2.52224287e-01  8.32817673e-01 
 8.02187500e-01 -1.56250000e-02 -2.42526825e-01  8.32818258e-01 
 8.02500000e-01 -1.50000000e-02 -2.32828946e-01  8.32818819e-01 
 8.02812500e-01 -1.43750000e-02 -2.23130670e-01  8.32819357e-01 
 8.03125000e-01 -1.37500000e-02 -2.13432013e-01  8.32819871e-01 
 8.03437500e-01 -1.31250000e-02 -2.03732995e-01  8.32820363e-01 
 8.03750000e-01 -1.25000000e-02 -1.94033632e-01  8.32820831e-01 
 8.04062500e-01 -1.18750000e-02 -1.84333942e-01  8.32821276e-01 
 8.04375000e-01 -1.12500000e-02 -1.74633942e-01  8.32821698e-01 
 8.04687500e-01 -1.06250000e-02 -1.64933650e-01  8.32822097e-01 
 8.05000000e-01 -1.00000000e-02 -1.55233082e-01  8.32822473e-01 
 8.05312500e-01 -9.37500000e-03 -1.45532256e-01  8.32822825e-01 
 8.05625000e-01 -8.75000000e-03 -1.35831188e-01  8.32823155e-01 
 8.05937500e-01 -8.12500000e-03 -1.26129895e-01  8.32823463e-01 
 8.06250000e-01 -7.50000000e-03 -1.16428393e-01  8.32823747e-01 
 8.06562500e-01 -6.87500000e-03 -1.06726699e-01  8.32824008e-01 
 8.06875000e-01 -6.25000000e-03 -9.70248285e-02  8.32824247e-01 
 8.07187500e-01 -5.62500000e-03 -8.73227989e-02  8.32824462e-01 
 8.07500000e-01 -5.00000000e-03 -7.76206258e-02  8.32824655e-01 
 8.07812500e-01 -4.37500000e-03 -6.79183255e-02  8.32824826e-01 
 8.08125000e-01 -3.75000000e-03 -5.82157615e-02  8.32824974e-01 
 8.08437500e-01 -3.12500000e-03 -4.85129854e-02  8.32825102e-01 
 8.08750000e-01 -2.50000000e-03 -3.88108207e-02  8.32825200e-01 
 8.09062500e-01 -1.87500000e-03 -2.91081710e-02  8.32825279e-01 
 8.09375000e-01 -1.25000000e-03 -1.94054736e-02  8.32825336e-01 
 8.09687500e-01 -6.25000000e-04 -9.70274463e-03  8.32825370e-01 
 8.10000000e-01  3.99680289e-15  4.12833101e-11  8.32825382e-01 
 8.10312500e-01  6.25000000e-04  9.70274473e-03  8.32825370e-01 
 8.10625000e-01  1.25000000e-03  1.94054737e-02  8.32825336e-01 
 8.10937500e-01  1.87500000e-03  2.91081709e-02  8.32825279e-01 
 8.11250000e-01  2.50000000e-03  3.88108206e-02  8.32825200e-01 
 8.11562500e-01  3.12500000e-03  4.85129814e-02  8.32825102e-01 
 8.11875000e-01  3.75000000e-03  5.82157613e-02  8.32824974e-01 
 8.12187500e-01  4.37500000e-03  6.79183255e-02  8.32824826e-01 
 8.12500000e-01  5.00000000e-03  7.76206259e-02  8.32824655e-01 
 8.12812500e-01  5.62500000e-03  8.73227988e-02  8.32824462e-01 
 8.13125000e-01  6.25000000e-03  9.70248286e-02  8.32824247e-01 
 8.13437500e-01  6.87500000e-03  1.06726699e-01  8.32824008e-01 
 8.13750000e-01  7.50000000e-03  1.16428393e-01  8.32823747e-01 
 8.14062500e-01  8.12500000e-03  1.26129895e-01  8.32823463e-01 
 8.14375000e-01  8.75000000e-03  1.35831188e-01  8.32823155e-01 
 8.14687500e-01  9.37500000e-03  1.45532256e-01  8.32822825e-01 
 8.15000000e-01  1.00000000e-02  1.55233082e-01  8.32822473e-01 
 8.15312500e-01  1.06250000e-02  1.64933650e-01  8.32822097e-01 
 8.15625000e-01  1.12500000e-02  1.74633942e-01  8.32821698e-01 
 8.15937500e-01  1.18750000e-02  1.84333942e-01  8.32821276e-01 
 8.16250000e-01  1.25000000e-02  1.94033632e-01  8.32820831e-01 
 8.16562500e-01  1.31250000e-02  2.03732995e-01  8.32820363e-01 
 8.16875000e-01  1.37500000e-02  2.13432014e-01  8.32819871e-01 
 8.17187500e-01  1.43750000e-02  2.23130670e-01  8.32819357e-01 
 8.17500000e-01  1.50000000e-02  2.32828946e-01  8.32818819e-01 
 8.17812500e-01  1.56250000e-02  2.42526825e-01  8.32818258e-01 
 8.18125000e-01  1.62500000e-02  2.52224287e-01  8.32817673e-01 
 8.18437500e-01  1.68750000e-02  2.61921314e-01  8.32817065e-01 
 8.18750000e-01  1.75000000e-02  2.71617888e-01  8.32816433e-01 
 8.19062500e-01  1.81250000e-02  2.81313989e-01  8.32815778e-01 
 8.19375000e-01  1.87500000e-02  2.91009599e-01  8.32815099e-01 
 8.19687500e-01  1.93750000e-02  3.00704699e-01  8.32814397e-01 
 8.20000000e-01  2.00000000e-02  3.10399267e-01  8.32813671e-01 
 8.20312500e-01  2.06250000e-02  3.20093285e-01  8.32812920e-01 
 8.20625000e-01  2.12500000e-02  3.29786731e-01  8.32812146e-01 
 8.20937500e-01  2.18750000e-02  3.39479587e-01  8.32811348e-01 
 8.21250000e-01  2.25000000e-02  3.49171829e-01  8.32810526e-01 
 8.21562500e-01  2.31250000e-02  3.58863438e-01  8.32809679e-01 
 8.21875000e-01  2.37500000e-02  3.68554391e-01  8.32808808e-01 
 8.22187500e-01  2.43750000e-02  3.78244667e-01  8.32807913e-01 
 8.22500000e-01  2.50000000e-02  3.87934243e-01  8.32806993e-01 
