 time            d6              h6              c6              p6             
 0.00000000e+00 -3.59952484e-01 -4.55191440e-15  9.89594695e-01  1.25579752e-03 
 5.00000000e-11 -3.59952484e-01 -4.55191440e-15  9.89594695e-01  1.25579752e-03 
 1.00000000e-10 -3.59952484e-01 -4.44089210e-15  9.89594695e-01  1.25579752e-03 
 2.00000000e-10 -3.59952484e-01 -4.21884749e-15  9.89594695e-01  1.25579752e-03 
 4.00000000e-10 -3.59952484e-01 -3.99680289e-15  9.89594695e-01  1.25579752e-03 
 8.00000000e-10 -3.59952484e-01 -3.88578059e-15  9.89594695e-01  1.25579752e-03 
 1.60000000e-09 -3.59952484e-01 -3.55271368e-15  9.89594695e-01  1.25579752e-03 
 3.20000000e-09 -3.59952484e-01 -3.33066907e-15  9.89594695e-01  1.25579752e-03 
 6.40000000e-09 -3.59952484e-01 -2.99760217e-15  9.89594695e-01  1.25579752e-03 
 1.14000000e-08 -3.59952484e-01 -1.99840144e-15  9.89594695e-01  1.25579752e-03 
 1.64000000e-08 -3.59952484e-01 -1.33226763e-15  9.89594695e-01  1.25579752e-03 
 2.14000000e-08 -3.59952484e-01 -6.66133815e-16  9.89594695e-01  1.25579752e-03 
 2.64000000e-08 -3.59952484e-01  1.11022302e-16  9.89594695e-01  1.25579752e-03 
 3.14000000e-08 -3.59952484e-01  7.77156117e-16  9.89594695e-01  1.25579752e-03 
 3.64000000e-08 -3.59952484e-01  1.55431223e-15  9.89594695e-01  1.25579752e-03 
 4.14000000e-08 -3.59952484e-01  2.44249065e-15  9.89594695e-01  1.25579752e-03 
 4.64000000e-08 -3.59952484e-01  3.55271368e-15  9.89594695e-01  1.25579752e-03 
 5.14000000e-08 -3.59952484e-01  4.44089210e-15  9.89594695e-01  1.25579752e-03 
 5.64000000e-08 -3.59952484e-01  5.10702591e-15  9.89594695e-01  1.25579752e-03 
 6.14000000e-08 -3.59952484e-01  5.88418203e-15  9.89594695e-01  1.25579752e-03 
 6.64000000e-08 -3.59952484e-01  6.77236045e-15  9.89594695e-01  1.25579752e-03 
 7.14000000e-08 -3.59952484e-01  7.66053887e-15  9.89594695e-01  1.25579752e-03 
 7.64000000e-08 -3.59952484e-01  8.10462808e-15  9.89594695e-01  1.25579752e-03 
 8.14000000e-08 -3.59952484e-01  8.32667268e-15  9.89594695e-01  1.25579752e-03 
 8.64000000e-08 -3.59952484e-01  8.77076189e-15  9.89594695e-01  1.25579752e-03 
 9.14000000e-08 -3.59952484e-01  9.54791801e-15  9.89594695e-01  1.25579752e-03 
 9.64000000e-08 -3.59952484e-01  1.06581410e-14  9.89594695e-01  1.25579752e-03 
 1.01400000e-07 -3.59952484e-01  1.16573418e-14  9.89594695e-01  1.25579752e-03 
 1.06400000e-07 -3.59952484e-01  1.23234756e-14  9.89594695e-01  1.25579752e-03 
 1.11400000e-07 -3.59952484e-01  1.33226763e-14  9.89594695e-01  1.25579752e-03 
 1.16400000e-07 -3.59952484e-01  1.43218770e-14  9.89594695e-01  1.25579752e-03 
 1.21400000e-07 -3.59952484e-01  1.47659662e-14  9.89594695e-01  1.25579752e-03 
 1.26400000e-07 -3.59952484e-01  1.53210777e-14  9.89594695e-01  1.25579752e-03 
 1.31400000e-07 -3.59952484e-01  1.59872116e-14  9.89594695e-01  1.25579752e-03 
 1.36400000e-07 -3.59952484e-01  1.67643677e-14  9.89594695e-01  1.25579752e-03 
 1.41400000e-07 -3.59952484e-01  1.77635684e-14  9.89594695e-01  1.25579752e-03 
 1.46400000e-07 -3.59952484e-01  1.85407245e-14  9.89594695e-01  1.25579752e-03 
 1.51400000e-07 -3.59952484e-01  1.93178806e-14  9.89594695e-01  1.25579752e-03 
 1.56400000e-07 -3.59952484e-01  1.99840144e-14  9.89594695e-01  1.25579752e-03 
