 time            d1              h1              c1              p1             
 0.00000000e+00 -2.74888534e-01 -3.44169138e-15  8.05447229e-01  9.34764460e-04 
 5.00000000e-11 -2.74888534e-01 -3.10862447e-15  8.05447229e-01  9.34764460e-04 
 1.00000000e-10 -2.74888534e-01 -2.88657986e-15  8.05447229e-01  9.34764460e-04 
 2.00000000e-10 -2.74888534e-01 -2.44249065e-15  8.05447229e-01  9.34764460e-04 
 4.00000000e-10 -2.74888534e-01 -1.99840144e-15  8.05447229e-01  9.34764460e-04 
 8.00000000e-10 -2.74888534e-01 -1.88737914e-15  8.05447229e-01  9.34764460e-04 
 1.60000000e-09 -2.74888534e-01 -1.88737914e-15  8.05447229e-01  9.34764460e-04 
 3.20000000e-09 -2.74888534e-01 -2.55351296e-15  8.05447229e-01  9.34764460e-04 
 6.40000000e-09 -2.74888534e-01 -3.66373598e-15  8.05447229e-01  9.34764460e-04 
 1.14000000e-08 -2.74888534e-01 -4.21884749e-15  8.05447229e-01  9.34764460e-04 
 1.64000000e-08 -2.74888534e-01 -3.21964677e-15  8.05447229e-01  9.34764460e-04 
 2.14000000e-08 -2.74888534e-01 -2.22044605e-15  8.05447229e-01  9.34764460e-04 
 2.64000000e-08 -2.74888534e-01 -1.33226763e-15  8.05447229e-01  9.34764460e-04 
 3.14000000e-08 -2.74888534e-01 -3.33066907e-16  8.05447229e-01  9.34764460e-04 
 3.64000000e-08 -2.74888534e-01  8.88178420e-16  8.05447229e-01  9.34764460e-04 
 4.14000000e-08 -2.74888534e-01  2.10942375e-15  8.05447229e-01  9.34764460e-04 
 4.64000000e-08 -2.74888534e-01  3.33066907e-15  8.05447229e-01  9.34764460e-04 
 5.14000000e-08 -2.74888534e-01  4.44089210e-15  8.05447229e-01  9.34764460e-04 
 5.64000000e-08 -2.74888534e-01  5.55111512e-15  8.05447229e-01  9.34764460e-04 
 6.14000000e-08 -2.74888534e-01  6.43929354e-15  8.05447229e-01  9.34764460e-04 
 6.64000000e-08 -2.74888534e-01  7.32747196e-15  8.05447229e-01  9.34764460e-04 
 7.14000000e-08 -2.74888534e-01  8.21565038e-15  8.05447229e-01  9.34764460e-04 
 7.64000000e-08 -2.74888534e-01  8.99280650e-15  8.05447229e-01  9.34764460e-04 
 8.14000000e-08 -2.74888534e-01  9.88098492e-15  8.05447229e-01  9.34764460e-04 
 8.64000000e-08 -2.74888534e-01  1.08801856e-14  8.05447229e-01  9.34764460e-04 
 9.14000000e-08 -2.74888534e-01  1.18793864e-14  8.05447229e-01  9.34764460e-04 
 9.64000000e-08 -2.74888534e-01  1.28785871e-14  8.05447229e-01  9.34764460e-04 
 1.01400000e-07 -2.74888534e-01  1.39888101e-14  8.05447229e-01  9.34764460e-04 
 1.06400000e-07 -2.74888534e-01  1.50990331e-14  8.05447229e-01  9.34764460e-04 
 1.11400000e-07 -2.74888534e-01  1.60982339e-14  8.05447229e-01  9.34764460e-04 
 1.16400000e-07 -2.74888534e-01  1.68753900e-14  8.05447229e-01  9.34764460e-04 
 1.21400000e-07 -2.74888534e-01  1.75415238e-14  8.05447229e-01  9.34764460e-04 
 1.26400000e-07 -2.74888534e-01  1.80966353e-14  8.05447229e-01  9.34764460e-04 
 1.31400000e-07 -2.74888534e-01  1.88737914e-14  8.05447229e-01  9.34764460e-04 
 1.36400000e-07 -2.74888534e-01  1.96509475e-14  8.05447229e-01  9.34764460e-04 
 1.41400000e-07 -2.74888534e-01  2.03170814e-14  8.05447229e-01  9.34764460e-04 
 1.46400000e-07 -2.74888534e-01  2.10942375e-14  8.05447229e-01  9.34764460e-04 
 1.51400000e-07 -2.74888534e-01  2.17603713e-14  8.05447229e-01  9.34764460e-04 
 1.56400000e-07 -2.74888534e-01  2.24265051e-14  8.05447229e-01  9.34764460e-04 
