device,ids,gm,gds,vgs,vds,vdsat
M8,-9.999998820817386e-06,0.000102006015409875,3.364582216767233e-07,-1.167246688074479,-1.167246688074479,-0.1697032387080531
M9,-9.991455090098684e-06,0.0001019238855917203,3.417718766349604e-07,-1.167246688074479,-1.142051055908432,-0.1696953444088251
M10,9.99145557478643e-06,0.0001727560309578959,1.036214078893177e-06,0.6579489440915686,0.6579489440915686,0.09235519778443227
M1,2.056073620977389e-05,0.0002737640736871864,0.0003777575251396203,0.8234068015708379,0.04085880359763561,0.09919942441478764
M2,2.059067379360743e-05,0.0002129982096308956,0.0006785334041053185,0.853642367688383,0.02656075791312607,0.1178406607104788
M3A,-1.028036734084186e-05,0.0001612277221304254,1.049000683102642e-06,-1.012783564090747,-1.012783564090747,-0.08953514262762631
M3B,-1.028036734084186e-05,0.0001612277221304254,1.049000683102642e-06,-1.012783564090747,-1.012783564090747,-0.08953514262762631
M4A,-1.029533616855967e-05,0.0001614417618312438,1.044848281798829e-06,-1.012783564090747,-1.027081609775257,-0.08955806092063294
M4B,-1.029533616855967e-05,0.0001614417618312438,1.044848281798829e-06,-1.012783564090747,-1.027081609775257,-0.08955806092063294
M5,4.115140756044774e-05,0.0006935746758990327,3.875936043884937e-06,0.6579489440915686,0.7463576323116171,0.09854215656094699
M6,7.23680919190609e-05,0.0007858118223026359,5.793238108381986e-06,0.7729183902247432,1.569764433882455,0.1468675390393151
M7A,-4.40350736043346e-05,0.0004528563542036433,1.41275423577067e-05,-1.167246688074479,-0.230235566117545,-0.1648054842264446
M7B,-4.40350736043346e-05,0.0004528563542036433,1.41275423577067e-05,-1.167246688074479,-0.230235566117545,-0.1648054842264446
