 vdd                 v(op)               v(on)               v(xpre.bn)          v(xpre.bp)          i(vdd)             
 1.800000000000e+00  8.694768250778e-01  8.694768250778e-01  5.917743736137e-01  7.732416211738e-01 -3.759066463891e-05 
