device,ids,gm,gds,vgs,vds,vdsat
M8,-9.999998820817449e-06,0.0001020060154098754,3.364582216767255e-07,-1.16724668807448,-1.16724668807448,-0.1697032387080531
M9,-9.991455090098753e-06,0.0001019238855917208,3.417718766349632e-07,-1.16724668807448,-1.142051055908431,-0.1696953444088251
M10,9.991455574786466e-06,0.0001727560309578963,1.03621407889318e-06,0.6579489440915688,0.6579489440915688,0.09235519778443227
M1,1.38777145583561e-05,0.000288363739781254,2.636998906316424e-06,0.6370169859235739,0.7487357067913296,0.0668191785500928
M2,1.389694245645233e-05,0.0002887365169056173,2.658280363521039e-06,0.6372036312854046,0.7356563307498256,0.06688270340565085
M3A,-6.938856653768466e-06,0.0001138223810485629,7.363391700651445e-07,-0.988467924494075,-0.988467924494075,-0.07885317730333326
M3B,-6.938856653768466e-06,0.0001138223810485629,7.363391700651445e-07,-0.988467924494075,-0.988467924494075,-0.07885317730333326
M4A,-6.948470575306975e-06,0.0001139696338554157,7.337615528267168e-07,-0.988467924494075,-1.001547300535579,-0.07887076251186755
M4B,-6.948470575306975e-06,0.0001139696338554157,7.337615528267168e-07,-0.988467924494075,-1.001547300535579,-0.07887076251186755
M5,2.777465677951821e-05,0.0003918397567749477,0.0002510591676033725,0.6579489440915688,0.06279636871459549,0.09854168936561802
M6,8.671411857930139e-05,0.0008464565565798761,1.086365986507194e-05,0.7984526994644211,0.6998133546381694,0.1622889784355165
M7A,-4.685612528985104e-05,0.0004892992960261167,1.654471613744499e-06,-1.16724668807448,-1.100186645361831,-0.1650753963944501
M7B,-4.685612528985104e-05,0.0004892992960261167,1.654471613744499e-06,-1.16724668807448,-1.100186645361831,-0.1650753963944501
