 frequency       tloop           tloop           v(VINN)         v(VINN)         v(VOUT)         v(VOUT)	manifest_sha256
 1.00000000e+00  2.41957300e+03 -2.86295661e-01  1.00000000e+00 -7.25195535e-21 -2.41957300e+03  2.86295661e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.01937349e+00  2.41957300e+03 -2.92500103e-01  1.00000000e+00 -7.13016723e-21 -2.41957300e+03  2.92500103e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.03912230e+00  2.41957299e+03 -2.98812243e-01  1.00000000e+00 -7.00979661e-21 -2.41957299e+03  2.98812243e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.05925373e+00  2.41957299e+03 -3.05234405e-01  1.00000000e+00 -6.89086674e-21 -2.41957299e+03  3.05234405e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.07977516e+00  2.41957299e+03 -3.11768954e-01  1.00000000e+00 -6.77339762e-21 -2.41957299e+03  3.11768954e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.10069417e+00  2.41957299e+03 -3.18418297e-01  1.00000000e+00 -6.65740620e-21 -2.41957299e+03  3.18418297e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.12201845e+00  2.41957299e+03 -3.25184880e-01  1.00000000e+00 -6.54290664e-21 -2.41957299e+03  3.25184880e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.14375586e+00  2.41957298e+03 -3.32071196e-01  1.00000000e+00 -6.42991043e-21 -2.41957298e+03  3.32071196e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.16591440e+00  2.41957298e+03 -3.39079780e-01  1.00000000e+00 -6.31842664e-21 -2.41957298e+03  3.39079780e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.18850223e+00  2.41957298e+03 -3.46213213e-01  1.00000000e+00 -6.20846205e-21 -2.41957298e+03  3.46213213e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.21152766e+00  2.41957298e+03 -3.53474121e-01  1.00000000e+00 -6.10002133e-21 -2.41957298e+03  3.53474121e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.23499917e+00  2.41957298e+03 -3.60865178e-01  1.00000000e+00 -5.99310719e-21 -2.41957298e+03  3.60865178e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25892541e+00  2.41957297e+03 -3.68389105e-01  1.00000000e+00 -5.88772049e-21 -2.41957297e+03  3.68389105e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.28331519e+00  2.41957297e+03 -3.76048672e-01  1.00000000e+00 -5.78386044e-21 -2.41957297e+03  3.76048672e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.30817747e+00  2.41957297e+03 -3.83846699e-01  1.00000000e+00 -5.68152466e-21 -2.41957297e+03  3.83846699e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.33352143e+00  2.41957297e+03 -3.91786059e-01  1.00000000e+00 -5.58070933e-21 -2.41957297e+03  3.91786059e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.35935639e+00  2.41957296e+03 -3.99869674e-01  1.00000000e+00 -5.48140930e-21 -2.41957296e+03  3.99869674e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.38569186e+00  2.41957296e+03 -4.08100520e-01  1.00000000e+00 -5.38361818e-21 -2.41957296e+03  4.08100520e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.41253754e+00  2.41957296e+03 -4.16481628e-01  1.00000000e+00 -5.28732847e-21 -2.41957296e+03  4.16481628e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.43990332e+00  2.41957296e+03 -4.25016084e-01  1.00000000e+00 -5.19253161e-21 -2.41957296e+03  4.25016084e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.46779927e+00  2.41957295e+03 -4.33707030e-01  1.00000000e+00 -5.09921808e-21 -2.41957295e+03  4.33707030e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.49623566e+00  2.41957295e+03 -4.42557667e-01  1.00000000e+00 -5.00737750e-21 -2.41957295e+03  4.42557667e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.52522296e+00  2.41957295e+03 -4.51571252e-01  1.00000000e+00 -4.91699868e-21 -2.41957295e+03  4.51571252e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.55477184e+00  2.41957294e+03 -4.60751106e-01  1.00000000e+00 -4.82806973e-21 -2.41957294e+03  4.60751106e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58489319e+00  2.41957294e+03 -4.70100607e-01  1.00000000e+00 -4.74057805e-21 -2.41957294e+03  4.70100607e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.61559810e+00  2.41957294e+03 -4.79623199e-01  1.00000000e+00 -4.65451048e-21 -2.41957294e+03  4.79623199e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.64689787e+00  2.41957293e+03 -4.89322388e-01  1.00000000e+00 -4.56985331e-21 -2.41957293e+03  4.89322388e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.67880402e+00  2.41957293e+03 -4.99201744e-01  1.00000000e+00 -4.48659233e-21 -2.41957293e+03  4.99201744e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.71132830e+00  2.41957292e+03 -5.09264905e-01  1.00000000e+00 -4.40471291e-21 -2.41957292e+03  5.09264905e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.74448270e+00  2.41957292e+03 -5.19515578e-01  1.00000000e+00 -4.32420004e-21 -2.41957292e+03  5.19515578e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.77827941e+00  2.41957291e+03 -5.29957535e-01  1.00000000e+00 -4.24503834e-21 -2.41957291e+03  5.29957535e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.81273088e+00  2.41957291e+03 -5.40594621e-01  1.00000000e+00 -4.16721215e-21 -2.41957291e+03  5.40594621e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.84784980e+00  2.41957290e+03 -5.51430754e-01  1.00000000e+00 -4.09070553e-21 -2.41957290e+03  5.51430754e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.88364909e+00  2.41957290e+03 -5.62469923e-01  1.00000000e+00 -4.01550234e-21 -2.41957290e+03  5.62469923e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.92014194e+00  2.41957289e+03 -5.73716192e-01  1.00000000e+00 -3.94158623e-21 -2.41957289e+03  5.73716192e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.95734178e+00  2.41957289e+03 -5.85173703e-01  1.00000000e+00 -3.86894069e-21 -2.41957289e+03  5.85173703e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.99526231e+00  2.41957288e+03 -5.96846673e-01  1.00000000e+00 -3.79754908e-21 -2.41957288e+03  5.96846673e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.03391750e+00  2.41957288e+03 -6.08739402e-01  1.00000000e+00 -3.72739466e-21 -2.41957288e+03  6.08739402e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.07332157e+00  2.41957287e+03 -6.20856268e-01  1.00000000e+00 -3.65846060e-21 -2.41957287e+03  6.20856268e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.11348904e+00  2.41957286e+03 -6.33201732e-01  1.00000000e+00 -3.59073004e-21 -2.41957286e+03  6.33201732e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.15443469e+00  2.41957286e+03 -6.45780340e-01  1.00000000e+00 -3.52418605e-21 -2.41957286e+03  6.45780340e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.19617360e+00  2.41957285e+03 -6.58596723e-01  1.00000000e+00 -3.45881174e-21 -2.41957285e+03  6.58596723e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.23872114e+00  2.41957284e+03 -6.71655601e-01  1.00000000e+00 -3.39459017e-21 -2.41957284e+03  6.71655601e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.28209297e+00  2.41957284e+03 -6.84961781e-01  1.00000000e+00 -3.33150446e-21 -2.41957284e+03  6.84961781e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.32630507e+00  2.41957283e+03 -6.98520163e-01  1.00000000e+00 -3.26953775e-21 -2.41957283e+03  6.98520163e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.37137371e+00  2.41957282e+03 -7.12335739e-01  1.00000000e+00 -3.20867327e-21 -2.41957282e+03  7.12335739e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.41731548e+00  2.41957281e+03 -7.26413596e-01  1.00000000e+00 -3.14889427e-21 -2.41957281e+03  7.26413596e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.46414731e+00  2.41957280e+03 -7.40758917e-01  1.00000000e+00 -3.09018412e-21 -2.41957280e+03  7.40758917e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.51188643e+00  2.41957279e+03 -7.55376985e-01  1.00000000e+00 -3.03252626e-21 -2.41957279e+03  7.55376985e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.56055043e+00  2.41957279e+03 -7.70273181e-01  1.00000000e+00 -2.97590425e-21 -2.41957279e+03  7.70273181e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.61015722e+00  2.41957278e+03 -7.85452990e-01  1.00000000e+00 -2.92030176e-21 -2.41957278e+03  7.85452990e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.66072506e+00  2.41957277e+03 -8.00922002e-01  1.00000000e+00 -2.86570257e-21 -2.41957277e+03  8.00922002e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.71227258e+00  2.41957275e+03 -8.16685912e-01  1.00000000e+00 -2.81209061e-21 -2.41957275e+03  8.16685912e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.76481875e+00  2.41957274e+03 -8.32750524e-01  1.00000000e+00 -2.75944994e-21 -2.41957274e+03  8.32750524e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.81838293e+00  2.41957273e+03 -8.49121754e-01  1.00000000e+00 -2.70776476e-21 -2.41957273e+03  8.49121754e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.87298483e+00  2.41957272e+03 -8.65805628e-01  1.00000000e+00 -2.65701943e-21 -2.41957272e+03  8.65805628e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.92864456e+00  2.41957271e+03 -8.82808291e-01  1.00000000e+00 -2.60719846e-21 -2.41957271e+03  8.82808291e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 2.98538262e+00  2.41957270e+03 -9.00136003e-01  1.00000000e+00 -2.55828652e-21 -2.41957270e+03  9.00136003e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.04321989e+00  2.41957268e+03 -9.17795143e-01  1.00000000e+00 -2.51026846e-21 -2.41957268e+03  9.17795143e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.10217766e+00  2.41957267e+03 -9.35792213e-01  1.00000000e+00 -2.46312928e-21 -2.41957267e+03  9.35792213e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.16227766e+00  2.41957265e+03 -9.54133841e-01  1.00000000e+00 -2.41685416e-21 -2.41957265e+03  9.54133841e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.22354200e+00  2.41957264e+03 -9.72826779e-01  1.00000000e+00 -2.37142847e-21 -2.41957264e+03  9.72826779e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.28599325e+00  2.41957262e+03 -9.91877910e-01  1.00000000e+00 -2.32683775e-21 -2.41957262e+03  9.91877910e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.34965439e+00  2.41957261e+03 -1.01129425e+00  1.00000000e+00 -2.28306770e-21 -2.41957261e+03  1.01129425e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.41454887e+00  2.41957259e+03 -1.03108294e+00  1.00000000e+00 -2.24010424e-21 -2.41957259e+03  1.03108294e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.48070059e+00  2.41957257e+03 -1.05125128e+00  1.00000000e+00 -2.19793344e-21 -2.41957257e+03  1.05125128e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.54813389e+00  2.41957256e+03 -1.07180669e+00  1.00000000e+00 -2.15654158e-21 -2.41957256e+03  1.07180669e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.61687361e+00  2.41957254e+03 -1.09275673e+00  1.00000000e+00 -2.11591511e-21 -2.41957254e+03  1.09275673e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.68694506e+00  2.41957252e+03 -1.11410913e+00  1.00000000e+00 -2.07604068e-21 -2.41957252e+03  1.11410913e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.75837404e+00  2.41957250e+03 -1.13587173e+00  1.00000000e+00 -2.03690512e-21 -2.41957250e+03  1.13587173e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.83118685e+00  2.41957248e+03 -1.15805257e+00  1.00000000e+00 -1.99849545e-21 -2.41957248e+03  1.15805257e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.90541029e+00  2.41957245e+03 -1.18065979e+00  1.00000000e+00 -1.96079887e-21 -2.41957245e+03  1.18065979e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 3.98107171e+00  2.41957243e+03 -1.20370174e+00  1.00000000e+00 -1.92380277e-21 -2.41957243e+03  1.20370174e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.05819894e+00  2.41957241e+03 -1.22718688e+00  1.00000000e+00 -1.88749474e-21 -2.41957241e+03  1.22718688e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 4.13682040e+00  2.41957238e+03 -1.25112387e+00  1.00000000e+00 -1.85186254e-21 -2.41957238e+03  1.25112387e+00	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
