 frequency       onoise_spectrum inoise_spectrum
 2.18776162e+03  2.71780585e-07  8.50970282e-09 
 2.23872114e+03  2.69574003e-07  8.44061411e-09 
 2.29086765e+03  2.67393372e-07  8.37233800e-09 
 2.34422882e+03  2.65238447e-07  8.30486683e-09 
 2.39883292e+03  2.63108987e-07  8.23819303e-09 
 2.45470892e+03  2.61004752e-07  8.17230910e-09 
 2.51188643e+03  2.58925504e-07  8.10720759e-09 
 2.57039578e+03  2.56871007e-07  8.04288112e-09 
 2.63026799e+03  2.54841028e-07  7.97932240e-09 
 2.69153480e+03  2.52835336e-07  7.91652416e-09 
 2.75422870e+03  2.50853701e-07  7.85447924e-09 
 2.81838293e+03  2.48895896e-07  7.79318052e-09 
 2.88403150e+03  2.46961695e-07  7.73262093e-09 
 2.95120923e+03  2.45050875e-07  7.67279348e-09 
 3.01995172e+03  2.43163214e-07  7.61369125e-09 
 3.09029543e+03  2.41298492e-07  7.55530734e-09 
 3.16227766e+03  2.39456492e-07  7.49763494e-09 
 3.23593657e+03  2.37636997e-07  7.44066729e-09 
 3.31131121e+03  2.35839793e-07  7.38439768e-09 
 3.38844156e+03  2.34064668e-07  7.32881947e-09 
 3.46736850e+03  2.32311411e-07  7.27392606e-09 
 3.54813389e+03  2.30579813e-07  7.21971091e-09 
 3.63078055e+03  2.28869667e-07  7.16616753e-09 
 3.71535229e+03  2.27180766e-07  7.11328949e-09 
 3.80189396e+03  2.25512908e-07  7.06107040e-09 
 3.89045145e+03  2.23865888e-07  7.00950393e-09 
 3.98107171e+03  2.22239508e-07  6.95858380e-09 
 4.07380278e+03  2.20633567e-07  6.90830377e-09 
 4.16869383e+03  2.19047867e-07  6.85865765e-09 
 4.26579519e+03  2.17482213e-07  6.80963932e-09 
 4.36515832e+03  2.15936410e-07  6.76124268e-09 
 4.46683592e+03  2.14410264e-07  6.71346167e-09 
 4.57088190e+03  2.12903584e-07  6.66629032e-09 
 4.67735141e+03  2.11416180e-07  6.61972266e-09 
 4.78630092e+03  2.09947862e-07  6.57375278e-09 
 4.89778819e+03  2.08498442e-07  6.52837482e-09 
 5.01187234e+03  2.07067736e-07  6.48358295e-09 
 5.12861384e+03  2.05655557e-07  6.43937141e-09 
 5.24807460e+03  2.04261722e-07  6.39573443e-09 
 5.37031796e+03  2.02886050e-07  6.35266634e-09 
 5.49540874e+03  2.01528359e-07  6.31016148e-09 
 5.62341325e+03  2.00188469e-07  6.26821422e-09 
 5.75439937e+03  1.98866202e-07  6.22681899e-09 
 5.88843655e+03  1.97561381e-07  6.18597026e-09 
 6.02559586e+03  1.96273830e-07  6.14566252e-09 
 6.16595002e+03  1.95003375e-07  6.10589032e-09 
 6.30957344e+03  1.93749840e-07  6.06664823e-09 
 6.45654229e+03  1.92513055e-07  6.02793086e-09 
 6.60693448e+03  1.91292848e-07  5.98973287e-09 
 6.76082975e+03  1.90089049e-07  5.95204894e-09 
 6.91830971e+03  1.88901488e-07  5.91487379e-09 
 7.07945784e+03  1.87729999e-07  5.87820219e-09 
 7.24435960e+03  1.86574413e-07  5.84202892e-09 
 7.41310241e+03  1.85434566e-07  5.80634881e-09 
 7.58577575e+03  1.84310292e-07  5.77115672e-09 
