 vdd                 v(op)               v(on)               v(xpre.bn)          v(xpre.bp)          i(vdd)             
 1.980000000000e+00  1.125966132411e+00  1.125966132411e+00  6.631300595983e-01  9.025295165413e-01 -1.774663827524e-04 
