 time            d4              h4              c4              p4             
 0.00000000e+00 -3.59636199e-01 -4.55191440e-15  8.99404644e-01  1.06399750e-03 
 5.00000000e-11 -3.59636199e-01 -4.77395901e-15  8.99404644e-01  1.06399750e-03 
 1.00000000e-10 -3.59636199e-01 -4.88498131e-15  8.99404644e-01  1.06399750e-03 
 2.00000000e-10 -3.59636199e-01 -4.99600361e-15  8.99404644e-01  1.06399750e-03 
 4.00000000e-10 -3.59636199e-01 -4.99600361e-15  8.99404644e-01  1.06399750e-03 
 8.00000000e-10 -3.59636199e-01 -4.99600361e-15  8.99404644e-01  1.06399750e-03 
 1.60000000e-09 -3.59636199e-01 -4.88498131e-15  8.99404644e-01  1.06399750e-03 
 3.20000000e-09 -3.59636199e-01 -4.77395901e-15  8.99404644e-01  1.06399750e-03 
 6.40000000e-09 -3.59636199e-01 -4.77395901e-15  8.99404644e-01  1.06399750e-03 
 1.14000000e-08 -3.59636199e-01 -4.44089210e-15  8.99404644e-01  1.06399750e-03 
 1.64000000e-08 -3.59636199e-01 -4.66293670e-15  8.99404644e-01  1.06399750e-03 
 2.14000000e-08 -3.59636199e-01 -5.21804822e-15  8.99404644e-01  1.06399750e-03 
 2.64000000e-08 -3.59636199e-01 -5.66213743e-15  8.99404644e-01  1.06399750e-03 
 3.14000000e-08 -3.59636199e-01 -5.88418203e-15  8.99404644e-01  1.06399750e-03 
 3.64000000e-08 -3.59636199e-01 -6.21724894e-15  8.99404644e-01  1.06399750e-03 
 4.14000000e-08 -3.59636199e-01 -6.55031585e-15  8.99404644e-01  1.06399750e-03 
 4.64000000e-08 -3.59636199e-01 -6.66133815e-15  8.99404644e-01  1.06399750e-03 
 5.14000000e-08 -3.59636199e-01 -6.55031585e-15  8.99404644e-01  1.06399750e-03 
 5.64000000e-08 -3.59636199e-01 -6.77236045e-15  8.99404644e-01  1.06399750e-03 
 6.14000000e-08 -3.59636199e-01 -6.99440506e-15  8.99404644e-01  1.06399750e-03 
 6.64000000e-08 -3.59636199e-01 -7.10542736e-15  8.99404644e-01  1.06399750e-03 
 7.14000000e-08 -3.59636199e-01 -7.43849426e-15  8.99404644e-01  1.06399750e-03 
 7.64000000e-08 -3.59636199e-01 -7.66053887e-15  8.99404644e-01  1.06399750e-03 
 8.14000000e-08 -3.59636199e-01 -7.66053887e-15  8.99404644e-01  1.06399750e-03 
 8.64000000e-08 -3.59636199e-01 -7.66053887e-15  8.99404644e-01  1.06399750e-03 
 9.14000000e-08 -3.59636199e-01 -7.99360578e-15  8.99404644e-01  1.06399750e-03 
 9.64000000e-08 -3.59636199e-01 -8.21565038e-15  8.99404644e-01  1.06399750e-03 
 1.01400000e-07 -3.59636199e-01 -8.10462808e-15  8.99404644e-01  1.06399750e-03 
 1.06400000e-07 -3.59636199e-01 -7.99360578e-15  8.99404644e-01  1.06399750e-03 
 1.11400000e-07 -3.59636199e-01 -7.99360578e-15  8.99404644e-01  1.06399750e-03 
 1.16400000e-07 -3.59636199e-01 -8.10462808e-15  8.99404644e-01  1.06399750e-03 
 1.21400000e-07 -3.59636199e-01 -7.99360578e-15  8.99404644e-01  1.06399750e-03 
 1.26400000e-07 -3.59636199e-01 -7.88258347e-15  8.99404644e-01  1.06399750e-03 
 1.31400000e-07 -3.59636199e-01 -7.99360578e-15  8.99404644e-01  1.06399750e-03 
 1.36400000e-07 -3.59636199e-01 -8.10462808e-15  8.99404644e-01  1.06399750e-03 
 1.41400000e-07 -3.59636199e-01 -7.99360578e-15  8.99404644e-01  1.06399750e-03 
 1.46400000e-07 -3.59636199e-01 -7.77156117e-15  8.99404644e-01  1.06399750e-03 
 1.51400000e-07 -3.59636199e-01 -7.99360578e-15  8.99404644e-01  1.06399750e-03 
 1.56400000e-07 -3.59636199e-01 -8.54871729e-15  8.99404644e-01  1.06399750e-03 
 1.61400000e-07 -3.59636199e-01 -8.77076189e-15  8.99404644e-01  1.06399750e-03 
 1.66400000e-07 -3.59636199e-01 -8.65973959e-15  8.99404644e-01  1.06399750e-03 
 1.71400000e-07 -3.59636199e-01 -8.65973959e-15  8.99404644e-01  1.06399750e-03 
 1.76400000e-07 -3.59636199e-01 -8.88178420e-15  8.99404644e-01  1.06399750e-03 
 1.81400000e-07 -3.59636199e-01 -9.10382880e-15  8.99404644e-01  1.06399750e-03 
 1.86400000e-07 -3.59636199e-01 -9.21485110e-15  8.99404644e-01  1.06399750e-03 
 1.91400000e-07 -3.59636199e-01 -9.21485110e-15  8.99404644e-01  1.06399750e-03 
 1.96400000e-07 -3.59636199e-01 -9.32587341e-15  8.99404644e-01  1.06399750e-03 
 2.01400000e-07 -3.59636199e-01 -9.65894031e-15  8.99404644e-01  1.06399750e-03 
 2.06400000e-07 -3.59636199e-01 -9.43689571e-15  8.99404644e-01  1.06399750e-03 
 2.11400000e-07 -3.59636199e-01 -9.10382880e-15  8.99404644e-01  1.06399750e-03 
 2.16400000e-07 -3.59636199e-01 -9.21485110e-15  8.99404644e-01  1.06399750e-03 
 2.21400000e-07 -3.59636199e-01 -9.32587341e-15  8.99404644e-01  1.06399750e-03 
 2.26400000e-07 -3.59636199e-01 -9.54791801e-15  8.99404644e-01  1.06399750e-03 
 2.31400000e-07 -3.59636199e-01 -9.99200722e-15  8.99404644e-01  1.06399750e-03 
 2.36400000e-07 -3.59636199e-01 -1.03250741e-14  8.99404644e-01  1.06399750e-03 
 2.41400000e-07 -3.59636199e-01 -1.04360964e-14  8.99404644e-01  1.06399750e-03 
 2.46400000e-07 -3.59636199e-01 -1.07691633e-14  8.99404644e-01  1.06399750e-03 
 2.51400000e-07 -3.59636199e-01 -1.12132525e-14  8.99404644e-01  1.06399750e-03 
 2.56400000e-07 -3.59636199e-01 -1.11022302e-14  8.99404644e-01  1.06399750e-03 
 2.61400000e-07 -3.59636199e-01 -1.08801856e-14  8.99404644e-01  1.06399750e-03 
 2.66400000e-07 -3.59636199e-01 -1.09912079e-14  8.99404644e-01  1.06399750e-03 
 2.71400000e-07 -3.59636199e-01 -1.11022302e-14  8.99404644e-01  1.06399750e-03 
 2.76400000e-07 -3.59636199e-01 -1.12132525e-14  8.99404644e-01  1.06399750e-03 
 2.81400000e-07 -3.59636199e-01 -1.13242749e-14  8.99404644e-01  1.06399750e-03 
 2.86400000e-07 -3.59636199e-01 -1.14352972e-14  8.99404644e-01  1.06399750e-03 
 2.91400000e-07 -3.59636199e-01 -1.18793864e-14  8.99404644e-01  1.06399750e-03 
 2.96400000e-07 -3.59636199e-01 -1.24344979e-14  8.99404644e-01  1.06399750e-03 
 3.01400000e-07 -3.59636199e-01 -1.28785871e-14  8.99404644e-01  1.06399750e-03 
 3.06400000e-07 -3.59636199e-01 -1.32116540e-14  8.99404644e-01  1.06399750e-03 
