 frequency           g1_dm_r             g1_dm_i             g1_stage1_cm_r      g1_stage1_cm_i      g1_output_cm_r      g1_output_cm_i      g4_dm_r             g4_dm_i             g4_stage1_cm_r      g4_stage1_cm_i      g4_output_cm_r      g4_output_cm_i      g16_dm_r            g16_dm_i            g16_stage1_cm_r     g16_stage1_cm_i     g16_output_cm_r     g16_output_cm_i    
 1.000000000000e+00  5.309478223190e+02 -4.105073195912e-02 -1.599400326766e+02 -4.852579130571e-03  4.117039115211e+01 -7.223320629864e-04  3.703353603753e+02 -4.822250472086e-02 -9.368814706418e+02 -1.664375258566e-01  7.474294896809e+01 -2.380389725384e-03  1.676597000128e+02 -3.302405920600e-02  7.379774258017e+02 -1.032499303370e-01  1.249020552262e+02 -6.647029919982e-03 
 1.023292992281e+00  5.309478221699e+02 -4.200692633001e-02 -1.599400326697e+02 -4.965610218587e-03  4.117039115149e+01 -7.391573381419e-04  3.703353600800e+02 -4.934575111182e-02 -9.368814692494e+02 -1.703143536086e-01  7.474294896443e+01 -2.435836124760e-03  1.676596997067e+02 -3.379328830056e-02  7.379774251203e+02 -1.056549300697e-01  1.249020552093e+02 -6.801859135664e-03 
 1.047128548051e+00  5.309478220139e+02 -4.298539332817e-02 -1.599400326625e+02 -5.081274138849e-03  4.117039115084e+01 -7.563745243012e-04  3.703353597708e+02 -5.049516126949e-02 -9.368814677914e+02 -1.742814842615e-01  7.474294896060e+01 -2.492574036681e-03  1.676596993862e+02 -3.458043503807e-02  7.379774244066e+02 -1.081159494356e-01  1.249020551916e+02 -6.960294787007e-03 
 1.071519305238e+00  5.309478218504e+02 -4.398665174966e-02 -1.599400326549e+02 -5.199632217899e-03  4.117039115016e+01 -7.739927502439e-04  3.703353594470e+02 -5.167134462609e-02 -9.368814662659e+02 -1.783410212392e-01  7.474294895659e+01 -2.550633544337e-03  1.676596990505e+02 -3.538591677374e-02  7.379774236588e+02 -1.106342932989e-01  1.249020551731e+02 -7.122420878682e-03 
 1.096478196143e+00  5.309478216793e+02 -4.501123247486e-02 -1.599400326470e+02 -5.320747210752e-03  4.117039114945e+01 -7.920213573865e-04  3.703353591080e+02 -5.287492480931e-02 -9.368814646682e+02 -1.824951169595e-01  7.474294895241e+01 -2.610045431647e-03  1.676596986991e+02 -3.621016058421e-02  7.379774228757e+02 -1.132112969183e-01  1.249020551537e+02 -7.288323372083e-03 
 1.122018454302e+00  5.309478215001e+02 -4.605967874996e-02 -1.599400326387e+02 -5.444683334179e-03  4.117039114870e+01 -8.104699047347e-04  3.703353587530e+02 -5.410653997298e-02 -9.368814629939e+02 -1.867459739766e-01  7.474294894801e+01 -2.670841199578e-03  1.676596983310e+02 -3.705360349397e-02  7.379774220565e+02 -1.158483266548e-01  1.249020551334e+02 -7.458090230898e-03 
 1.148153621497e+00  5.309478213125e+02 -4.713254647495e-02 -1.599400326300e+02 -5.571506300752e-03  4.117039114791e+01 -8.293481739528e-04  3.703353583813e+02 -5.536684313546e-02 -9.368814612411e+02 -1.910958461496e-01  7.474294894342e+01 -2.733053082851e-03  1.676596979457e+02 -3.791669270711e-02  7.379774211985e+02 -1.185467806954e-01  1.249020551121e+02 -7.631811467760e-03 
 1.174897554940e+00  5.309478211161e+02 -4.823040449838e-02 -1.599400326209e+02 -5.701283353683e-03  4.117039114710e+01 -8.486661745493e-04  3.703353579921e+02 -5.665650252583e-02 -9.368814594057e+02 -1.955470398361e-01  7.474294893861e+01 -2.796714067029e-03  1.676596975422e+02 -3.879988584441e-02  7.379774203001e+02 -1.213080897952e-01  1.249020550898e+02 -7.809579191955e-03 
 1.202264434617e+00  5.309478209104e+02 -4.935383491902e-02 -1.599400326114e+02 -5.834083302485e-03  4.117039114624e+01 -8.684341491833e-04  3.703353575845e+02 -5.797620193815e-02 -9.368814574837e+02 -2.001019151154e-01  7.474294893356e+01 -2.861857906006e-03  1.676596971196e+02 -3.970365118596e-02  7.379774193595e+02 -1.241337180360e-01  1.249020550665e+02 -7.991487658278e-03 
 1.230268770812e+00  5.309478206949e+02 -5.050343339438e-02 -1.599400326014e+02 -5.969976559445e-03  4.117039114534e+01 -8.886625790964e-04  3.703353571577e+02 -5.932664109413e-02 -9.368814554714e+02 -2.047628870401e-01  7.474294892829e+01 -2.928519139908e-03  1.676596966772e+02 -4.062846791949e-02  7.379774183744e+02 -1.270251636023e-01  1.249020550421e+02 -8.177633316995e-03 
 1.258925411794e+00  5.309478204693e+02 -5.167980945672e-02 -1.599400325910e+02 -6.109035176963e-03  4.117039114440e+01 -9.093621896698e-04  3.703353567108e+02 -6.070853601411e-02 -9.368814533638e+02 -2.095324269163e-01  7.474294892275e+01 -2.996733113401e-03  1.676596962139e+02 -4.157482639441e-02  7.379774173430e+02 -1.299839595757e-01  1.249020550166e+02 -8.368114864987e-03 
 1.288249551693e+00  5.309478202332e+02 -5.288358683603e-02 -1.599400325800e+02 -6.251332885759e-03  4.117039114342e+01 -9.305439561113e-04  3.703353562428e+02 -6.212261939653e-02 -9.368814511577e+02 -2.144130636147e-01  7.474294891697e+01 -3.066535994436e-03  1.676596957287e+02 -4.254322838177e-02  7.379774162624e+02 -1.330116747476e-01  1.249020549898e+02 -8.563033298081e-03 
 1.318256738556e+00  5.309478199859e+02 -5.411540379088e-02 -1.599400325686e+02 -6.396945133955e-03  4.117039114239e+01 -9.522191092729e-04  3.703353557528e+02 -6.356964100666e-02 -9.368814488471e+02 -2.194073849097e-01  7.474294891090e+01 -3.137964793423e-03  1.676596952207e+02 -4.353418734036e-02  7.379774151314e+02 -1.361099144520e-01  1.249020549617e+02 -8.762491964601e-03 
 1.348962882592e+00  5.309478197269e+02 -5.537591344674e-02 -1.599400325566e+02 -6.545949127094e-03  4.117039114131e+01 -9.743991416081e-04  3.703353552397e+02 -6.505036807399e-02 -9.368814464279e+02 -2.245180388536e-01  7.474294890455e+01 -3.211057382854e-03  1.676596946888e+02 -4.454822868889e-02  7.379774139466e+02 -1.392803214147e-01  1.249020549324e+02 -8.966596620157e-03 
 1.380384264603e+00  5.309478194557e+02 -5.666578414235e-02 -1.599400325440e+02 -6.698423869057e-03  4.117039114018e+01 -9.970958132636e-04  3.703353547023e+02 -6.656558569902e-02 -9.368814438942e+02 -2.297477351787e-01  7.474294889792e+01 -3.285852517389e-03  1.676596941317e+02 -4.558589008463e-02  7.379774127066e+02 -1.425245766266e-01  1.249020549016e+02 -9.175455483725e-03 
 1.412537544623e+00  5.309478191719e+02 -5.798569978410e-02 -1.599400325309e+02 -6.854450203972e-03  4.117039113900e+01 -1.020321158315e-03  3.703353541398e+02 -6.811609726964e-02 -9.368814412413e+02 -2.350992467356e-01  7.474294889096e+01 -3.362389854391e-03  1.676596935485e+02 -4.664772170846e-02  7.379774114081e+02 -1.458444002329e-01  1.249020548695e+02 -9.389179295030e-03 
 1.445439770746e+00  5.309478188744e+02 -5.933636020844e-02 -1.599400325171e+02 -7.014110859059e-03  4.117039113776e+01 -1.044087491147e-03  3.703353535507e+02 -6.970272488693e-02 -9.368814384631e+02 -2.405754109621e-01  7.474294888367e+01 -3.440709974972e-03  1.676596929377e+02 -4.773428655650e-02  7.379774100482e+02 -1.492415524464e-01  1.249020548358e+02 -9.607881373245e-03 
 1.479108388168e+00  5.309478185630e+02 -6.071848155326e-02 -1.599400325027e+02 -7.177490488517e-03  4.117039113646e+01 -1.068407412983e-03  3.703353529337e+02 -7.132630980108e-02 -9.368814355563e+02 -2.461791313900e-01  7.474294887605e+01 -3.520854405493e-03  1.676596922982e+02 -4.884616073873e-02  7.379774086230e+02 -1.527178344800e-01  1.249020548005e+02 -9.831677677092e-03 
 1.513561248436e+00  5.309478182369e+02 -6.213279663735e-02 -1.599400324876e+02 -7.344675718370e-03  4.117039113510e+01 -1.093293818569e-03  3.703353522877e+02 -7.298771285767e-02 -9.368814325102e+02 -2.519133791788e-01  7.474294886806e+01 -3.602865639587e-03  1.676596916285e+02 -4.998393378442e-02  7.379774071320e+02 -1.562750895036e-01  1.249020547635e+02 -1.006068686631e-02 
 1.548816618912e+00  5.309478178956e+02 -6.358005534909e-02 -1.599400324718e+02 -7.515755192444e-03  4.117039113368e+01 -1.118759903005e-03  3.703353516113e+02 -7.468781495376e-02 -9.368814293204e+02 -2.577811946985e-01  7.474294885968e+01 -3.686787160696e-03  1.676596909272e+02 -5.114820895461e-02  7.379774055707e+02 -1.599152036184e-01  1.249020547248e+02 -1.029503036460e-02 
 1.584893192461e+00  5.309478175381e+02 -6.506102504391e-02 -1.599400324553e+02 -7.690819619335e-03  4.117039113218e+01 -1.144819168746e-03  3.703353509030e+02 -7.642751750508e-02 -9.368814259811e+02 -2.637856891375e-01  7.474294885093e+01 -3.772663465120e-03  1.676596901930e+02 -5.233960356208e-02  7.379774039354e+02 -1.636401068587e-01  1.249020546843e+02 -1.053483242395e-02 
 1.621810097359e+00  5.309478171637e+02 -6.657649095127e-02 -1.599400324379e+02 -7.869961820512e-03  4.117039113063e+01 -1.171485432761e-03  3.703353501613e+02 -7.820774292410e-02 -9.368814224843e+02 -2.699300461518e-01  7.474294884176e+01 -3.860540085606e-03  1.676596894241e+02 -5.355874929858e-02  7.379774022233e+02 -1.674517742157e-01  1.249020546419e+02 -1.078022019057e-02 
 1.659586907438e+00  5.309478167718e+02 -6.812725659097e-02 -1.599400324197e+02 -8.053276779536e-03  4.117039112899e+01 -1.198772833854e-03  3.703353493847e+02 -8.002943510888e-02 -9.368814188219e+02 -2.762175235542e-01  7.474294883215e+01 -3.950463615501e-03  1.676596886189e+02 -5.480629256976e-02  7.379774004308e+02 -1.713522266833e-01  1.249020545974e+02 -1.103132377228e-02 
 1.698243652462e+00  5.309478163613e+02 -6.971414419916e-02 -1.599400324008e+02 -8.240861692425e-03  4.117039112728e+01 -1.226695840166e-03  3.703353485714e+02 -8.189355994366e-02 -9.368814149885e+02 -2.826514550430e-01  7.474294882209e+01 -4.042481733446e-03  1.676596877758e+02 -5.608289483792e-02  7.379773985530e+02 -1.753435323299e-01  1.249020545509e+02 -1.128827630749e-02 
 1.737800828749e+00  5.309478159314e+02 -7.133799516430e-02 -1.599400323809e+02 -8.432816019168e-03  4.117039112550e+01 -1.255269256846e-03  3.703353477199e+02 -8.380110581102e-02 -9.368814109727e+02 -2.892352519647e-01  7.474294881157e+01 -4.136643228664e-03  1.676596868930e+02 -5.738923297275e-02  7.379773965875e+02 -1.794278073965e-01  1.249020545022e+02 -1.155121403581e-02 
 1.778279410039e+00  5.309478154813e+02 -7.299967047333e-02 -1.599400323600e+02 -8.629241536492e-03  4.117039112362e+01 -1.284508233894e-03  3.703353468282e+02 -8.575308411578e-02 -9.368814067692e+02 -2.959724051296e-01  7.474294880054e+01 -4.232998026818e-03  1.676596859686e+02 -5.872599961006e-02  7.379773945288e+02 -1.836072174163e-01  1.249020544512e+02 -1.182027637029e-02 
 1.819700858610e+00  5.309478150102e+02 -7.470005116814e-02 -1.599400323382e+02 -8.830242391790e-03  4.117039112166e+01 -1.314428274206e-03  3.703353458944e+02 -8.775052982138e-02 -9.368814023658e+02 -3.028664866551e-01  7.474294878899e+01 -4.331597216497e-03  1.676596850006e+02 -6.009390351923e-02  7.379773923735e+02 -1.878839783649e-01  1.249020543978e+02 -1.209560597130e-02 
 1.862087136663e+00  5.309478145167e+02 -7.644003881260e-02 -1.599400323153e+02 -9.035925158375e-03  4.117039111960e+01 -1.345045241781e-03  3.703353449167e+02 -8.979450199861e-02 -9.368813977561e+02 -3.099211518675e-01  7.474294877691e+01 -4.432493076292e-03  1.676596839870e+02 -6.149366997882e-02  7.379773901166e+02 -1.922603578340e-01  1.249020543418e+02 -1.237734882220e-02 
