 vdd                 v(op)               v(on)               v(xpre.bn)          v(xpre.bp)          i(vdd)             
 1.980000000000e+00  9.868824249459e-01  9.868824249459e-01  6.266677527758e-01  9.227308964231e-01 -3.990400192475e-05 
